Gen	theta_1Jp	theta_2Me	theta_3MoN	theta_4MoS	theta_5Si	theta_6JpMeMoNMoSSi	theta_7JpMeMoNMoS	theta_8JpMeMoN	theta_9JpMe	tau_6JpMeMoNMoSSi	tau_7JpMeMoNMoS	tau_8JpMeMoN	tau_9JpMe	lnL
116	0.001965	0.000417	0.001439	0.006584	0.000992	0.002937	0.021504	0.002896	0.000560	0.000646	0.000226	0.000217	0.000181	-10401.294
118	0.001911	0.000406	0.001399	0.006402	0.000965	0.003192	0.020908	0.004392	0.000545	0.000585	0.000220	0.000195	0.000176	-10423.122
120	0.001911	0.000406	0.001399	0.006402	0.000965	0.003026	0.020908	0.004392	0.000545	0.000605	0.000220	0.000195	0.000176	-10406.561
122	0.001911	0.000406	0.001399	0.006402	0.000965	0.003114	0.021894	0.004392	0.000545	0.000594	0.000219	0.000195	0.000176	-10395.258
124	0.001911	0.000406	0.001399	0.007042	0.000965	0.003366	0.022090	0.003751	0.000579	0.000566	0.000219	0.000195	0.000176	-10408.958
126	0.001911	0.000406	0.001399	0.007042	0.000965	0.003366	0.022090	0.003751	0.000568	0.000566	0.000219	0.000195	0.000179	-10416.804
128	0.001786	0.000379	0.001307	0.007277	0.000901	0.002982	0.020931	0.002623	0.000531	0.000547	0.000204	0.000187	0.000167	-10405.419
130	0.001947	0.000413	0.002053	0.007933	0.000983	0.003278	0.024268	0.001721	0.000578	0.000596	0.000223	0.000203	0.000182	-10432.555
132	0.001947	0.000413	0.002053	0.007933	0.000983	0.002722	0.024789	0.001721	0.000578	0.000578	0.000223	0.000203	0.000182	-10417.476
134	0.001947	0.000413	0.002053	0.008574	0.000983	0.002736	0.024789	0.002670	0.000578	0.000577	0.000223	0.000196	0.000182	-10414.414
136	0.002256	0.000479	0.002379	0.009936	0.001139	0.003171	0.028134	0.003094	0.000670	0.000668	0.000258	0.000227	0.000211	-10429.160
138	0.002439	0.000518	0.002573	0.010120	0.001231	0.003434	0.031080	0.001657	0.000725	0.000722	0.000279	0.000255	0.000229	-10417.041
140	0.002439	0.000518	0.002573	0.010120	0.001231	0.003222	0.030471	0.001657	0.000725	0.000681	0.000279	0.000255	0.000229	-10420.673
142	0.002439	0.000518	0.002573	0.009778	0.001231	0.003222	0.031212	0.002254	0.000725	0.000681	0.000279	0.000255	0.000229	-10425.866
144	0.002063	0.000438	0.002176	0.009294	0.001041	0.002608	0.026106	0.002357	0.000575	0.000591	0.000236	0.000214	0.000206	-10433.950
146	0.001752	0.000372	0.001847	0.007892	0.000884	0.002064	0.022167	0.000964	0.000488	0.000524	0.000201	0.000193	0.000175	-10449.582
148	0.001859	0.000395	0.001961	0.008047	0.000939	0.002268	0.027454	0.001747	0.000518	0.000544	0.000211	0.000197	0.000186	-10441.045
150	0.001859	0.000395	0.001961	0.008047	0.000939	0.002400	0.027454	0.001747	0.000518	0.000544	0.000211	0.000197	0.000186	-10423.869
152	0.001859	0.000395	0.001961	0.008065	0.000939	0.002400	0.027454	0.002320	0.000518	0.000544	0.000211	0.000195	0.000186	-10410.985
154	0.001859	0.000395	0.001961	0.008065	0.000939	0.002376	0.026970	0.001240	0.001106	0.000548	0.000211	0.000203	0.000186	-10406.458
156	0.001859	0.000395	0.001961	0.008065	0.000939	0.002376	0.026970	0.001612	0.001110	0.000548	0.000211	0.000199	0.000185	-10426.280
158	0.001890	0.000401	0.001993	0.008197	0.000954	0.002520	0.027993	0.001576	0.001129	0.000542	0.000214	0.000203	0.000188	-10398.241
160	0.001629	0.000346	0.001718	0.006951	0.000822	0.002024	0.024134	0.001008	0.000973	0.000488	0.000184	0.000179	0.000162	-10402.806
162	0.001809	0.000384	0.001908	0.007718	0.000913	0.002706	0.026795	0.001119	0.001080	0.000542	0.000205	0.000199	0.000180	-10389.312
164	0.001809	0.000384	0.001908	0.007718	0.000913	0.002493	0.026390	0.001119	0.001080	0.000571	0.000205	0.000199	0.000180	-10399.708
166	0.001809	0.000384	0.001908	0.007718	0.000913	0.002493	0.026193	0.001119	0.001080	0.000571	0.000205	0.000199	0.000180	-10419.851
168	0.001854	0.000394	0.001955	0.007910	0.000936	0.002428	0.026845	0.001147	0.001107	0.000605	0.000210	0.000204	0.000185	-10414.592
170	0.002026	0.000430	0.002137	0.008645	0.001023	0.002654	0.029340	0.001253	0.001509	0.000661	0.000229	0.000223	0.000180	-10403.524
172	0.002144	0.000455	0.002261	0.009145	0.001082	0.002787	0.030429	0.001326	0.001597	0.000703	0.000243	0.000236	0.000191	-10410.233
174	0.002144	0.000455	0.002462	0.009145	0.001082	0.002981	0.030429	0.001575	0.001597	0.000673	0.000243	0.000229	0.000191	-10401.026
176	0.002144	0.000455	0.001778	0.009145	0.001082	0.003042	0.029809	0.001575	0.002317	0.000664	0.000243	0.000229	0.000190	-10392.619
178	0.002144	0.000455	0.001778	0.009145	0.001082	0.002913	0.029809	0.001575	0.002317	0.000683	0.000243	0.000229	0.000190	-10406.981
180	0.002144	0.000455	0.001778	0.009473	0.001082	0.002793	0.025811	0.001215	0.002317	0.000702	0.000246	0.000240	0.000190	-10405.101
182	0.002144	0.000455	0.001778	0.009889	0.001082	0.002902	0.025811	0.001702	0.001527	0.000685	0.000246	0.000226	0.000190	-10427.537
184	0.002493	0.000529	0.002068	0.011607	0.001258	0.003513	0.030020	0.003249	0.001776	0.000776	0.000286	0.000246	0.000221	-10432.222
186	0.002445	0.000519	0.002319	0.011385	0.001234	0.003694	0.029446	0.001784	0.001687	0.000768	0.000280	0.000261	0.000224	-10407.477
188	0.002266	0.000481	0.002149	0.010552	0.001144	0.003517	0.026666	0.001653	0.001563	0.000700	0.000260	0.000242	0.000207	-10422.296
190	0.002266	0.000481	0.002149	0.010944	0.001144	0.003355	0.026666	0.002138	0.001563	0.000721	0.000260	0.000239	0.000207	-10426.775
192	0.002137	0.000454	0.002026	0.011482	0.001079	0.003171	0.025141	0.001478	0.001474	0.000679	0.000245	0.000225	0.000196	-10385.355
194	0.002137	0.000454	0.002026	0.011482	0.001079	0.003171	0.025141	0.001363	0.001570	0.000679	0.000245	0.000229	0.000184	-10386.031
196	0.002459	0.000522	0.002332	0.013216	0.001241	0.004321	0.028936	0.001231	0.001701	0.000802	0.000282	0.000278	0.000224	-10392.571
198	0.002098	0.000446	0.001989	0.011274	0.001059	0.003531	0.023922	0.000690	0.001519	0.000704	0.000241	0.000237	0.000183	-10387.382
200	0.002383	0.000506	0.002259	0.011833	0.001203	0.004405	0.027169	0.000784	0.001725	0.000752	0.000273	0.000269	0.000208	-10404.648
202	0.002383	0.000506	0.002259	0.011833	0.001203	0.004405	0.027169	0.000784	0.001725	0.000752	0.000273	0.000269	0.000208	-10390.904
204	0.002383	0.000506	0.002259	0.011833	0.001203	0.004132	0.026750	0.000784	0.001725	0.000784	0.000273	0.000269	0.000208	-10397.166
206	0.002383	0.000506	0.002259	0.011833	0.001203	0.004132	0.026750	0.000784	0.001725	0.000784	0.000273	0.000269	0.000208	-10393.989
208	0.002738	0.000581	0.003492	0.013596	0.001382	0.004803	0.030792	0.000900	0.001982	0.000894	0.000314	0.000310	0.000239	-10403.501
210	0.002738	0.000581	0.003128	0.013596	0.001382	0.004195	0.031111	0.000900	0.001982	0.000862	0.000314	0.000310	0.000239	-10428.224
212	0.002738	0.000581	0.003128	0.012841	0.001382	0.004288	0.031111	0.000900	0.001981	0.000850	0.000314	0.000310	0.000239	-10421.095
214	0.003088	0.000656	0.003529	0.014484	0.001559	0.004821	0.035092	0.001015	0.002235	0.000961	0.000354	0.000349	0.000269	-10399.530
216	0.003088	0.000656	0.003529	0.013481	0.001559	0.005099	0.035092	0.001015	0.002010	0.000984	0.000354	0.000349	0.000299	-10382.015
218	0.003088	0.000656	0.003529	0.014195	0.001559	0.005391	0.035092	0.001015	0.002010	0.000950	0.000354	0.000349	0.000299	-10379.630
220	0.003088	0.000656	0.003529	0.014195	0.001559	0.004775	0.035092	0.001015	0.001990	0.000950	0.000354	0.000349	0.000302	-10374.236
222	0.003617	0.000656	0.003529	0.014195	0.001559	0.004867	0.035092	0.001015	0.001925	0.000938	0.000354	0.000349	0.000313	-10424.036
224	0.003363	0.000610	0.003280	0.013196	0.001449	0.004476	0.032621	0.000944	0.001716	0.000878	0.000329	0.000325	0.000303	-10392.840
226	0.003787	0.000687	0.003694	0.014860	0.001632	0.004289	0.036737	0.001063	0.002046	0.000996	0.000371	0.000366	0.000322	-10391.961
228	0.003787	0.000687	0.004234	0.014763	0.001632	0.004104	0.036737	0.001063	0.002046	0.001024	0.000371	0.000366	0.000322	-10397.964
230	0.003731	0.000676	0.004171	0.014543	0.001608	0.004878	0.028647	0.001047	0.002015	0.000973	0.000366	0.000360	0.000318	-10395.795
232	0.003126	0.000567	0.003015	0.012187	0.001347	0.003901	0.024633	0.000878	0.001692	0.000840	0.000307	0.000302	0.000266	-10410.023
234	0.002907	0.000527	0.002804	0.010886	0.001253	0.003628	0.023730	0.000816	0.000650	0.000781	0.000285	0.000281	0.000260	-10387.559
236	0.002907	0.000527	0.002804	0.010886	0.001253	0.003804	0.024080	0.000788	0.000618	0.000758	0.000285	0.000281	0.000274	-10417.629
238	0.002533	0.000459	0.002442	0.009482	0.001091	0.003314	0.020975	0.000736	0.000541	0.000660	0.000249	0.000244	0.000237	-10415.072
240	0.002716	0.000492	0.002620	0.010171	0.001171	0.003554	0.022497	0.001663	0.000581	0.000708	0.000267	0.000258	0.000255	-10426.908
242	0.002722	0.000492	0.002620	0.010908	0.001171	0.003553	0.022497	0.000923	0.000581	0.000708	0.000267	0.000258	0.000255	-10430.541
244	0.002752	0.000492	0.002620	0.010908	0.001171	0.003553	0.022497	0.000603	0.000581	0.000708	0.000267	0.000260	0.000255	-10420.851
246	0.002729	0.000488	0.002598	0.010820	0.001161	0.003524	0.020657	0.001439	0.000576	0.000702	0.000265	0.000255	0.000252	-10406.611
248	0.002991	0.000535	0.002847	0.011856	0.001645	0.003670	0.022635	0.001234	0.001153	0.000795	0.000290	0.000280	0.000277	-10375.589
250	0.002991	0.000535	0.002292	0.011856	0.001645	0.003728	0.022193	0.001234	0.001164	0.000787	0.000290	0.000280	0.000274	-10390.641
252	0.002936	0.000525	0.002250	0.012601	0.001615	0.003512	0.021787	0.001853	0.002063	0.000793	0.000285	0.000272	0.000269	-10409.368
254	0.003192	0.000498	0.002134	0.011952	0.001532	0.003476	0.020665	0.000727	0.001953	0.000732	0.000270	0.000262	0.000256	-10416.917
256	0.003192	0.000498	0.002134	0.011952	0.001532	0.003862	0.020021	0.001068	0.001953	0.000745	0.000270	0.000260	0.000256	-10409.156
258	0.003192	0.000498	0.002134	0.011952	0.001532	0.003837	0.020021	0.000765	0.001860	0.000748	0.000270	0.000262	0.000256	-10399.333
260	0.003192	0.000498	0.002134	0.011952	0.001532	0.003816	0.018679	0.000502	0.001860	0.000751	0.000270	0.000265	0.000256	-10389.124
262	0.003600	0.000562	0.002407	0.013481	0.001728	0.004225	0.021069	0.000566	0.001878	0.000857	0.000304	0.000299	0.000289	-10381.136
264	0.003815	0.000562	0.002407	0.013481	0.001728	0.004196	0.020739	0.000594	0.001925	0.000861	0.000304	0.000298	0.000281	-10390.473
266	0.003595	0.000530	0.002268	0.012704	0.001628	0.004103	0.019544	0.000797	0.001348	0.000792	0.000287	0.000276	0.000265	-10388.105
268	0.003595	0.000530	0.002268	0.011774	0.001628	0.004088	0.020366	0.000797	0.001343	0.000794	0.000287	0.000276	0.000266	-10382.789
270	0.002995	0.000441	0.001890	0.009809	0.001356	0.003281	0.016967	0.000504	0.001119	0.000678	0.000239	0.000233	0.000222	-10394.890
272	0.003263	0.000481	0.002059	0.010687	0.001478	0.003208	0.018485	0.000890	0.001219	0.000793	0.000260	0.000249	0.000241	-10388.797
274	0.003599	0.000530	0.002270	0.012490	0.001630	0.003457	0.020386	0.000981	0.000612	0.000888	0.000287	0.000274	0.000265	-10371.711
276	0.003599	0.000530	0.002270	0.012103	0.001244	0.003549	0.020386	0.000981	0.000612	0.000872	0.000287	0.000274	0.000265	-10382.518
278	0.003599	0.000530	0.002270	0.012103	0.001244	0.003670	0.020947	0.000981	0.000612	0.000853	0.000287	0.000274	0.000265	-10382.528
280	0.003599	0.000530	0.002270	0.012103	0.001244	0.003112	0.020947	0.000981	0.000612	0.000880	0.000287	0.000274	0.000265	-10390.505
282	0.003694	0.000544	0.002331	0.012425	0.001278	0.003195	0.021504	0.001007	0.000649	0.000904	0.000295	0.000282	0.000264	-10385.910
284	0.003565	0.000525	0.002250	0.011991	0.001233	0.003204	0.020754	0.000972	0.000554	0.000850	0.000285	0.000272	0.000255	-10394.065
286	0.003565	0.000525	0.002250	0.011991	0.001233	0.003169	0.021104	0.001242	0.000554	0.000856	0.000285	0.000268	0.000255	-10398.230
288	0.003161	0.000466	0.001994	0.010632	0.001093	0.002809	0.018711	0.001227	0.000491	0.000759	0.000252	0.000237	0.000226	-10392.088
290	0.002765	0.000407	0.001745	0.009301	0.000956	0.002506	0.016369	0.000914	0.000434	0.000656	0.000221	0.000209	0.000196	-10403.745
292	0.002765	0.000407	0.001745	0.008747	0.000956	0.002643	0.015523	0.000914	0.000434	0.000633	0.000221	0.000209	0.000196	-10405.352
294	0.002852	0.000420	0.001627	0.009022	0.000986	0.002851	0.016010	0.000943	0.000448	0.000634	0.000228	0.000215	0.000202	-10407.019
296	0.002382	0.000351	0.001358	0.007697	0.000824	0.002353	0.013870	0.000787	0.000370	0.000534	0.000190	0.000180	0.000170	-10409.799
298	0.002670	0.000393	0.001522	0.008628	0.000923	0.002581	0.019460	0.000882	0.000415	0.000606	0.000211	0.000201	0.000191	-10382.353
300	0.002737	0.000403	0.001561	0.009249	0.000946	0.002582	0.019218	0.000905	0.000425	0.000632	0.000216	0.000206	0.000196	-10391.841
302	0.002941	0.000433	0.001677	0.009939	0.001017	0.002640	0.020652	0.000972	0.000457	0.000702	0.000232	0.000222	0.000210	-10406.652
304	0.002941	0.000433	0.001677	0.009939	0.001017	0.002917	0.020652	0.000423	0.000456	0.000657	0.000232	0.000220	0.000211	-10416.842
306	0.002941	0.000433	0.001677	0.009939	0.001017	0.002845	0.024982	0.000497	0.000448	0.000668	0.000230	0.000219	0.000211	-10405.075
308	0.002941	0.000433	0.001677	0.009575	0.001017	0.002845	0.024982	0.000497	0.000448	0.000668	0.000230	0.000219	0.000211	-10390.152
310	0.002941	0.000433	0.002185	0.009075	0.001017	0.002853	0.024982	0.000497	0.000447	0.000667	0.000230	0.000219	0.000212	-10382.599
312	0.002941	0.000433	0.002185	0.009316	0.001017	0.003024	0.024982	0.000497	0.000447	0.000642	0.000230	0.000219	0.000212	-10377.856
314	0.003299	0.000486	0.001735	0.010448	0.001141	0.003392	0.028457	0.000557	0.000501	0.000720	0.000258	0.000245	0.000237	-10379.811
316	0.002925	0.000431	0.001539	0.009265	0.001012	0.003008	0.025235	0.000546	0.000444	0.000638	0.000229	0.000217	0.000210	-10365.637
318	0.003437	0.000506	0.001808	0.010885	0.001188	0.003616	0.029645	0.000641	0.000522	0.000739	0.000269	0.000255	0.000247	-10373.594
320	0.003067	0.000452	0.001613	0.009715	0.001061	0.003227	0.026459	0.000365	0.000466	0.000660	0.000240	0.000231	0.000221	-10384.772
322	0.002749	0.000405	0.001446	0.008707	0.000951	0.002892	0.023713	0.000327	0.000417	0.000591	0.000215	0.000207	0.000198	-10392.537
324	0.002548	0.000375	0.001340	0.006686	0.000881	0.002680	0.021902	0.000303	0.000392	0.000548	0.000199	0.000192	0.000181	-10403.365
326	0.002548	0.000375	0.001340	0.006686	0.000881	0.002657	0.021902	0.000303	0.000399	0.000551	0.000199	0.000192	0.000178	-10380.133
328	0.002765	0.000407	0.001454	0.007750	0.000956	0.003188	0.021918	0.000329	0.000433	0.000562	0.000217	0.000208	0.000193	-10390.096
330	0.003043	0.000448	0.001601	0.008529	0.001052	0.003549	0.024121	0.000319	0.000477	0.000614	0.000239	0.000229	0.000212	-10400.643
332	0.003043	0.000448	0.001601	0.008529	0.001052	0.003431	0.024452	0.000508	0.000477	0.000627	0.000239	0.000223	0.000212	-10386.807
334	0.003043	0.000448	0.001601	0.008872	0.001052	0.003431	0.024452	0.000508	0.000477	0.000627	0.000239	0.000223	0.000212	-10406.278
336	0.002503	0.000448	0.001601	0.008872	0.001052	0.003315	0.023875	0.000757	0.000416	0.000640	0.000239	0.000223	0.000212	-10408.694
338	0.002728	0.000489	0.001744	0.009667	0.001147	0.003813	0.026014	0.000825	0.000454	0.000675	0.000260	0.000243	0.000230	-10391.417
340	0.002728	0.000489	0.001744	0.009667	0.001147	0.003813	0.026663	0.000825	0.000463	0.000675	0.000260	0.000243	0.000226	-10389.840
342	0.002336	0.000418	0.001494	0.008279	0.000982	0.003157	0.021526	0.000707	0.000396	0.000590	0.000223	0.000208	0.000193	-10393.239
344	0.002336	0.000418	0.001494	0.008279	0.000982	0.003157	0.021526	0.000707	0.000394	0.000590	0.000223	0.000208	0.000195	-10391.400
346	0.002336	0.000418	0.001494	0.008279	0.000982	0.002870	0.020846	0.000707	0.000394	0.000627	0.000223	0.000208	0.000195	-10390.440
348	0.001944	0.000348	0.001466	0.006891	0.000817	0.002388	0.017351	0.000526	0.000328	0.000522	0.000185	0.000174	0.000162	-10382.267
350	0.002279	0.000408	0.001718	0.008076	0.000958	0.002799	0.020990	0.000684	0.000384	0.000611	0.000217	0.000203	0.000190	-10372.497
352	0.002279	0.000408	0.001718	0.008076	0.000958	0.002736	0.020990	0.000835	0.000384	0.000620	0.000217	0.000201	0.000190	-10371.989
354	0.002279	0.000408	0.001718	0.008076	0.000958	0.002627	0.022734	0.000704	0.000384	0.000637	0.000216	0.000199	0.000190	-10386.185
356	0.002279	0.000408	0.001718	0.008076	0.000958	0.002717	0.022734	0.000423	0.000384	0.000623	0.000216	0.000204	0.000190	-10389.266
358	0.002194	0.000393	0.001654	0.007776	0.000922	0.002616	0.021889	0.000407	0.000363	0.000600	0.000208	0.000197	0.000187	-10386.831
360	0.002194	0.000393	0.001654	0.007776	0.000922	0.002616	0.021889	0.000407	0.000363	0.000600	0.000208	0.000197	0.000187	-10402.711
362	0.002194	0.000393	0.001654	0.007776	0.000922	0.002595	0.021889	0.000516	0.000363	0.000603	0.000208	0.000195	0.000187	-10399.926
364	0.002386	0.000427	0.001799	0.008456	0.001003	0.002698	0.024127	0.000503	0.000394	0.000676	0.000226	0.000213	0.000203	-10387.706
366	0.002386	0.000427	0.001799	0.008803	0.001003	0.002881	0.024127	0.000817	0.000394	0.000647	0.000226	0.000213	0.000203	-10394.040
368	0.001996	0.000357	0.001505	0.007363	0.000839	0.002671	0.018101	0.000684	0.000322	0.000507	0.000190	0.000178	0.000174	-10385.721
370	0.002264	0.000448	0.001707	0.007671	0.000942	0.003031	0.021026	0.000776	0.000271	0.000575	0.000216	0.000202	0.000197	-10391.064
372	0.002252	0.000445	0.001698	0.007629	0.000937	0.002886	0.020090	0.000494	0.000270	0.000588	0.000215	0.000203	0.000196	-10378.929
374	0.001920	0.000380	0.001448	0.006503	0.000798	0.002077	0.015813	0.000242	0.000230	0.000501	0.000183	0.000177	0.000167	-10393.224
