Gen	theta_1JpMe	theta_2MoN	theta_3MoS	theta_4Si	theta_5JpMeMoNMoSSi	theta_6JpMeMoNMoS	theta_7JpMeMoN	tau_5JpMeMoNMoSSi	tau_6JpMeMoNMoS	tau_7JpMeMoN	lnL
278	0.001826	0.001632	0.006344	0.001271	0.002760	0.010248	0.000803	0.000453	0.000188	0.000185	-10375.957
280	0.001826	0.001632	0.006344	0.001271	0.002760	0.010248	0.000803	0.000453	0.000188	0.000185	-10406.695
282	0.001813	0.001620	0.006299	0.001262	0.002579	0.011109	0.000797	0.000449	0.000187	0.000183	-10398.072
284	0.001813	0.001620	0.006299	0.001262	0.002579	0.011109	0.000797	0.000449	0.000187	0.000183	-10415.585
286	0.001813	0.001620	0.006299	0.001262	0.003272	0.011109	0.000797	0.000449	0.000187	0.000183	-10437.890
288	0.001813	0.001620	0.006299	0.001262	0.002918	0.011109	0.000797	0.000481	0.000187	0.000183	-10415.265
290	0.001752	0.001565	0.006084	0.001219	0.002818	0.010731	0.001056	0.000465	0.000181	0.000177	-10409.120
292	0.001911	0.001707	0.007406	0.001330	0.003185	0.011705	0.001137	0.000496	0.000197	0.000196	-10386.105
294	0.002263	0.002022	0.007690	0.001575	0.003783	0.013864	0.001347	0.000587	0.000234	0.000232	-10382.310
296	0.002263	0.002022	0.007147	0.001575	0.003783	0.013864	0.001347	0.000587	0.000234	0.000232	-10395.192
298	0.002263	0.002022	0.007147	0.001575	0.003783	0.014451	0.001347	0.000587	0.000234	0.000232	-10397.512
300	0.002263	0.002022	0.007147	0.000946	0.003783	0.014451	0.001347	0.000587	0.000234	0.000232	-10379.184
302	0.002263	0.002022	0.007147	0.000946	0.003783	0.014451	0.000396	0.000587	0.000234	0.000232	-10393.939
304	0.002263	0.002022	0.007147	0.000946	0.003874	0.014451	0.000396	0.000587	0.000234	0.000232	-10412.879
306	0.002263	0.002022	0.007147	0.000946	0.003874	0.014451	0.000396	0.000587	0.000234	0.000232	-10421.763
308	0.002263	0.002022	0.007147	0.000946	0.004365	0.014451	0.000396	0.000587	0.000234	0.000232	-10422.691
310	0.002459	0.002197	0.007764	0.001028	0.004553	0.015699	0.000430	0.000653	0.000254	0.000252	-10402.654
312	0.002459	0.002197	0.008818	0.001028	0.004300	0.017003	0.000430	0.000677	0.000254	0.000252	-10387.741
314	0.002459	0.002197	0.008818	0.001028	0.004665	0.017003	0.000430	0.000644	0.000254	0.000252	-10372.355
316	0.002198	0.001964	0.007884	0.000919	0.004171	0.015202	0.000385	0.000576	0.000227	0.000225	-10385.682
318	0.002198	0.001964	0.007884	0.000919	0.004171	0.015742	0.000385	0.000576	0.000227	0.000225	-10374.980
320	0.001916	0.001712	0.006872	0.000801	0.003465	0.013139	0.000336	0.000517	0.000198	0.000196	-10377.568
322	0.001916	0.001712	0.006872	0.000801	0.003630	0.013593	0.000841	0.000502	0.000198	0.000196	-10389.122
324	0.002206	0.001971	0.007912	0.000922	0.004179	0.015648	0.000969	0.000578	0.000228	0.000226	-10371.151
326	0.002206	0.001971	0.007912	0.000922	0.003722	0.015648	0.000969	0.000556	0.000228	0.000226	-10398.186
328	0.002013	0.001798	0.007219	0.000842	0.003405	0.014648	0.000907	0.000506	0.000208	0.000201	-10407.996
330	0.001942	0.001735	0.006965	0.000812	0.003285	0.015213	0.000868	0.000489	0.000200	0.000196	-10386.709
332	0.002493	0.002431	0.008940	0.001042	0.004016	0.018296	0.001114	0.000646	0.000257	0.000251	-10382.531
334	0.002027	0.001977	0.007271	0.000848	0.003157	0.014632	0.000915	0.000536	0.000209	0.000202	-10388.089
336	0.002030	0.001980	0.007280	0.000849	0.003372	0.013558	0.000916	0.000516	0.000209	0.000202	-10406.583
338	0.002429	0.002369	0.008711	0.001015	0.004034	0.016223	0.001105	0.000618	0.000251	0.000240	-10405.453
340	0.002429	0.002369	0.008711	0.001015	0.003235	0.016223	0.001091	0.000618	0.000251	0.000243	-10407.514
342	0.002429	0.002369	0.008711	0.001015	0.003201	0.016223	0.000852	0.000622	0.000251	0.000245	-10388.318
344	0.002887	0.002816	0.010355	0.001207	0.003805	0.019285	0.001013	0.000739	0.000298	0.000291	-10380.077
346	0.003222	0.003143	0.011557	0.001347	0.004670	0.024827	0.001131	0.000825	0.000331	0.000325	-10380.617
348	0.002996	0.002302	0.010746	0.001253	0.004343	0.023085	0.001094	0.000767	0.000308	0.000290	-10406.925
350	0.003034	0.002331	0.010882	0.001269	0.004193	0.023377	0.001108	0.000799	0.000312	0.000294	-10382.622
352	0.002673	0.002054	0.009587	0.001118	0.003809	0.020596	0.000976	0.000691	0.000275	0.000259	-10378.800
354	0.002894	0.002223	0.010379	0.001210	0.004879	0.023192	0.001057	0.000762	0.000298	0.000281	-10395.535
356	0.002570	0.001975	0.008486	0.001075	0.004334	0.020600	0.000939	0.000677	0.000264	0.000249	-10405.630
358	0.002570	0.001975	0.008486	0.001075	0.004083	0.021632	0.000933	0.000702	0.000264	0.000251	-10427.129
360	0.002935	0.002255	0.009689	0.001227	0.004661	0.025409	0.001074	0.000801	0.000302	0.000284	-10417.858
362	0.002935	0.002255	0.009297	0.001227	0.004988	0.025409	0.001074	0.000769	0.000302	0.000284	-10391.042
364	0.002651	0.002036	0.008397	0.001108	0.004271	0.022513	0.000970	0.000666	0.000273	0.000256	-10392.808
366	0.002651	0.002036	0.008397	0.001108	0.004271	0.020442	0.000945	0.000666	0.000274	0.000263	-10376.869
368	0.002651	0.002036	0.008397	0.001108	0.004133	0.021210	0.000945	0.000679	0.000274	0.000263	-10389.949
370	0.002651	0.002036	0.008397	0.001108	0.003917	0.020928	0.000946	0.000701	0.000274	0.000263	-10372.567
372	0.002651	0.002036	0.008397	0.001108	0.004614	0.020350	0.000946	0.000701	0.000274	0.000263	-10386.748
374	0.002681	0.002060	0.008494	0.001121	0.004667	0.021592	0.000956	0.000709	0.000277	0.000266	-10389.790
376	0.002896	0.002060	0.008494	0.001121	0.005126	0.021592	0.000956	0.000670	0.000277	0.000266	-10386.057
378	0.002896	0.002060	0.008494	0.001121	0.004857	0.021592	0.000956	0.000692	0.000277	0.000266	-10390.336
380	0.002896	0.002060	0.008494	0.001121	0.004641	0.021592	0.000956	0.000712	0.000277	0.000266	-10390.379
382	0.002896	0.002060	0.008494	0.001121	0.005530	0.021592	0.000949	0.000700	0.000277	0.000268	-10419.023
384	0.002587	0.001840	0.007586	0.001001	0.004939	0.019286	0.000850	0.000625	0.000247	0.000239	-10390.011
386	0.002341	0.001665	0.006866	0.000906	0.004004	0.017454	0.000769	0.000606	0.000224	0.000216	-10399.393
388	0.002760	0.001731	0.008094	0.001068	0.005303	0.020576	0.000906	0.000665	0.000264	0.000255	-10413.245
390	0.002359	0.001479	0.006917	0.000913	0.004292	0.017586	0.000775	0.000587	0.000225	0.000218	-10405.046
392	0.002359	0.001479	0.006917	0.000913	0.003981	0.017760	0.000775	0.000615	0.000225	0.000218	-10408.202
394	0.002359	0.001479	0.006917	0.000913	0.004834	0.017177	0.000775	0.000615	0.000225	0.000218	-10402.633
396	0.002359	0.001479	0.006917	0.000913	0.005040	0.017177	0.000775	0.000600	0.000225	0.000218	-10411.244
398	0.002359	0.001479	0.006917	0.000913	0.004740	0.017718	0.000775	0.000623	0.000225	0.000218	-10420.967
400	0.002232	0.001400	0.006547	0.000864	0.004593	0.016767	0.000860	0.000581	0.000213	0.000206	-10418.744
402	0.002232	0.001400	0.006547	0.000864	0.004327	0.017921	0.000905	0.000604	0.000213	0.000196	-10398.727
404	0.002731	0.001713	0.008010	0.001057	0.005452	0.021692	0.001107	0.000725	0.000261	0.000240	-10398.447
406	0.002731	0.001713	0.008010	0.001057	0.005549	0.021692	0.001093	0.000717	0.000261	0.000243	-10396.749
408	0.002731	0.001713	0.008010	0.001057	0.004839	0.021692	0.001093	0.000696	0.000261	0.000243	-10400.216
410	0.002731	0.001713	0.008010	0.001057	0.003584	0.020981	0.001052	0.000671	0.000261	0.000252	-10395.555
412	0.002731	0.001713	0.008010	0.001057	0.003838	0.020981	0.001052	0.000644	0.000261	0.000252	-10412.505
414	0.003179	0.001994	0.009322	0.001230	0.004246	0.024420	0.001224	0.000772	0.000304	0.000294	-10394.534
416	0.003026	0.001898	0.009580	0.001171	0.004269	0.023757	0.000910	0.000718	0.000289	0.000280	-10405.679
418	0.002842	0.001783	0.008998	0.001100	0.004046	0.022314	0.000861	0.000671	0.000272	0.000261	-10391.320
420	0.003290	0.002064	0.011291	0.001274	0.004685	0.025836	0.001019	0.000776	0.000315	0.000295	-10399.600
422	0.003290	0.002064	0.011291	0.001274	0.005284	0.026222	0.001019	0.000798	0.000314	0.000295	-10407.605
424	0.003290	0.002496	0.011291	0.001274	0.005443	0.026222	0.001019	0.000784	0.000314	0.000295	-10410.643
426	0.003290	0.002496	0.011291	0.001274	0.005443	0.026222	0.001019	0.000784	0.000314	0.000295	-10407.297
428	0.003290	0.002496	0.011291	0.001274	0.005667	0.026222	0.001004	0.000765	0.000314	0.000300	-10401.530
430	0.003290	0.002496	0.011291	0.001274	0.005935	0.026222	0.001006	0.000745	0.000314	0.000299	-10403.489
432	0.003290	0.002496	0.011291	0.001274	0.005935	0.026222	0.001006	0.000745	0.000314	0.000299	-10397.962
434	0.003290	0.002496	0.011291	0.001274	0.006258	0.026222	0.001006	0.000722	0.000314	0.000299	-10390.713
436	0.003290	0.002496	0.011291	0.001274	0.005626	0.026222	0.001006	0.000715	0.000314	0.000299	-10425.951
438	0.002791	0.001427	0.009577	0.001080	0.004292	0.022242	0.000853	0.000644	0.000267	0.000254	-10408.150
440	0.003206	0.001640	0.011001	0.001271	0.005103	0.021254	0.000980	0.000725	0.000309	0.000292	-10394.613
442	0.003206	0.001640	0.011001	0.001271	0.004933	0.024703	0.000980	0.000740	0.000307	0.000292	-10413.700
444	0.003102	0.001586	0.010643	0.001229	0.004773	0.023899	0.000948	0.000716	0.000297	0.000282	-10421.923
446	0.002721	0.001392	0.008866	0.001078	0.004115	0.019921	0.000832	0.000634	0.000260	0.000247	-10412.165
448	0.002829	0.001447	0.009217	0.001121	0.004428	0.020711	0.000880	0.000646	0.000271	0.000253	-10406.007
450	0.002829	0.001447	0.009288	0.001121	0.004428	0.020711	0.000880	0.000646	0.000271	0.000253	-10395.228
452	0.002829	0.001447	0.009502	0.001121	0.004253	0.020711	0.000880	0.000662	0.000271	0.000253	-10377.699
454	0.002949	0.001508	0.009904	0.001169	0.004659	0.021587	0.000917	0.000670	0.000282	0.000264	-10381.756
456	0.002781	0.001422	0.009340	0.001102	0.004229	0.021202	0.000865	0.000646	0.000266	0.000249	-10369.865
458	0.003184	0.001629	0.010695	0.001262	0.004843	0.024278	0.000990	0.000740	0.000305	0.000285	-10373.184
460	0.003184	0.001629	0.010695	0.001262	0.005633	0.024278	0.000990	0.000679	0.000305	0.000285	-10380.519
462	0.003184	0.001375	0.010695	0.001262	0.005198	0.023071	0.000990	0.000710	0.000305	0.000285	-10391.968
464	0.003506	0.001513	0.011775	0.001389	0.005270	0.024309	0.001067	0.000820	0.000335	0.000320	-10373.619
466	0.003379	0.001459	0.011348	0.001339	0.004913	0.028558	0.001026	0.000806	0.000321	0.000309	-10389.248
468	0.003379	0.001459	0.011348	0.001339	0.005141	0.029034	0.000683	0.000785	0.000320	0.000313	-10387.857
470	0.003379	0.001459	0.011348	0.001339	0.004902	0.029034	0.000863	0.000807	0.000320	0.000304	-10399.240
472	0.003052	0.001317	0.010250	0.001210	0.003480	0.026227	0.000779	0.000721	0.000289	0.000275	-10383.226
