Gen	theta_1JpMeMoNMoS	theta_2Si	theta_3JpMeMoNMoSSi	tau_3JpMeMoNMoSSi	lnL
152	0.012778	0.002314	0.004903	0.000936	-10421.549
154	0.012778	0.002314	0.004903	0.000936	-10413.762
156	0.012778	0.002314	0.004903	0.000936	-10431.381
158	0.012778	0.002314	0.004903	0.000936	-10442.511
160	0.013376	0.002423	0.005132	0.000980	-10412.790
162	0.012763	0.002312	0.004897	0.000935	-10418.789
164	0.012763	0.002312	0.004897	0.000935	-10445.501
166	0.012763	0.002312	0.004866	0.000941	-10433.459
168	0.012763	0.002312	0.004758	0.000963	-10389.453
170	0.012963	0.002348	0.005078	0.000931	-10418.244
172	0.012963	0.002348	0.005078	0.000931	-10398.842
174	0.012963	0.002348	0.004742	0.000997	-10386.905
176	0.012963	0.002348	0.004768	0.000991	-10386.457
178	0.012963	0.002348	0.004881	0.000968	-10414.757
180	0.011563	0.002094	0.004354	0.000864	-10413.089
182	0.012252	0.002219	0.004613	0.000915	-10400.526
184	0.012252	0.002219	0.004782	0.000883	-10394.545
186	0.011603	0.002101	0.004068	0.000931	-10384.112
188	0.011860	0.002148	0.004158	0.000951	-10405.499
190	0.011860	0.002148	0.004293	0.000921	-10415.470
192	0.012760	0.002311	0.004492	0.001019	-10398.938
194	0.011355	0.002057	0.003997	0.000907	-10381.611
196	0.012806	0.002319	0.004508	0.001023	-10401.656
198	0.010537	0.001908	0.003596	0.000868	-10382.446
200	0.010537	0.001908	0.003798	0.000822	-10394.061
202	0.010537	0.001908	0.003798	0.000822	-10393.251
204	0.010537	0.001908	0.003798	0.000822	-10425.348
206	0.011205	0.002029	0.004039	0.000874	-10416.263
208	0.011697	0.002029	0.004039	0.000874	-10427.959
210	0.011697	0.002029	0.004039	0.000874	-10417.555
212	0.010289	0.001785	0.003552	0.000769	-10412.438
214	0.011918	0.002068	0.004115	0.000891	-10399.334
216	0.012316	0.002144	0.004268	0.000924	-10400.377
218	0.013559	0.002361	0.004698	0.001017	-10399.589
220	0.011704	0.002038	0.004055	0.000878	-10403.108
222	0.012928	0.002251	0.004479	0.000970	-10421.107
224	0.010951	0.001907	0.004024	0.000775	-10415.788
226	0.011677	0.002033	0.004240	0.000836	-10419.737
228	0.013321	0.002319	0.004837	0.000953	-10427.568
230	0.013321	0.002319	0.004837	0.000953	-10451.176
232	0.013321	0.002319	0.004782	0.000964	-10437.710
234	0.011550	0.002011	0.004087	0.000848	-10435.828
236	0.011481	0.001999	0.004435	0.000843	-10416.250
238	0.011481	0.001999	0.004435	0.000843	-10415.023
240	0.011481	0.001999	0.004435	0.000843	-10429.033
242	0.011481	0.001999	0.004381	0.000853	-10420.682
244	0.012656	0.002204	0.004830	0.000941	-10422.963
246	0.011813	0.002057	0.004508	0.000878	-10409.266
248	0.014029	0.002443	0.005354	0.001043	-10419.504
250	0.014029	0.002443	0.005354	0.001043	-10416.589
252	0.014029	0.002443	0.005325	0.001049	-10425.235
254	0.012117	0.002110	0.004599	0.000906	-10414.120
256	0.012117	0.002110	0.004599	0.000906	-10407.057
258	0.013432	0.002339	0.004837	0.001004	-10378.469
260	0.013432	0.002339	0.004837	0.001004	-10407.263
262	0.013432	0.002339	0.004837	0.001004	-10432.537
264	0.013432	0.002339	0.006341	0.001004	-10424.330
266	0.013432	0.002339	0.006454	0.000986	-10407.268
268	0.013828	0.002408	0.006250	0.001080	-10428.765
270	0.011898	0.002072	0.005601	0.000929	-10403.513
272	0.013072	0.002276	0.006154	0.001021	-10390.756
274	0.011750	0.002046	0.005311	0.000917	-10416.444
276	0.012054	0.002099	0.005448	0.000941	-10411.348
278	0.014521	0.002345	0.006089	0.001052	-10434.225
280	0.015223	0.002459	0.006383	0.001102	-10411.046
282	0.013731	0.002218	0.005757	0.000994	-10411.011
284	0.016553	0.002674	0.006941	0.001199	-10414.376
286	0.014301	0.002310	0.007104	0.001063	-10400.792
288	0.014301	0.002310	0.006675	0.001131	-10427.558
290	0.014436	0.002069	0.005980	0.001013	-10413.750
292	0.013668	0.002069	0.006125	0.000989	-10415.976
294	0.015739	0.002383	0.007053	0.001139	-10419.781
296	0.015260	0.002311	0.006838	0.001105	-10406.979
298	0.015260	0.002311	0.006838	0.001105	-10404.136
300	0.012905	0.001954	0.005783	0.000934	-10420.376
302	0.013486	0.001954	0.005783	0.000934	-10419.306
304	0.013486	0.001954	0.005783	0.000934	-10426.112
306	0.012386	0.001795	0.005311	0.000858	-10430.980
308	0.013714	0.001987	0.005880	0.000950	-10429.655
310	0.013805	0.001805	0.005341	0.000863	-10418.485
312	0.013805	0.001805	0.005341	0.000863	-10431.420
314	0.013805	0.001805	0.005341	0.000863	-10433.634
316	0.012906	0.001687	0.004993	0.000807	-10421.420
318	0.012112	0.001583	0.004686	0.000757	-10456.114
320	0.013825	0.001807	0.005104	0.000905	-10443.532
322	0.011514	0.001505	0.003748	0.000754	-10417.039
324	0.012135	0.001586	0.003950	0.000795	-10422.469
326	0.012135	0.001319	0.003950	0.000795	-10409.559
328	0.014515	0.001577	0.004725	0.000950	-10413.002
330	0.013421	0.001452	0.004350	0.000875	-10405.859
332	0.013421	0.001452	0.004350	0.000875	-10414.190
334	0.013998	0.001515	0.004537	0.000913	-10439.203
336	0.014470	0.001566	0.004597	0.000962	-10413.132
338	0.014502	0.001569	0.004948	0.000898	-10440.419
340	0.014502	0.001569	0.004591	0.000968	-10434.641
342	0.014502	0.001569	0.004591	0.000968	-10422.599
344	0.014502	0.001569	0.004591	0.000968	-10425.377
346	0.014502	0.001569	0.004591	0.000968	-10397.613
348	0.013161	0.001424	0.004419	0.000828	-10407.122
350	0.014660	0.001586	0.004922	0.000923	-10411.920
352	0.012752	0.001380	0.004282	0.000803	-10423.990
354	0.013188	0.001226	0.003803	0.000713	-10408.422
356	0.013188	0.001229	0.003803	0.000713	-10422.745
358	0.012121	0.001229	0.003803	0.000713	-10408.565
360	0.010587	0.001073	0.003266	0.000633	-10398.560
362	0.010587	0.001073	0.003266	0.000633	-10424.647
364	0.011645	0.001180	0.003593	0.000697	-10408.729
366	0.011645	0.001180	0.003593	0.000697	-10422.637
368	0.011396	0.001155	0.003769	0.000636	-10447.556
370	0.011551	0.001171	0.003820	0.000645	-10435.135
372	0.011551	0.001171	0.003820	0.000645	-10418.705
374	0.011551	0.001171	0.003820	0.000645	-10432.880
376	0.010064	0.001020	0.003328	0.000562	-10436.079
378	0.010064	0.001020	0.003328	0.000562	-10415.861
380	0.010843	0.001036	0.003379	0.000570	-10417.314
382	0.010659	0.001018	0.003322	0.000561	-10442.117
384	0.010659	0.001018	0.003322	0.000561	-10427.092
386	0.010659	0.001018	0.003322	0.000561	-10426.618
388	0.011430	0.001092	0.003562	0.000601	-10423.235
390	0.012343	0.001179	0.003847	0.000649	-10412.053
392	0.012343	0.001179	0.003847	0.000649	-10421.054
394	0.010617	0.001014	0.003309	0.000558	-10442.182
396	0.010416	0.000995	0.003246	0.000548	-10412.535
398	0.010613	0.001014	0.003307	0.000558	-10416.488
400	0.009752	0.000931	0.003039	0.000513	-10413.551
402	0.009752	0.000931	0.003039	0.000513	-10429.444
404	0.010932	0.001044	0.003407	0.000575	-10437.305
406	0.010045	0.000960	0.003131	0.000528	-10413.960
408	0.010374	0.000991	0.003233	0.000546	-10425.966
410	0.009854	0.000941	0.003071	0.000518	-10414.320
412	0.011382	0.001087	0.003614	0.000587	-10389.827
414	0.013875	0.001325	0.004406	0.000716	-10390.425
416	0.012723	0.001215	0.004040	0.000657	-10396.353
418	0.012723	0.001215	0.004040	0.000657	-10386.496
420	0.014303	0.001366	0.004542	0.000738	-10400.551
422	0.014303	0.001366	0.004542	0.000738	-10437.210
424	0.014303	0.001366	0.004542	0.000738	-10406.800
426	0.013487	0.001288	0.004283	0.000696	-10422.809
428	0.014029	0.001340	0.004606	0.000700	-10414.618
430	0.014029	0.001340	0.004606	0.000700	-10425.902
432	0.016142	0.001542	0.005300	0.000806	-10429.216
434	0.016856	0.001610	0.005590	0.000833	-10409.015
436	0.016856	0.001610	0.005658	0.000823	-10420.254
438	0.016856	0.001610	0.005658	0.000823	-10409.376
440	0.016679	0.001593	0.005259	0.000867	-10435.908
442	0.019302	0.001844	0.006032	0.001012	-10419.135
444	0.021851	0.001863	0.006095	0.001023	-10421.881
446	0.016589	0.001414	0.005199	0.000777	-10419.915
448	0.019014	0.001621	0.005959	0.000890	-10444.765
450	0.019014	0.001621	0.005551	0.000955	-10449.667
452	0.017796	0.001517	0.005195	0.000894	-10428.218
454	0.017796	0.001517	0.004979	0.000933	-10437.120
456	0.017796	0.001517	0.004979	0.000933	-10430.440
458	0.017796	0.001517	0.004979	0.000933	-10423.658
460	0.019003	0.001517	0.004979	0.000933	-10427.665
462	0.019003	0.001517	0.004979	0.000933	-10413.352
464	0.018239	0.001456	0.004779	0.000896	-10420.629
466	0.018239	0.001456	0.004779	0.000896	-10428.618
468	0.018239	0.001456	0.004779	0.000896	-10418.417
470	0.018239	0.001456	0.004779	0.000896	-10440.411
472	0.021465	0.001714	0.006060	0.000978	-10409.286
474	0.021465	0.001714	0.006060	0.000978	-10417.518
476	0.017881	0.001428	0.005049	0.000815	-10410.725
478	0.017881	0.001428	0.004706	0.000874	-10406.120
480	0.017881	0.001428	0.004712	0.000873	-10405.240
482	0.017881	0.001428	0.004712	0.000873	-10418.599
484	0.018598	0.001386	0.004576	0.000848	-10415.914
486	0.018622	0.001508	0.004978	0.000922	-10431.217
488	0.019686	0.001594	0.005263	0.000975	-10428.671
490	0.018643	0.001510	0.005242	0.000878	-10422.239
492	0.016738	0.001356	0.004707	0.000788	-10417.273
494	0.017297	0.001401	0.004864	0.000814	-10410.705
496	0.019585	0.001586	0.005344	0.000950	-10444.312
498	0.017042	0.001380	0.004650	0.000827	-10438.082
500	0.016279	0.001319	0.004442	0.000790	-10428.920
502	0.016279	0.001319	0.004442	0.000790	-10423.195
504	0.014598	0.001353	0.003931	0.000718	-10448.261
506	0.016913	0.001568	0.004554	0.000832	-10451.161
508	0.018666	0.001730	0.005026	0.000918	-10460.699
510	0.020861	0.001933	0.005408	0.001066	-10456.281
512	0.020748	0.001923	0.005840	0.000976	-10465.725
514	0.020748	0.001923	0.005659	0.001007	-10436.901
516	0.022002	0.002039	0.006002	0.001068	-10436.492
518	0.021366	0.001980	0.005828	0.001037	-10425.881
520	0.021366	0.001980	0.005689	0.001063	-10427.246
522	0.021366	0.001980	0.005689	0.001063	-10428.737
524	0.022083	0.001839	0.004957	0.001051	-10433.134
526	0.023022	0.001915	0.005336	0.001060	-10452.127
528	0.020846	0.001734	0.004831	0.000959	-10457.252
530	0.020450	0.001701	0.004740	0.000941	-10434.322
532	0.020450	0.001701	0.005122	0.000871	-10427.825
534	0.023026	0.001916	0.005233	0.001081	-10414.303
536	0.023026	0.001916	0.005401	0.001047	-10436.070
538	0.023675	0.001970	0.005553	0.001077	-10425.457
540	0.023675	0.001970	0.005553	0.001077	-10430.944
542	0.023675	0.004194	0.005553	0.001077	-10429.665
544	0.025495	0.004516	0.005980	0.001159	-10428.807
546	0.022990	0.004072	0.005393	0.001046	-10436.297
548	0.023036	0.004080	0.006861	0.001125	-10441.280
550	0.023036	0.004080	0.005988	0.001125	-10458.254
552	0.024008	0.004252	0.006241	0.001172	-10469.935
554	0.021256	0.003765	0.005526	0.001038	-10471.933
556	0.024809	0.004394	0.006449	0.001211	-10457.801
558	0.021775	0.003857	0.005661	0.001063	-10458.246
560	0.025068	0.004440	0.006625	0.001204	-10459.934
562	0.025068	0.004440	0.006625	0.001204	-10458.352
564	0.026393	0.003409	0.006625	0.001204	-10441.479
566	0.022702	0.002932	0.005698	0.001036	-10452.839
568	0.019617	0.002534	0.004924	0.000895	-10414.241
570	0.017132	0.002213	0.004300	0.000781	-10443.036
572	0.017132	0.002213	0.004254	0.000790	-10430.337
574	0.018693	0.002213	0.004254	0.000790	-10448.258
576	0.018693	0.002213	0.004254	0.000790	-10416.715
578	0.018693	0.002213	0.004614	0.000728	-10424.838
580	0.018693	0.002213	0.004525	0.000743	-10424.533
582	0.020160	0.002387	0.004880	0.000801	-10427.823
584	0.017604	0.002084	0.004147	0.000719	-10415.622
586	0.017604	0.002084	0.004147	0.000719	-10427.655
588	0.022028	0.002608	0.005189	0.000899	-10428.044
590	0.019553	0.002315	0.004606	0.000798	-10437.383
592	0.019553	0.002315	0.004606	0.000798	-10439.387
594	0.019553	0.002315	0.004606	0.000798	-10435.755
596	0.019553	0.002315	0.004606	0.000798	-10426.479
598	0.020543	0.002432	0.004839	0.000839	-10416.962
600	0.020543	0.002432	0.004839	0.000839	-10419.882
602	0.020543	0.002432	0.004839	0.000839	-10407.142
604	0.023287	0.002757	0.005284	0.000987	-10422.851
606	0.023924	0.002221	0.005677	0.000970	-10440.097
608	0.026764	0.002541	0.006493	0.001109	-10434.268
610	0.026764	0.002541	0.006040	0.001192	-10461.307
612	0.030390	0.002885	0.006858	0.001354	-10428.566
614	0.027750	0.002635	0.006433	0.001246	-10448.879
616	0.027750	0.002635	0.006833	0.001173	-10432.156
618	0.026045	0.002635	0.006833	0.001173	-10427.195
620	0.026045	0.002635	0.007248	0.001106	-10446.595
622	0.029223	0.002956	0.008133	0.001240	-10443.581
624	0.029223	0.002956	0.008133	0.001240	-10433.455
626	0.025308	0.002560	0.006693	0.001130	-10438.960
628	0.025308	0.002560	0.006693	0.001130	-10445.429
630	0.027527	0.002785	0.007416	0.001207	-10439.339
632	0.027527	0.002785	0.007793	0.001149	-10433.067
634	0.026192	0.002649	0.007415	0.001093	-10452.823
636	0.029732	0.003131	0.008761	0.001291	-10425.449
638	0.025653	0.002701	0.007598	0.001109	-10444.229
640	0.030992	0.003263	0.009180	0.001339	-10447.179
642	0.026944	0.002837	0.007981	0.001164	-10438.758
644	0.024884	0.002620	0.005830	0.001075	-10463.274
646	0.028987	0.003052	0.006791	0.001253	-10442.734
648	0.027824	0.003052	0.006651	0.001279	-10424.948
650	0.024925	0.002734	0.005828	0.001146	-10416.299
652	0.024925	0.002734	0.005828	0.001146	-10441.879
654	0.024925	0.002734	0.006176	0.001081	-10398.709
656	0.024925	0.002734	0.005931	0.001126	-10435.221
658	0.021145	0.002319	0.005032	0.000955	-10408.217
660	0.021145	0.002319	0.005032	0.000955	-10418.801
662	0.021145	0.002319	0.004967	0.000967	-10433.105
664	0.018451	0.002024	0.004334	0.000844	-10425.299
666	0.018355	0.002013	0.005993	0.000840	-10420.397
668	0.020646	0.002265	0.006741	0.000945	-10412.911
670	0.020646	0.002265	0.006741	0.000945	-10437.757
672	0.020646	0.002265	0.006906	0.000922	-10417.699
674	0.018953	0.002265	0.006887	0.000925	-10442.656
676	0.016020	0.001914	0.006115	0.000744	-10444.042
678	0.013000	0.001553	0.004693	0.000638	-10427.560
680	0.013000	0.001553	0.004693	0.000638	-10433.598
682	0.015805	0.001889	0.005706	0.000776	-10416.682
684	0.015805	0.001889	0.005706	0.000776	-10435.473
686	0.016107	0.001925	0.005815	0.000791	-10434.602
688	0.016107	0.001925	0.005815	0.000791	-10441.886
690	0.016107	0.001925	0.005815	0.000791	-10437.931
692	0.016107	0.001925	0.004422	0.000791	-10417.016
694	0.018376	0.002196	0.005045	0.000902	-10418.834
696	0.018376	0.002196	0.005103	0.000892	-10426.205
698	0.018376	0.002196	0.005103	0.000892	-10418.435
700	0.018376	0.002196	0.005103	0.000892	-10401.222
702	0.018376	0.002196	0.005103	0.000892	-10413.344
704	0.018849	0.002252	0.005234	0.000915	-10431.205
706	0.019795	0.002365	0.005497	0.000961	-10428.071
708	0.019795	0.002365	0.005497	0.000961	-10416.841
710	0.019795	0.002365	0.007437	0.000961	-10422.871
712	0.018421	0.002365	0.007437	0.000961	-10430.819
714	0.017982	0.002309	0.006938	0.000981	-10420.345
716	0.020458	0.002627	0.007893	0.001117	-10404.835
718	0.020458	0.002627	0.006105	0.001117	-10393.436
720	0.020458	0.002627	0.006105	0.001117	-10403.885
722	0.022416	0.002878	0.006689	0.001223	-10408.728
724	0.021960	0.002820	0.006553	0.001199	-10419.935
726	0.021640	0.002779	0.006457	0.001181	-10406.778
728	0.021640	0.002779	0.006457	0.001181	-10403.523
730	0.022803	0.002866	0.006661	0.001218	-10408.250
732	0.021775	0.002737	0.006361	0.001163	-10409.246
734	0.021775	0.002737	0.006361	0.001163	-10412.345
736	0.020636	0.002594	0.005843	0.001138	-10426.638
738	0.024397	0.003067	0.006908	0.001345	-10410.852
740	0.023382	0.002939	0.008751	0.001329	-10404.697
742	0.023413	0.002943	0.008763	0.001331	-10425.843
744	0.026663	0.003352	0.009979	0.001515	-10421.436
746	0.023294	0.002928	0.008473	0.001362	-10410.200
748	0.020929	0.002631	0.007612	0.001224	-10404.587
750	0.022258	0.002798	0.008096	0.001302	-10401.638
752	0.019473	0.002448	0.007714	0.001046	-10395.254
754	0.019473	0.002448	0.006160	0.001043	-10426.322
756	0.022230	0.002794	0.007313	0.001145	-10414.342
758	0.022925	0.002794	0.007313	0.001145	-10390.362
760	0.021874	0.002497	0.006400	0.001044	-10407.982
762	0.021874	0.002497	0.005870	0.001139	-10411.627
764	0.019328	0.002206	0.005187	0.001006	-10388.830
766	0.021923	0.002502	0.005583	0.001203	-10384.751
768	0.021923	0.002502	0.005583	0.001203	-10408.279
770	0.021923	0.002502	0.005774	0.001163	-10421.601
772	0.025167	0.003155	0.006628	0.001335	-10412.309
774	0.023753	0.002977	0.006256	0.001260	-10406.218
776	0.023753	0.002977	0.006256	0.001260	-10425.341
778	0.023753	0.002977	0.006256	0.001260	-10424.580
780	0.026735	0.003351	0.007041	0.001418	-10413.025
782	0.026735	0.003351	0.006856	0.001456	-10416.869
784	0.024090	0.003020	0.006178	0.001312	-10418.990
786	0.025482	0.003194	0.007487	0.001269	-10420.423
788	0.024411	0.003194	0.007487	0.001269	-10403.063
790	0.021393	0.002799	0.006561	0.001112	-10417.171
792	0.020518	0.002685	0.006303	0.001065	-10402.318
794	0.018871	0.002685	0.006527	0.001028	-10406.983
796	0.017299	0.002461	0.005983	0.000943	-10429.588
798	0.017299	0.002461	0.005983	0.000943	-10444.343
800	0.016466	0.002343	0.005695	0.000897	-10421.707
802	0.016171	0.002301	0.005668	0.000870	-10434.015
804	0.016171	0.002301	0.006028	0.000818	-10427.419
806	0.016171	0.002301	0.003906	0.000818	-10419.481
808	0.017749	0.002525	0.004391	0.000876	-10424.086
810	0.017749	0.002525	0.004391	0.000876	-10435.604
812	0.019140	0.002723	0.004712	0.000949	-10406.303
814	0.017915	0.002549	0.004411	0.000889	-10407.506
816	0.017915	0.002549	0.004411	0.000889	-10404.418
818	0.017915	0.002549	0.004411	0.000889	-10424.888
820	0.018699	0.002660	0.004604	0.000928	-10430.235
822	0.017604	0.002504	0.004334	0.000873	-10443.246
824	0.017315	0.002463	0.004213	0.000869	-10423.341
826	0.017315	0.002420	0.004213	0.000869	-10420.633
828	0.014496	0.002026	0.003527	0.000728	-10454.945
830	0.015588	0.002179	0.004070	0.000729	-10453.395
832	0.015008	0.002098	0.003650	0.000754	-10424.584
834	0.015008	0.002098	0.003650	0.000754	-10410.682
836	0.016512	0.002308	0.004016	0.000829	-10427.834
838	0.014911	0.002084	0.003626	0.000749	-10420.440
840	0.014911	0.002084	0.003626	0.000749	-10410.297
842	0.014911	0.002084	0.003306	0.000821	-10440.148
844	0.016852	0.002355	0.003961	0.000876	-10410.791
846	0.015501	0.002167	0.003643	0.000805	-10424.234
848	0.015501	0.002167	0.003643	0.000805	-10419.611
850	0.015994	0.002167	0.003776	0.000777	-10431.691
852	0.014200	0.001924	0.003352	0.000690	-10443.645
854	0.013903	0.001883	0.003282	0.000676	-10439.558
856	0.013903	0.001883	0.003282	0.000676	-10436.424
858	0.013903	0.001883	0.003282	0.000676	-10428.905
860	0.011511	0.001559	0.002717	0.000559	-10409.724
862	0.011511	0.001559	0.002717	0.000559	-10406.995
864	0.011683	0.001583	0.002758	0.000568	-10397.637
866	0.011683	0.001583	0.002758	0.000568	-10438.679
868	0.011683	0.001583	0.002758	0.000568	-10414.931
870	0.011683	0.001583	0.002758	0.000568	-10430.594
872	0.011683	0.001583	0.002758	0.000568	-10389.517
874	0.015459	0.001861	0.003174	0.000682	-10416.574
876	0.016305	0.001963	0.003348	0.000719	-10409.644
878	0.014959	0.001801	0.003137	0.000646	-10408.081
880	0.014959	0.001801	0.003137	0.000646	-10431.001
882	0.014959	0.001801	0.003137	0.000646	-10424.818
884	0.017605	0.002119	0.003692	0.000760	-10430.263
886	0.015647	0.001883	0.003209	0.000691	-10442.768
888	0.015647	0.001883	0.003209	0.000691	-10404.626
890	0.017612	0.002120	0.003612	0.000778	-10421.776
892	0.015651	0.001884	0.003210	0.000691	-10412.182
894	0.015651	0.001884	0.003210	0.000691	-10406.365
896	0.015651	0.001884	0.003210	0.000691	-10422.906
898	0.015651	0.001884	0.003210	0.000691	-10418.065
900	0.014968	0.001802	0.003070	0.000661	-10428.872
902	0.014968	0.001802	0.003070	0.000661	-10416.555
904	0.014968	0.001802	0.003070	0.000661	-10421.963
906	0.014968	0.001802	0.003253	0.000624	-10409.040
908	0.013394	0.001802	0.003253	0.000624	-10405.552
910	0.013394	0.001802	0.003253	0.000624	-10437.251
912	0.014242	0.001916	0.003459	0.000663	-10433.454
914	0.014242	0.001916	0.003368	0.000681	-10432.544
916	0.014242	0.001916	0.003290	0.000697	-10456.676
918	0.016730	0.002250	0.004083	0.000776	-10442.074
920	0.016730	0.002250	0.004286	0.000739	-10432.887
922	0.015893	0.002138	0.004071	0.000702	-10430.393
924	0.015314	0.002060	0.003716	0.000714	-10440.079
926	0.013978	0.002060	0.003716	0.000714	-10424.130
928	0.013978	0.002060	0.003739	0.000710	-10450.553
930	0.013978	0.002060	0.003739	0.000710	-10439.548
932	0.016350	0.002409	0.004373	0.000830	-10425.976
934	0.016350	0.002409	0.004373	0.000830	-10420.743
936	0.014959	0.002204	0.004096	0.000742	-10414.682
938	0.014959	0.002204	0.004096	0.000742	-10436.565
940	0.014959	0.002204	0.004096	0.000742	-10421.344
942	0.016581	0.002443	0.004592	0.000813	-10419.281
944	0.016845	0.002443	0.004592	0.000813	-10435.081
946	0.016845	0.002443	0.004403	0.000848	-10414.038
948	0.015397	0.002233	0.004025	0.000775	-10450.111
950	0.014522	0.002106	0.003796	0.000731	-10442.490
952	0.013882	0.002014	0.003629	0.000699	-10444.837
954	0.013882	0.002014	0.003629	0.000699	-10432.693
956	0.015922	0.002310	0.004162	0.000801	-10435.414
958	0.015971	0.002317	0.004175	0.000804	-10419.139
960	0.015971	0.002317	0.003983	0.000842	-10428.274
962	0.015971	0.002317	0.003888	0.000863	-10421.789
964	0.015971	0.002317	0.004022	0.000834	-10415.835
966	0.015971	0.002317	0.004022	0.000834	-10407.154
968	0.014641	0.002124	0.003409	0.000827	-10441.113
970	0.014641	0.002124	0.003409	0.000827	-10438.950
972	0.016661	0.002417	0.005114	0.000974	-10424.708
974	0.016528	0.002398	0.004803	0.001021	-10420.448
976	0.014635	0.002123	0.004253	0.000904	-10433.244
978	0.014635	0.001841	0.004253	0.000904	-10433.144
980	0.015233	0.001916	0.004682	0.000889	-10425.131
982	0.015843	0.001991	0.004870	0.000925	-10439.161
984	0.015843	0.001991	0.004870	0.000925	-10434.006
986	0.014201	0.001991	0.005187	0.000868	-10441.603
988	0.014201	0.001991	0.005187	0.000868	-10433.606
990	0.014201	0.001991	0.005062	0.000890	-10420.405
