Gen	theta_1JpMeMoN	theta_2MoS	theta_3Si	theta_4JpMeMoNMoSSi	theta_5JpMeMoNMoS	tau_4JpMeMoNMoSSi	tau_5JpMeMoNMoS	lnL
126	0.004804	0.018784	0.001841	0.003738	0.002011	0.000924	0.000575	-10425.807
128	0.005539	0.021659	0.002176	0.004310	0.002319	0.001065	0.000663	-10416.608
130	0.006202	0.024251	0.002436	0.004826	0.002792	0.001193	0.000691	-10447.463
132	0.006226	0.024251	0.002436	0.004826	0.002576	0.001193	0.000749	-10454.252
134	0.006226	0.024251	0.002436	0.004434	0.002576	0.001193	0.000749	-10440.100
136	0.006464	0.024251	0.002436	0.005026	0.002576	0.001140	0.000749	-10440.390
138	0.006464	0.024251	0.002436	0.004812	0.002510	0.001140	0.000768	-10449.593
140	0.006848	0.025348	0.002581	0.005233	0.002660	0.001208	0.000814	-10435.621
142	0.006288	0.023322	0.002340	0.004744	0.002411	0.001095	0.000738	-10430.201
144	0.006288	0.023322	0.002340	0.004744	0.002411	0.001095	0.000738	-10421.138
146	0.005788	0.021129	0.002154	0.004366	0.002219	0.001008	0.000679	-10430.794
148	0.005587	0.021129	0.002154	0.004108	0.002501	0.001029	0.000679	-10436.879
150	0.005537	0.020938	0.002135	0.004071	0.002478	0.001020	0.000673	-10466.696
152	0.006304	0.023842	0.002431	0.004636	0.002807	0.001161	0.000770	-10457.459
154	0.006511	0.024622	0.002296	0.004764	0.002817	0.001202	0.000819	-10436.186
156	0.006059	0.022912	0.002766	0.004678	0.002755	0.001065	0.000725	-10452.727
158	0.005700	0.021558	0.002602	0.004162	0.002504	0.001002	0.000706	-10458.130
160	0.005700	0.021558	0.002602	0.004254	0.002504	0.001002	0.000706	-10446.571
162	0.005168	0.019543	0.002359	0.004110	0.002136	0.000909	0.000680	-10452.988
164	0.006055	0.022888	0.002764	0.004816	0.002623	0.001065	0.000760	-10437.018
166	0.006055	0.023428	0.002440	0.004881	0.002623	0.001061	0.000760	-10433.553
168	0.006389	0.024720	0.002261	0.004854	0.002768	0.001119	0.000802	-10421.402
170	0.006389	0.024720	0.002680	0.004854	0.002908	0.001119	0.000764	-10427.925
172	0.006954	0.026908	0.002917	0.005114	0.003165	0.001218	0.000831	-10431.453
174	0.006954	0.026908	0.002917	0.005114	0.002975	0.001218	0.000884	-10433.342
176	0.006064	0.023180	0.002544	0.004459	0.002594	0.001062	0.000771	-10444.989
178	0.006954	0.026584	0.002917	0.005114	0.003153	0.001218	0.000835	-10421.396
180	0.006433	0.024826	0.002699	0.005652	0.003147	0.001127	0.000715	-10403.350
182	0.006433	0.024826	0.002986	0.005312	0.003147	0.001153	0.000715	-10408.804
184	0.006433	0.024826	0.002986	0.005312	0.003147	0.001153	0.000715	-10417.670
186	0.006433	0.024826	0.002986	0.005646	0.003023	0.001090	0.000715	-10415.794
188	0.005952	0.022489	0.002762	0.004593	0.002644	0.001056	0.000700	-10397.335
190	0.005876	0.022202	0.002568	0.004535	0.002610	0.001042	0.000691	-10409.799
192	0.005876	0.022592	0.002568	0.004535	0.002610	0.001042	0.000691	-10424.423
194	0.006216	0.023902	0.002431	0.004797	0.002937	0.001103	0.000688	-10396.438
196	0.006216	0.023902	0.002431	0.005380	0.003385	0.001103	0.000688	-10419.536
198	0.006216	0.022416	0.002431	0.004477	0.003119	0.001151	0.000746	-10416.437
200	0.006199	0.022354	0.002424	0.004888	0.003110	0.001148	0.000744	-10415.323
202	0.006199	0.022354	0.002424	0.005207	0.003110	0.001123	0.000744	-10417.296
204	0.006199	0.021837	0.002424	0.005207	0.003233	0.001123	0.000716	-10412.682
206	0.006199	0.021837	0.002424	0.005206	0.003233	0.001123	0.000716	-10439.199
208	0.006199	0.021837	0.002424	0.004815	0.003378	0.001123	0.000685	-10414.142
210	0.005321	0.018744	0.002081	0.004133	0.002689	0.000964	0.000634	-10447.261
212	0.005635	0.020581	0.002203	0.004376	0.002848	0.001021	0.000671	-10426.335
214	0.004627	0.016900	0.001809	0.003594	0.002369	0.000838	0.000544	-10445.669
216	0.004043	0.016900	0.002408	0.003189	0.002369	0.000838	0.000544	-10451.041
218	0.004460	0.019082	0.002656	0.003861	0.002613	0.000896	0.000600	-10434.236
220	0.004081	0.018812	0.002656	0.003861	0.002528	0.000896	0.000620	-10414.003
222	0.004081	0.018812	0.002656	0.003861	0.002803	0.000896	0.000560	-10425.669
224	0.004112	0.018956	0.002263	0.004314	0.002825	0.000869	0.000564	-10442.973
226	0.004053	0.018680	0.002230	0.004251	0.002784	0.000857	0.000556	-10452.832
228	0.004053	0.018680	0.002230	0.004574	0.002784	0.000857	0.000556	-10467.807
230	0.004053	0.018680	0.002230	0.005019	0.002784	0.000830	0.000556	-10457.969
232	0.003540	0.016792	0.001948	0.003621	0.002432	0.000775	0.000485	-10446.278
234	0.004276	0.020606	0.002390	0.004443	0.002984	0.000951	0.000596	-10412.108
236	0.003726	0.017955	0.002082	0.003871	0.002856	0.000829	0.000472	-10434.596
238	0.003726	0.018352	0.002082	0.003871	0.003210	0.000829	0.000472	-10431.382
240	0.003726	0.018352	0.002082	0.004283	0.003210	0.000829	0.000472	-10434.015
242	0.003726	0.017737	0.002082	0.004490	0.003210	0.000838	0.000472	-10409.261
244	0.003726	0.017898	0.002082	0.004490	0.003210	0.000838	0.000472	-10425.134
246	0.003726	0.018289	0.002082	0.004490	0.003135	0.000838	0.000484	-10425.622
248	0.003726	0.018289	0.002082	0.004184	0.003242	0.000818	0.000484	-10430.139
250	0.003345	0.016043	0.001870	0.003756	0.002911	0.000734	0.000434	-10431.001
252	0.003345	0.015237	0.001870	0.003756	0.003208	0.000734	0.000434	-10442.029
254	0.003345	0.014761	0.001870	0.003756	0.002925	0.000734	0.000476	-10430.382
256	0.003345	0.014761	0.001870	0.003756	0.002925	0.000734	0.000476	-10435.469
258	0.003610	0.014761	0.001604	0.003756	0.002925	0.000734	0.000476	-10413.068
260	0.003302	0.013869	0.001467	0.003436	0.002676	0.000672	0.000436	-10423.903
262	0.003302	0.013460	0.001467	0.003436	0.002368	0.000672	0.000492	-10417.561
264	0.002876	0.011723	0.000986	0.002992	0.002247	0.000585	0.000394	-10405.890
266	0.003006	0.010775	0.000906	0.002750	0.001975	0.000538	0.000378	-10409.008
268	0.003006	0.010775	0.000906	0.002750	0.001997	0.000538	0.000374	-10420.510
270	0.003376	0.011830	0.001018	0.003090	0.001828	0.000604	0.000420	-10408.778
272	0.003376	0.011830	0.001018	0.003090	0.001829	0.000604	0.000420	-10415.012
274	0.003909	0.013696	0.001179	0.003577	0.002218	0.000699	0.000464	-10402.175
276	0.004462	0.015632	0.001345	0.003896	0.002374	0.000811	0.000565	-10410.626
278	0.004047	0.014367	0.001220	0.003534	0.002137	0.000736	0.000512	-10424.654
280	0.004444	0.015776	0.001340	0.003880	0.002347	0.000808	0.000563	-10405.486
282	0.004444	0.015776	0.001340	0.003880	0.002347	0.000808	0.000563	-10381.861
284	0.004444	0.015776	0.001340	0.003880	0.002347	0.000808	0.000563	-10426.973
286	0.004299	0.015776	0.001340	0.004215	0.002347	0.000808	0.000563	-10411.641
288	0.004299	0.015776	0.001340	0.004215	0.002347	0.000808	0.000563	-10413.402
290	0.004420	0.016222	0.001378	0.004334	0.002139	0.000831	0.000579	-10414.074
292	0.004420	0.016222	0.001409	0.003908	0.001988	0.000831	0.000622	-10434.721
294	0.003914	0.013998	0.001646	0.003461	0.001761	0.000736	0.000551	-10431.366
296	0.004506	0.015460	0.001895	0.003984	0.002262	0.000847	0.000569	-10415.136
298	0.003882	0.012955	0.001672	0.003432	0.002373	0.000730	0.000490	-10409.552
300	0.004355	0.014566	0.001876	0.004584	0.002198	0.000818	0.000550	-10426.114
302	0.004123	0.013791	0.001776	0.004340	0.002019	0.000775	0.000536	-10392.447
304	0.004123	0.014165	0.001776	0.004348	0.001935	0.000775	0.000560	-10401.228
306	0.004646	0.015961	0.002002	0.004439	0.002402	0.000898	0.000572	-10403.278
308	0.004250	0.015961	0.002002	0.004439	0.002391	0.000898	0.000575	-10417.094
310	0.004869	0.018283	0.003042	0.004398	0.002739	0.001029	0.000659	-10420.437
312	0.004722	0.017488	0.002951	0.004863	0.002657	0.000954	0.000639	-10415.179
314	0.004924	0.017488	0.002462	0.004023	0.002407	0.000954	0.000705	-10392.688
316	0.005428	0.019278	0.002714	0.004435	0.002654	0.001052	0.000777	-10430.233
318	0.005428	0.019278	0.002714	0.004979	0.002188	0.001022	0.000777	-10426.030
320	0.006212	0.022063	0.003106	0.005698	0.002504	0.001169	0.000890	-10467.764
322	0.006692	0.021682	0.003106	0.005972	0.002393	0.001169	0.000931	-10409.573
324	0.005940	0.019439	0.002757	0.004857	0.002124	0.001043	0.000826	-10436.165
326	0.005940	0.019439	0.002107	0.004857	0.002124	0.001043	0.000826	-10423.404
328	0.006703	0.021939	0.002378	0.005482	0.002337	0.001178	0.000982	-10441.003
330	0.006506	0.021294	0.002308	0.005321	0.002390	0.001143	0.000905	-10429.567
332	0.006076	0.019886	0.002155	0.005270	0.002718	0.001067	0.000845	-10423.951
334	0.006040	0.019768	0.002142	0.005239	0.002702	0.001061	0.000840	-10431.021
336	0.005905	0.019768	0.002142	0.004476	0.002702	0.001099	0.000840	-10404.772
338	0.005905	0.019768	0.002142	0.004521	0.002901	0.001096	0.000871	-10402.316
340	0.005905	0.019768	0.002142	0.004402	0.003083	0.001102	0.000820	-10411.705
342	0.005905	0.019768	0.002563	0.004402	0.003083	0.001102	0.000820	-10416.274
344	0.005414	0.018127	0.002646	0.004036	0.002943	0.001011	0.000777	-10413.875
346	0.006305	0.021317	0.003410	0.004704	0.003427	0.001177	0.000904	-10414.273
348	0.005397	0.017911	0.002508	0.004027	0.002934	0.001007	0.000774	-10427.421
350	0.005883	0.019280	0.002734	0.005549	0.003197	0.001098	0.000844	-10432.676
352	0.005883	0.019280	0.002734	0.005549	0.002738	0.001098	0.000844	-10422.353
354	0.005883	0.019436	0.003309	0.005549	0.002738	0.001098	0.000844	-10423.920
356	0.005883	0.019436	0.002875	0.005549	0.002348	0.001098	0.000844	-10433.662
358	0.005883	0.019436	0.002875	0.005549	0.002217	0.001098	0.000894	-10427.434
360	0.005883	0.019436	0.002875	0.004913	0.001933	0.001098	0.000894	-10437.859
362	0.005883	0.019436	0.002875	0.004913	0.002318	0.001098	0.000894	-10420.085
364	0.005883	0.019436	0.002875	0.004913	0.002318	0.001098	0.000894	-10426.704
366	0.005572	0.020233	0.002949	0.005041	0.002315	0.001126	0.000917	-10432.823
368	0.005572	0.020233	0.002949	0.005041	0.002315	0.001126	0.000917	-10418.175
370	0.005572	0.020233	0.002949	0.005520	0.002315	0.001126	0.000917	-10419.205
372	0.005996	0.021773	0.002799	0.005940	0.003239	0.001212	0.000928	-10421.745
374	0.005379	0.021078	0.002710	0.005750	0.003136	0.001173	0.000899	-10409.671
376	0.005379	0.021078	0.002710	0.006079	0.003136	0.001173	0.000899	-10414.781
378	0.005237	0.019077	0.002453	0.005263	0.002838	0.001062	0.000813	-10424.160
380	0.005237	0.018064	0.002453	0.005263	0.002838	0.001062	0.000813	-10427.552
382	0.004642	0.016528	0.002174	0.004557	0.002516	0.000941	0.000721	-10395.853
384	0.004985	0.017749	0.001821	0.004460	0.002904	0.001011	0.000720	-10396.477
386	0.005889	0.020967	0.002151	0.005773	0.003431	0.001164	0.000851	-10405.610
388	0.005220	0.018584	0.001907	0.004196	0.003041	0.001093	0.000754	-10401.053
390	0.005220	0.018584	0.001907	0.004196	0.003225	0.001093	0.000711	-10425.323
392	0.005220	0.018584	0.001907	0.004642	0.003225	0.001093	0.000711	-10437.209
394	0.006053	0.021552	0.002211	0.005383	0.004139	0.001268	0.000811	-10413.912
396	0.006053	0.021552	0.002211	0.005026	0.003933	0.001272	0.000853	-10436.208
398	0.006053	0.021552	0.002211	0.005851	0.003933	0.001213	0.000853	-10409.860
400	0.006053	0.021937	0.002211	0.005851	0.004107	0.001213	0.000817	-10428.555
402	0.005712	0.021937	0.002211	0.005851	0.004107	0.001213	0.000817	-10430.272
404	0.004942	0.018981	0.001913	0.004376	0.003601	0.001104	0.000698	-10420.062
406	0.004942	0.018981	0.001913	0.004950	0.003991	0.001056	0.000698	-10457.955
408	0.004942	0.019389	0.001913	0.004472	0.004078	0.001056	0.000683	-10471.487
410	0.004942	0.019389	0.001913	0.004472	0.004396	0.001056	0.000683	-10455.425
412	0.004942	0.019389	0.001913	0.004472	0.004396	0.001056	0.000683	-10431.526
414	0.005342	0.019389	0.001913	0.004947	0.004396	0.001056	0.000683	-10436.626
416	0.005830	0.021163	0.002088	0.005400	0.004798	0.001153	0.000745	-10426.950
418	0.005830	0.021163	0.002088	0.005387	0.004798	0.001123	0.000745	-10398.674
420	0.005830	0.021163	0.002088	0.005387	0.004798	0.001123	0.000745	-10405.854
422	0.005830	0.021163	0.002088	0.005313	0.004812	0.001128	0.000743	-10402.124
424	0.005830	0.021163	0.002088	0.005313	0.004812	0.001128	0.000743	-10419.451
426	0.004966	0.018422	0.001779	0.004320	0.004098	0.000976	0.000633	-10410.364
428	0.005730	0.021226	0.002052	0.004985	0.005040	0.001126	0.000685	-10414.953
430	0.005716	0.021177	0.002048	0.005719	0.005028	0.001066	0.000684	-10399.347
432	0.005716	0.021177	0.002048	0.004971	0.005028	0.001124	0.000684	-10402.228
434	0.006218	0.023398	0.002227	0.006083	0.005469	0.001169	0.000744	-10426.747
436	0.005132	0.019311	0.001838	0.004438	0.004514	0.001006	0.000614	-10404.620
438	0.005688	0.021406	0.002037	0.004919	0.004866	0.001116	0.000736	-10414.750
440	0.005296	0.020297	0.001897	0.004291	0.004852	0.001039	0.000640	-10406.954
442	0.005368	0.020571	0.001923	0.004349	0.004701	0.001053	0.000678	-10429.370
444	0.006323	0.024232	0.002543	0.005844	0.005043	0.001186	0.000802	-10424.752
446	0.006323	0.024232	0.002543	0.005279	0.005043	0.001244	0.000802	-10415.430
448	0.006173	0.023230	0.002483	0.005154	0.004775	0.001215	0.000783	-10405.706
450	0.007034	0.026468	0.002829	0.006610	0.005440	0.001291	0.000892	-10396.356
452	0.007034	0.026468	0.002829	0.006576	0.005285	0.001293	0.000918	-10411.727
454	0.007034	0.026926	0.002829	0.005859	0.004666	0.001339	0.000923	-10420.943
456	0.005952	0.022784	0.002394	0.004958	0.003821	0.001133	0.000807	-10427.042
458	0.007058	0.026360	0.002266	0.005736	0.004149	0.001311	0.000995	-10433.475
460	0.007058	0.026360	0.002266	0.005373	0.004150	0.001332	0.000994	-10420.809
462	0.006246	0.023329	0.002005	0.004756	0.004233	0.001179	0.000764	-10407.581
464	0.005888	0.023329	0.002005	0.004835	0.004434	0.001172	0.000834	-10414.351
466	0.005888	0.023329	0.002005	0.003852	0.004557	0.001172	0.000821	-10425.251
468	0.005997	0.024258	0.002042	0.003923	0.005024	0.001194	0.000837	-10430.335
470	0.005591	0.024258	0.002419	0.003373	0.005024	0.001194	0.000837	-10421.196
472	0.005591	0.024258	0.002419	0.003373	0.005024	0.001194	0.000837	-10412.623
474	0.005350	0.023212	0.002315	0.003228	0.004417	0.001142	0.000801	-10420.675
476	0.005350	0.023212	0.002338	0.003228	0.003993	0.001142	0.000801	-10419.034
478	0.005872	0.025476	0.002566	0.003543	0.004382	0.001254	0.000879	-10407.480
480	0.006589	0.028587	0.002880	0.003975	0.005190	0.001407	0.000986	-10420.411
482	0.006589	0.028587	0.002880	0.004119	0.005190	0.001392	0.000986	-10399.655
484	0.006589	0.028587	0.002542	0.004152	0.005212	0.001385	0.000982	-10413.305
486	0.006589	0.028587	0.002480	0.004822	0.005126	0.001385	0.000998	-10417.495
488	0.006589	0.028097	0.002480	0.004119	0.004805	0.001447	0.000963	-10389.834
490	0.005770	0.025294	0.002172	0.004076	0.003978	0.001218	0.000892	-10388.943
492	0.005770	0.025294	0.002172	0.003481	0.003671	0.001274	0.000892	-10394.328
494	0.006208	0.025294	0.002172	0.004002	0.003665	0.001224	0.000893	-10412.278
496	0.006051	0.024654	0.002117	0.003901	0.003455	0.001193	0.000900	-10402.492
498	0.006926	0.028219	0.002423	0.004465	0.004218	0.001366	0.000966	-10404.056
500	0.006926	0.028928	0.002575	0.004857	0.004218	0.001334	0.000966	-10418.635
502	0.006043	0.026183	0.002741	0.004396	0.003563	0.001207	0.000937	-10407.482
504	0.006632	0.030448	0.003144	0.004806	0.004403	0.001422	0.000997	-10423.014
506	0.005661	0.026215	0.002743	0.004763	0.003842	0.001196	0.000870	-10452.473
508	0.005485	0.026215	0.002743	0.005181	0.003626	0.001196	0.000922	-10454.164
510	0.006064	0.025642	0.002743	0.004505	0.003783	0.001196	0.000883	-10422.140
512	0.006064	0.025642	0.002743	0.004505	0.003631	0.001196	0.000921	-10389.420
514	0.006064	0.025642	0.002743	0.004505	0.003631	0.001196	0.000921	-10398.913
516	0.005796	0.024170	0.002622	0.004306	0.003705	0.001143	0.000824	-10402.510
518	0.006794	0.028112	0.003073	0.005047	0.004343	0.001340	0.000966	-10398.780
520	0.006595	0.027288	0.002983	0.004899	0.003976	0.001301	0.000994	-10404.684
522	0.007015	0.027288	0.002613	0.005433	0.004378	0.001301	0.000903	-10386.791
524	0.006136	0.023868	0.002286	0.004752	0.003829	0.001138	0.000790	-10381.014
526	0.006136	0.023868	0.002286	0.004191	0.004071	0.001138	0.000743	-10392.502
528	0.005872	0.022841	0.002188	0.004786	0.003896	0.001041	0.000711	-10419.749
530	0.005872	0.022841	0.002188	0.004399	0.004402	0.001113	0.000709	-10410.901
532	0.005644	0.020361	0.002051	0.003921	0.003924	0.000992	0.000632	-10407.257
534	0.005740	0.023010	0.002317	0.004431	0.004434	0.001121	0.000714	-10397.734
536	0.005450	0.023010	0.001819	0.004431	0.004434	0.001121	0.000714	-10388.118
538	0.004832	0.020400	0.001612	0.003929	0.003931	0.000994	0.000633	-10388.792
540	0.004143	0.017491	0.001382	0.003368	0.003371	0.000852	0.000543	-10418.390
542	0.004143	0.017491	0.001382	0.003368	0.003371	0.000852	0.000543	-10390.128
544	0.003343	0.014115	0.001116	0.003087	0.003097	0.000688	0.000438	-10404.353
546	0.003500	0.015801	0.001235	0.003419	0.003363	0.000761	0.000485	-10416.284
548	0.003460	0.014913	0.001221	0.003380	0.003325	0.000753	0.000480	-10409.329
550	0.003460	0.014340	0.001221	0.003380	0.002941	0.000753	0.000480	-10396.077
552	0.003460	0.014767	0.001221	0.003380	0.002941	0.000753	0.000480	-10418.891
554	0.003022	0.012898	0.001067	0.003310	0.002569	0.000658	0.000419	-10421.381
556	0.003429	0.014634	0.001210	0.003756	0.002428	0.000746	0.000475	-10419.433
558	0.003429	0.014634	0.001210	0.003756	0.002608	0.000746	0.000475	-10431.381
560	0.003429	0.014855	0.001210	0.003684	0.002481	0.000751	0.000500	-10419.030
562	0.003095	0.013407	0.001092	0.003325	0.002239	0.000678	0.000451	-10462.172
564	0.003095	0.013407	0.001092	0.003325	0.002239	0.000678	0.000451	-10433.273
566	0.003095	0.013407	0.001092	0.003752	0.001782	0.000678	0.000451	-10432.532
568	0.003095	0.013192	0.001092	0.004095	0.001782	0.000678	0.000451	-10451.554
570	0.003095	0.013192	0.001092	0.004399	0.001782	0.000662	0.000451	-10454.029
572	0.003437	0.014651	0.001213	0.004330	0.001979	0.000735	0.000501	-10447.577
574	0.002965	0.012636	0.001046	0.003734	0.001707	0.000634	0.000432	-10475.870
576	0.002743	0.011957	0.000968	0.003455	0.001579	0.000587	0.000400	-10443.287
578	0.002743	0.011957	0.000968	0.003455	0.001579	0.000587	0.000400	-10433.660
580	0.002743	0.011957	0.000968	0.003407	0.001579	0.000589	0.000400	-10433.502
582	0.003094	0.013488	0.001092	0.003843	0.001781	0.000665	0.000451	-10433.562
584	0.003094	0.013488	0.001092	0.003514	0.002559	0.000688	0.000451	-10424.949
586	0.002612	0.011384	0.000922	0.003321	0.002160	0.000580	0.000381	-10413.183
588	0.002726	0.012060	0.000962	0.003467	0.002255	0.000606	0.000397	-10429.004
590	0.002472	0.010935	0.000872	0.003144	0.002045	0.000549	0.000360	-10427.221
592	0.002673	0.011801	0.000944	0.003400	0.002211	0.000594	0.000390	-10401.778
594	0.002673	0.011801	0.000944	0.003400	0.002211	0.000594	0.000390	-10410.002
596	0.002977	0.012987	0.001051	0.004264	0.002462	0.000636	0.000434	-10425.643
598	0.002977	0.012987	0.001137	0.004264	0.002462	0.000636	0.000434	-10430.412
600	0.002977	0.012987	0.001137	0.004264	0.002462	0.000636	0.000434	-10426.960
602	0.002977	0.012732	0.001064	0.003847	0.002462	0.000636	0.000434	-10420.186
604	0.002977	0.012732	0.001064	0.003085	0.002462	0.000686	0.000434	-10437.652
606	0.002977	0.012732	0.001064	0.003085	0.002462	0.000686	0.000434	-10434.418
608	0.003246	0.013291	0.001160	0.003363	0.002685	0.000748	0.000473	-10429.052
610	0.003246	0.013688	0.001160	0.003237	0.002685	0.000723	0.000473	-10423.047
612	0.003246	0.013688	0.001160	0.003237	0.002685	0.000723	0.000473	-10449.463
614	0.003008	0.012950	0.001714	0.002668	0.003004	0.000788	0.000423	-10450.977
616	0.003008	0.012950	0.001714	0.003368	0.003004	0.000788	0.000423	-10439.670
618	0.003424	0.014743	0.001951	0.004523	0.003420	0.000873	0.000481	-10423.256
620	0.003424	0.014611	0.001951	0.004523	0.003420	0.000873	0.000481	-10439.602
622	0.003169	0.013523	0.001806	0.003832	0.003166	0.000841	0.000445	-10437.068
624	0.003169	0.013523	0.001806	0.003384	0.002848	0.000889	0.000495	-10430.644
626	0.003610	0.015675	0.002057	0.003854	0.003244	0.001013	0.000564	-10445.841
628	0.004079	0.017708	0.002324	0.004829	0.003984	0.001144	0.000586	-10441.535
630	0.004079	0.017708	0.002118	0.005085	0.004153	0.001116	0.000586	-10441.906
632	0.004079	0.017708	0.002118	0.005085	0.004153	0.001116	0.000586	-10441.005
634	0.004079	0.017708	0.002118	0.005574	0.004153	0.001138	0.000586	-10449.320
636	0.004079	0.017708	0.002118	0.005875	0.004153	0.001110	0.000586	-10436.156
638	0.004079	0.017708	0.001698	0.005875	0.004153	0.001110	0.000586	-10439.318
640	0.004434	0.018912	0.001846	0.006194	0.004515	0.001263	0.000637	-10422.259
