Gen	theta_1JpMeMoN	theta_2MoS	theta_3Si	theta_4JpMeMoNMoSSi	theta_5JpMeMoNMoS	tau_4JpMeMoNMoSSi	tau_5JpMeMoNMoS	lnL
268	0.004989	0.014854	0.001139	0.007815	0.002033	0.000777	0.000620	-10431.109
270	0.004337	0.012443	0.000990	0.006794	0.001767	0.000675	0.000539	-10391.808
272	0.004337	0.012969	0.001230	0.006453	0.001756	0.000675	0.000543	-10397.753
274	0.003831	0.011454	0.001086	0.005699	0.001551	0.000596	0.000479	-10415.668
276	0.003831	0.010927	0.000926	0.005699	0.001628	0.000596	0.000457	-10410.792
278	0.003831	0.010927	0.000926	0.005699	0.001628	0.000596	0.000457	-10406.801
280	0.004275	0.012852	0.001089	0.007078	0.001915	0.000701	0.000537	-10403.164
282	0.004275	0.012852	0.001089	0.007078	0.001915	0.000701	0.000537	-10402.998
284	0.004275	0.012225	0.001089	0.007211	0.001915	0.000701	0.000537	-10410.547
286	0.003693	0.009868	0.000941	0.006229	0.001654	0.000606	0.000464	-10411.413
288	0.004038	0.010789	0.001029	0.007156	0.001797	0.000663	0.000510	-10396.714
290	0.004212	0.011254	0.001073	0.007464	0.002064	0.000691	0.000484	-10408.202
292	0.003701	0.009889	0.000943	0.006560	0.001742	0.000607	0.000442	-10387.616
294	0.003665	0.009747	0.000934	0.005552	0.001725	0.000601	0.000438	-10407.907
296	0.003887	0.008934	0.000856	0.005089	0.001581	0.000551	0.000401	-10397.019
298	0.003887	0.009643	0.000856	0.005089	0.001518	0.000551	0.000418	-10419.362
300	0.003645	0.009043	0.001076	0.004772	0.001398	0.000517	0.000399	-10426.629
302	0.004250	0.010543	0.001255	0.006157	0.001630	0.000603	0.000466	-10416.375
304	0.004250	0.011326	0.001255	0.006157	0.001712	0.000603	0.000443	-10431.877
306	0.004512	0.012024	0.001332	0.006536	0.002351	0.000640	0.000462	-10427.307
308	0.005180	0.013805	0.001530	0.007505	0.002701	0.000735	0.000530	-10423.784
310	0.004551	0.012129	0.001344	0.007547	0.002373	0.000623	0.000466	-10423.824
312	0.004551	0.012129	0.001344	0.007547	0.002373	0.000623	0.000466	-10427.345
314	0.004716	0.012129	0.001165	0.006835	0.002373	0.000639	0.000466	-10396.156
316	0.004116	0.010585	0.001017	0.005965	0.001489	0.000558	0.000431	-10416.163
318	0.004116	0.010585	0.001017	0.005965	0.001669	0.000558	0.000385	-10394.592
320	0.004116	0.010585	0.001386	0.005965	0.001663	0.000558	0.000386	-10392.714
322	0.004116	0.010585	0.001064	0.006126	0.001615	0.000531	0.000397	-10397.533
324	0.004637	0.011927	0.001199	0.006902	0.001820	0.000598	0.000448	-10381.749
326	0.004637	0.011532	0.001199	0.006902	0.001917	0.000598	0.000425	-10393.875
328	0.004162	0.011664	0.001169	0.006730	0.002004	0.000584	0.000387	-10373.932
330	0.004595	0.012877	0.001291	0.008076	0.002040	0.000644	0.000463	-10390.875
332	0.004103	0.010594	0.001153	0.007213	0.001822	0.000575	0.000413	-10408.178
334	0.004103	0.010502	0.001153	0.007213	0.001822	0.000575	0.000413	-10410.161
336	0.003652	0.009347	0.001026	0.006420	0.001378	0.000512	0.000368	-10396.094
338	0.003792	0.009504	0.001065	0.006665	0.001430	0.000532	0.000382	-10399.615
340	0.003792	0.009893	0.001065	0.006197	0.001430	0.000532	0.000382	-10405.241
342	0.004285	0.011814	0.001272	0.007400	0.001708	0.000635	0.000456	-10426.651
344	0.004347	0.011452	0.001290	0.007507	0.001758	0.000644	0.000456	-10432.685
346	0.004347	0.011877	0.001290	0.007507	0.001758	0.000644	0.000456	-10397.941
348	0.004347	0.011877	0.001290	0.007179	0.001758	0.000666	0.000456	-10414.746
350	0.004347	0.011877	0.001290	0.007179	0.001758	0.000666	0.000456	-10429.298
352	0.004896	0.013378	0.001453	0.007718	0.001980	0.000761	0.000514	-10394.222
354	0.005529	0.013378	0.001453	0.008537	0.002278	0.000738	0.000514	-10407.069
356	0.004732	0.011448	0.001244	0.007306	0.001840	0.000631	0.000466	-10410.501
358	0.004732	0.011448	0.001244	0.006387	0.001879	0.000655	0.000456	-10413.806
360	0.004129	0.009989	0.001085	0.005031	0.001664	0.000572	0.000392	-10405.538
362	0.003587	0.008678	0.000943	0.003992	0.001461	0.000496	0.000337	-10410.605
364	0.004079	0.009870	0.001072	0.004429	0.001662	0.000569	0.000383	-10396.170
366	0.003934	0.009519	0.001034	0.004272	0.001603	0.000549	0.000370	-10411.430
368	0.003934	0.009495	0.001034	0.004580	0.001466	0.000549	0.000404	-10392.120
370	0.004223	0.009982	0.001110	0.004478	0.001573	0.000589	0.000434	-10422.300
372	0.004196	0.010799	0.001103	0.004449	0.001563	0.000585	0.000431	-10417.327
374	0.004538	0.011906	0.001193	0.004812	0.001657	0.000633	0.000476	-10402.205
376	0.004083	0.011070	0.001073	0.003999	0.001491	0.000570	0.000428	-10436.673
378	0.004083	0.011070	0.001073	0.003999	0.001491	0.000570	0.000428	-10404.224
380	0.004697	0.012735	0.001234	0.004459	0.001715	0.000660	0.000492	-10421.862
382	0.004697	0.012694	0.001385	0.005524	0.001841	0.000628	0.000459	-10433.507
384	0.004697	0.012694	0.001385	0.005010	0.001791	0.000645	0.000471	-10403.832
386	0.004697	0.012694	0.001385	0.005387	0.001863	0.000633	0.000453	-10415.633
388	0.005084	0.013973	0.001068	0.005293	0.002017	0.000685	0.000490	-10413.142
390	0.005084	0.013973	0.001068	0.005293	0.002017	0.000685	0.000490	-10424.508
392	0.005084	0.013973	0.001068	0.005293	0.002017	0.000685	0.000490	-10395.995
394	0.005084	0.013973	0.001068	0.005293	0.002138	0.000685	0.000463	-10421.349
396	0.005674	0.015069	0.001192	0.005908	0.002386	0.000765	0.000516	-10404.334
398	0.005674	0.015300	0.001192	0.005908	0.002386	0.000765	0.000516	-10406.163
400	0.005674	0.015300	0.001192	0.005908	0.002295	0.000765	0.000537	-10416.008
402	0.005462	0.014727	0.001148	0.005687	0.002348	0.000736	0.000486	-10389.980
404	0.005462	0.014727	0.001148	0.005093	0.002463	0.000770	0.000463	-10405.158
406	0.005462	0.015207	0.001148	0.005850	0.002223	0.000770	0.000514	-10437.284
408	0.005462	0.015207	0.001148	0.006511	0.002223	0.000744	0.000514	-10425.032
410	0.006521	0.017306	0.001306	0.007410	0.002529	0.000846	0.000584	-10412.422
412	0.005999	0.015920	0.001202	0.006585	0.001927	0.000787	0.000538	-10425.321
414	0.005999	0.015920	0.001202	0.007050	0.001927	0.000771	0.000538	-10434.773
416	0.005717	0.015172	0.001145	0.006718	0.001743	0.000734	0.000512	-10433.774
418	0.005717	0.015172	0.001145	0.006718	0.001743	0.000734	0.000512	-10440.119
420	0.005076	0.013471	0.001017	0.005965	0.001547	0.000652	0.000455	-10406.050
422	0.005076	0.013471	0.001017	0.005965	0.001547	0.000652	0.000455	-10433.057
424	0.005735	0.015222	0.001149	0.006740	0.001748	0.000737	0.000514	-10430.457
426	0.005735	0.015678	0.001149	0.006740	0.001748	0.000737	0.000514	-10439.300
428	0.005735	0.015678	0.001149	0.006740	0.001748	0.000737	0.000514	-10426.379
430	0.005448	0.014893	0.000897	0.006403	0.001581	0.000700	0.000513	-10426.464
432	0.005448	0.014893	0.000897	0.006660	0.001581	0.000693	0.000513	-10419.328
434	0.005037	0.014893	0.000897	0.004831	0.001667	0.000693	0.000486	-10450.229
436	0.005037	0.014893	0.000897	0.004831	0.001667	0.000693	0.000486	-10440.168
438	0.004842	0.014893	0.000897	0.004831	0.001667	0.000693	0.000486	-10439.218
440	0.004380	0.013472	0.000811	0.004370	0.001425	0.000627	0.000466	-10448.809
442	0.004380	0.013472	0.000811	0.004370	0.001425	0.000627	0.000466	-10445.067
444	0.004491	0.013326	0.000832	0.005647	0.001465	0.000621	0.000476	-10420.944
446	0.004491	0.013326	0.000832	0.006135	0.001465	0.000621	0.000476	-10431.954
448	0.004491	0.013803	0.000832	0.005810	0.001465	0.000621	0.000476	-10421.409
450	0.004491	0.013376	0.000832	0.005582	0.001465	0.000621	0.000476	-10411.683
452	0.004982	0.015199	0.000979	0.006205	0.001724	0.000730	0.000560	-10443.494
454	0.004982	0.015199	0.000979	0.006119	0.001810	0.000730	0.000534	-10447.937
456	0.004982	0.015199	0.000979	0.005993	0.001745	0.000730	0.000554	-10418.007
458	0.004982	0.015199	0.000979	0.005993	0.001750	0.000730	0.000552	-10409.760
460	0.004863	0.015199	0.000979	0.005993	0.001750	0.000730	0.000552	-10411.880
462	0.004863	0.015199	0.000979	0.005993	0.001750	0.000730	0.000552	-10421.871
464	0.004863	0.014880	0.000979	0.005993	0.001750	0.000730	0.000552	-10429.694
466	0.005111	0.015637	0.001029	0.005373	0.001839	0.000768	0.000580	-10418.728
468	0.006709	0.020528	0.001345	0.007053	0.001862	0.001008	0.000762	-10416.160
470	0.007506	0.022965	0.001504	0.008198	0.002163	0.001104	0.000821	-10419.848
472	0.007548	0.022734	0.001513	0.007790	0.002497	0.001110	0.000811	-10474.419
474	0.007152	0.021543	0.001434	0.007400	0.002469	0.001051	0.000737	-10434.650
476	0.007152	0.021543	0.001434	0.008155	0.002386	0.001022	0.000762	-10419.903
478	0.008313	0.025039	0.001666	0.009478	0.002773	0.001188	0.000886	-10423.388
480	0.008313	0.025039	0.001666	0.009253	0.003256	0.001217	0.000864	-10416.452
482	0.008313	0.025039	0.001666	0.008652	0.003256	0.001192	0.000864	-10430.549
484	0.007382	0.022384	0.001480	0.006950	0.002891	0.001089	0.000767	-10442.889
486	0.006671	0.020229	0.001337	0.006596	0.002613	0.000971	0.000693	-10453.115
488	0.007078	0.021462	0.001419	0.006998	0.002772	0.001030	0.000735	-10447.993
490	0.006550	0.019860	0.001313	0.006311	0.002650	0.000953	0.000659	-10425.369
492	0.006550	0.019234	0.001313	0.007330	0.002830	0.000933	0.000617	-10445.854
494	0.006101	0.018275	0.001510	0.006829	0.002563	0.000869	0.000591	-10455.308
496	0.005272	0.016356	0.001305	0.005440	0.002137	0.000771	0.000529	-10457.096
498	0.005972	0.018268	0.001478	0.006949	0.002421	0.000874	0.000600	-10452.311
500	0.005972	0.018268	0.001478	0.007067	0.002301	0.000865	0.000631	-10440.983
502	0.005972	0.018016	0.001478	0.007173	0.002461	0.000855	0.000590	-10445.435
504	0.005789	0.017465	0.001433	0.006953	0.002383	0.000829	0.000572	-10461.343
506	0.005789	0.016930	0.001433	0.006953	0.002383	0.000829	0.000572	-10439.519
508	0.006343	0.018820	0.001593	0.008031	0.002652	0.000910	0.000636	-10427.865
510	0.006343	0.018820	0.001593	0.008031	0.002736	0.000910	0.000616	-10447.623
512	0.005699	0.017479	0.001457	0.007347	0.002393	0.000832	0.000590	-10436.660
514	0.005699	0.017479	0.001457	0.007826	0.002292	0.000820	0.000616	-10431.766
516	0.005699	0.017479	0.001457	0.007826	0.002292	0.000820	0.000616	-10451.994
518	0.004959	0.015493	0.001268	0.006809	0.001994	0.000713	0.000536	-10443.626
520	0.006012	0.018783	0.001282	0.008563	0.002429	0.000865	0.000646	-10441.610
522	0.006012	0.018783	0.001433	0.008563	0.002078	0.000865	0.000680	-10438.507
524	0.006012	0.018783	0.001433	0.008563	0.002052	0.000865	0.000689	-10457.386
526	0.006833	0.021348	0.001628	0.009331	0.002332	0.000991	0.000783	-10430.151
528	0.006833	0.021348	0.001628	0.009331	0.001919	0.000991	0.000806	-10443.441
530	0.006833	0.020825	0.001628	0.009331	0.001945	0.000991	0.000796	-10419.481
532	0.006523	0.020006	0.001554	0.008734	0.001920	0.000948	0.000734	-10419.711
534	0.005329	0.016346	0.001270	0.007136	0.001513	0.000775	0.000622	-10411.421
536	0.005561	0.017525	0.001325	0.007011	0.001579	0.000818	0.000649	-10421.008
538	0.005561	0.017525	0.001325	0.007390	0.001528	0.000818	0.000671	-10422.555
540	0.005561	0.017525	0.001760	0.006855	0.001528	0.000830	0.000671	-10432.151
542	0.005147	0.017525	0.001760	0.006855	0.001528	0.000830	0.000671	-10429.006
544	0.005147	0.017525	0.001760	0.006855	0.001527	0.000830	0.000671	-10434.538
546	0.005147	0.016981	0.001760	0.006855	0.001527	0.000830	0.000671	-10417.108
548	0.004884	0.016321	0.001670	0.006505	0.001573	0.000787	0.000628	-10408.955
550	0.004884	0.016102	0.001670	0.007241	0.001611	0.000771	0.000613	-10429.207
552	0.005212	0.017182	0.001782	0.007727	0.001719	0.000823	0.000654	-10430.455
554	0.004578	0.015657	0.001566	0.006788	0.001443	0.000723	0.000601	-10422.219
556	0.004032	0.013788	0.001379	0.006547	0.001271	0.000636	0.000529	-10439.377
558	0.004032	0.013788	0.001080	0.006547	0.001245	0.000636	0.000541	-10406.836
560	0.004482	0.015328	0.001200	0.007278	0.001384	0.000708	0.000601	-10409.447
562	0.004482	0.015619	0.001200	0.007278	0.001384	0.000708	0.000601	-10435.603
564	0.004181	0.014196	0.001120	0.007254	0.001291	0.000660	0.000561	-10446.963
566	0.004873	0.016547	0.001305	0.008455	0.001504	0.000769	0.000653	-10438.684
568	0.004493	0.015255	0.001203	0.007085	0.001423	0.000721	0.000587	-10430.262
570	0.004477	0.014737	0.001203	0.007037	0.001438	0.000714	0.000581	-10417.236
572	0.004120	0.013561	0.001107	0.005994	0.001383	0.000652	0.000512	-10425.532
574	0.004120	0.013561	0.001107	0.005994	0.001383	0.000652	0.000512	-10420.861
576	0.004120	0.013561	0.001633	0.005393	0.001789	0.000668	0.000512	-10431.001
578	0.003583	0.011793	0.001420	0.004666	0.001556	0.000581	0.000445	-10460.480
580	0.003295	0.010845	0.001306	0.004823	0.001431	0.000534	0.000409	-10437.523
582	0.003709	0.012435	0.001470	0.005429	0.001610	0.000601	0.000461	-10451.594
584	0.003709	0.011976	0.001470	0.005189	0.001686	0.000601	0.000440	-10439.665
586	0.003709	0.011555	0.001470	0.005189	0.001686	0.000601	0.000440	-10424.316
588	0.003949	0.012736	0.001565	0.005525	0.001796	0.000640	0.000468	-10425.993
590	0.003758	0.012120	0.001489	0.005258	0.001709	0.000609	0.000446	-10404.786
592	0.004959	0.014559	0.001789	0.006315	0.002053	0.000731	0.000535	-10408.065
594	0.004368	0.012373	0.001576	0.005202	0.001808	0.000656	0.000472	-10418.793
596	0.004398	0.012458	0.001048	0.004946	0.001820	0.000672	0.000475	-10446.672
598	0.004972	0.014086	0.001185	0.005955	0.002058	0.000731	0.000537	-10416.395
600	0.004462	0.012640	0.001063	0.005344	0.001847	0.000656	0.000482	-10417.014
602	0.003943	0.010865	0.000939	0.004722	0.001632	0.000579	0.000426	-10409.531
604	0.004259	0.011736	0.001015	0.005101	0.001828	0.000626	0.000444	-10420.016
606	0.004259	0.011736	0.001015	0.005845	0.001828	0.000603	0.000444	-10418.933
608	0.004259	0.011736	0.001015	0.005845	0.001882	0.000603	0.000444	-10429.042
610	0.005122	0.014115	0.001220	0.006264	0.002264	0.000725	0.000533	-10440.646
612	0.004198	0.011568	0.001000	0.005134	0.001855	0.000594	0.000437	-10438.412
614	0.005106	0.014070	0.001217	0.006244	0.002257	0.000723	0.000532	-10409.190
616	0.004922	0.013564	0.001173	0.006020	0.002175	0.000697	0.000513	-10399.592
618	0.004922	0.013564	0.001173	0.006181	0.002085	0.000692	0.000535	-10419.090
620	0.004234	0.011668	0.001009	0.005317	0.001684	0.000595	0.000490	-10440.992
622	0.004270	0.011767	0.001017	0.004810	0.001687	0.000600	0.000498	-10447.212
624	0.004270	0.012151	0.001017	0.004810	0.001320	0.000600	0.000498	-10411.304
626	0.004926	0.014019	0.001174	0.005549	0.001522	0.000692	0.000574	-10398.229
628	0.004926	0.014019	0.001174	0.005976	0.001646	0.000692	0.000531	-10422.160
630	0.004926	0.014019	0.001174	0.006195	0.001603	0.000692	0.000545	-10436.602
632	0.004621	0.013576	0.001137	0.005999	0.001552	0.000670	0.000528	-10442.569
634	0.005370	0.015776	0.001321	0.007581	0.001456	0.000766	0.000602	-10438.350
636	0.005370	0.015776	0.001321	0.007581	0.001524	0.000766	0.000575	-10432.580
638	0.005370	0.015776	0.001321	0.007581	0.001723	0.000766	0.000575	-10417.459
640	0.005370	0.015776	0.001321	0.007581	0.001640	0.000766	0.000604	-10439.188
