Gen	theta_1Jp	theta_2Me	theta_3MoN	theta_4MoS	theta_5Si	theta_6JpMeMoNMoSSi	theta_7JpMeMoNMoS	theta_8JpMeMoN	theta_9JpMe	tau_6JpMeMoNMoSSi	tau_7JpMeMoNMoS	tau_8JpMeMoN	tau_9JpMe	lnL
48	0.002854	0.000908	0.002588	0.020807	0.001893	0.010625	0.003186	0.003824	0.003786	0.000909	0.000702	0.000587	0.000318	-10407.486
50	0.002854	0.000908	0.002588	0.021324	0.001893	0.010625	0.002821	0.003804	0.004124	0.000909	0.000716	0.000588	0.000313	-10421.164
52	0.002854	0.000908	0.002588	0.021324	0.001893	0.010734	0.003039	0.003815	0.003709	0.000907	0.000705	0.000587	0.000308	-10420.817
54	0.002541	0.000808	0.002305	0.019291	0.001686	0.009494	0.002963	0.003595	0.003364	0.000816	0.000619	0.000509	0.000270	-10421.305
56	0.002541	0.000808	0.002305	0.019291	0.001686	0.009895	0.002723	0.004300	0.003428	0.000808	0.000630	0.000471	0.000265	-10388.854
58	0.002541	0.000808	0.002305	0.019291	0.001686	0.009241	0.002941	0.004313	0.003598	0.000821	0.000614	0.000496	0.000252	-10424.369
60	0.002465	0.000784	0.002779	0.018712	0.001635	0.008964	0.002853	0.004603	0.003946	0.000796	0.000595	0.000460	0.000244	-10420.378
62	0.002870	0.000913	0.003235	0.021784	0.001904	0.011249	0.002836	0.004708	0.004413	0.000911	0.000720	0.000552	0.000296	-10400.689
64	0.002195	0.000698	0.002474	0.016659	0.001456	0.008602	0.001867	0.003580	0.003339	0.000697	0.000552	0.000415	0.000229	-10423.059
66	0.002443	0.000777	0.002754	0.018543	0.001621	0.009575	0.002049	0.004360	0.004854	0.000776	0.000618	0.000470	0.000246	-10398.972
68	0.002758	0.000825	0.002634	0.021732	0.001829	0.010163	0.002340	0.004429	0.005474	0.000888	0.000697	0.000515	0.000278	-10389.517
70	0.002758	0.000825	0.002634	0.021732	0.001829	0.010163	0.002590	0.005723	0.004444	0.000888	0.000695	0.000479	0.000294	-10410.924
72	0.002758	0.000825	0.002634	0.021332	0.001393	0.010366	0.002261	0.004279	0.004240	0.000884	0.000725	0.000510	0.000308	-10389.485
74	0.002758	0.000825	0.002634	0.021332	0.001393	0.009232	0.002064	0.005537	0.004174	0.000902	0.000746	0.000466	0.000321	-10397.570
76	0.002758	0.000825	0.002634	0.020932	0.001393	0.009232	0.002387	0.005574	0.004484	0.000902	0.000709	0.000464	0.000299	-10398.272
78	0.002758	0.000825	0.002634	0.020748	0.001393	0.011474	0.002703	0.004797	0.004704	0.000888	0.000681	0.000490	0.000303	-10398.570
80	0.002758	0.000825	0.002634	0.020748	0.001393	0.012102	0.002862	0.004550	0.005000	0.000877	0.000693	0.000500	0.000285	-10409.722
82	0.002758	0.000601	0.002634	0.020748	0.001393	0.011537	0.002254	0.005100	0.004929	0.000886	0.000703	0.000477	0.000289	-10401.921
84	0.002758	0.000601	0.002634	0.020748	0.001393	0.010224	0.002099	0.005183	0.004929	0.000898	0.000719	0.000474	0.000289	-10399.440
86	0.002758	0.000601	0.002634	0.020748	0.001393	0.010388	0.002095	0.005069	0.005338	0.000896	0.000719	0.000480	0.000267	-10396.389
88	0.003110	0.000678	0.002970	0.023829	0.001571	0.011454	0.002524	0.005753	0.005267	0.001010	0.000794	0.000539	0.000309	-10389.751
90	0.003110	0.000678	0.002970	0.023829	0.001571	0.012613	0.002272	0.006433	0.005013	0.000990	0.000818	0.000516	0.000324	-10392.445
92	0.003110	0.000678	0.002970	0.023829	0.001571	0.012252	0.002373	0.006305	0.005379	0.001006	0.000805	0.000520	0.000320	-10390.688
94	0.003110	0.000678	0.003663	0.024222	0.001571	0.013504	0.002584	0.006252	0.005379	0.000993	0.000783	0.000521	0.000320	-10394.624
96	0.003110	0.000678	0.003663	0.024222	0.001571	0.013571	0.002655	0.006532	0.005393	0.000992	0.000776	0.000512	0.000319	-10414.585
98	0.003110	0.000678	0.003137	0.023992	0.001571	0.013172	0.003166	0.007533	0.005756	0.001003	0.000732	0.000495	0.000299	-10422.859
100	0.002803	0.000611	0.002827	0.021186	0.001415	0.011710	0.003134	0.005948	0.004937	0.000896	0.000642	0.000459	0.000283	-10434.844
102	0.003157	0.000688	0.003185	0.023999	0.001594	0.012982	0.003641	0.004245	0.005113	0.001014	0.000716	0.000569	0.000347	-10403.049
104	0.002607	0.000618	0.002860	0.021552	0.001432	0.010223	0.003174	0.003760	0.004730	0.000946	0.000649	0.000513	0.000302	-10405.198
106	0.002607	0.000618	0.002860	0.021552	0.001432	0.010397	0.003884	0.003520	0.005120	0.000941	0.000624	0.000528	0.000279	-10412.623
108	0.002607	0.000618	0.002860	0.020772	0.001432	0.009829	0.003327	0.003345	0.004471	0.000959	0.000624	0.000541	0.000320	-10424.762
110	0.002812	0.000937	0.003086	0.022411	0.001545	0.011290	0.003241	0.003623	0.004742	0.001013	0.000683	0.000584	0.000351	-10446.022
112	0.002529	0.000842	0.002775	0.020356	0.001389	0.010591	0.003054	0.003516	0.004303	0.000899	0.000625	0.000529	0.000313	-10427.457
114	0.002529	0.000842	0.002775	0.020799	0.001389	0.011328	0.002609	0.002599	0.004663	0.000875	0.000638	0.000539	0.000331	-10434.354
116	0.002529	0.000842	0.002775	0.020799	0.001913	0.011284	0.002312	0.002852	0.004272	0.000876	0.000653	0.000520	0.000302	-10438.045
118	0.002478	0.000825	0.002719	0.019447	0.001875	0.010931	0.002266	0.003162	0.004150	0.000861	0.000640	0.000486	0.000298	-10443.984
120	0.002478	0.000825	0.002719	0.019447	0.001875	0.010931	0.002037	0.002857	0.004330	0.000861	0.000657	0.000506	0.000286	-10426.536
122	0.002478	0.000825	0.002719	0.019447	0.001875	0.012616	0.002256	0.002790	0.005087	0.000847	0.000642	0.000511	0.000286	-10433.319
124	0.002193	0.000731	0.002407	0.017212	0.001182	0.011915	0.001996	0.002727	0.004272	0.000739	0.000568	0.000435	0.000284	-10441.319
126	0.002193	0.000731	0.002766	0.017212	0.001182	0.011051	0.002226	0.002544	0.004748	0.000752	0.000556	0.000445	0.000256	-10416.209
128	0.002193	0.000731	0.002766	0.017212	0.001792	0.010305	0.001905	0.002886	0.004689	0.000765	0.000576	0.000422	0.000262	-10403.124
130	0.002193	0.000731	0.002766	0.017212	0.001792	0.010305	0.002021	0.003041	0.004560	0.000765	0.000566	0.000414	0.000270	-10403.072
132	0.002193	0.000731	0.002766	0.017561	0.001792	0.010790	0.001926	0.003297	0.004332	0.000757	0.000573	0.000403	0.000284	-10412.984
134	0.002193	0.000731	0.002766	0.017241	0.001392	0.009651	0.002051	0.004637	0.004270	0.000778	0.000562	0.000369	0.000288	-10420.203
136	0.001916	0.000638	0.002416	0.015526	0.001216	0.009231	0.001716	0.004752	0.003845	0.000668	0.000498	0.000312	0.000244	-10403.970
138	0.002013	0.000671	0.002539	0.016316	0.001278	0.009684	0.001882	0.007003	0.004041	0.000702	0.000515	0.000308	0.000256	-10409.084
140	0.002013	0.000671	0.002539	0.015917	0.001278	0.009520	0.001730	0.004855	0.003951	0.000705	0.000533	0.000330	0.000262	-10401.727
142	0.002013	0.000671	0.002539	0.015917	0.001278	0.009520	0.001628	0.004762	0.003902	0.000705	0.000545	0.000332	0.000266	-10408.293
144	0.002196	0.000732	0.002770	0.017363	0.001394	0.010385	0.001880	0.007756	0.004256	0.000769	0.000581	0.000338	0.000290	-10402.115
146	0.002329	0.000776	0.003367	0.018408	0.001478	0.011010	0.001843	0.008223	0.005144	0.000816	0.000637	0.000359	0.000297	-10383.128
148	0.002070	0.000768	0.003333	0.018223	0.001491	0.010011	0.001750	0.008140	0.004708	0.000814	0.000643	0.000355	0.000318	-10415.949
150	0.001849	0.000686	0.002976	0.016271	0.001332	0.009450	0.001674	0.005976	0.004373	0.000727	0.000557	0.000330	0.000273	-10415.393
152	0.001849	0.000686	0.002976	0.016271	0.001332	0.009450	0.001621	0.004850	0.004581	0.000727	0.000564	0.000343	0.000260	-10419.385
154	0.001849	0.000686	0.002976	0.015232	0.000901	0.009450	0.001461	0.008184	0.004581	0.000727	0.000589	0.000309	0.000260	-10414.994
156	0.001978	0.000733	0.003184	0.016295	0.000964	0.009880	0.001723	0.006168	0.004901	0.000777	0.000602	0.000359	0.000279	-10421.387
158	0.001945	0.000721	0.003131	0.016027	0.000948	0.008792	0.001631	0.006508	0.004820	0.000768	0.000602	0.000353	0.000274	-10430.031
160	0.001945	0.000721	0.003131	0.016027	0.000948	0.008904	0.001702	0.006212	0.004725	0.000765	0.000591	0.000353	0.000254	-10416.389
162	0.001931	0.000716	0.002525	0.015908	0.000941	0.009127	0.001633	0.005772	0.004852	0.000750	0.000595	0.000362	0.000244	-10404.790
164	0.001931	0.000716	0.002525	0.016541	0.000941	0.009592	0.001597	0.004754	0.004985	0.000749	0.000600	0.000388	0.000237	-10397.245
166	0.001931	0.000716	0.001981	0.016541	0.000941	0.009743	0.001486	0.004146	0.004985	0.000754	0.000615	0.000410	0.000237	-10395.121
168	0.001604	0.000595	0.001646	0.013743	0.000782	0.007151	0.001171	0.003707	0.004551	0.000634	0.000520	0.000331	0.000213	-10380.157
170	0.001721	0.000638	0.002260	0.014667	0.000839	0.006840	0.001184	0.004631	0.005223	0.000694	0.000571	0.000347	0.000214	-10396.359
172	0.001875	0.000695	0.001852	0.015607	0.000913	0.007455	0.001355	0.005325	0.005752	0.000756	0.000610	0.000370	0.000241	-10396.491
174	0.001875	0.000695	0.002418	0.015607	0.000913	0.007828	0.001236	0.005691	0.006246	0.000754	0.000633	0.000370	0.000241	-10392.434
176	0.001875	0.000695	0.001915	0.014877	0.000913	0.007359	0.001349	0.006126	0.005877	0.000756	0.000610	0.000361	0.000256	-10404.813
178	0.001875	0.000695	0.001915	0.014354	0.000913	0.009045	0.001387	0.006107	0.005651	0.000741	0.000603	0.000360	0.000266	-10426.083
180	0.001875	0.000695	0.001915	0.014914	0.001084	0.007921	0.001449	0.005609	0.005651	0.000753	0.000593	0.000368	0.000266	-10406.646
182	0.001875	0.000695	0.001915	0.014914	0.001084	0.007368	0.001379	0.005695	0.004619	0.000765	0.000605	0.000367	0.000280	-10429.778
184	0.001629	0.000604	0.001664	0.012063	0.000942	0.006562	0.001080	0.004501	0.004553	0.000655	0.000548	0.000325	0.000241	-10438.109
186	0.001432	0.000531	0.001463	0.010609	0.000828	0.005771	0.000886	0.003754	0.004161	0.000576	0.000482	0.000290	0.000204	-10418.077
188	0.001441	0.000534	0.001472	0.010672	0.000833	0.006123	0.000863	0.003334	0.004714	0.000579	0.000491	0.000304	0.000205	-10400.132
190	0.001592	0.000591	0.001627	0.011795	0.000921	0.006767	0.001072	0.003022	0.005533	0.000640	0.000519	0.000334	0.000213	-10391.370
192	0.001804	0.000669	0.001843	0.013023	0.001043	0.008510	0.001280	0.002577	0.005731	0.000712	0.000578	0.000407	0.000255	-10391.578
194	0.001804	0.000669	0.001843	0.013660	0.001043	0.008510	0.001480	0.002899	0.005630	0.000712	0.000554	0.000403	0.000259	-10399.945
196	0.001706	0.000633	0.001743	0.012919	0.000986	0.008048	0.001126	0.003079	0.005831	0.000673	0.000559	0.000366	0.000245	-10423.691
198	0.001609	0.000597	0.001644	0.012187	0.000930	0.007406	0.000951	0.002906	0.006424	0.000638	0.000549	0.000345	0.000228	-10417.195
200	0.001804	0.000669	0.001843	0.013662	0.001043	0.008634	0.001067	0.003488	0.006995	0.000715	0.000616	0.000377	0.000241	-10441.066
202	0.001804	0.000405	0.001843	0.013662	0.001043	0.009050	0.001140	0.003509	0.007090	0.000715	0.000601	0.000376	0.000238	-10435.749
204	0.001784	0.000401	0.001822	0.013315	0.001031	0.009647	0.001069	0.003062	0.006684	0.000696	0.000606	0.000390	0.000246	-10419.246
206	0.001833	0.000412	0.002109	0.013847	0.001060	0.009915	0.001082	0.003147	0.006976	0.000716	0.000626	0.000401	0.000249	-10419.575
208	0.001833	0.000412	0.002109	0.013847	0.001060	0.009777	0.001136	0.002579	0.006806	0.000715	0.000616	0.000435	0.000232	-10421.866
210	0.001833	0.000412	0.002308	0.013847	0.001060	0.009777	0.001064	0.002770	0.006771	0.000715	0.000628	0.000421	0.000244	-10424.643
212	0.001572	0.000353	0.002378	0.011876	0.000909	0.007998	0.000991	0.002368	0.005807	0.000613	0.000525	0.000361	0.000209	-10440.108
214	0.001674	0.000376	0.002531	0.012644	0.000968	0.008245	0.001002	0.002848	0.006183	0.000656	0.000568	0.000366	0.000222	-10408.477
216	0.001851	0.000416	0.002531	0.013983	0.001070	0.009862	0.001117	0.003266	0.006838	0.000717	0.000626	0.000399	0.000246	-10414.439
218	0.001618	0.000363	0.002212	0.011826	0.000936	0.007712	0.000947	0.003177	0.005290	0.000637	0.000553	0.000323	0.000227	-10416.903
220	0.001618	0.000363	0.002212	0.011826	0.000936	0.007936	0.001019	0.003228	0.005602	0.000629	0.000537	0.000313	0.000214	-10407.937
222	0.001618	0.000363	0.002212	0.012563	0.000936	0.007486	0.001050	0.003615	0.005340	0.000634	0.000531	0.000304	0.000225	-10400.264
224	0.001618	0.000363	0.002300	0.012563	0.000936	0.007486	0.000913	0.003917	0.004824	0.000634	0.000565	0.000298	0.000233	-10402.715
226	0.001618	0.000363	0.002300	0.012563	0.000936	0.007486	0.000903	0.002991	0.004817	0.000634	0.000568	0.000318	0.000234	-10402.869
228	0.001427	0.000320	0.002028	0.011077	0.000825	0.007020	0.000830	0.002380	0.004212	0.000559	0.000492	0.000288	0.000208	-10402.729
230	0.001427	0.000320	0.002028	0.011077	0.000825	0.007020	0.000885	0.002103	0.004428	0.000559	0.000480	0.000299	0.000198	-10398.636
232	0.001759	0.000395	0.002500	0.013393	0.001017	0.008656	0.001056	0.002750	0.005460	0.000689	0.000599	0.000361	0.000244	-10391.203
234	0.001757	0.000395	0.002497	0.013837	0.001016	0.008998	0.001056	0.002395	0.005276	0.000683	0.000598	0.000378	0.000251	-10414.887
236	0.001661	0.000373	0.002360	0.013744	0.000960	0.008988	0.001134	0.002077	0.005206	0.000646	0.000540	0.000369	0.000228	-10468.826
238	0.001620	0.000364	0.002312	0.013405	0.000936	0.008766	0.001065	0.001803	0.004746	0.000630	0.000532	0.000377	0.000238	-10431.019
240	0.001804	0.000405	0.002575	0.014932	0.001043	0.010398	0.001460	0.002289	0.005287	0.000690	0.000560	0.000401	0.000265	-10438.402
242	0.001549	0.000348	0.002211	0.012271	0.000896	0.008927	0.001253	0.001814	0.004520	0.000592	0.000481	0.000340	0.000228	-10418.388
244	0.001549	0.000348	0.002211	0.012271	0.000896	0.009008	0.001278	0.001703	0.004886	0.000593	0.000480	0.000348	0.000211	-10411.939
246	0.001549	0.000348	0.002211	0.012271	0.000896	0.009008	0.001278	0.001435	0.004969	0.000593	0.000480	0.000372	0.000220	-10410.944
248	0.001549	0.000348	0.002211	0.012271	0.000896	0.009505	0.001280	0.001448	0.005346	0.000593	0.000480	0.000371	0.000205	-10406.814
250	0.001455	0.000327	0.002077	0.011530	0.000841	0.008931	0.001365	0.001465	0.005023	0.000557	0.000439	0.000337	0.000192	-10411.525
252	0.001556	0.000350	0.001984	0.012330	0.000900	0.009550	0.001795	0.001386	0.005956	0.000596	0.000451	0.000381	0.000206	-10413.389
254	0.001793	0.000403	0.002285	0.014203	0.001037	0.009579	0.002328	0.001579	0.006695	0.000711	0.000509	0.000441	0.000243	-10415.947
256	0.001793	0.000403	0.002285	0.014203	0.001037	0.009819	0.002332	0.001442	0.006449	0.000696	0.000519	0.000460	0.000252	-10388.921
258	0.001793	0.000403	0.002285	0.014643	0.001037	0.009500	0.002332	0.001448	0.005887	0.000702	0.000519	0.000459	0.000252	-10388.809
260	0.001793	0.000403	0.002285	0.014643	0.001037	0.008878	0.001978	0.001803	0.005635	0.000714	0.000529	0.000467	0.000263	-10397.211
262	0.001793	0.000403	0.002285	0.014643	0.001037	0.009640	0.001978	0.001588	0.005635	0.000699	0.000529	0.000494	0.000263	-10390.150
264	0.001793	0.000403	0.002285	0.014643	0.001037	0.009240	0.001978	0.001553	0.005635	0.000714	0.000529	0.000500	0.000263	-10385.120
266	0.001839	0.000413	0.001952	0.015017	0.001063	0.009921	0.002028	0.001704	0.006030	0.000732	0.000543	0.000509	0.000259	-10403.116
268	0.001623	0.000365	0.001724	0.013485	0.000995	0.008174	0.001895	0.001651	0.005392	0.000659	0.000479	0.000430	0.000243	-10393.493
270	0.001916	0.000430	0.002034	0.015913	0.001174	0.010291	0.002296	0.001912	0.006803	0.000764	0.000564	0.000512	0.000302	-10385.192
272	0.001916	0.000430	0.002034	0.015913	0.001174	0.010958	0.001758	0.001912	0.006485	0.000752	0.000580	0.000512	0.000317	-10405.703
274	0.001775	0.000399	0.001884	0.014748	0.001088	0.009192	0.002053	0.002035	0.006016	0.000699	0.000522	0.000451	0.000293	-10415.500
276	0.001938	0.000435	0.002056	0.015157	0.001188	0.009399	0.002426	0.001664	0.006671	0.000776	0.000564	0.000503	0.000315	-10389.073
278	0.001938	0.000435	0.002056	0.015157	0.001188	0.009369	0.002426	0.002454	0.006556	0.000776	0.000564	0.000474	0.000314	-10402.348
280	0.001786	0.000401	0.001895	0.013965	0.001094	0.009268	0.002260	0.002261	0.005605	0.000702	0.000519	0.000437	0.000312	-10423.706
282	0.001976	0.000444	0.002097	0.015456	0.001211	0.010257	0.002811	0.002313	0.006193	0.000777	0.000564	0.000496	0.000346	-10422.945
284	0.001976	0.000444	0.002097	0.015456	0.001125	0.009508	0.002737	0.002151	0.006357	0.000794	0.000568	0.000509	0.000337	-10392.321
286	0.001976	0.000444	0.003030	0.015456	0.001125	0.008957	0.002926	0.001666	0.006441	0.000808	0.000568	0.000524	0.000333	-10397.933
288	0.001810	0.000407	0.002775	0.014390	0.001030	0.009116	0.002680	0.002327	0.005795	0.000718	0.000520	0.000455	0.000310	-10396.846
290	0.002348	0.000527	0.002802	0.018667	0.001336	0.011825	0.002802	0.003111	0.007699	0.000931	0.000695	0.000585	0.000393	-10401.004
292	0.002348	0.000527	0.002802	0.018667	0.001336	0.011767	0.002802	0.003574	0.007604	0.000932	0.000695	0.000561	0.000398	-10407.286
294	0.002310	0.000519	0.002757	0.017838	0.001315	0.010748	0.003539	0.003138	0.006724	0.000937	0.000655	0.000570	0.000402	-10447.386
296	0.002505	0.000563	0.002409	0.019668	0.001791	0.012365	0.004364	0.002650	0.007281	0.000998	0.000699	0.000635	0.000437	-10409.068
298	0.002722	0.001023	0.002618	0.021373	0.001946	0.013437	0.005492	0.003017	0.007470	0.001084	0.000760	0.000681	0.000467	-10404.423
300	0.002826	0.000817	0.002717	0.020923	0.002020	0.014766	0.004661	0.003056	0.007427	0.001108	0.000807	0.000712	0.000506	-10404.434
302	0.002826	0.000817	0.002717	0.020923	0.002020	0.015194	0.004335	0.003450	0.007284	0.001099	0.000807	0.000689	0.000536	-10408.524
304	0.002441	0.000705	0.002348	0.018285	0.001745	0.011848	0.004136	0.003489	0.006309	0.000977	0.000687	0.000577	0.000462	-10424.560
306	0.002623	0.000758	0.002523	0.019948	0.001875	0.013154	0.004276	0.003467	0.006216	0.001049	0.000743	0.000630	0.000496	-10400.600
308	0.002567	0.000758	0.002523	0.019453	0.001875	0.012698	0.004543	0.003713	0.006047	0.001049	0.000736	0.000621	0.000477	-10415.465
310	0.002567	0.000758	0.002523	0.018936	0.001468	0.011820	0.005553	0.003784	0.005790	0.001072	0.000714	0.000619	0.000498	-10444.607
312	0.002007	0.000593	0.001972	0.014804	0.001148	0.008734	0.003870	0.002909	0.004397	0.000836	0.000576	0.000485	0.000401	-10442.822
314	0.002007	0.000908	0.001972	0.014804	0.001148	0.009177	0.004666	0.002457	0.004652	0.000824	0.000561	0.000501	0.000379	-10419.803
316	0.002150	0.000973	0.002113	0.015520	0.001230	0.010944	0.003960	0.002120	0.004578	0.000869	0.000613	0.000568	0.000395	-10423.386
318	0.001746	0.000790	0.001716	0.012896	0.000999	0.008456	0.002892	0.001751	0.003718	0.000694	0.000503	0.000459	0.000321	-10421.857
320	0.001767	0.000799	0.001736	0.013047	0.001010	0.008443	0.002926	0.001829	0.003740	0.000704	0.000509	0.000462	0.000327	-10426.875
322	0.001767	0.000799	0.001736	0.013047	0.001010	0.008860	0.002402	0.002251	0.003858	0.000695	0.000520	0.000437	0.000317	-10404.918
324	0.001569	0.000710	0.001542	0.011586	0.000897	0.008588	0.002133	0.001764	0.003467	0.000608	0.000461	0.000400	0.000308	-10413.033
326	0.001569	0.000710	0.001542	0.011586	0.000897	0.007830	0.001652	0.001475	0.003842	0.000622	0.000479	0.000419	0.000306	-10420.296
328	0.001852	0.000838	0.001820	0.012454	0.001059	0.009228	0.002533	0.002064	0.004487	0.000733	0.000549	0.000472	0.000365	-10442.239
330	0.001653	0.000748	0.001624	0.011112	0.000945	0.008233	0.002076	0.001767	0.004490	0.000654	0.000496	0.000424	0.000319	-10421.080
332	0.001508	0.000682	0.001482	0.009848	0.000862	0.007531	0.001997	0.001977	0.004769	0.000597	0.000449	0.000387	0.000279	-10400.801
334	0.001584	0.000717	0.001711	0.010345	0.000906	0.008201	0.002323	0.002077	0.004640	0.000622	0.000466	0.000407	0.000316	-10404.377
336	0.001422	0.000643	0.001536	0.009284	0.000813	0.008358	0.001776	0.001433	0.004365	0.000545	0.000418	0.000390	0.000271	-10384.321
338	0.001422	0.000643	0.001536	0.009886	0.000813	0.007035	0.002099	0.001618	0.004512	0.000561	0.000414	0.000377	0.000262	-10417.226
340	0.001422	0.000643	0.002234	0.009886	0.000813	0.007035	0.002099	0.001471	0.004723	0.000561	0.000414	0.000389	0.000250	-10402.595
342	0.001276	0.000577	0.002004	0.008871	0.000730	0.006961	0.002428	0.001320	0.004032	0.000491	0.000371	0.000349	0.000236	-10415.927
344	0.001392	0.000630	0.002186	0.009675	0.000796	0.007569	0.001754	0.001322	0.003878	0.000543	0.000417	0.000392	0.000268	-10405.014
346	0.001591	0.000720	0.002500	0.010288	0.001271	0.009151	0.002005	0.001512	0.004260	0.000613	0.000477	0.000448	0.000319	-10415.291
348	0.001459	0.000660	0.002292	0.009435	0.001165	0.007504	0.002250	0.001314	0.004220	0.000577	0.000437	0.000419	0.000271	-10411.602
350	0.001267	0.000573	0.001990	0.008191	0.001012	0.005739	0.001655	0.001523	0.003867	0.000501	0.000380	0.000331	0.000223	-10425.772
352	0.001267	0.000573	0.001990	0.008048	0.001263	0.006471	0.001655	0.001514	0.004128	0.000487	0.000380	0.000332	0.000209	-10424.799
354	0.001563	0.000707	0.002455	0.009929	0.001558	0.007758	0.002521	0.001871	0.005658	0.000606	0.000457	0.000408	0.000276	-10406.866
356	0.001563	0.000707	0.002455	0.010326	0.001139	0.008312	0.002521	0.002032	0.005510	0.000596	0.000457	0.000398	0.000284	-10420.705
358	0.001350	0.000611	0.002121	0.009190	0.000984	0.006343	0.002449	0.001992	0.004761	0.000531	0.000389	0.000332	0.000245	-10399.180
360	0.001549	0.000701	0.002434	0.010543	0.001129	0.008571	0.003755	0.002119	0.005313	0.000602	0.000430	0.000388	0.000289	-10411.440
362	0.001343	0.000736	0.002003	0.008646	0.000979	0.006567	0.002746	0.001744	0.004705	0.000541	0.000375	0.000341	0.000245	-10389.072
364	0.001343	0.000736	0.002003	0.008646	0.000979	0.006567	0.002583	0.002346	0.004499	0.000541	0.000376	0.000334	0.000257	-10399.773
366	0.001209	0.000663	0.001803	0.007782	0.000881	0.006228	0.002579	0.002163	0.004253	0.000479	0.000334	0.000299	0.000220	-10412.633
368	0.001209	0.000663	0.001803	0.007298	0.000881	0.006228	0.002579	0.002386	0.004253	0.000479	0.000334	0.000292	0.000220	-10402.709
370	0.001323	0.000725	0.001973	0.008367	0.000964	0.006815	0.002522	0.003822	0.004967	0.000525	0.000373	0.000306	0.000241	-10395.574
372	0.001488	0.000816	0.002219	0.009409	0.001789	0.008303	0.003776	0.005597	0.005509	0.000590	0.000398	0.000328	0.000283	-10394.589
374	0.001286	0.000705	0.001917	0.008130	0.001546	0.006929	0.002919	0.004168	0.005905	0.000522	0.000356	0.000291	0.000228	-10406.434
