Gen	theta_1JpMeMoN	theta_2MoS	theta_3Si	theta_4JpMeMoNMoSSi	theta_5JpMeMoNMoS	tau_4JpMeMoNMoSSi	tau_5JpMeMoNMoS	lnL
134	0.005614	0.014971	0.002211	0.005880	0.002942	0.001001	0.000630	-10439.381
136	0.005614	0.014971	0.002211	0.006218	0.002707	0.001001	0.000685	-10449.457
138	0.004296	0.012000	0.001692	0.005165	0.002161	0.000766	0.000502	-10428.210
140	0.004535	0.012668	0.001786	0.005344	0.002447	0.000768	0.000494	-10420.161
142	0.004535	0.012668	0.001786	0.004695	0.002447	0.000768	0.000494	-10412.113
144	0.004535	0.012668	0.001786	0.004695	0.002447	0.000768	0.000494	-10408.751
146	0.004476	0.012502	0.001763	0.004034	0.002544	0.000735	0.000463	-10418.014
148	0.004476	0.012502	0.001763	0.003587	0.002452	0.000769	0.000480	-10417.876
150	0.005346	0.014932	0.002106	0.004285	0.003040	0.000918	0.000553	-10396.197
152	0.005202	0.014532	0.002049	0.004651	0.002958	0.000857	0.000538	-10408.649
154	0.005369	0.014532	0.002049	0.004447	0.002958	0.000871	0.000538	-10410.463
156	0.004601	0.014532	0.002049	0.004447	0.003073	0.000871	0.000518	-10399.723
158	0.004601	0.014532	0.002049	0.005321	0.002705	0.000815	0.000512	-10412.321
160	0.004601	0.014532	0.002049	0.004966	0.002837	0.000837	0.000488	-10416.005
162	0.004601	0.014532	0.002049	0.004966	0.002651	0.000837	0.000522	-10415.295
164	0.004905	0.015493	0.002185	0.005508	0.002986	0.000878	0.000527	-10422.365
166	0.004905	0.015493	0.002185	0.005806	0.003224	0.000878	0.000488	-10394.999
168	0.004905	0.015493	0.002185	0.005972	0.002985	0.000867	0.000527	-10390.999
170	0.004905	0.015493	0.002185	0.005972	0.002955	0.000867	0.000533	-10400.616
172	0.004905	0.015493	0.002185	0.005912	0.002842	0.000871	0.000554	-10417.582
174	0.004905	0.015493	0.002185	0.005912	0.002934	0.000871	0.000536	-10417.146
176	0.005052	0.015957	0.002250	0.006851	0.003241	0.000858	0.000515	-10427.746
178	0.004636	0.014642	0.002065	0.005966	0.002974	0.000805	0.000473	-10422.111
180	0.004636	0.014642	0.002065	0.005966	0.002974	0.000805	0.000473	-10442.847
182	0.004636	0.013627	0.002065	0.005698	0.002974	0.000820	0.000473	-10447.275
184	0.004736	0.013922	0.002109	0.005348	0.003038	0.000869	0.000483	-10451.686
186	0.005540	0.016329	0.002468	0.006379	0.003554	0.001008	0.000565	-10430.932
188	0.005559	0.016385	0.002476	0.006733	0.004240	0.001035	0.000600	-10444.100
190	0.005559	0.016385	0.002476	0.007252	0.004421	0.001004	0.000576	-10438.173
192	0.005414	0.016593	0.002411	0.006818	0.004276	0.000955	0.000564	-10449.881
194	0.005414	0.016593	0.002411	0.006182	0.004232	0.000955	0.000570	-10429.380
196	0.004177	0.012803	0.001861	0.004770	0.003102	0.000737	0.000463	-10424.226
198	0.004290	0.013148	0.001911	0.004231	0.003186	0.000801	0.000475	-10408.746
200	0.004290	0.013148	0.001264	0.005210	0.003428	0.000801	0.000442	-10437.164
202	0.004290	0.013148	0.001264	0.005210	0.003426	0.000801	0.000442	-10422.226
204	0.004888	0.014982	0.001440	0.004916	0.003904	0.000912	0.000504	-10447.342
206	0.004367	0.013384	0.001287	0.004379	0.003488	0.000816	0.000450	-10474.274
208	0.004950	0.014159	0.001458	0.005319	0.003953	0.000897	0.000510	-10431.857
210	0.005697	0.016297	0.001679	0.006122	0.004714	0.001033	0.000567	-10422.507
212	0.004624	0.013228	0.001362	0.004969	0.003826	0.000838	0.000460	-10430.694
214	0.004624	0.014164	0.001362	0.004969	0.003635	0.000838	0.000484	-10419.288
216	0.004624	0.014164	0.001362	0.004794	0.003635	0.000851	0.000484	-10437.812
218	0.004624	0.014164	0.001362	0.004754	0.003518	0.000855	0.000500	-10428.175
220	0.004624	0.013540	0.001362	0.004754	0.003518	0.000855	0.000500	-10430.793
222	0.004624	0.013669	0.001362	0.005143	0.003511	0.000828	0.000501	-10434.882
224	0.004624	0.013669	0.001362	0.004794	0.003511	0.000852	0.000501	-10423.685
226	0.004624	0.013669	0.001362	0.004228	0.003511	0.000852	0.000501	-10427.359
228	0.005125	0.014463	0.001510	0.004687	0.004122	0.000944	0.000539	-10424.592
230	0.005125	0.014463	0.001510	0.004303	0.004154	0.000978	0.000535	-10420.293
232	0.005125	0.015211	0.001510	0.004303	0.004249	0.000978	0.000523	-10420.770
234	0.005052	0.014278	0.001488	0.004524	0.004192	0.000936	0.000515	-10406.049
236	0.004981	0.014441	0.001468	0.004305	0.003381	0.000938	0.000508	-10425.034
238	0.004981	0.014441	0.001468	0.004305	0.003381	0.000938	0.000508	-10402.286
240	0.004981	0.014441	0.001468	0.004025	0.003667	0.000968	0.000468	-10407.483
242	0.004981	0.014441	0.001468	0.005573	0.003667	0.000931	0.000468	-10415.529
244	0.004883	0.013990	0.001468	0.005573	0.003831	0.000931	0.000448	-10407.143
246	0.004883	0.013268	0.001468	0.004760	0.004147	0.000931	0.000414	-10434.446
248	0.004883	0.013268	0.001468	0.005380	0.004147	0.000871	0.000414	-10429.881
250	0.004883	0.013268	0.001468	0.005167	0.004095	0.000890	0.000419	-10424.250
252	0.004883	0.013268	0.001468	0.005009	0.004095	0.000905	0.000419	-10429.891
254	0.006039	0.016409	0.001815	0.006966	0.005064	0.001052	0.000519	-10405.544
256	0.005329	0.014482	0.001602	0.005555	0.004469	0.000923	0.000458	-10402.178
258	0.005650	0.015352	0.001698	0.005195	0.004988	0.001044	0.000461	-10429.516
260	0.004857	0.012567	0.001460	0.004466	0.003808	0.000897	0.000446	-10389.612
262	0.004857	0.012567	0.001460	0.004232	0.003808	0.000922	0.000446	-10400.623
264	0.005539	0.014331	0.001319	0.005268	0.004343	0.001006	0.000509	-10398.843
266	0.005501	0.014233	0.001310	0.005610	0.004313	0.000966	0.000505	-10416.813
268	0.005404	0.013982	0.001287	0.005026	0.004603	0.000993	0.000457	-10426.248
270	0.005404	0.013508	0.001287	0.004968	0.004564	0.000999	0.000461	-10421.305
272	0.005404	0.013508	0.001287	0.004683	0.005170	0.001031	0.000479	-10422.930
274	0.004736	0.011838	0.001128	0.004370	0.004531	0.000903	0.000419	-10412.163
276	0.004736	0.011838	0.001128	0.004242	0.005485	0.000918	0.000419	-10433.824
278	0.004280	0.010699	0.001019	0.003829	0.004990	0.000830	0.000377	-10437.732
280	0.004280	0.010699	0.001019	0.003829	0.004416	0.000830	0.000426	-10421.774
282	0.004280	0.010699	0.001019	0.003481	0.004612	0.000871	0.000407	-10420.422
284	0.004719	0.010699	0.001019	0.003453	0.004612	0.000874	0.000407	-10415.061
286	0.004719	0.011545	0.001019	0.003697	0.004223	0.000846	0.000445	-10422.974
288	0.004719	0.011545	0.001019	0.003697	0.003938	0.000846	0.000477	-10434.881
290	0.005316	0.013007	0.001148	0.004165	0.004197	0.000953	0.000568	-10432.775
292	0.005316	0.013007	0.001148	0.004884	0.004577	0.000953	0.000521	-10425.832
294	0.005809	0.012197	0.001148	0.005277	0.004301	0.000921	0.000555	-10429.516
296	0.005809	0.012197	0.001148	0.005185	0.004301	0.000927	0.000555	-10431.200
298	0.006574	0.013803	0.001300	0.006435	0.004867	0.001049	0.000628	-10433.856
300	0.006311	0.013251	0.001248	0.006813	0.004672	0.001012	0.000603	-10447.448
302	0.006311	0.013251	0.001248	0.006813	0.004792	0.001012	0.000587	-10478.565
304	0.006311	0.014360	0.001248	0.008464	0.004211	0.000985	0.000587	-10461.368
306	0.006311	0.014360	0.001248	0.008960	0.004438	0.000962	0.000557	-10461.811
308	0.006311	0.014609	0.001248	0.008353	0.004529	0.000991	0.000546	-10432.193
310	0.006311	0.014609	0.001248	0.008353	0.004184	0.000991	0.000591	-10409.573
312	0.006311	0.014609	0.001248	0.008696	0.003950	0.000975	0.000626	-10422.847
314	0.006311	0.014609	0.001248	0.008696	0.003950	0.000975	0.000626	-10438.417
316	0.005644	0.013065	0.001116	0.007717	0.003741	0.000874	0.000529	-10435.916
318	0.005644	0.013065	0.001116	0.007537	0.003477	0.000883	0.000569	-10437.846
320	0.005644	0.012191	0.001116	0.007537	0.003673	0.000883	0.000539	-10425.325
322	0.006305	0.013619	0.001246	0.008316	0.003343	0.000986	0.000637	-10435.248
324	0.006305	0.013619	0.001246	0.007928	0.003563	0.000986	0.000598	-10418.738
326	0.005690	0.012292	0.001125	0.006459	0.003049	0.000928	0.000569	-10435.736
328	0.005690	0.012292	0.001125	0.005641	0.002853	0.000928	0.000608	-10413.324
330	0.005690	0.012292	0.001125	0.005641	0.002853	0.000928	0.000608	-10401.603
332	0.005081	0.009972	0.001004	0.005494	0.002547	0.000805	0.000543	-10402.945
334	0.005302	0.010406	0.001048	0.005734	0.002672	0.000840	0.000563	-10412.980
336	0.005302	0.010406	0.001048	0.005734	0.002672	0.000840	0.000563	-10428.945
338	0.005302	0.010406	0.001710	0.005734	0.002837	0.000840	0.000531	-10416.290
340	0.005186	0.010178	0.001672	0.004728	0.002688	0.000821	0.000536	-10424.092
342	0.005105	0.010019	0.001646	0.004654	0.002574	0.000808	0.000542	-10414.183
344	0.005271	0.010345	0.001676	0.004424	0.002800	0.000865	0.000531	-10400.225
346	0.005271	0.010345	0.001676	0.004188	0.002633	0.000883	0.000565	-10407.872
348	0.004698	0.008825	0.001494	0.003930	0.002347	0.000773	0.000504	-10420.176
350	0.004217	0.007585	0.001341	0.003528	0.001804	0.000694	0.000419	-10410.877
352	0.004217	0.008423	0.001341	0.003610	0.001804	0.000688	0.000419	-10429.309
354	0.005627	0.011239	0.001790	0.004816	0.002182	0.000918	0.000617	-10426.413
356	0.005627	0.010616	0.001790	0.005292	0.002182	0.000891	0.000617	-10423.454
358	0.005627	0.011492	0.001790	0.005292	0.002293	0.000891	0.000587	-10422.537
360	0.005627	0.010796	0.001790	0.005192	0.002160	0.000891	0.000624	-10424.820
362	0.005287	0.010884	0.001682	0.005119	0.002029	0.000825	0.000586	-10408.919
364	0.005287	0.010884	0.001682	0.004290	0.002151	0.000825	0.000553	-10416.491
366	0.005885	0.012114	0.001872	0.003770	0.002284	0.000918	0.000645	-10404.244
368	0.005340	0.010993	0.001699	0.003422	0.002209	0.000833	0.000549	-10423.267
370	0.005340	0.010993	0.001699	0.004473	0.002209	0.000833	0.000549	-10432.274
372	0.005340	0.010868	0.001699	0.004860	0.002209	0.000811	0.000549	-10434.679
374	0.005635	0.011469	0.001792	0.005128	0.002460	0.000856	0.000549	-10432.807
376	0.004234	0.009651	0.001508	0.004316	0.002070	0.000720	0.000462	-10431.641
378	0.004726	0.010772	0.001684	0.005428	0.002310	0.000825	0.000516	-10413.760
380	0.004726	0.010772	0.001684	0.006129	0.002511	0.000785	0.000475	-10393.008
382	0.004226	0.009633	0.001506	0.004380	0.002384	0.000772	0.000400	-10421.600
384	0.004226	0.010247	0.001506	0.005265	0.002261	0.000711	0.000422	-10406.382
386	0.004226	0.010247	0.001506	0.003222	0.002261	0.000711	0.000422	-10416.421
388	0.004226	0.009343	0.001506	0.003222	0.002258	0.000711	0.000422	-10425.948
390	0.004226	0.010212	0.001506	0.003222	0.002258	0.000711	0.000422	-10415.981
392	0.004226	0.010212	0.001506	0.003628	0.002133	0.000681	0.000447	-10422.027
394	0.004466	0.010793	0.001591	0.003091	0.002254	0.000720	0.000472	-10446.981
396	0.004018	0.009710	0.001432	0.002527	0.002234	0.000670	0.000386	-10455.798
398	0.004018	0.009710	0.001432	0.003313	0.002068	0.000670	0.000417	-10451.581
400	0.004644	0.012469	0.001655	0.003830	0.002390	0.000774	0.000482	-10419.957
402	0.004644	0.012469	0.001655	0.004205	0.002390	0.000748	0.000482	-10434.600
404	0.004644	0.013177	0.001655	0.004205	0.002390	0.000748	0.000482	-10426.245
406	0.004644	0.013177	0.001655	0.004205	0.002390	0.000748	0.000482	-10433.729
408	0.004644	0.013177	0.001655	0.003684	0.002390	0.000748	0.000482	-10418.740
410	0.004644	0.013177	0.001655	0.003684	0.002432	0.000748	0.000473	-10413.991
412	0.004644	0.012725	0.001655	0.003684	0.002487	0.000748	0.000463	-10444.028
414	0.004644	0.011883	0.001655	0.003629	0.002356	0.000752	0.000489	-10438.025
416	0.005104	0.013059	0.001818	0.003988	0.002590	0.000827	0.000537	-10412.083
418	0.004683	0.011981	0.001668	0.003659	0.002376	0.000758	0.000493	-10404.487
420	0.004698	0.012021	0.001674	0.003671	0.002438	0.000761	0.000483	-10403.399
422	0.004698	0.012021	0.001674	0.003671	0.002339	0.000761	0.000504	-10415.387
424	0.004698	0.012021	0.001674	0.003671	0.002339	0.000761	0.000504	-10428.598
426	0.004698	0.012021	0.001674	0.003671	0.002339	0.000761	0.000504	-10396.001
428	0.004698	0.012860	0.001674	0.003642	0.002223	0.000763	0.000530	-10406.056
430	0.004698	0.012860	0.001674	0.004123	0.002358	0.000736	0.000500	-10418.113
432	0.004698	0.013586	0.001674	0.003797	0.002600	0.000756	0.000527	-10407.639
434	0.004026	0.011642	0.001434	0.003254	0.002228	0.000648	0.000452	-10433.469
436	0.003860	0.011163	0.001375	0.003120	0.002075	0.000621	0.000446	-10410.561
438	0.004071	0.011771	0.001450	0.003290	0.002387	0.000655	0.000431	-10438.311
440	0.004025	0.011639	0.001434	0.003612	0.002265	0.000626	0.000444	-10420.369
442	0.004025	0.011639	0.001434	0.003612	0.002265	0.000626	0.000444	-10418.763
444	0.004025	0.011639	0.001434	0.003612	0.002420	0.000626	0.000416	-10427.759
446	0.004025	0.011639	0.001434	0.003612	0.002420	0.000626	0.000416	-10398.614
448	0.004442	0.014236	0.001582	0.003986	0.002562	0.000691	0.000478	-10410.757
450	0.004442	0.014236	0.001582	0.003986	0.002562	0.000691	0.000478	-10407.969
452	0.005032	0.016127	0.001793	0.004516	0.002902	0.000782	0.000542	-10420.380
454	0.005240	0.017626	0.001867	0.004616	0.003023	0.000819	0.000564	-10418.124
456	0.005240	0.017626	0.001867	0.004672	0.003444	0.000816	0.000564	-10422.321
458	0.004564	0.016217	0.001626	0.004069	0.003148	0.000711	0.000468	-10424.823
460	0.004564	0.016217	0.001626	0.004069	0.003148	0.000711	0.000468	-10416.801
462	0.004564	0.016692	0.001626	0.003945	0.002970	0.000718	0.000496	-10410.530
464	0.003824	0.013986	0.001362	0.003306	0.002489	0.000602	0.000416	-10420.298
466	0.003787	0.013851	0.001349	0.003274	0.002327	0.000596	0.000436	-10420.112
468	0.003787	0.012999	0.001349	0.003274	0.002327	0.000596	0.000436	-10418.031
470	0.003787	0.012999	0.001620	0.003274	0.002136	0.000596	0.000475	-10423.453
472	0.003787	0.013764	0.001620	0.003274	0.002136	0.000596	0.000475	-10400.872
474	0.003787	0.014652	0.001620	0.003274	0.002206	0.000596	0.000460	-10414.680
476	0.003787	0.014652	0.001620	0.003274	0.002351	0.000596	0.000432	-10392.965
478	0.003212	0.012428	0.001374	0.002777	0.001903	0.000505	0.000384	-10397.085
480	0.003212	0.011680	0.001374	0.002777	0.001903	0.000505	0.000384	-10397.923
482	0.003212	0.011680	0.001374	0.002777	0.001903	0.000505	0.000384	-10424.458
484	0.003212	0.011680	0.001374	0.002777	0.001903	0.000505	0.000384	-10415.677
486	0.003212	0.011680	0.001374	0.002777	0.001903	0.000505	0.000384	-10437.761
488	0.003587	0.013045	0.001535	0.003101	0.002126	0.000565	0.000429	-10391.569
490	0.003632	0.013045	0.001535	0.003101	0.002126	0.000565	0.000429	-10408.459
492	0.003821	0.013724	0.001614	0.003263	0.002236	0.000594	0.000451	-10390.177
494	0.003821	0.012439	0.001614	0.003609	0.002236	0.000580	0.000451	-10420.657
496	0.003821	0.012439	0.001614	0.003609	0.002236	0.000580	0.000451	-10407.744
498	0.003316	0.010795	0.001401	0.003132	0.002022	0.000503	0.000376	-10410.770
500	0.003474	0.011310	0.001468	0.003820	0.002119	0.000528	0.000393	-10411.542
502	0.003474	0.011310	0.001468	0.003820	0.002119	0.000528	0.000393	-10412.337
504	0.003964	0.012905	0.001675	0.004359	0.002417	0.000602	0.000449	-10432.779
506	0.003964	0.013311	0.001675	0.004359	0.002417	0.000602	0.000449	-10402.407
508	0.004449	0.014939	0.001880	0.004892	0.002713	0.000676	0.000504	-10421.781
510	0.003877	0.012213	0.001638	0.004264	0.002497	0.000589	0.000416	-10437.654
512	0.003877	0.012213	0.001638	0.004264	0.002386	0.000589	0.000435	-10433.828
514	0.003437	0.011347	0.001638	0.004264	0.002568	0.000589	0.000404	-10423.473
516	0.003437	0.011347	0.001638	0.004264	0.002394	0.000589	0.000434	-10432.177
518	0.003437	0.011347	0.001638	0.004264	0.002394	0.000589	0.000434	-10416.533
520	0.003137	0.010358	0.001496	0.003892	0.002185	0.000537	0.000396	-10427.164
522	0.003137	0.009584	0.001496	0.004348	0.002165	0.000537	0.000400	-10419.778
524	0.003630	0.011090	0.001731	0.004185	0.002865	0.000654	0.000404	-10421.794
526	0.003630	0.011090	0.001731	0.004092	0.002636	0.000660	0.000439	-10415.537
528	0.003630	0.011090	0.001731	0.004617	0.002857	0.000631	0.000406	-10412.565
530	0.003723	0.011375	0.001775	0.004648	0.002268	0.000651	0.000416	-10404.372
532	0.003723	0.011375	0.001775	0.004648	0.002268	0.000651	0.000416	-10409.222
534	0.003723	0.011375	0.001775	0.004648	0.002268	0.000651	0.000416	-10406.581
536	0.003723	0.011375	0.001775	0.004648	0.002268	0.000651	0.000416	-10410.888
538	0.003310	0.010112	0.001578	0.004132	0.002016	0.000579	0.000370	-10428.577
540	0.003599	0.010994	0.001716	0.004472	0.002192	0.000597	0.000402	-10433.153
542	0.003599	0.010994	0.001716	0.004472	0.002192	0.000597	0.000402	-10430.561
544	0.003879	0.011849	0.001849	0.004463	0.002172	0.000661	0.000471	-10420.994
546	0.003360	0.010264	0.001602	0.003866	0.001882	0.000572	0.000408	-10412.427
548	0.002869	0.008766	0.001368	0.003301	0.001607	0.000489	0.000349	-10430.497
550	0.003380	0.010326	0.001611	0.003489	0.001893	0.000595	0.000411	-10416.988
552	0.003577	0.010928	0.001858	0.003964	0.002003	0.000616	0.000435	-10435.556
554	0.003616	0.011045	0.001877	0.004007	0.002025	0.000623	0.000439	-10435.316
556	0.003616	0.011045	0.001877	0.004007	0.002025	0.000623	0.000439	-10422.489
558	0.003810	0.011639	0.001699	0.004222	0.002970	0.000656	0.000463	-10431.864
560	0.004828	0.012867	0.001878	0.003806	0.003275	0.000736	0.000528	-10428.170
562	0.004828	0.012867	0.001878	0.003806	0.003184	0.000736	0.000543	-10434.335
564	0.004828	0.012867	0.001878	0.003806	0.003344	0.000736	0.000543	-10422.107
566	0.004876	0.012994	0.001897	0.003843	0.003715	0.000744	0.000498	-10436.540
568	0.004876	0.012020	0.001897	0.003608	0.003715	0.000760	0.000498	-10417.184
570	0.004876	0.012020	0.001897	0.004248	0.003062	0.000720	0.000480	-10407.235
572	0.005731	0.014127	0.002230	0.004993	0.003598	0.000847	0.000564	-10423.958
574	0.005731	0.014127	0.002230	0.004993	0.003598	0.000847	0.000564	-10419.610
576	0.005172	0.012749	0.002012	0.004506	0.003055	0.000764	0.000541	-10397.043
578	0.005584	0.014177	0.002172	0.004864	0.003298	0.000825	0.000584	-10412.616
580	0.005584	0.014177	0.002172	0.004864	0.003258	0.000825	0.000591	-10400.889
582	0.005584	0.014177	0.002172	0.004864	0.003352	0.000825	0.000575	-10425.913
584	0.006403	0.016257	0.002491	0.004519	0.003661	0.000946	0.000692	-10442.167
586	0.006403	0.016257	0.002491	0.004519	0.003812	0.000946	0.000665	-10443.338
588	0.006403	0.016257	0.002491	0.004519	0.003662	0.000946	0.000692	-10433.560
590	0.007500	0.018416	0.002917	0.004818	0.004516	0.001137	0.000770	-10423.105
592	0.008889	0.021828	0.003458	0.007026	0.005585	0.001264	0.000875	-10414.995
594	0.007262	0.017649	0.002825	0.005246	0.004862	0.001062	0.000670	-10398.613
596	0.006961	0.016282	0.002708	0.004728	0.004443	0.001042	0.000674	-10412.143
598	0.006961	0.016282	0.002708	0.005828	0.004241	0.001014	0.000706	-10395.256
600	0.006961	0.016282	0.002708	0.005828	0.004432	0.001014	0.000676	-10396.914
602	0.006961	0.016282	0.002708	0.005384	0.004432	0.001042	0.000676	-10373.274
604	0.007646	0.017480	0.002974	0.005815	0.004656	0.001131	0.000776	-10387.704
606	0.007637	0.017460	0.002585	0.005875	0.004641	0.001127	0.000777	-10393.209
608	0.007637	0.017460	0.002585	0.006116	0.004806	0.001127	0.000750	-10375.300
610	0.006773	0.015486	0.002292	0.004943	0.004118	0.001032	0.000689	-10402.725
612	0.006773	0.015486	0.002292	0.005122	0.004118	0.001020	0.000689	-10412.618
614	0.007367	0.016401	0.002292	0.005416	0.004118	0.001002	0.000689	-10410.263
616	0.006907	0.015375	0.002149	0.004201	0.003664	0.001000	0.000680	-10403.382
618	0.007782	0.016601	0.002422	0.005200	0.004212	0.001095	0.000751	-10389.013
620	0.008161	0.017408	0.002539	0.005364	0.004387	0.001154	0.000793	-10393.108
622	0.006938	0.014799	0.002159	0.004463	0.003730	0.000988	0.000674	-10401.890
624	0.006702	0.013824	0.002085	0.004311	0.003233	0.000954	0.000651	-10379.981
626	0.005860	0.012087	0.001823	0.003675	0.002827	0.000807	0.000569	-10380.992
628	0.005860	0.012087	0.001823	0.003675	0.002986	0.000807	0.000539	-10428.054
630	0.005401	0.011141	0.001681	0.004188	0.002752	0.000739	0.000497	-10423.647
632	0.005401	0.011141	0.001681	0.004188	0.002752	0.000739	0.000497	-10401.756
634	0.006222	0.012834	0.001936	0.004374	0.003170	0.000879	0.000573	-10411.217
636	0.006841	0.015261	0.002324	0.004809	0.003540	0.000967	0.000620	-10406.194
638	0.006841	0.015261	0.002324	0.005334	0.003489	0.000933	0.000629	-10396.042
640	0.006841	0.015261	0.002324	0.005334	0.003489	0.000933	0.000629	-10404.094
