Gen	theta_1JpMeMoNMoS	theta_2Si	theta_3JpMeMoNMoSSi	tau_3JpMeMoNMoSSi	lnL
100	0.019184	0.001636	0.005605	0.000834	-10408.346
102	0.017787	0.001517	0.005196	0.000773	-10401.942
104	0.017787	0.001517	0.005196	0.000773	-10399.996
106	0.017787	0.001517	0.005479	0.000733	-10402.034
108	0.017787	0.001517	0.005217	0.000770	-10408.312
110	0.016953	0.001446	0.004972	0.000734	-10420.413
112	0.018312	0.001568	0.005390	0.000796	-10436.683
114	0.017602	0.001507	0.005181	0.000765	-10421.684
116	0.017602	0.001507	0.004959	0.000799	-10417.624
118	0.016780	0.001437	0.004727	0.000762	-10419.538
120	0.016780	0.001437	0.005094	0.000707	-10414.589
122	0.016780	0.001437	0.005094	0.000707	-10422.323
124	0.016780	0.001437	0.004174	0.000707	-10423.090
126	0.016780	0.001437	0.004358	0.000677	-10440.755
128	0.016434	0.001407	0.004194	0.000675	-10448.676
130	0.015645	0.001407	0.004194	0.000675	-10441.523
132	0.013394	0.001205	0.003590	0.000578	-10442.882
134	0.015428	0.001275	0.004135	0.000666	-10437.767
136	0.017436	0.001524	0.005434	0.000724	-10445.157
138	0.017436	0.001524	0.005434	0.000724	-10431.151
140	0.017436	0.001524	0.005434	0.000724	-10433.169
142	0.017436	0.001524	0.005633	0.000724	-10404.491
144	0.016658	0.001456	0.005097	0.000691	-10426.729
146	0.015277	0.001456	0.005138	0.000686	-10396.252
148	0.016528	0.001575	0.005559	0.000742	-10421.379
150	0.014601	0.001392	0.004910	0.000655	-10414.744
152	0.013599	0.002286	0.004770	0.000675	-10418.063
154	0.015193	0.002553	0.005329	0.000754	-10407.958
156	0.015193	0.002553	0.005502	0.000730	-10421.618
158	0.015193	0.002553	0.005378	0.000747	-10420.521
160	0.016475	0.002769	0.005491	0.000860	-10409.524
162	0.016475	0.002769	0.005797	0.000815	-10421.011
164	0.016475	0.002769	0.005389	0.000877	-10410.199
166	0.016984	0.002854	0.005657	0.000888	-10394.749
168	0.017781	0.002854	0.005165	0.000855	-10405.818
170	0.017781	0.002854	0.004902	0.000901	-10396.852
172	0.017781	0.002854	0.005141	0.000859	-10404.883
174	0.017781	0.002854	0.005141	0.000859	-10425.677
176	0.017781	0.002854	0.004835	0.000914	-10409.865
178	0.017781	0.002854	0.005139	0.000860	-10411.601
180	0.016443	0.002854	0.005139	0.000860	-10412.580
182	0.016443	0.002182	0.005187	0.000852	-10415.351
184	0.017339	0.002300	0.005469	0.000898	-10425.250
186	0.016864	0.002189	0.005474	0.000813	-10432.091
188	0.016500	0.002134	0.005336	0.000792	-10414.542
190	0.016500	0.002134	0.005079	0.000832	-10407.331
192	0.016429	0.002134	0.004828	0.000876	-10412.553
194	0.016429	0.002134	0.004921	0.000859	-10414.473
196	0.016429	0.002134	0.004844	0.000873	-10414.172
198	0.016429	0.002134	0.004844	0.000873	-10420.973
200	0.016083	0.002134	0.005182	0.000816	-10427.307
202	0.017859	0.002378	0.005737	0.000909	-10401.669
204	0.017859	0.002378	0.006587	0.000888	-10413.359
206	0.017859	0.002378	0.006577	0.000889	-10424.636
208	0.017084	0.002378	0.006577	0.000889	-10413.942
210	0.018128	0.002434	0.006537	0.000937	-10407.318
212	0.016421	0.002205	0.006380	0.000788	-10420.493
214	0.015754	0.002205	0.006380	0.000788	-10428.973
216	0.015754	0.002205	0.006724	0.000748	-10420.970
218	0.013599	0.002222	0.005557	0.000644	-10447.858
220	0.015620	0.002552	0.006382	0.000740	-10416.494
222	0.015620	0.002552	0.006069	0.000778	-10419.209
224	0.013929	0.002276	0.005412	0.000694	-10424.253
226	0.013929	0.002276	0.005445	0.000690	-10430.465
228	0.015727	0.002569	0.006147	0.000779	-10421.776
230	0.013983	0.002285	0.005466	0.000692	-10407.327
232	0.013983	0.001950	0.005466	0.000692	-10403.286
234	0.013983	0.001950	0.005121	0.000739	-10431.400
236	0.011945	0.001666	0.004627	0.000597	-10423.119
238	0.011945	0.001666	0.004627	0.000597	-10432.704
240	0.012864	0.001794	0.005004	0.000640	-10408.453
242	0.012864	0.001794	0.005004	0.000640	-10409.319
244	0.010314	0.001439	0.003780	0.000545	-10423.269
246	0.009956	0.001389	0.003641	0.000526	-10426.013
248	0.009029	0.001259	0.003302	0.000477	-10425.353
250	0.009029	0.001259	0.003302	0.000477	-10422.602
252	0.009450	0.001259	0.003149	0.000500	-10410.328
254	0.009450	0.001259	0.003157	0.000499	-10426.567
256	0.011225	0.001496	0.003750	0.000592	-10398.380
258	0.011225	0.001496	0.003573	0.000622	-10415.193
260	0.012420	0.001655	0.004202	0.000647	-10403.354
262	0.013114	0.001748	0.004301	0.000705	-10423.751
264	0.012361	0.001748	0.004202	0.000722	-10425.886
266	0.012149	0.001718	0.004213	0.000695	-10408.018
268	0.014141	0.001920	0.004626	0.000777	-10409.975
270	0.014141	0.001920	0.004626	0.000777	-10408.026
272	0.014141	0.001920	0.004626	0.000777	-10417.221
274	0.012595	0.001710	0.004120	0.000692	-10433.537
276	0.012595	0.001710	0.004120	0.000692	-10447.200
278	0.013884	0.002013	0.004940	0.000800	-10440.068
280	0.014480	0.002013	0.004940	0.000800	-10437.217
282	0.014480	0.002013	0.004940	0.000800	-10412.931
284	0.014409	0.002003	0.004915	0.000796	-10423.866
286	0.014409	0.002003	0.004775	0.000819	-10428.951
288	0.014409	0.002003	0.005831	0.000778	-10422.322
290	0.014409	0.002003	0.005831	0.000778	-10439.943
292	0.012827	0.001783	0.004893	0.000735	-10425.511
294	0.012827	0.001783	0.004893	0.000735	-10425.354
296	0.014681	0.002041	0.005917	0.000860	-10403.544
298	0.014457	0.002010	0.005902	0.000836	-10436.665
300	0.012920	0.001724	0.004829	0.000752	-10430.605
302	0.014194	0.001894	0.004804	0.000802	-10453.635
304	0.014968	0.001997	0.005079	0.000844	-10420.807
306	0.017718	0.002364	0.006056	0.000943	-10433.434
308	0.017718	0.002364	0.006199	0.000921	-10435.149
310	0.019340	0.002581	0.005828	0.001006	-10435.622
312	0.016524	0.002205	0.004980	0.000859	-10410.098
314	0.015941	0.002205	0.005177	0.000827	-10445.255
316	0.014316	0.001980	0.004163	0.000742	-10419.727
318	0.013360	0.001848	0.003881	0.000694	-10438.203
320	0.013360	0.001848	0.003972	0.000678	-10434.340
322	0.011752	0.001625	0.003232	0.000644	-10419.179
324	0.011752	0.001625	0.003232	0.000644	-10417.542
326	0.011752	0.001103	0.003232	0.000644	-10424.580
328	0.011752	0.001103	0.003197	0.000651	-10427.923
330	0.011752	0.001374	0.003049	0.000683	-10423.152
332	0.011752	0.001374	0.003027	0.000688	-10438.634
334	0.011752	0.001374	0.003629	0.000643	-10430.311
336	0.014752	0.001724	0.004555	0.000808	-10447.673
338	0.013923	0.001628	0.004299	0.000762	-10428.344
340	0.013923	0.001628	0.004299	0.000762	-10418.609
342	0.015508	0.001813	0.004963	0.000819	-10402.978
344	0.015025	0.001813	0.005197	0.000859	-10402.628
346	0.015025	0.001813	0.005380	0.000830	-10416.278
348	0.015385	0.001856	0.005462	0.000895	-10436.151
350	0.015243	0.001839	0.005412	0.000887	-10429.992
352	0.015243	0.001839	0.005412	0.000887	-10432.079
354	0.015243	0.001839	0.005412	0.000887	-10410.183
356	0.015243	0.002303	0.005544	0.000887	-10393.263
358	0.014361	0.002082	0.005013	0.000802	-10402.844
360	0.014361	0.002082	0.004672	0.000860	-10393.615
362	0.014361	0.002082	0.004310	0.000815	-10406.037
364	0.014361	0.001615	0.003627	0.000815	-10407.074
366	0.013571	0.001615	0.003516	0.000841	-10403.501
368	0.013895	0.001720	0.003599	0.000861	-10421.346
370	0.013707	0.001697	0.003349	0.000900	-10410.182
372	0.013707	0.001697	0.003430	0.000879	-10442.592
374	0.015359	0.001835	0.003710	0.000950	-10445.874
376	0.015014	0.001835	0.003858	0.000914	-10424.052
378	0.014444	0.001765	0.003711	0.000879	-10411.218
380	0.014444	0.001765	0.003711	0.000879	-10439.076
382	0.016046	0.001961	0.004287	0.000940	-10423.123
384	0.016046	0.001961	0.005138	0.000993	-10417.008
386	0.016046	0.001961	0.005138	0.000993	-10393.746
388	0.016046	0.002334	0.005138	0.000993	-10401.545
390	0.016046	0.002733	0.005227	0.000976	-10423.191
392	0.016046	0.002733	0.005227	0.000976	-10414.076
394	0.016046	0.002733	0.005954	0.000937	-10412.784
396	0.013676	0.001753	0.004867	0.000833	-10394.619
398	0.015014	0.001925	0.005612	0.000870	-10387.028
400	0.014045	0.001757	0.004983	0.000817	-10405.363
402	0.012787	0.001600	0.004537	0.000744	-10405.255
404	0.012787	0.001600	0.004537	0.000744	-10411.981
406	0.012787	0.001600	0.004796	0.000703	-10394.164
408	0.012787	0.001600	0.004759	0.000709	-10399.158
410	0.011687	0.001237	0.004349	0.000648	-10409.402
412	0.013581	0.001437	0.005368	0.000709	-10414.785
414	0.016177	0.001591	0.005267	0.000785	-10419.663
416	0.016177	0.001591	0.004975	0.000831	-10422.221
418	0.016368	0.001684	0.005249	0.000815	-10401.767
420	0.014661	0.001509	0.004992	0.000688	-10387.411
422	0.014021	0.001443	0.004479	0.000701	-10417.403
424	0.014771	0.001520	0.004718	0.000738	-10400.443
426	0.014771	0.001520	0.004471	0.000779	-10423.022
428	0.016036	0.001650	0.004809	0.000854	-10395.543
430	0.017392	0.001718	0.005007	0.000889	-10404.817
432	0.021618	0.002007	0.005848	0.001039	-10403.185
434	0.017801	0.001653	0.004601	0.000896	-10407.645
436	0.017876	0.001660	0.004620	0.000899	-10407.241
438	0.017876	0.001660	0.004428	0.000938	-10416.322
440	0.018607	0.001728	0.004821	0.000934	-10434.004
442	0.017897	0.001728	0.004821	0.000934	-10425.367
444	0.020790	0.002007	0.005600	0.001085	-10420.337
446	0.018664	0.001802	0.005028	0.000974	-10410.098
448	0.018664	0.001802	0.005415	0.000904	-10416.283
450	0.018664	0.001802	0.005415	0.000904	-10411.630
452	0.017137	0.001655	0.004972	0.000830	-10443.994
454	0.018998	0.001834	0.005592	0.000907	-10421.868
456	0.018998	0.001834	0.005643	0.000899	-10416.691
458	0.018998	0.001834	0.005817	0.000872	-10415.425
460	0.018998	0.001834	0.005817	0.000872	-10404.212
462	0.016808	0.001623	0.005080	0.000782	-10406.110
464	0.016156	0.001560	0.004882	0.000751	-10406.800
466	0.018455	0.001782	0.005425	0.000882	-10432.080
468	0.021792	0.002104	0.006406	0.001042	-10412.489
470	0.021792	0.002104	0.006406	0.001042	-10401.964
472	0.021792	0.002104	0.006406	0.001042	-10421.962
474	0.019441	0.001877	0.005859	0.000907	-10413.713
476	0.019441	0.001877	0.005678	0.000936	-10415.285
478	0.018780	0.001877	0.006011	0.000884	-10403.594
480	0.017223	0.001721	0.005333	0.000838	-10406.721
482	0.017223	0.001721	0.005184	0.000862	-10422.494
484	0.018858	0.001969	0.006193	0.000944	-10434.291
486	0.018858	0.001969	0.006193	0.000944	-10435.919
488	0.018858	0.001969	0.006465	0.000904	-10413.067
490	0.021457	0.002240	0.007356	0.001029	-10429.386
492	0.017908	0.001870	0.006080	0.000867	-10432.393
494	0.020630	0.002154	0.006819	0.001026	-10442.621
496	0.018560	0.001938	0.006291	0.000900	-10431.798
498	0.018358	0.001917	0.006222	0.000890	-10437.783
500	0.018358	0.001917	0.006222	0.000890	-10417.445
502	0.018358	0.001917	0.006222	0.000890	-10392.908
504	0.020701	0.002161	0.006171	0.001035	-10392.880
506	0.020701	0.002161	0.006171	0.001035	-10398.162
508	0.020701	0.002161	0.006171	0.001035	-10395.745
510	0.017741	0.001852	0.005288	0.000887	-10409.839
512	0.014899	0.001556	0.004478	0.000739	-10429.605
514	0.014682	0.001556	0.004478	0.000739	-10409.153
516	0.021917	0.002175	0.006262	0.001033	-10422.195
518	0.018873	0.001873	0.005721	0.000839	-10378.565
520	0.018873	0.001873	0.005721	0.000839	-10391.227
522	0.020251	0.002010	0.007299	0.000900	-10395.758
524	0.020251	0.002010	0.007299	0.000900	-10393.437
526	0.021128	0.002198	0.007446	0.000984	-10404.184
528	0.018414	0.001915	0.006489	0.000858	-10389.680
530	0.016806	0.001748	0.005952	0.000779	-10402.118
532	0.014785	0.001538	0.005048	0.000711	-10387.498
534	0.014785	0.001538	0.005048	0.000711	-10396.450
536	0.014860	0.001511	0.004960	0.000698	-10401.756
538	0.014860	0.001511	0.004681	0.000740	-10398.727
540	0.015663	0.001511	0.004681	0.000740	-10397.016
542	0.016535	0.001511	0.004681	0.000740	-10421.919
544	0.016535	0.001511	0.004760	0.000728	-10429.107
546	0.016114	0.001473	0.003909	0.000709	-10433.180
548	0.016114	0.001473	0.003909	0.000709	-10402.179
550	0.016792	0.001473	0.003909	0.000709	-10417.032
552	0.016792	0.001473	0.003909	0.000709	-10426.277
554	0.019053	0.001671	0.004435	0.000805	-10406.583
556	0.021102	0.001851	0.005081	0.000862	-10416.505
558	0.021102	0.001851	0.005166	0.000848	-10414.385
560	0.022149	0.001942	0.005309	0.000912	-10397.807
562	0.019390	0.001701	0.004648	0.000799	-10409.980
564	0.019390	0.001701	0.004648	0.000799	-10407.926
566	0.017167	0.001506	0.004323	0.000673	-10403.133
568	0.019341	0.001696	0.005655	0.000758	-10396.116
570	0.017634	0.001547	0.005156	0.000691	-10418.036
572	0.019291	0.001692	0.006048	0.000756	-10449.560
574	0.017850	0.001565	0.004767	0.000700	-10445.547
576	0.014890	0.001306	0.003976	0.000584	-10434.638
578	0.014959	0.001284	0.003909	0.000574	-10409.091
580	0.014959	0.001284	0.003909	0.000574	-10399.245
582	0.014959	0.001284	0.003909	0.000574	-10416.325
584	0.013187	0.001132	0.003446	0.000506	-10421.683
586	0.015803	0.001356	0.004130	0.000606	-10420.911
588	0.015803	0.001356	0.004245	0.000590	-10427.179
590	0.014511	0.001245	0.003534	0.000598	-10440.503
592	0.014511	0.001245	0.003782	0.000558	-10428.225
594	0.015277	0.001311	0.004195	0.000558	-10423.343
596	0.015277	0.001311	0.004195	0.000558	-10413.249
598	0.014382	0.001234	0.003949	0.000525	-10436.902
600	0.015608	0.001340	0.004248	0.000575	-10441.706
602	0.015608	0.001340	0.004003	0.000610	-10419.113
604	0.016227	0.001393	0.004255	0.000620	-10416.855
606	0.016227	0.001393	0.004207	0.000628	-10426.022
608	0.013143	0.001128	0.003408	0.000508	-10441.674
610	0.012185	0.001128	0.004260	0.000508	-10423.380
612	0.013986	0.001295	0.004741	0.000602	-10413.068
614	0.012972	0.001201	0.004160	0.000590	-10428.737
616	0.011828	0.001095	0.003836	0.000532	-10440.652
618	0.011828	0.001095	0.003490	0.000489	-10452.806
620	0.011248	0.001095	0.003490	0.000489	-10411.528
622	0.011248	0.001248	0.003490	0.000489	-10422.670
624	0.011248	0.001248	0.003337	0.000511	-10418.645
626	0.010337	0.001147	0.003067	0.000470	-10436.977
628	0.009879	0.001162	0.003873	0.000476	-10427.936
630	0.009977	0.001174	0.003912	0.000481	-10418.970
632	0.009855	0.001160	0.003864	0.000475	-10417.221
634	0.009855	0.001160	0.003635	0.000505	-10431.169
636	0.009855	0.001160	0.003635	0.000505	-10413.603
638	0.009855	0.001160	0.003635	0.000505	-10400.174
640	0.009270	0.001091	0.003419	0.000475	-10426.813
642	0.009270	0.001091	0.003419	0.000475	-10438.820
644	0.009329	0.001098	0.003441	0.000478	-10428.892
646	0.009922	0.001187	0.003720	0.000517	-10417.578
648	0.009922	0.001187	0.003720	0.000517	-10436.085
650	0.010020	0.001199	0.003757	0.000522	-10440.192
652	0.010020	0.001199	0.004116	0.000502	-10407.492
654	0.011190	0.001338	0.004174	0.000617	-10432.148
656	0.011190	0.001338	0.004174	0.000617	-10439.148
658	0.014183	0.001567	0.004888	0.000723	-10411.472
660	0.014183	0.001567	0.004888	0.000723	-10417.011
662	0.012473	0.001378	0.004882	0.000619	-10401.126
664	0.013998	0.001609	0.005394	0.000764	-10405.574
666	0.013998	0.001609	0.006126	0.000723	-10426.154
668	0.013249	0.001523	0.005708	0.000695	-10419.990
670	0.012033	0.001383	0.004973	0.000658	-10439.779
672	0.012033	0.001208	0.004973	0.000658	-10420.884
674	0.011959	0.001201	0.004656	0.000695	-10413.917
676	0.011959	0.001201	0.005064	0.000639	-10410.098
678	0.011959	0.001201	0.005064	0.000639	-10408.185
680	0.011959	0.001640	0.005272	0.000680	-10422.006
682	0.011959	0.001737	0.004875	0.000658	-10449.744
684	0.011959	0.001737	0.005188	0.000618	-10437.829
686	0.010307	0.001497	0.004034	0.000573	-10397.080
688	0.010307	0.001497	0.003975	0.000573	-10407.171
690	0.010307	0.001497	0.004051	0.000563	-10435.878
692	0.010307	0.001497	0.004153	0.000549	-10424.809
694	0.010307	0.001497	0.004153	0.000549	-10423.704
696	0.010307	0.001497	0.004153	0.000549	-10432.307
698	0.008902	0.001293	0.003587	0.000474	-10437.217
700	0.008902	0.001293	0.004167	0.000481	-10441.169
702	0.009649	0.001293	0.003857	0.000519	-10441.690
704	0.011023	0.001477	0.004406	0.000593	-10450.637
706	0.011023	0.001477	0.004318	0.000605	-10451.641
708	0.011023	0.001477	0.004318	0.000605	-10452.187
710	0.012754	0.001709	0.004328	0.000682	-10448.090
712	0.012754	0.001254	0.005291	0.000682	-10436.125
714	0.012177	0.001197	0.004720	0.000697	-10421.684
716	0.012177	0.001197	0.004720	0.000697	-10387.810
718	0.013501	0.001327	0.005233	0.000773	-10414.706
720	0.013501	0.001327	0.005233	0.000773	-10412.330
722	0.013501	0.001327	0.005233	0.000773	-10413.531
724	0.014892	0.001464	0.005772	0.000852	-10432.462
726	0.014892	0.001464	0.006111	0.000805	-10433.885
728	0.012482	0.001227	0.005123	0.000675	-10425.375
730	0.012482	0.001227	0.004845	0.000713	-10440.214
732	0.012482	0.001227	0.004845	0.000713	-10422.049
734	0.012482	0.001227	0.004845	0.000713	-10422.361
736	0.014033	0.001379	0.005446	0.000802	-10432.082
738	0.014033	0.001379	0.004266	0.000802	-10421.772
740	0.014033	0.001379	0.004463	0.000767	-10418.865
742	0.013901	0.001379	0.004463	0.000767	-10429.686
744	0.013901	0.001379	0.004721	0.000725	-10413.893
746	0.015299	0.001518	0.005195	0.000798	-10399.112
748	0.017672	0.001737	0.005944	0.000913	-10409.330
750	0.016677	0.001737	0.005885	0.000922	-10405.201
752	0.015449	0.001609	0.005430	0.000857	-10416.890
754	0.014446	0.001504	0.005077	0.000802	-10413.409
756	0.014214	0.001480	0.004996	0.000789	-10458.694
758	0.013429	0.001480	0.005399	0.000730	-10434.178
760	0.013429	0.001480	0.005223	0.000755	-10425.725
762	0.013429	0.001480	0.004895	0.000755	-10416.883
764	0.013429	0.001480	0.005079	0.000727	-10421.725
766	0.013417	0.001480	0.004878	0.000757	-10392.342
768	0.013842	0.001527	0.004901	0.000781	-10408.980
770	0.014435	0.001593	0.005111	0.000815	-10399.631
772	0.014600	0.001611	0.005609	0.000805	-10398.772
774	0.015363	0.001611	0.005196	0.000805	-10433.022
776	0.015363	0.001611	0.005017	0.000833	-10422.568
778	0.015814	0.001658	0.005151	0.000860	-10438.745
780	0.015814	0.001658	0.005151	0.000860	-10430.197
782	0.015814	0.002247	0.004903	0.000904	-10426.911
784	0.014367	0.002041	0.004276	0.000855	-10416.707
786	0.014823	0.002481	0.004932	0.000878	-10399.146
788	0.015620	0.002481	0.004932	0.000878	-10399.749
790	0.016559	0.002630	0.005011	0.000972	-10419.615
792	0.016559	0.002630	0.005740	0.000981	-10404.855
794	0.016559	0.002358	0.005331	0.000960	-10422.806
796	0.015683	0.002358	0.005283	0.000969	-10422.686
798	0.015683	0.002358	0.005619	0.000911	-10406.714
800	0.013837	0.002704	0.004958	0.000804	-10410.051
802	0.013837	0.002704	0.005733	0.000804	-10418.649
804	0.013837	0.002704	0.005733	0.000804	-10414.522
806	0.013837	0.002704	0.005487	0.000840	-10416.074
808	0.014029	0.002742	0.005751	0.000824	-10421.509
810	0.014029	0.002742	0.006011	0.000788	-10436.475
812	0.014521	0.002742	0.006011	0.000788	-10422.979
814	0.013168	0.002009	0.005623	0.000737	-10422.874
816	0.013309	0.002009	0.005428	0.000763	-10408.263
818	0.013309	0.002009	0.005428	0.000763	-10418.492
820	0.013153	0.001917	0.004529	0.000728	-10404.986
822	0.012873	0.001876	0.004432	0.000713	-10403.388
824	0.011714	0.001707	0.004033	0.000649	-10437.064
826	0.011714	0.001707	0.003766	0.000695	-10399.581
828	0.012434	0.001707	0.003760	0.000696	-10407.026
830	0.012434	0.001707	0.003733	0.000696	-10415.946
832	0.011629	0.001596	0.003459	0.000657	-10416.636
834	0.011629	0.001596	0.003459	0.000657	-10414.683
836	0.011629	0.001596	0.003459	0.000657	-10414.387
838	0.011629	0.001596	0.003447	0.000605	-10411.440
840	0.013559	0.001861	0.004301	0.000659	-10424.868
842	0.012685	0.001741	0.004024	0.000617	-10419.211
844	0.012685	0.001349	0.004052	0.000613	-10420.886
846	0.011762	0.001349	0.004052	0.000613	-10433.224
848	0.011155	0.001291	0.003880	0.000587	-10441.557
850	0.010443	0.001238	0.003720	0.000562	-10431.546
852	0.008441	0.001001	0.003006	0.000455	-10432.845
854	0.010132	0.001124	0.003378	0.000511	-10417.627
856	0.010356	0.001149	0.003271	0.000551	-10445.545
858	0.010667	0.001184	0.003391	0.000564	-10423.349
860	0.010667	0.001184	0.003391	0.000564	-10411.519
862	0.011512	0.001184	0.003391	0.000564	-10420.049
864	0.011512	0.001184	0.003391	0.000564	-10436.046
866	0.012317	0.001266	0.003901	0.000561	-10438.174
868	0.012317	0.001266	0.003756	0.000583	-10406.352
870	0.013496	0.001387	0.003858	0.000681	-10434.507
872	0.017725	0.001651	0.004888	0.000761	-10399.715
874	0.016415	0.001428	0.004888	0.000761	-10398.770
876	0.013687	0.001191	0.003961	0.000653	-10422.034
878	0.015804	0.001375	0.004847	0.000754	-10415.088
880	0.015804	0.001375	0.004696	0.000778	-10415.939
882	0.014775	0.001253	0.004075	0.000745	-10422.435
884	0.014775	0.001253	0.004075	0.000745	-10422.815
886	0.017285	0.001466	0.005101	0.000877	-10410.148
888	0.015756	0.001336	0.004650	0.000799	-10421.986
890	0.015756	0.001336	0.004866	0.000799	-10413.300
892	0.018219	0.001427	0.005195	0.000853	-10405.985
894	0.018219	0.001961	0.005195	0.000853	-10423.960
896	0.018219	0.001961	0.004927	0.000900	-10425.556
898	0.019042	0.001961	0.004927	0.000900	-10432.712
900	0.019042	0.001961	0.005088	0.000871	-10426.046
902	0.015265	0.001683	0.005072	0.000747	-10416.445
904	0.015265	0.001683	0.004648	0.000747	-10410.302
906	0.018161	0.002002	0.006165	0.000853	-10389.299
908	0.018328	0.002020	0.006221	0.000861	-10408.827
910	0.016080	0.001772	0.005704	0.000799	-10400.199
912	0.016853	0.001772	0.005704	0.000799	-10421.107
914	0.018921	0.001990	0.006404	0.000897	-10391.712
916	0.015922	0.001750	0.005632	0.000789	-10425.398
918	0.017545	0.001928	0.005924	0.000910	-10398.107
920	0.016680	0.001833	0.005445	0.000895	-10397.396
922	0.014789	0.001625	0.005000	0.000766	-10399.194
924	0.014789	0.001625	0.004707	0.000814	-10383.449
926	0.014789	0.001625	0.004707	0.000814	-10397.149
928	0.013799	0.001517	0.004127	0.000808	-10409.309
930	0.014179	0.001558	0.004372	0.000806	-10427.007
932	0.014263	0.001567	0.004398	0.000810	-10392.356
934	0.015764	0.001732	0.005125	0.000850	-10406.740
936	0.013531	0.001487	0.004364	0.000735	-10416.577
938	0.013531	0.001487	0.004117	0.000735	-10423.344
940	0.013531	0.001487	0.004117	0.000735	-10425.547
942	0.013531	0.001487	0.004885	0.000735	-10386.423
944	0.013250	0.001413	0.004640	0.000698	-10399.801
946	0.013250	0.001413	0.004372	0.000741	-10388.620
948	0.013250	0.001413	0.004372	0.000741	-10387.227
950	0.011499	0.001226	0.003794	0.000643	-10403.625
952	0.011499	0.001226	0.003794	0.000643	-10416.382
954	0.011110	0.001226	0.003794	0.000643	-10388.257
956	0.011110	0.001226	0.003794	0.000643	-10399.869
958	0.010788	0.001088	0.003087	0.000623	-10397.576
960	0.011081	0.001118	0.003455	0.000587	-10408.757
962	0.012470	0.001258	0.003452	0.000661	-10388.042
964	0.012187	0.001181	0.003240	0.000620	-10407.804
966	0.013796	0.001337	0.003668	0.000702	-10397.855
968	0.012027	0.001165	0.003302	0.000612	-10409.285
970	0.012027	0.001165	0.003302	0.000612	-10403.939
972	0.012027	0.001165	0.003302	0.000612	-10418.713
974	0.012027	0.001165	0.003045	0.000664	-10405.238
976	0.012027	0.001165	0.003268	0.000618	-10394.842
978	0.010831	0.001049	0.002943	0.000557	-10405.675
980	0.012100	0.001172	0.003288	0.000622	-10420.271
982	0.012100	0.001172	0.003288	0.000622	-10401.877
984	0.012036	0.001166	0.003271	0.000619	-10401.936
986	0.012362	0.001198	0.003360	0.000636	-10404.892
988	0.014399	0.001305	0.003527	0.000719	-10391.397
990	0.014399	0.001305	0.003725	0.000681	-10406.599
