Gen	theta_1JpMeMoNMoS	theta_2Si	theta_3JpMeMoNMoSSi	tau_3JpMeMoNMoSSi	lnL
2	0.027168	0.005178	0.010795	0.002818	-10394.510
4	0.028781	0.003930	0.010912	0.002788	-10408.539
6	0.028781	0.003930	0.010912	0.002788	-10423.221
8	0.027255	0.003722	0.010405	0.002622	-10422.151
10	0.027255	0.003722	0.010384	0.002628	-10422.002
12	0.022361	0.003054	0.008345	0.002201	-10404.871
14	0.021767	0.003054	0.008501	0.002160	-10396.660
16	0.021767	0.003054	0.008277	0.002219	-10386.093
18	0.021767	0.003054	0.008053	0.002281	-10426.602
20	0.023440	0.003288	0.008480	0.002511	-10406.378
22	0.023440	0.003288	0.008692	0.002450	-10386.863
24	0.023440	0.003288	0.008506	0.002504	-10404.763
26	0.023440	0.003288	0.009182	0.002319	-10415.078
28	0.022041	0.003092	0.009108	0.002067	-10405.281
30	0.018888	0.002650	0.007636	0.001811	-10396.855
32	0.021558	0.003024	0.008715	0.002067	-10410.047
34	0.021558	0.003024	0.007118	0.001980	-10424.284
36	0.022701	0.003184	0.007746	0.002017	-10406.724
38	0.022591	0.003184	0.007632	0.002047	-10423.006
40	0.022591	0.003184	0.008471	0.002062	-10397.754
42	0.024429	0.003444	0.007801	0.002308	-10394.637
44	0.023533	0.003444	0.008274	0.002176	-10404.339
46	0.022841	0.003444	0.007947	0.002265	-10426.817
48	0.021718	0.003274	0.008494	0.002188	-10409.674
50	0.021718	0.003274	0.008261	0.002154	-10424.901
52	0.024802	0.003739	0.009434	0.002460	-10461.399
54	0.024802	0.003739	0.009740	0.002382	-10442.249
56	0.024265	0.003771	0.009296	0.002316	-10431.102
58	0.022756	0.003771	0.009151	0.002353	-10429.360
60	0.023266	0.003856	0.009374	0.002401	-10412.057
62	0.023266	0.003856	0.008641	0.002369	-10421.235
64	0.020551	0.003406	0.006844	0.002029	-10422.155
66	0.024860	0.004120	0.008057	0.002521	-10429.172
68	0.024860	0.004120	0.008265	0.002458	-10376.485
70	0.024064	0.003988	0.009420	0.002467	-10406.192
72	0.022387	0.004644	0.008101	0.002230	-10424.473
74	0.022387	0.004644	0.007899	0.002287	-10402.040
76	0.022387	0.004644	0.007876	0.002293	-10394.614
78	0.018947	0.004203	0.006351	0.002037	-10399.398
80	0.018947	0.004203	0.006351	0.002037	-10394.300
82	0.017443	0.003550	0.006060	0.001810	-10431.918
84	0.020343	0.004140	0.007067	0.002111	-10393.317
86	0.023765	0.003932	0.007943	0.002563	-10404.599
88	0.023765	0.003932	0.008029	0.002535	-10423.366
90	0.023765	0.003932	0.008238	0.002471	-10411.377
92	0.025245	0.003932	0.008238	0.002471	-10411.802
94	0.027784	0.004327	0.009067	0.002720	-10428.558
96	0.031021	0.004832	0.009827	0.003128	-10413.085
98	0.028926	0.004505	0.008970	0.002980	-10427.631
100	0.029787	0.004505	0.009102	0.002936	-10422.698
102	0.031056	0.004697	0.009333	0.003113	-10405.438
104	0.026644	0.004030	0.007849	0.002724	-10426.333
106	0.026644	0.004030	0.008030	0.002663	-10404.677
108	0.026644	0.004030	0.008030	0.002663	-10426.295
110	0.026644	0.004030	0.008628	0.002705	-10420.448
112	0.025757	0.003896	0.008427	0.002588	-10437.599
114	0.025757	0.003896	0.008356	0.002610	-10437.000
116	0.025757	0.003896	0.008656	0.002519	-10417.677
118	0.025757	0.002675	0.008576	0.002543	-10415.942
120	0.025757	0.002675	0.009032	0.002415	-10436.407
122	0.024513	0.002545	0.008436	0.002341	-10414.502
124	0.023735	0.002352	0.008525	0.002106	-10425.636
126	0.022927	0.002257	0.007776	0.002125	-10427.743
128	0.022927	0.002257	0.007997	0.002066	-10405.118
130	0.022927	0.002257	0.007797	0.002119	-10418.057
132	0.022927	0.002257	0.007956	0.002077	-10424.116
134	0.021212	0.002088	0.007163	0.001975	-10417.232
136	0.019852	0.002088	0.007319	0.001933	-10409.340
138	0.019852	0.002088	0.007384	0.001916	-10412.421
140	0.019852	0.002088	0.007384	0.001916	-10377.921
142	0.019852	0.002088	0.007478	0.001891	-10381.864
144	0.021758	0.002288	0.007372	0.002019	-10428.162
146	0.018982	0.001996	0.006606	0.001715	-10411.808
148	0.018079	0.001901	0.005975	0.001720	-10422.458
150	0.018079	0.001901	0.005975	0.001720	-10417.239
152	0.014751	0.001551	0.004719	0.001450	-10411.806
154	0.017137	0.001802	0.005626	0.001641	-10434.025
156	0.016372	0.001722	0.005360	0.001572	-10420.368
158	0.017494	0.001722	0.005160	0.001633	-10416.807
160	0.017772	0.001749	0.005306	0.001639	-10427.799
162	0.017772	0.001749	0.005323	0.001634	-10409.488
164	0.017112	0.001684	0.004950	0.001629	-10416.537
166	0.015650	0.001540	0.004290	0.001572	-10407.382
168	0.015650	0.001540	0.004402	0.001532	-10417.373
170	0.015650	0.001540	0.004244	0.001589	-10409.263
172	0.015650	0.001540	0.004453	0.001515	-10412.656
174	0.015650	0.001540	0.004453	0.001515	-10442.982
176	0.015999	0.001575	0.004755	0.001482	-10422.313
178	0.013662	0.001404	0.004015	0.001395	-10409.266
180	0.013662	0.001404	0.004015	0.001395	-10406.417
182	0.013662	0.001404	0.004011	0.001396	-10423.947
184	0.013662	0.001404	0.005241	0.001396	-10436.018
186	0.013860	0.001404	0.004566	0.001434	-10447.997
188	0.013860	0.001404	0.004358	0.001503	-10449.348
190	0.014710	0.001490	0.004806	0.001535	-10433.138
192	0.014710	0.001490	0.004806	0.001535	-10422.669
194	0.014710	0.001490	0.004658	0.001583	-10432.430
196	0.012726	0.001289	0.004030	0.001370	-10411.107
198	0.013519	0.001369	0.004281	0.001455	-10399.783
200	0.013519	0.001369	0.004156	0.001499	-10431.187
202	0.012280	0.001244	0.003775	0.001362	-10429.493
204	0.012280	0.001244	0.004371	0.001367	-10425.053
206	0.014011	0.001419	0.005352	0.001454	-10407.517
208	0.014011	0.001419	0.005352	0.001454	-10428.588
210	0.014011	0.001419	0.006442	0.001454	-10407.928
212	0.016775	0.001699	0.007506	0.001789	-10425.603
214	0.020368	0.002063	0.009165	0.002160	-10415.849
216	0.020368	0.002063	0.009786	0.002022	-10411.723
218	0.023163	0.002346	0.011407	0.002244	-10420.610
220	0.022244	0.002346	0.011695	0.002189	-10406.526
222	0.022244	0.002346	0.011418	0.002242	-10434.762
224	0.022244	0.002346	0.011064	0.002314	-10429.548
226	0.025296	0.002566	0.012338	0.002482	-10447.279
228	0.025296	0.002566	0.012656	0.002420	-10422.138
230	0.026799	0.003919	0.013616	0.002524	-10401.317
232	0.024478	0.004135	0.013711	0.002268	-10403.000
234	0.023263	0.003930	0.012830	0.002189	-10411.582
236	0.023456	0.004178	0.013437	0.002362	-10410.706
238	0.028234	0.005029	0.015768	0.002917	-10417.377
240	0.022299	0.003971	0.012787	0.002243	-10432.216
242	0.022299	0.003971	0.012787	0.002243	-10394.329
244	0.022908	0.004080	0.011675	0.002322	-10416.725
246	0.022908	0.004080	0.011873	0.002283	-10407.407
248	0.020944	0.002662	0.010393	0.002048	-10413.032
250	0.023294	0.002960	0.011978	0.002198	-10382.167
252	0.023294	0.002960	0.011842	0.002224	-10392.441
254	0.023294	0.002960	0.011561	0.002278	-10399.600
256	0.024507	0.002391	0.012762	0.002284	-10411.409
258	0.026507	0.002580	0.013518	0.002510	-10418.627
260	0.023592	0.002355	0.010854	0.002271	-10411.541
262	0.023906	0.002436	0.011467	0.002299	-10427.473
264	0.025748	0.002624	0.012644	0.002419	-10407.006
266	0.025748	0.002624	0.012293	0.002447	-10410.020
268	0.022204	0.002188	0.009853	0.002122	-10418.289
270	0.021444	0.002188	0.010368	0.002122	-10415.532
272	0.024575	0.002507	0.011821	0.002445	-10395.838
274	0.029065	0.002965	0.013725	0.002945	-10388.555
276	0.025193	0.002570	0.011118	0.002474	-10389.370
278	0.023408	0.002388	0.010331	0.002299	-10386.858
280	0.023408	0.002388	0.010557	0.002249	-10398.797
282	0.023408	0.002388	0.010314	0.002302	-10386.220
284	0.022204	0.002388	0.009803	0.002322	-10383.703
286	0.022204	0.002388	0.010157	0.002272	-10401.384
288	0.021288	0.002388	0.010181	0.002267	-10393.604
290	0.019861	0.002228	0.009499	0.002115	-10399.806
292	0.017615	0.001976	0.009745	0.001876	-10397.759
294	0.020260	0.002273	0.011513	0.002100	-10407.271
296	0.017792	0.001996	0.009593	0.001845	-10398.305
298	0.013961	0.001566	0.007292	0.001494	-10435.423
300	0.014003	0.001571	0.007178	0.001527	-10417.722
302	0.017399	0.001952	0.008919	0.001897	-10427.385
304	0.017399	0.001952	0.008237	0.001875	-10382.093
306	0.017399	0.001952	0.008392	0.001840	-10415.508
308	0.017399	0.001952	0.008694	0.001776	-10408.189
310	0.015092	0.001693	0.007373	0.001576	-10409.340
312	0.015092	0.001693	0.007047	0.001649	-10409.466
314	0.015092	0.001693	0.006092	0.001636	-10401.337
316	0.015136	0.001698	0.006110	0.001641	-10397.148
318	0.015136	0.001698	0.006324	0.001585	-10431.409
320	0.015136	0.001698	0.006324	0.001585	-10421.370
322	0.014919	0.001674	0.006225	0.001565	-10431.645
324	0.017570	0.001971	0.007303	0.001850	-10439.843
326	0.016862	0.001971	0.007457	0.001812	-10446.742
