Gen	theta_1Jp	theta_2Me	theta_3MoN	theta_4MoS	theta_5Si	theta_6JpMeMoNMoSSi	theta_7JpMeMoNMoS	theta_8JpMeMoN	theta_9JpMe	tau_6JpMeMoNMoSSi	tau_7JpMeMoNMoS	tau_8JpMeMoN	tau_9JpMe	lnL
2	0.001292	0.000528	0.001227	0.005684	0.001389	0.002787	0.014190	0.000582	0.001178	0.000420	0.000190	0.000174	0.000096	-10413.297
4	0.001441	0.000589	0.001368	0.006339	0.001549	0.003243	0.015825	0.000899	0.001313	0.000457	0.000212	0.000170	0.000107	-10421.704
6	0.001288	0.000526	0.001441	0.005664	0.001384	0.002679	0.018170	0.000803	0.001028	0.000427	0.000181	0.000152	0.000109	-10408.662
8	0.001288	0.000526	0.001441	0.006245	0.001384	0.002679	0.018170	0.000803	0.001091	0.000427	0.000181	0.000152	0.000103	-10387.564
10	0.001288	0.000526	0.001441	0.006245	0.001384	0.002679	0.018334	0.001213	0.001162	0.000427	0.000181	0.000135	0.000103	-10394.496
12	0.001288	0.000526	0.001441	0.006245	0.001384	0.002523	0.017011	0.001213	0.001162	0.000442	0.000183	0.000135	0.000103	-10373.136
14	0.001170	0.000478	0.001310	0.005208	0.001258	0.002293	0.015462	0.001102	0.001056	0.000401	0.000167	0.000123	0.000094	-10399.224
16	0.001212	0.000495	0.001357	0.005394	0.001303	0.002375	0.016015	0.001302	0.001094	0.000416	0.000173	0.000144	0.000097	-10370.441
18	0.001432	0.000585	0.001603	0.006373	0.001540	0.002806	0.018921	0.001539	0.001119	0.000491	0.000204	0.000170	0.000132	-10386.407
20	0.001223	0.000499	0.001369	0.005442	0.001315	0.002395	0.016155	0.001310	0.000956	0.000419	0.000174	0.000146	0.000113	-10365.999
22	0.001223	0.000499	0.001369	0.005442	0.001315	0.002480	0.016155	0.001310	0.000956	0.000411	0.000174	0.000146	0.000113	-10374.626
24	0.001223	0.000499	0.001369	0.005772	0.001315	0.002480	0.015911	0.001310	0.000956	0.000411	0.000174	0.000146	0.000113	-10402.215
26	0.001301	0.000531	0.001456	0.006139	0.001398	0.002637	0.013201	0.001441	0.000768	0.000437	0.000196	0.000154	0.000120	-10397.934
28	0.001184	0.000484	0.001326	0.005061	0.001273	0.002401	0.012678	0.001312	0.000545	0.000398	0.000175	0.000140	0.000109	-10403.817
30	0.001337	0.000546	0.001497	0.005715	0.001438	0.002712	0.021317	0.001937	0.000622	0.000450	0.000184	0.000150	0.000122	-10384.385
32	0.001337	0.000546	0.001497	0.005715	0.001438	0.002679	0.021317	0.001937	0.000622	0.000453	0.000184	0.000150	0.000122	-10377.961
34	0.001337	0.000546	0.001497	0.005168	0.001438	0.002833	0.021317	0.001937	0.000622	0.000438	0.000184	0.000150	0.000122	-10364.043
36	0.001506	0.000615	0.001685	0.006210	0.001619	0.003190	0.023506	0.002182	0.000701	0.000493	0.000208	0.000169	0.000137	-10384.693
38	0.001325	0.000541	0.001483	0.005465	0.001425	0.002662	0.020686	0.001920	0.000685	0.000448	0.000183	0.000148	0.000109	-10396.070
40	0.001381	0.000488	0.001546	0.005696	0.001001	0.002760	0.021562	0.001478	0.000640	0.000468	0.000190	0.000156	0.000127	-10395.260
42	0.001539	0.000544	0.001723	0.006348	0.001116	0.003076	0.022532	0.001648	0.000714	0.000522	0.000212	0.000173	0.000141	-10391.444
44	0.001360	0.000481	0.001523	0.006065	0.000986	0.002640	0.019215	0.001456	0.000621	0.000461	0.000188	0.000153	0.000127	-10395.682
46	0.001360	0.000481	0.001523	0.006065	0.000986	0.002356	0.019215	0.001456	0.000621	0.000461	0.000188	0.000153	0.000127	-10402.917
48	0.001360	0.000481	0.001523	0.006065	0.000986	0.002496	0.019215	0.001456	0.000621	0.000446	0.000188	0.000153	0.000127	-10381.529
50	0.001206	0.000426	0.001350	0.004633	0.000874	0.002175	0.024324	0.001291	0.000550	0.000400	0.000157	0.000136	0.000112	-10391.596
52	0.001206	0.000426	0.001350	0.004633	0.000874	0.001937	0.021774	0.001291	0.000550	0.000430	0.000159	0.000136	0.000112	-10370.061
54	0.001133	0.000400	0.001269	0.004353	0.000822	0.002199	0.020456	0.001606	0.000517	0.000420	0.000150	0.000122	0.000106	-10378.028
56	0.001167	0.000412	0.001306	0.004481	0.000846	0.002264	0.021691	0.001381	0.000532	0.000432	0.000154	0.000129	0.000109	-10385.189
58	0.001167	0.000412	0.001306	0.004481	0.000846	0.002264	0.022341	0.001381	0.000532	0.000432	0.000154	0.000129	0.000109	-10410.665
60	0.001167	0.000412	0.001306	0.004481	0.000846	0.002264	0.022687	0.000830	0.000532	0.000432	0.000154	0.000129	0.000109	-10390.073
62	0.001354	0.000479	0.001516	0.005201	0.000982	0.002535	0.026332	0.000964	0.000618	0.000513	0.000179	0.000150	0.000126	-10383.810
64	0.001210	0.000427	0.001354	0.004089	0.000877	0.002264	0.023519	0.000861	0.000552	0.000458	0.000160	0.000134	0.000113	-10396.642
66	0.001104	0.000390	0.001236	0.003731	0.000800	0.002066	0.020765	0.000785	0.000504	0.000418	0.000146	0.000122	0.000103	-10369.061
68	0.001104	0.000390	0.001236	0.003731	0.000800	0.002066	0.020765	0.001081	0.000504	0.000418	0.000146	0.000117	0.000103	-10385.336
70	0.001104	0.000390	0.001236	0.003731	0.000800	0.002066	0.020552	0.001081	0.000504	0.000418	0.000146	0.000117	0.000103	-10389.304
72	0.001104	0.000390	0.000987	0.004393	0.000800	0.002066	0.020956	0.001081	0.000504	0.000418	0.000146	0.000117	0.000103	-10382.153
74	0.001362	0.000481	0.001218	0.005419	0.000987	0.002549	0.026155	0.001334	0.000621	0.000516	0.000180	0.000144	0.000127	-10392.066
76	0.001224	0.000432	0.001094	0.004871	0.000887	0.002291	0.023506	0.001199	0.000558	0.000464	0.000162	0.000130	0.000114	-10370.570
78	0.001224	0.000432	0.001094	0.004871	0.000887	0.002291	0.023506	0.000561	0.000870	0.000464	0.000162	0.000147	0.000114	-10385.559
80	0.001224	0.000432	0.001094	0.004871	0.000887	0.002408	0.022591	0.000897	0.001364	0.000449	0.000162	0.000135	0.000114	-10406.925
82	0.001349	0.000477	0.001207	0.004806	0.000978	0.002785	0.024904	0.000710	0.001503	0.000480	0.000178	0.000158	0.000126	-10385.407
84	0.001566	0.000553	0.001401	0.005579	0.001135	0.002954	0.024052	0.001632	0.001177	0.000590	0.000217	0.000165	0.000146	-10369.736
86	0.001566	0.000553	0.001401	0.005812	0.001147	0.002954	0.024052	0.001632	0.001177	0.000590	0.000217	0.000165	0.000146	-10377.756
88	0.001566	0.000553	0.001401	0.005812	0.001147	0.003122	0.024052	0.001632	0.001161	0.000570	0.000217	0.000165	0.000148	-10374.017
90	0.001976	0.000698	0.001767	0.007916	0.002236	0.003823	0.029775	0.002059	0.001564	0.000733	0.000273	0.000208	0.000175	-10388.478
92	0.001976	0.000698	0.001767	0.007916	0.001772	0.003730	0.029162	0.002059	0.001074	0.000715	0.000273	0.000208	0.000175	-10387.430
94	0.002116	0.000748	0.002424	0.008479	0.001898	0.004271	0.030527	0.001949	0.001033	0.000735	0.000293	0.000227	0.000208	-10412.410
