Gen	theta_1JpMeMoN	theta_2MoS	theta_3Si	theta_4JpMeMoNMoSSi	theta_5JpMeMoNMoS	tau_4JpMeMoNMoSSi	tau_5JpMeMoNMoS	lnL
224	0.004757	0.016301	0.001308	0.004184	0.003200	0.000839	0.000605	-10430.256
226	0.004757	0.016301	0.001308	0.003669	0.003238	0.000841	0.000598	-10425.025
228	0.004502	0.016323	0.001237	0.003545	0.002664	0.000791	0.000571	-10426.726
230	0.004841	0.017631	0.001491	0.003821	0.002851	0.000855	0.000622	-10399.058
232	0.004449	0.016204	0.001370	0.003263	0.002470	0.000781	0.000579	-10416.850
234	0.004449	0.016204	0.001370	0.003198	0.002505	0.000777	0.000571	-10424.607
236	0.004936	0.018168	0.001520	0.003992	0.002848	0.000857	0.000618	-10412.314
238	0.004936	0.018168	0.001520	0.004092	0.002801	0.000851	0.000629	-10403.019
240	0.005884	0.021297	0.001812	0.004867	0.003063	0.001015	0.000755	-10442.891
242	0.005147	0.018629	0.001585	0.004434	0.002312	0.000879	0.000654	-10408.232
244	0.005147	0.019309	0.001585	0.003862	0.002337	0.000888	0.000647	-10416.403
246	0.005147	0.019309	0.001585	0.003776	0.002343	0.000893	0.000646	-10417.930
248	0.004547	0.016682	0.001400	0.003780	0.002091	0.000783	0.000565	-10424.114
250	0.004537	0.016645	0.001397	0.003818	0.002121	0.000778	0.000554	-10393.670
252	0.004462	0.016368	0.001374	0.003813	0.002048	0.000762	0.000555	-10424.417
254	0.004462	0.016368	0.001374	0.002947	0.002042	0.000755	0.000557	-10389.253
256	0.004462	0.015888	0.001710	0.003021	0.002014	0.000750	0.000564	-10415.021
258	0.004384	0.016178	0.001710	0.003042	0.002014	0.000749	0.000564	-10413.406
260	0.004831	0.017828	0.001885	0.003313	0.002216	0.000811	0.000623	-10416.127
262	0.004122	0.014939	0.001608	0.002866	0.001867	0.000690	0.000538	-10404.071
264	0.004123	0.014945	0.001609	0.002768	0.001854	0.000695	0.000542	-10419.108
266	0.004919	0.016289	0.001753	0.003106	0.002041	0.000753	0.000585	-10403.207
268	0.005662	0.018752	0.002018	0.003776	0.002349	0.000853	0.000674	-10412.422
270	0.004916	0.017284	0.001860	0.003639	0.002135	0.000779	0.000630	-10434.265
272	0.004985	0.017525	0.001886	0.003746	0.002160	0.000788	0.000640	-10426.202
274	0.004985	0.017898	0.001886	0.003312	0.002152	0.000788	0.000642	-10424.820
276	0.005276	0.018942	0.001996	0.003428	0.002304	0.000837	0.000672	-10427.180
278	0.005276	0.019490	0.001996	0.003504	0.002327	0.000834	0.000665	-10423.042
280	0.005276	0.019490	0.001996	0.003599	0.002331	0.000829	0.000664	-10407.227
282	0.004680	0.019490	0.001996	0.003466	0.002051	0.000836	0.000669	-10401.158
284	0.004680	0.019490	0.001996	0.003248	0.002036	0.000847	0.000674	-10405.526
286	0.004448	0.018525	0.001898	0.003088	0.001949	0.000805	0.000636	-10415.625
288	0.004659	0.019405	0.001977	0.003200	0.002035	0.000845	0.000668	-10406.573
290	0.005221	0.021746	0.002215	0.003793	0.002237	0.000936	0.000764	-10407.994
292	0.006254	0.023739	0.002418	0.003997	0.002418	0.001029	0.000842	-10405.658
294	0.005461	0.020730	0.002354	0.003699	0.002146	0.000889	0.000723	-10421.992
296	0.005156	0.018904	0.002223	0.003325	0.002022	0.000847	0.000685	-10431.671
298	0.005356	0.019637	0.002309	0.003354	0.002117	0.000885	0.000705	-10458.271
300	0.004831	0.018850	0.002216	0.003313	0.001626	0.000845	0.000680	-10445.247
302	0.004831	0.019116	0.001806	0.003340	0.001643	0.000843	0.000673	-10430.675
304	0.005699	0.022552	0.002131	0.003853	0.001935	0.001000	0.000795	-10411.593
306	0.005699	0.022552	0.002131	0.004273	0.001933	0.000997	0.000796	-10444.186
308	0.005688	0.022507	0.002126	0.004102	0.001944	0.000987	0.000789	-10407.943
310	0.005688	0.022507	0.002126	0.003929	0.001943	0.000995	0.000789	-10413.627
312	0.005688	0.022725	0.002126	0.004015	0.001935	0.000991	0.000792	-10431.090
314	0.005688	0.022725	0.002126	0.004073	0.001941	0.000988	0.000790	-10425.478
316	0.005276	0.021080	0.001973	0.003816	0.001793	0.000915	0.000736	-10422.903
318	0.005482	0.021842	0.002426	0.004224	0.001896	0.000939	0.000751	-10440.044
320	0.005482	0.021842	0.002426	0.004451	0.001873	0.000939	0.000761	-10416.499
322	0.006269	0.024977	0.002774	0.005002	0.002173	0.001077	0.000857	-10421.901
324	0.006269	0.025498	0.002774	0.005200	0.002175	0.001069	0.000856	-10422.510
326	0.004751	0.019532	0.002125	0.003867	0.001659	0.000815	0.000659	-10410.245
328	0.004101	0.016427	0.001850	0.003261	0.001446	0.000714	0.000573	-10443.990
330	0.004101	0.016421	0.002206	0.002801	0.001420	0.000707	0.000584	-10412.833
332	0.003977	0.016421	0.002206	0.002685	0.001448	0.000713	0.000572	-10423.206
334	0.003977	0.016421	0.002206	0.002823	0.001437	0.000706	0.000577	-10448.678
336	0.004069	0.016686	0.001838	0.003049	0.001486	0.000712	0.000576	-10421.602
338	0.004069	0.016190	0.002260	0.003517	0.001473	0.000713	0.000581	-10434.463
340	0.004069	0.015769	0.002260	0.003706	0.001470	0.000707	0.000582	-10425.641
342	0.004599	0.017823	0.002554	0.004822	0.001662	0.000794	0.000658	-10439.266
344	0.004139	0.016042	0.002299	0.004340	0.001495	0.000714	0.000592	-10428.009
346	0.004139	0.016042	0.002016	0.003927	0.001483	0.000727	0.000597	-10398.679
348	0.004348	0.016042	0.002016	0.003325	0.001490	0.000740	0.000594	-10422.186
350	0.003730	0.013498	0.001729	0.003018	0.001284	0.000628	0.000508	-10418.330
352	0.003730	0.013498	0.001729	0.003018	0.001692	0.000628	0.000499	-10422.461
354	0.004439	0.016062	0.001573	0.002571	0.001760	0.000744	0.000604	-10421.963
356	0.003763	0.014147	0.001333	0.002213	0.001493	0.000629	0.000512	-10433.006
358	0.003763	0.014147	0.001333	0.002018	0.001504	0.000640	0.000508	-10426.223
360	0.004288	0.016122	0.001519	0.002359	0.001751	0.000726	0.000567	-10395.237
362	0.004728	0.018226	0.001675	0.002692	0.001931	0.000794	0.000625	-10396.397
364	0.003839	0.014798	0.001360	0.002192	0.001563	0.000644	0.000509	-10384.238
366	0.003839	0.015212	0.001360	0.002192	0.001575	0.000644	0.000505	-10394.891
368	0.003839	0.015212	0.001360	0.002127	0.001606	0.000649	0.000495	-10430.353
370	0.003656	0.015212	0.001233	0.002155	0.001633	0.000647	0.000487	-10406.103
372	0.003595	0.014959	0.001212	0.002054	0.001604	0.000641	0.000479	-10398.381
374	0.003460	0.013633	0.001167	0.002040	0.001514	0.000612	0.000471	-10419.051
376	0.003982	0.015688	0.001343	0.002345	0.001747	0.000704	0.000540	-10427.796
378	0.003982	0.015688	0.001343	0.001966	0.001736	0.000699	0.000544	-10413.336
380	0.004523	0.017822	0.001526	0.002320	0.001978	0.000787	0.000616	-10422.257
382	0.004523	0.017822	0.001526	0.002209	0.002012	0.000796	0.000605	-10422.635
384	0.004027	0.015868	0.001713	0.001940	0.001535	0.000711	0.000545	-10420.274
386	0.003732	0.014705	0.001587	0.001748	0.001453	0.000663	0.000495	-10436.294
388	0.005151	0.020295	0.002190	0.002334	0.002034	0.000923	0.000673	-10398.424
390	0.004509	0.017767	0.001918	0.002103	0.001784	0.000802	0.000588	-10415.259
392	0.004131	0.016655	0.001757	0.001951	0.001664	0.000733	0.000529	-10414.299
394	0.004131	0.016655	0.001757	0.002026	0.001693	0.000725	0.000520	-10412.646
396	0.004116	0.016891	0.002178	0.001972	0.001691	0.000727	0.000517	-10435.111
398	0.003710	0.015224	0.001963	0.001778	0.001494	0.000656	0.000476	-10415.381
400	0.004827	0.019805	0.002418	0.003223	0.001983	0.000834	0.000606	-10405.625
402	0.004439	0.019361	0.002364	0.003075	0.001894	0.000821	0.000599	-10438.168
404	0.004439	0.019361	0.002364	0.003071	0.001893	0.000821	0.000599	-10426.837
406	0.004682	0.018929	0.002364	0.002947	0.001896	0.000831	0.000598	-10415.709
408	0.004682	0.018929	0.002364	0.003058	0.001891	0.000823	0.000600	-10404.470
410	0.005034	0.020356	0.002542	0.003288	0.001948	0.000885	0.000649	-10414.846
412	0.004991	0.020181	0.002520	0.003851	0.001913	0.000884	0.000650	-10414.981
414	0.004991	0.020181	0.002520	0.003838	0.001921	0.000885	0.000648	-10391.278
416	0.004991	0.020181	0.002520	0.003402	0.001924	0.000888	0.000646	-10411.210
418	0.005161	0.020190	0.002520	0.003691	0.001541	0.000869	0.000650	-10407.847
420	0.005161	0.020190	0.002710	0.003829	0.001518	0.000861	0.000660	-10406.782
422	0.004899	0.019165	0.002143	0.004091	0.001452	0.000815	0.000621	-10392.463
424	0.004899	0.019165	0.002143	0.003906	0.001470	0.000805	0.000614	-10381.940
426	0.005384	0.021062	0.002356	0.004367	0.001626	0.000881	0.000670	-10406.472
428	0.004615	0.018539	0.002019	0.003566	0.001406	0.000764	0.000570	-10412.256
430	0.005360	0.021532	0.002345	0.004037	0.001617	0.000893	0.000668	-10406.882
432	0.005510	0.022135	0.002411	0.003965	0.001650	0.000929	0.000692	-10421.666
434	0.005510	0.022496	0.002411	0.003927	0.001657	0.000931	0.000689	-10427.778
436	0.005487	0.022401	0.002401	0.004090	0.001681	0.000916	0.000673	-10409.010
438	0.005487	0.022401	0.002401	0.004338	0.001703	0.000916	0.000665	-10407.567
440	0.005487	0.022401	0.002401	0.004422	0.001694	0.000912	0.000668	-10404.905
442	0.005487	0.021967	0.002008	0.004337	0.001699	0.000916	0.000666	-10396.383
444	0.005487	0.021967	0.002008	0.004447	0.001670	0.000910	0.000678	-10401.159
446	0.005689	0.021967	0.002008	0.004325	0.001691	0.000917	0.000669	-10405.125
448	0.005689	0.021967	0.002008	0.004332	0.001708	0.000916	0.000663	-10383.597
450	0.006590	0.024376	0.002166	0.004739	0.001848	0.000985	0.000713	-10387.104
452	0.006315	0.023359	0.002076	0.004471	0.001795	0.000948	0.000674	-10406.119
454	0.005718	0.021152	0.001880	0.004071	0.001641	0.000857	0.000604	-10384.699
456	0.005718	0.021506	0.001880	0.004290	0.001652	0.000844	0.000601	-10379.462
458	0.005718	0.021506	0.001880	0.003918	0.001641	0.000847	0.000605	-10398.177
460	0.005718	0.021506	0.001880	0.004961	0.001644	0.000840	0.000603	-10406.622
462	0.005718	0.021506	0.001880	0.005067	0.001619	0.000835	0.000613	-10412.380
464	0.006554	0.024651	0.002154	0.005419	0.001831	0.000975	0.000712	-10404.183
466	0.006485	0.023048	0.002014	0.005142	0.001731	0.000908	0.000658	-10419.038
468	0.006485	0.023048	0.002014	0.005109	0.001758	0.000910	0.000648	-10407.110
470	0.006485	0.023048	0.002014	0.004912	0.001766	0.000921	0.000645	-10406.169
472	0.006485	0.023048	0.002014	0.004757	0.002158	0.000929	0.000642	-10397.342
474	0.006485	0.023048	0.002014	0.004934	0.002152	0.000919	0.000644	-10396.033
476	0.006485	0.023048	0.001784	0.004963	0.002135	0.000921	0.000650	-10398.620
478	0.005876	0.020883	0.001931	0.004322	0.001946	0.000845	0.000585	-10416.815
480	0.005876	0.021252	0.001931	0.004341	0.001948	0.000843	0.000584	-10416.133
482	0.005543	0.020048	0.001821	0.003596	0.001876	0.000788	0.000540	-10426.555
484	0.005283	0.018570	0.001736	0.003718	0.001794	0.000748	0.000513	-10412.114
486	0.006210	0.021829	0.002040	0.005035	0.001632	0.000877	0.000622	-10407.712
488	0.005635	0.019033	0.001779	0.004230	0.001412	0.000773	0.000546	-10409.418
490	0.005635	0.019033	0.001952	0.004460	0.001953	0.000761	0.000535	-10406.682
492	0.005635	0.019033	0.002287	0.004190	0.001953	0.000766	0.000535	-10413.621
494	0.005068	0.017118	0.002057	0.003284	0.001752	0.000693	0.000482	-10405.549
496	0.005068	0.017118	0.001234	0.003112	0.001736	0.000684	0.000487	-10413.163
498	0.005068	0.017118	0.001234	0.002995	0.002086	0.000692	0.000499	-10385.916
500	0.006551	0.022290	0.001595	0.003800	0.002643	0.000899	0.000658	-10403.164
502	0.006551	0.022290	0.001595	0.003850	0.002655	0.000896	0.000655	-10388.528
504	0.005042	0.019113	0.001317	0.003597	0.001799	0.000736	0.000538	-10403.895
506	0.005042	0.018802	0.000943	0.004452	0.001778	0.000736	0.000544	-10412.719
508	0.005042	0.018400	0.000943	0.004528	0.001761	0.000733	0.000550	-10403.946
510	0.005537	0.020699	0.001036	0.004935	0.001888	0.000806	0.000618	-10392.919
512	0.005537	0.020699	0.001036	0.005010	0.001898	0.000803	0.000615	-10420.695
514	0.005537	0.021041	0.001036	0.005304	0.001915	0.000793	0.000609	-10412.347
516	0.005574	0.021182	0.001043	0.005243	0.001916	0.000801	0.000617	-10430.584
518	0.006445	0.024495	0.001292	0.005292	0.002232	0.000924	0.000708	-10436.664
520	0.006445	0.024495	0.001292	0.005561	0.002235	0.000930	0.000707	-10427.782
522	0.006430	0.024013	0.001169	0.005937	0.002226	0.000930	0.000710	-10433.956
524	0.007179	0.026809	0.001507	0.006852	0.002878	0.001030	0.000784	-10417.177
526	0.006441	0.024360	0.001352	0.006004	0.002250	0.000929	0.000701	-10438.845
528	0.005425	0.020517	0.001139	0.005000	0.001893	0.000785	0.000591	-10439.753
530	0.006214	0.023503	0.001304	0.005938	0.002178	0.000893	0.000674	-10431.484
532	0.006214	0.023503	0.002149	0.006014	0.002194	0.000896	0.000670	-10434.672
534	0.005902	0.022447	0.002041	0.005396	0.002085	0.000864	0.000636	-10434.486
536	0.005902	0.022447	0.002041	0.005157	0.002071	0.000853	0.000640	-10444.692
538	0.005696	0.022447	0.002041	0.005419	0.002082	0.000843	0.000636	-10445.700
540	0.006847	0.024279	0.002244	0.006037	0.002325	0.000940	0.000689	-10461.311
542	0.006513	0.024279	0.002244	0.006075	0.003415	0.000938	0.000692	-10441.265
544	0.006513	0.024367	0.002244	0.005997	0.003687	0.000942	0.000678	-10444.411
546	0.005759	0.021175	0.001984	0.004809	0.002698	0.000835	0.000595	-10463.837
548	0.005696	0.020944	0.001962	0.005396	0.002665	0.000814	0.000590	-10438.786
550	0.005696	0.020549	0.001962	0.005136	0.002634	0.000817	0.000597	-10442.325
552	0.006256	0.024142	0.001942	0.006074	0.003110	0.000951	0.000697	-10416.138
554	0.005886	0.022716	0.001827	0.005822	0.002869	0.000891	0.000669	-10415.334
556	0.005886	0.021970	0.001827	0.005650	0.003203	0.000898	0.000656	-10413.149
558	0.005886	0.021970	0.001827	0.005749	0.003425	0.000883	0.000647	-10395.665
560	0.005886	0.022113	0.001827	0.005680	0.003880	0.000886	0.000656	-10413.749
562	0.005886	0.022113	0.001827	0.005558	0.003893	0.000891	0.000654	-10436.652
564	0.005886	0.022113	0.001827	0.005917	0.003627	0.000876	0.000644	-10428.668
566	0.005178	0.019087	0.001607	0.005345	0.003198	0.000765	0.000566	-10438.199
568	0.006084	0.022569	0.001888	0.006196	0.003757	0.000903	0.000665	-10455.546
570	0.005257	0.019365	0.001632	0.004746	0.003661	0.000796	0.000570	-10449.650
572	0.005735	0.021129	0.001780	0.004792	0.004002	0.000872	0.000621	-10428.816
574	0.005735	0.021129	0.001780	0.004750	0.004730	0.000874	0.000619	-10432.854
576	0.005778	0.021286	0.001478	0.004891	0.004798	0.000875	0.000619	-10414.414
578	0.005972	0.022599	0.002072	0.005127	0.005022	0.000901	0.000632	-10424.673
580	0.006651	0.025168	0.002307	0.005575	0.006029	0.001011	0.000704	-10411.295
582	0.006849	0.025387	0.002376	0.005697	0.006200	0.001043	0.000726	-10425.424
584	0.005840	0.021647	0.001814	0.004858	0.005000	0.000889	0.000612	-10441.055
586	0.004860	0.018015	0.001509	0.004078	0.004230	0.000738	0.000501	-10427.594
588	0.004860	0.018015	0.001807	0.004001	0.004251	0.000743	0.000498	-10413.683
590	0.004402	0.016358	0.001636	0.003573	0.003936	0.000676	0.000442	-10412.017
592	0.004402	0.016358	0.001636	0.003507	0.003693	0.000680	0.000440	-10378.185
594	0.004402	0.016358	0.001636	0.004508	0.003544	0.000673	0.000458	-10409.626
596	0.003584	0.013699	0.001370	0.003695	0.003160	0.000567	0.000371	-10412.325
598	0.003690	0.013368	0.001411	0.003955	0.003164	0.000577	0.000393	-10397.390
600	0.003690	0.013368	0.001411	0.003900	0.003079	0.000580	0.000404	-10385.088
602	0.004175	0.015123	0.001596	0.004374	0.003544	0.000658	0.000449	-10390.342
604	0.003917	0.014190	0.001498	0.004219	0.003386	0.000612	0.000414	-10401.466
606	0.003917	0.014190	0.001498	0.004609	0.003345	0.000612	0.000419	-10385.391
608	0.003732	0.013519	0.001427	0.004267	0.003197	0.000582	0.000398	-10400.491
610	0.003732	0.013519	0.001427	0.004017	0.003197	0.000594	0.000398	-10399.472
612	0.004171	0.015109	0.001595	0.004392	0.003624	0.000668	0.000439	-10422.058
614	0.003614	0.013091	0.001382	0.004390	0.003068	0.000581	0.000389	-10418.262
616	0.003252	0.011654	0.001243	0.003950	0.002852	0.000523	0.000339	-10443.489
618	0.003823	0.013702	0.001462	0.004406	0.003332	0.000627	0.000401	-10425.995
620	0.004589	0.016445	0.001755	0.005020	0.004105	0.000734	0.000469	-10381.869
622	0.004273	0.015664	0.001634	0.004878	0.003844	0.000696	0.000434	-10397.453
624	0.003617	0.013259	0.001383	0.003717	0.003260	0.000593	0.000367	-10409.899
626	0.004007	0.014341	0.001532	0.004236	0.003601	0.000650	0.000407	-10387.688
628	0.004007	0.014341	0.001532	0.003708	0.003960	0.000659	0.000391	-10410.721
630	0.004007	0.014341	0.001532	0.003708	0.003449	0.000659	0.000403	-10414.297
632	0.004007	0.014341	0.001532	0.003703	0.003347	0.000659	0.000416	-10411.969
634	0.004007	0.014542	0.001532	0.003792	0.003379	0.000654	0.000412	-10385.591
636	0.003707	0.013452	0.001417	0.002957	0.003189	0.000606	0.000373	-10393.169
638	0.003384	0.012145	0.001294	0.002615	0.002845	0.000560	0.000349	-10409.218
640	0.003959	0.014211	0.001514	0.003108	0.003309	0.000651	0.000410	-10409.200
