Gen	theta_1Jp	theta_2Me	theta_3MoN	theta_4MoS	theta_5Si	theta_6JpMeMoNMoSSi	theta_7JpMeMoNMoS	theta_8JpMeMoN	theta_9JpMe	tau_6JpMeMoNMoSSi	tau_7JpMeMoNMoS	tau_8JpMeMoN	tau_9JpMe	lnL
324	0.001831	0.000438	0.002247	0.005141	0.000996	0.004232	0.041260	0.000270	0.000516	0.000387	0.000173	0.000168	0.000134	-10392.625
326	0.002171	0.000520	0.002664	0.006096	0.001180	0.004632	0.048924	0.000320	0.000612	0.000480	0.000205	0.000199	0.000159	-10396.124
328	0.002171	0.000520	0.002664	0.005850	0.001180	0.003810	0.048924	0.000320	0.000612	0.000500	0.000205	0.000199	0.000159	-10398.686
330	0.002171	0.000520	0.002460	0.005850	0.001180	0.003708	0.045334	0.000320	0.000606	0.000508	0.000206	0.000199	0.000159	-10384.909
332	0.002163	0.000563	0.002904	0.006331	0.001277	0.004117	0.042553	0.000347	0.000655	0.000541	0.000224	0.000215	0.000172	-10370.990
334	0.001816	0.000472	0.002438	0.005315	0.001072	0.003307	0.035721	0.000282	0.000550	0.000467	0.000188	0.000182	0.000144	-10388.345
336	0.002100	0.000546	0.002231	0.006145	0.001480	0.003514	0.041301	0.000320	0.000672	0.000568	0.000217	0.000211	0.000158	-10404.572
338	0.002222	0.000578	0.002361	0.006502	0.001566	0.003888	0.043699	0.000339	0.000639	0.000585	0.000230	0.000223	0.000186	-10391.292
340	0.002222	0.000578	0.002361	0.006502	0.001935	0.004163	0.043464	0.000339	0.000639	0.000588	0.000230	0.000223	0.000186	-10405.961
342	0.002204	0.000578	0.002361	0.006502	0.001935	0.004163	0.047836	0.000339	0.000639	0.000588	0.000229	0.000223	0.000186	-10411.840
344	0.002204	0.000578	0.002361	0.006502	0.001935	0.003997	0.047836	0.000361	0.000639	0.000575	0.000229	0.000221	0.000186	-10394.104
346	0.002204	0.000578	0.002361	0.006823	0.001447	0.003997	0.051075	0.000310	0.000683	0.000575	0.000229	0.000221	0.000174	-10380.081
348	0.001912	0.000501	0.002048	0.006057	0.001256	0.003589	0.044931	0.000258	0.000566	0.000489	0.000199	0.000194	0.000158	-10403.252
350	0.002180	0.000572	0.002335	0.006195	0.001432	0.004523	0.050946	0.000319	0.000935	0.000562	0.000226	0.000217	0.000173	-10422.494
352	0.002180	0.000433	0.002335	0.005910	0.001121	0.004495	0.050946	0.000319	0.000959	0.000564	0.000226	0.000217	0.000168	-10430.985
354	0.002137	0.000425	0.002186	0.005793	0.001219	0.004239	0.049937	0.000313	0.000886	0.000566	0.000222	0.000213	0.000175	-10420.609
356	0.002137	0.000425	0.002186	0.005793	0.001219	0.004172	0.049937	0.000505	0.000645	0.000571	0.000222	0.000198	0.000163	-10402.776
358	0.002137	0.000425	0.002618	0.005793	0.001219	0.003997	0.049937	0.000671	0.000645	0.000586	0.000222	0.000190	0.000163	-10406.871
360	0.002137	0.000425	0.002429	0.006095	0.001219	0.004052	0.054776	0.000671	0.000645	0.000582	0.000219	0.000190	0.000163	-10412.311
362	0.001619	0.000322	0.001700	0.004618	0.001014	0.003147	0.041497	0.000302	0.000488	0.000441	0.000166	0.000157	0.000124	-10410.997
364	0.001619	0.000322	0.001700	0.004600	0.001014	0.002949	0.041195	0.000267	0.000445	0.000441	0.000166	0.000162	0.000136	-10402.464
366	0.001910	0.000379	0.002005	0.005425	0.001196	0.003631	0.036207	0.000337	0.000525	0.000506	0.000198	0.000189	0.000160	-10406.642
368	0.001910	0.000379	0.002005	0.005425	0.001196	0.003510	0.035856	0.000337	0.000816	0.000517	0.000198	0.000189	0.000160	-10400.038
370	0.002180	0.000433	0.002289	0.006193	0.001365	0.004152	0.040650	0.000319	0.000969	0.000577	0.000227	0.000222	0.000176	-10404.216
372	0.001991	0.000396	0.002091	0.005656	0.001247	0.003823	0.037125	0.000291	0.000670	0.000559	0.000207	0.000203	0.000161	-10406.296
374	0.001991	0.000396	0.001724	0.005656	0.001247	0.004178	0.037125	0.000291	0.000670	0.000547	0.000207	0.000203	0.000161	-10396.536
