Gen	theta_1JpMeMoN	theta_2MoS	theta_3Si	theta_4JpMeMoNMoSSi	theta_5JpMeMoNMoS	tau_4JpMeMoNMoSSi	tau_5JpMeMoNMoS	lnL
2	0.003760	0.012900	0.002242	0.002769	0.004076	0.001037	0.000502	-10410.759
4	0.003760	0.012900	0.002242	0.002946	0.004107	0.001005	0.000498	-10396.188
6	0.004492	0.014852	0.002679	0.003466	0.004690	0.001273	0.000622	-10376.612
8	0.004492	0.014852	0.002679	0.004005	0.005084	0.001185	0.000574	-10399.672
10	0.004492	0.014284	0.002679	0.003884	0.005084	0.001204	0.000574	-10405.850
12	0.004492	0.014284	0.002679	0.004071	0.004737	0.001175	0.000574	-10415.943
14	0.004348	0.013824	0.002592	0.003814	0.004585	0.001156	0.000556	-10417.360
16	0.004348	0.013892	0.002248	0.003900	0.004753	0.001143	0.000536	-10429.700
18	0.004791	0.015310	0.002477	0.003516	0.004643	0.001278	0.000591	-10424.700
20	0.004791	0.015310	0.002477	0.003200	0.004910	0.001348	0.000559	-10421.097
22	0.005972	0.017740	0.002870	0.003366	0.005567	0.001558	0.000661	-10410.628
24	0.004930	0.014646	0.002370	0.003087	0.004596	0.001212	0.000546	-10400.276
26	0.004930	0.014312	0.002044	0.003189	0.004216	0.001191	0.000546	-10412.804
28	0.004764	0.014709	0.002044	0.003189	0.004216	0.001191	0.000546	-10417.810
30	0.004764	0.014709	0.002044	0.003405	0.004216	0.001150	0.000546	-10390.281
32	0.004144	0.012795	0.001503	0.002736	0.003667	0.001044	0.000475	-10415.437
34	0.003895	0.013267	0.001559	0.002837	0.004109	0.001082	0.000456	-10401.737
36	0.004138	0.014296	0.001656	0.002813	0.004501	0.001198	0.000470	-10410.890
38	0.004138	0.014296	0.001656	0.003334	0.004294	0.001172	0.000492	-10398.445
40	0.003905	0.013890	0.001562	0.002896	0.004051	0.001056	0.000465	-10413.920
42	0.004474	0.016369	0.001790	0.003227	0.004642	0.001229	0.000532	-10406.013
44	0.003559	0.013022	0.001424	0.002497	0.003693	0.000993	0.000424	-10408.131
46	0.003905	0.014287	0.001563	0.002916	0.003874	0.001053	0.000486	-10425.961
48	0.004159	0.015217	0.001664	0.002889	0.004336	0.001169	0.000492	-10413.182
50	0.004159	0.015217	0.001664	0.003137	0.004508	0.001115	0.000516	-10434.112
52	0.004159	0.015217	0.001664	0.002799	0.004508	0.001188	0.000516	-10383.656
54	0.004353	0.016497	0.001742	0.003152	0.005020	0.001194	0.000508	-10390.981
56	0.004353	0.016497	0.001742	0.003152	0.004736	0.001194	0.000539	-10413.003
58	0.004353	0.016497	0.001742	0.003270	0.004736	0.001170	0.000539	-10412.112
60	0.004696	0.016497	0.001742	0.003708	0.004630	0.001170	0.000551	-10412.815
