Gen	theta_1JpMe	theta_2MoN	theta_3MoS	theta_4Si	theta_5JpMeMoNMoSSi	theta_6JpMeMoNMoS	theta_7JpMeMoN	tau_5JpMeMoNMoSSi	tau_6JpMeMoNMoS	tau_7JpMeMoN	lnL
70	0.001818	0.000735	0.009441	0.001214	0.002755	0.002402	0.013446	0.000823	0.000427	0.000174	-10420.485
72	0.001818	0.000735	0.009441	0.001214	0.002596	0.002446	0.013545	0.000848	0.000423	0.000173	-10436.322
74	0.001794	0.000725	0.009315	0.001198	0.002749	0.002239	0.010709	0.000808	0.000436	0.000170	-10448.435
76	0.002194	0.000887	0.011397	0.001466	0.003184	0.002739	0.013102	0.001014	0.000534	0.000209	-10416.779
78	0.001884	0.000762	0.009783	0.001258	0.002842	0.002351	0.008811	0.000855	0.000458	0.000179	-10417.160
80	0.001884	0.000762	0.009783	0.001258	0.002842	0.002386	0.007479	0.000855	0.000454	0.000179	-10401.106
82	0.001884	0.000762	0.009783	0.001258	0.003308	0.002231	0.007479	0.000798	0.000473	0.000179	-10409.195
84	0.001843	0.000745	0.009572	0.001231	0.003265	0.002157	0.007317	0.000778	0.000467	0.000175	-10403.971
86	0.002094	0.000847	0.010877	0.001399	0.003162	0.002585	0.010246	0.000945	0.000513	0.000209	-10396.736
88	0.001953	0.000790	0.010144	0.001305	0.002949	0.002282	0.007470	0.000882	0.000494	0.000195	-10390.194
90	0.001769	0.000715	0.009188	0.001182	0.002934	0.002067	0.006766	0.000767	0.000448	0.000177	-10390.323
92	0.001769	0.000715	0.009188	0.001182	0.002934	0.002565	0.006766	0.000767	0.000395	0.000177	-10408.678
94	0.001769	0.000715	0.009188	0.001182	0.002934	0.002184	0.006876	0.000767	0.000433	0.000174	-10414.180
96	0.001958	0.000792	0.010170	0.001308	0.003248	0.002418	0.007611	0.000849	0.000480	0.000192	-10406.032
98	0.001912	0.000773	0.009928	0.001277	0.002819	0.002079	0.007430	0.000874	0.000506	0.000188	-10413.976
100	0.001889	0.000764	0.009811	0.001262	0.003066	0.002055	0.007343	0.000830	0.000500	0.000186	-10398.648
102	0.001635	0.000661	0.008489	0.001092	0.002849	0.001978	0.006643	0.000699	0.000405	0.000154	-10387.010
104	0.001656	0.000670	0.008599	0.001106	0.002886	0.002323	0.008736	0.000708	0.000375	0.000156	-10371.722
106	0.001656	0.000670	0.008599	0.001106	0.003097	0.002422	0.008736	0.000685	0.000375	0.000156	-10397.954
108	0.001656	0.000670	0.008599	0.001106	0.003097	0.002422	0.008736	0.000685	0.000375	0.000156	-10404.992
110	0.001656	0.000670	0.008599	0.001106	0.003097	0.002149	0.006723	0.000685	0.000403	0.000159	-10404.355
112	0.001656	0.000670	0.008599	0.001106	0.003000	0.002102	0.006723	0.000693	0.000409	0.000159	-10389.566
114	0.001656	0.000670	0.008599	0.001170	0.003000	0.002102	0.004696	0.000693	0.000409	0.000159	-10393.421
116	0.001656	0.000670	0.008599	0.001170	0.002809	0.001992	0.004696	0.000714	0.000423	0.000159	-10380.591
118	0.001930	0.000780	0.010021	0.001364	0.003385	0.002599	0.005472	0.000821	0.000460	0.000185	-10397.835
120	0.001930	0.001284	0.010021	0.001364	0.003385	0.002699	0.005472	0.000821	0.000450	0.000185	-10412.590
122	0.001930	0.001284	0.010021	0.001364	0.003138	0.002909	0.005472	0.000850	0.000430	0.000185	-10401.225
124	0.001930	0.001284	0.010021	0.001364	0.003388	0.002860	0.005472	0.000819	0.000435	0.000185	-10388.183
126	0.001694	0.001127	0.008797	0.001197	0.002974	0.002511	0.006066	0.000719	0.000382	0.000162	-10405.668
128	0.001694	0.001127	0.009353	0.001197	0.002779	0.002235	0.005528	0.000741	0.000409	0.000178	-10388.941
130	0.001694	0.001127	0.009353	0.001197	0.002779	0.002235	0.005528	0.000741	0.000409	0.000178	-10391.007
132	0.001881	0.001252	0.010389	0.001330	0.003086	0.002482	0.006140	0.000823	0.000454	0.000198	-10417.949
134	0.001815	0.001208	0.010020	0.001282	0.002977	0.002494	0.008682	0.000794	0.000428	0.000191	-10408.331
136	0.002197	0.001462	0.012131	0.001553	0.003259	0.003019	0.010512	0.001008	0.000518	0.000231	-10383.722
138	0.001691	0.001125	0.009337	0.001195	0.002841	0.002108	0.007128	0.000732	0.000421	0.000170	-10401.960
140	0.001877	0.001249	0.010362	0.001326	0.003144	0.002350	0.007272	0.000813	0.000468	0.000205	-10414.857
142	0.001718	0.001143	0.009486	0.001214	0.002952	0.001858	0.006657	0.000741	0.000467	0.000188	-10411.125
144	0.001791	0.001202	0.011148	0.001265	0.003077	0.001992	0.006939	0.000772	0.000479	0.000196	-10398.078
146	0.001791	0.001202	0.011148	0.001209	0.002737	0.002099	0.006939	0.000733	0.000464	0.000196	-10398.485
148	0.001838	0.001233	0.011310	0.001241	0.002810	0.002598	0.004689	0.000752	0.000429	0.000201	-10385.915
150	0.001838	0.001233	0.011310	0.001241	0.002810	0.002701	0.004689	0.000752	0.000421	0.000201	-10403.087
152	0.001838	0.001233	0.011310	0.001241	0.002596	0.002791	0.004083	0.000780	0.000414	0.000230	-10408.837
154	0.001838	0.001233	0.011310	0.001241	0.002596	0.002512	0.004083	0.000780	0.000434	0.000230	-10397.508
156	0.001838	0.001233	0.011310	0.001241	0.002596	0.002906	0.004568	0.000780	0.000406	0.000206	-10426.074
158	0.002101	0.001410	0.012930	0.001418	0.002968	0.003323	0.005222	0.000892	0.000464	0.000236	-10421.013
160	0.002101	0.001410	0.012930	0.001418	0.003195	0.002791	0.005267	0.000864	0.000508	0.000234	-10421.268
162	0.001792	0.001203	0.011028	0.001210	0.002725	0.002535	0.004492	0.000737	0.000419	0.000199	-10425.116
164	0.001840	0.001234	0.011320	0.001242	0.002797	0.002602	0.005278	0.000756	0.000430	0.000179	-10419.806
166	0.001840	0.001234	0.011320	0.001242	0.002797	0.002602	0.005100	0.000756	0.000430	0.000185	-10386.552
168	0.001882	0.001263	0.011579	0.001270	0.002861	0.003064	0.005546	0.000774	0.000406	0.000178	-10392.985
170	0.001882	0.001263	0.011579	0.001202	0.004397	0.002642	0.005546	0.000806	0.000442	0.000178	-10413.021
172	0.001882	0.001263	0.011579	0.001559	0.005030	0.002642	0.005546	0.000760	0.000442	0.000178	-10403.395
174	0.001914	0.001284	0.011779	0.001586	0.005116	0.002271	0.005641	0.000774	0.000499	0.000181	-10405.392
176	0.001914	0.001284	0.011779	0.001586	0.004654	0.002562	0.005477	0.000804	0.000463	0.000186	-10398.648
178	0.001914	0.001284	0.011779	0.001586	0.004654	0.002721	0.006803	0.000804	0.000447	0.000186	-10396.032
180	0.001914	0.001284	0.011779	0.001586	0.004654	0.002967	0.006803	0.000804	0.000425	0.000186	-10382.954
182	0.001914	0.001284	0.011779	0.001586	0.004366	0.002590	0.006803	0.000829	0.000460	0.000186	-10394.407
184	0.001751	0.001284	0.011444	0.001586	0.004366	0.002609	0.006803	0.000829	0.000458	0.000186	-10386.130
186	0.001751	0.001284	0.011444	0.001586	0.004374	0.003057	0.004555	0.000829	0.000418	0.000186	-10406.748
188	0.001751	0.001284	0.011444	0.001586	0.004621	0.003057	0.004555	0.000807	0.000418	0.000186	-10415.500
190	0.002082	0.001527	0.011996	0.001885	0.005494	0.004166	0.002482	0.000959	0.000462	0.000213	-10408.520
192	0.002148	0.001576	0.012376	0.001945	0.006142	0.004297	0.002560	0.000950	0.000477	0.000220	-10406.497
194	0.001988	0.001458	0.011457	0.001801	0.005126	0.004724	0.002370	0.000930	0.000404	0.000204	-10399.431
196	0.002072	0.001520	0.011943	0.001877	0.005344	0.004925	0.002471	0.000969	0.000421	0.000212	-10413.138
198	0.001857	0.001362	0.010702	0.001682	0.004743	0.004413	0.002214	0.000873	0.000377	0.000190	-10407.900
200	0.001857	0.001531	0.010702	0.001682	0.004683	0.004413	0.002214	0.000879	0.000377	0.000190	-10406.083
202	0.001857	0.001531	0.010702	0.001682	0.004709	0.004413	0.002214	0.000877	0.000377	0.000190	-10397.118
204	0.001857	0.001531	0.010702	0.001682	0.004709	0.004413	0.002214	0.000877	0.000377	0.000190	-10408.959
206	0.002080	0.001714	0.011988	0.001884	0.005274	0.004943	0.002858	0.000982	0.000422	0.000185	-10397.949
208	0.001839	0.001515	0.010596	0.001665	0.004302	0.004504	0.002526	0.000909	0.000373	0.000163	-10398.652
210	0.001988	0.001010	0.011453	0.001800	0.004666	0.005687	0.002731	0.000979	0.000371	0.000177	-10392.355
212	0.001971	0.000946	0.011360	0.001785	0.002600	0.005640	0.002708	0.000943	0.000368	0.000175	-10410.466
214	0.001897	0.000911	0.010931	0.001718	0.002813	0.005427	0.002606	0.000846	0.000354	0.000169	-10396.641
216	0.001699	0.000816	0.009791	0.001539	0.002358	0.004012	0.002334	0.000787	0.000352	0.000151	-10403.423
218	0.001851	0.000889	0.010667	0.001676	0.002737	0.004370	0.002543	0.000829	0.000384	0.000164	-10406.707
220	0.001942	0.000932	0.011191	0.001759	0.002963	0.004611	0.002668	0.000853	0.000401	0.000173	-10406.605
222	0.001942	0.000932	0.011191	0.001759	0.003202	0.004611	0.002668	0.000819	0.000401	0.000173	-10419.084
224	0.001724	0.000828	0.009937	0.001562	0.002843	0.004094	0.002369	0.000727	0.000356	0.000153	-10435.974
226	0.002143	0.001029	0.012349	0.001941	0.003814	0.004526	0.002944	0.000870	0.000474	0.000190	-10401.828
228	0.002143	0.001029	0.012349	0.002101	0.003814	0.005032	0.002944	0.000870	0.000446	0.000190	-10411.134
230	0.002252	0.001081	0.012978	0.002208	0.003767	0.004743	0.003367	0.000943	0.000465	0.000184	-10402.839
232	0.002194	0.001054	0.012645	0.002151	0.003389	0.005344	0.003281	0.000957	0.000416	0.000179	-10387.166
234	0.002194	0.001054	0.012645	0.002151	0.003805	0.004728	0.003281	0.000898	0.000447	0.000179	-10399.433
236	0.002194	0.001054	0.012645	0.002151	0.004111	0.004954	0.003281	0.000898	0.000435	0.000179	-10389.008
238	0.002234	0.001072	0.012871	0.002189	0.003891	0.005749	0.003340	0.000950	0.000410	0.000182	-10409.011
240	0.002234	0.001072	0.012871	0.002189	0.003891	0.005168	0.003340	0.000950	0.000436	0.000182	-10426.995
242	0.002234	0.001072	0.012871	0.002189	0.003677	0.006044	0.003340	0.000979	0.000399	0.000182	-10428.823
244	0.002529	0.001214	0.014573	0.002479	0.004390	0.005552	0.003781	0.001078	0.000503	0.000207	-10431.905
246	0.002529	0.001214	0.014573	0.002479	0.004552	0.006655	0.003781	0.001057	0.000454	0.000207	-10416.397
248	0.002559	0.001229	0.014749	0.002509	0.004685	0.006614	0.003827	0.001059	0.000464	0.000209	-10396.958
250	0.002872	0.001379	0.016548	0.002815	0.004994	0.007420	0.004294	0.001223	0.000520	0.000234	-10431.293
252	0.002872	0.001379	0.016548	0.002815	0.005071	0.007420	0.004294	0.001212	0.000520	0.000234	-10432.568
254	0.002872	0.001379	0.016548	0.002815	0.004824	0.006753	0.004171	0.001247	0.000548	0.000241	-10416.719
256	0.002872	0.001379	0.016548	0.002815	0.004848	0.006476	0.004171	0.001245	0.000561	0.000241	-10436.833
258	0.002872	0.001379	0.016548	0.002815	0.004891	0.006288	0.003995	0.001239	0.000571	0.000252	-10440.871
260	0.002756	0.001323	0.016235	0.002701	0.004955	0.006390	0.004188	0.001155	0.000531	0.000221	-10426.876
262	0.002756	0.001323	0.016235	0.002701	0.005235	0.004983	0.003156	0.001121	0.000502	0.000221	-10437.083
264	0.002756	0.001323	0.016235	0.002701	0.003862	0.005861	0.003156	0.001113	0.000460	0.000221	-10419.240
266	0.002756	0.001323	0.016235	0.002701	0.003651	0.005144	0.003156	0.001149	0.000493	0.000221	-10410.794
268	0.002756	0.001323	0.016235	0.002701	0.003937	0.005144	0.003156	0.001101	0.000493	0.000221	-10430.710
270	0.002756	0.001323	0.016235	0.002701	0.003726	0.006045	0.003156	0.001134	0.000527	0.000221	-10425.273
272	0.003143	0.001509	0.018516	0.003081	0.004468	0.005983	0.004418	0.001259	0.000654	0.000254	-10419.271
274	0.003064	0.001347	0.018048	0.003003	0.004577	0.005832	0.004306	0.001199	0.000637	0.000247	-10432.099
276	0.002435	0.001070	0.014346	0.002387	0.003750	0.004636	0.003423	0.000940	0.000506	0.000197	-10457.252
278	0.002852	0.001253	0.016799	0.002795	0.004364	0.005722	0.004008	0.001104	0.000574	0.000230	-10455.166
280	0.002620	0.001152	0.015436	0.002568	0.004010	0.004695	0.003683	0.001014	0.000566	0.000212	-10456.417
282	0.002535	0.001114	0.014936	0.002485	0.003880	0.004543	0.003563	0.000981	0.000547	0.000205	-10415.934
284	0.002535	0.001114	0.014281	0.002485	0.003730	0.004290	0.003563	0.000996	0.000568	0.000205	-10413.589
286	0.002376	0.001044	0.013383	0.002329	0.003496	0.003913	0.003860	0.000933	0.000544	0.000166	-10416.418
288	0.002038	0.000896	0.011477	0.001355	0.002375	0.004755	0.002749	0.000791	0.000371	0.000171	-10418.482
290	0.002269	0.000997	0.012781	0.001509	0.002531	0.006140	0.003061	0.000902	0.000382	0.000191	-10414.837
292	0.002269	0.000997	0.012781	0.001509	0.002531	0.006737	0.003061	0.000902	0.000365	0.000191	-10424.223
294	0.002532	0.000855	0.014261	0.001683	0.002936	0.007517	0.003416	0.000984	0.000408	0.000213	-10424.574
296	0.002729	0.000921	0.015370	0.001814	0.003550	0.008102	0.003681	0.000993	0.000439	0.000230	-10410.484
298	0.002729	0.000921	0.015370	0.001814	0.003559	0.007780	0.003956	0.000992	0.000448	0.000214	-10421.635
300	0.002729	0.000921	0.013678	0.001814	0.003647	0.008564	0.003956	0.000978	0.000427	0.000214	-10416.000
302	0.002884	0.000974	0.012344	0.001917	0.003663	0.007842	0.004180	0.001064	0.000486	0.000226	-10402.285
304	0.002884	0.000974	0.014004	0.001917	0.004745	0.007842	0.004180	0.001064	0.000486	0.000226	-10391.201
306	0.002884	0.000974	0.014004	0.001917	0.004383	0.007842	0.004285	0.001112	0.000486	0.000220	-10385.828
308	0.002884	0.000974	0.014004	0.001917	0.004164	0.007510	0.004285	0.001145	0.000497	0.000220	-10395.962
310	0.002884	0.000974	0.014004	0.001917	0.004796	0.007510	0.004285	0.001060	0.000497	0.000220	-10399.428
312	0.003213	0.001085	0.015601	0.002136	0.005343	0.007819	0.005375	0.001181	0.000576	0.000218	-10414.796
314	0.003213	0.001085	0.015601	0.002136	0.005077	0.007876	0.005375	0.001213	0.000573	0.000218	-10398.169
316	0.003213	0.001085	0.015601	0.002136	0.005078	0.007115	0.005375	0.001213	0.000611	0.000218	-10396.392
318	0.003213	0.001085	0.015601	0.002136	0.004688	0.008561	0.004558	0.001263	0.000632	0.000257	-10401.326
320	0.003213	0.001127	0.015601	0.002136	0.004641	0.009318	0.004466	0.001271	0.000601	0.000262	-10402.252
322	0.003001	0.001053	0.014572	0.001995	0.004604	0.009399	0.004401	0.001149	0.000538	0.000232	-10401.678
324	0.002658	0.000933	0.011777	0.001767	0.004078	0.008662	0.003898	0.001018	0.000492	0.000206	-10388.702
326	0.002658	0.000933	0.011777	0.001767	0.003918	0.009310	0.003454	0.001039	0.000472	0.000232	-10389.000
328	0.002343	0.000822	0.010383	0.001558	0.003406	0.007258	0.003240	0.000924	0.000443	0.000192	-10386.344
330	0.002343	0.000822	0.010383	0.001558	0.003406	0.007258	0.003240	0.000924	0.000443	0.000192	-10380.346
332	0.002715	0.000953	0.012029	0.001805	0.003946	0.007648	0.003754	0.001070	0.000478	0.000223	-10385.443
334	0.002588	0.000908	0.010155	0.001721	0.003883	0.008308	0.003578	0.001002	0.000426	0.000212	-10401.122
336	0.002751	0.000965	0.010796	0.001829	0.004374	0.008832	0.004320	0.001031	0.000453	0.000199	-10392.337
338	0.002400	0.000842	0.009418	0.001596	0.003704	0.007054	0.003769	0.000915	0.000415	0.000173	-10399.301
340	0.002400	0.000842	0.009418	0.001596	0.004124	0.006688	0.003769	0.000864	0.000406	0.000173	-10387.947
342	0.002286	0.000802	0.008971	0.001520	0.003937	0.006371	0.003590	0.000822	0.000386	0.000165	-10384.317
344	0.002286	0.000802	0.008971	0.001520	0.003665	0.006332	0.003590	0.000854	0.000388	0.000165	-10428.616
346	0.002286	0.000802	0.008971	0.001520	0.003762	0.005523	0.003590	0.000842	0.000420	0.000165	-10414.293
348	0.002286	0.000802	0.008971	0.001520	0.003787	0.004726	0.003590	0.000839	0.000463	0.000165	-10396.962
350	0.002290	0.000964	0.008987	0.001523	0.003711	0.004734	0.003368	0.000849	0.000464	0.000177	-10398.983
352	0.002290	0.000964	0.011020	0.001523	0.003609	0.004461	0.003368	0.000860	0.000482	0.000177	-10392.847
354	0.002290	0.000964	0.011020	0.001523	0.004353	0.005466	0.003368	0.000826	0.000426	0.000177	-10399.742
356	0.002402	0.001011	0.011557	0.001597	0.004565	0.005664	0.003466	0.000866	0.000449	0.000189	-10395.189
358	0.002402	0.001011	0.011557	0.001597	0.004498	0.005664	0.003466	0.000872	0.000449	0.000189	-10419.502
360	0.002402	0.001011	0.011557	0.001597	0.004334	0.005924	0.003026	0.000888	0.000439	0.000216	-10416.585
362	0.002402	0.001011	0.011557	0.001597	0.004363	0.005781	0.003026	0.000885	0.000445	0.000216	-10395.186
364	0.002402	0.001011	0.011557	0.001597	0.003807	0.007331	0.003026	0.000889	0.000396	0.000216	-10417.734
366	0.001896	0.000798	0.009124	0.001261	0.003006	0.004769	0.002412	0.000702	0.000344	0.000169	-10406.353
368	0.001896	0.000798	0.009124	0.001261	0.003315	0.004215	0.002412	0.000669	0.000366	0.000169	-10409.235
370	0.001681	0.000708	0.008863	0.001117	0.002702	0.004369	0.002138	0.000616	0.000300	0.000150	-10399.402
372	0.001710	0.000720	0.009018	0.001137	0.002749	0.003822	0.002175	0.000627	0.000330	0.000153	-10389.758
374	0.001710	0.000720	0.009018	0.001137	0.002749	0.003204	0.002175	0.000627	0.000364	0.000153	-10398.501
376	0.001988	0.000837	0.010482	0.001322	0.003195	0.003725	0.002651	0.000729	0.000423	0.000169	-10394.681
378	0.001754	0.000738	0.009249	0.001166	0.002820	0.003287	0.002339	0.000643	0.000373	0.000149	-10392.214
380	0.001754	0.000738	0.009249	0.001166	0.002820	0.002977	0.002339	0.000643	0.000396	0.000149	-10381.355
382	0.001917	0.000807	0.010111	0.001275	0.003082	0.003254	0.002557	0.000703	0.000433	0.000163	-10400.885
384	0.001917	0.000807	0.010111	0.001275	0.003082	0.003691	0.002557	0.000703	0.000401	0.000163	-10393.100
386	0.002020	0.000850	0.010655	0.001343	0.002943	0.003885	0.002694	0.000773	0.000417	0.000172	-10376.578
388	0.001831	0.000771	0.009655	0.001217	0.002886	0.003927	0.002442	0.000676	0.000355	0.000156	-10378.195
390	0.001831	0.000771	0.009655	0.001217	0.002906	0.003927	0.002442	0.000674	0.000355	0.000156	-10387.934
392	0.001831	0.000771	0.009655	0.001217	0.002965	0.003927	0.002442	0.000668	0.000355	0.000156	-10395.987
394	0.001831	0.000771	0.009655	0.001217	0.002916	0.003927	0.002442	0.000656	0.000355	0.000156	-10393.437
396	0.001831	0.000771	0.009655	0.001217	0.002665	0.003962	0.002442	0.000684	0.000355	0.000156	-10385.101
398	0.001831	0.000771	0.009655	0.001217	0.002665	0.003346	0.002442	0.000684	0.000391	0.000156	-10375.400
400	0.001831	0.000771	0.009655	0.001217	0.002665	0.003346	0.002442	0.000684	0.000391	0.000156	-10422.789
402	0.001831	0.000771	0.009655	0.001217	0.002759	0.002848	0.002442	0.000674	0.000432	0.000156	-10406.432
404	0.001773	0.000746	0.009350	0.001179	0.002399	0.002669	0.002364	0.000682	0.000428	0.000151	-10392.175
406	0.001491	0.000627	0.007860	0.000991	0.002017	0.002244	0.001988	0.000573	0.000360	0.000127	-10391.679
408	0.001717	0.000723	0.009054	0.001142	0.002353	0.002585	0.002290	0.000657	0.000414	0.000146	-10409.979
410	0.002061	0.000868	0.010869	0.001370	0.003195	0.003103	0.002575	0.000755	0.000497	0.000187	-10388.743
412	0.002173	0.000915	0.011461	0.001445	0.003369	0.003669	0.002715	0.000796	0.000489	0.000197	-10396.575
414	0.002173	0.000915	0.011461	0.001445	0.003369	0.003978	0.002715	0.000796	0.000466	0.000197	-10407.657
416	0.002086	0.000878	0.010800	0.001387	0.002810	0.003819	0.002606	0.000813	0.000448	0.000190	-10414.735
418	0.002086	0.000878	0.010800	0.001387	0.002810	0.003819	0.002606	0.000813	0.000448	0.000190	-10389.269
420	0.002086	0.000878	0.010800	0.001387	0.003051	0.004003	0.002606	0.000784	0.000436	0.000190	-10426.660
422	0.001812	0.000763	0.009378	0.001205	0.002650	0.003476	0.002263	0.000680	0.000378	0.000165	-10419.282
424	0.001812	0.000763	0.009378	0.001205	0.002650	0.003047	0.002263	0.000680	0.000409	0.000165	-10404.954
426	0.001714	0.001366	0.008873	0.001140	0.002507	0.003341	0.002142	0.000644	0.000355	0.000156	-10409.630
428	0.001637	0.001304	0.008472	0.001088	0.002432	0.002712	0.002045	0.000611	0.000372	0.000149	-10381.276
430	0.001947	0.001551	0.010077	0.001294	0.002893	0.003226	0.002432	0.000727	0.000443	0.000177	-10388.610
432	0.001947	0.001551	0.010077	0.001294	0.002893	0.003226	0.002432	0.000727	0.000443	0.000177	-10397.773
434	0.002195	0.001749	0.011363	0.001460	0.003211	0.003638	0.002742	0.000824	0.000499	0.000199	-10395.510
436	0.002195	0.001749	0.010839	0.001460	0.002914	0.003585	0.002742	0.000858	0.000504	0.000199	-10380.692
438	0.002195	0.001749	0.010839	0.001460	0.003192	0.003904	0.002742	0.000827	0.000479	0.000199	-10386.448
440	0.002668	0.002125	0.013173	0.001774	0.003879	0.004801	0.003333	0.001005	0.000578	0.000242	-10392.763
442	0.002668	0.002125	0.013173	0.001774	0.003584	0.004638	0.003333	0.001039	0.000590	0.000242	-10387.615
444	0.002668	0.002125	0.013173	0.001774	0.003858	0.004663	0.003333	0.001007	0.000588	0.000242	-10389.322
446	0.002994	0.002385	0.014781	0.001990	0.003994	0.005789	0.003864	0.001169	0.000621	0.000263	-10416.573
448	0.002565	0.002044	0.010629	0.001706	0.003254	0.005009	0.003311	0.001025	0.000530	0.000226	-10395.634
450	0.003019	0.002405	0.012507	0.002007	0.004048	0.006183	0.003896	0.001175	0.000607	0.000265	-10423.140
452	0.003019	0.002405	0.012507	0.002007	0.004569	0.003503	0.003896	0.001110	0.000615	0.000265	-10406.546
454	0.002686	0.002140	0.011129	0.001786	0.003930	0.002898	0.003459	0.001002	0.000571	0.000237	-10403.489
456	0.002782	0.002216	0.011525	0.001277	0.004070	0.003309	0.003695	0.001038	0.000559	0.000238	-10414.060
458	0.002385	0.001900	0.009881	0.001095	0.003294	0.002569	0.003168	0.000914	0.000508	0.000204	-10412.754
460	0.002317	0.001846	0.009600	0.001064	0.003377	0.002792	0.003029	0.000867	0.000462	0.000201	-10431.475
462	0.002087	0.001663	0.008646	0.000958	0.002959	0.002537	0.002728	0.000791	0.000414	0.000181	-10406.851
464	0.001907	0.001519	0.007899	0.000876	0.002640	0.002484	0.002492	0.000730	0.000364	0.000166	-10373.704
466	0.001907	0.001519	0.007899	0.000876	0.002206	0.002484	0.002492	0.000803	0.000364	0.000166	-10392.606
468	0.001907	0.001519	0.007899	0.000876	0.002206	0.002484	0.003920	0.000803	0.000364	0.000174	-10397.467
470	0.001873	0.001492	0.007759	0.000860	0.002284	0.002441	0.004057	0.000766	0.000358	0.000163	-10418.268
472	0.002103	0.001675	0.008711	0.000966	0.002710	0.002740	0.004555	0.000836	0.000402	0.000183	-10414.728
