Gen	theta_1JpMe	theta_2MoN	theta_3MoS	theta_4Si	theta_5JpMeMoNMoSSi	theta_6JpMeMoNMoS	theta_7JpMeMoN	tau_5JpMeMoNMoSSi	tau_6JpMeMoNMoS	tau_7JpMeMoN	lnL
112	0.003288	0.001720	0.009365	0.000873	0.004085	0.000411	0.001560	0.000474	0.000465	0.000383	-10438.009
114	0.003288	0.001720	0.009365	0.000873	0.003470	0.000420	0.001465	0.000474	0.000464	0.000408	-10440.847
116	0.003288	0.001720	0.009365	0.000873	0.003470	0.000420	0.001443	0.000474	0.000464	0.000415	-10419.710
118	0.003816	0.001996	0.010869	0.001013	0.004027	0.000487	0.001709	0.000550	0.000538	0.000471	-10428.129
120	0.004286	0.002242	0.012724	0.001138	0.004524	0.000547	0.002027	0.000617	0.000605	0.000501	-10403.463
122	0.004286	0.002242	0.012724	0.001138	0.004524	0.000547	0.001995	0.000617	0.000605	0.000509	-10405.574
124	0.003943	0.001482	0.011706	0.001047	0.004162	0.000503	0.001836	0.000568	0.000556	0.000469	-10415.274
126	0.004410	0.002157	0.013090	0.001170	0.004654	0.000563	0.001981	0.000635	0.000622	0.000543	-10424.829
128	0.003980	0.001946	0.012303	0.001056	0.004200	0.000567	0.001793	0.000573	0.000554	0.000489	-10430.805
130	0.003980	0.001946	0.011704	0.001056	0.004958	0.000567	0.001248	0.000573	0.000554	0.000489	-10406.550
132	0.003980	0.001946	0.011704	0.001056	0.004802	0.000567	0.001230	0.000573	0.000554	0.000496	-10407.275
134	0.003980	0.001946	0.011219	0.001056	0.004802	0.000577	0.001220	0.000573	0.000553	0.000500	-10431.951
136	0.003577	0.001749	0.010287	0.000949	0.004464	0.000519	0.001115	0.000515	0.000497	0.000441	-10464.151
138	0.004482	0.002192	0.012891	0.001190	0.005593	0.000593	0.001380	0.000645	0.000630	0.000560	-10438.924
140	0.003866	0.001891	0.011719	0.001026	0.004597	0.000572	0.001179	0.000556	0.000537	0.000488	-10450.147
142	0.004418	0.001891	0.011719	0.001026	0.004900	0.000560	0.001191	0.000556	0.000538	0.000483	-10432.983
144	0.004418	0.001891	0.011719	0.001026	0.004900	0.000560	0.000819	0.000556	0.000538	0.000498	-10427.992
146	0.004418	0.001891	0.011719	0.001026	0.004900	0.000560	0.000842	0.000556	0.000538	0.000484	-10440.381
148	0.004184	0.001790	0.011098	0.000972	0.004203	0.000576	0.000785	0.000527	0.000506	0.000466	-10433.510
150	0.004104	0.001958	0.011535	0.001063	0.004597	0.000713	0.000888	0.000576	0.000547	0.000492	-10444.689
152	0.003771	0.001799	0.010171	0.000976	0.004472	0.000968	0.000801	0.000528	0.000488	0.000461	-10439.897
154	0.004489	0.002142	0.012108	0.001162	0.004789	0.001152	0.000966	0.000628	0.000581	0.000542	-10443.763
156	0.003901	0.001861	0.010410	0.001010	0.004859	0.000866	0.000834	0.000545	0.000512	0.000474	-10439.948
158	0.003901	0.001861	0.011280	0.001010	0.003924	0.000787	0.000848	0.000545	0.000515	0.000466	-10450.661
160	0.003128	0.001493	0.008551	0.000810	0.003147	0.000984	0.000678	0.000437	0.000400	0.000375	-10431.730
162	0.003491	0.001666	0.010690	0.000904	0.003512	0.001098	0.000757	0.000487	0.000446	0.000418	-10442.180
164	0.003491	0.001666	0.010690	0.000904	0.003512	0.000951	0.000749	0.000487	0.000450	0.000422	-10427.005
166	0.002967	0.001416	0.009087	0.000768	0.002985	0.001001	0.000637	0.000414	0.000378	0.000359	-10435.941
168	0.002967	0.001416	0.008385	0.000768	0.002985	0.001001	0.000632	0.000414	0.000378	0.000362	-10448.379
170	0.002967	0.001416	0.008385	0.000768	0.002734	0.000726	0.000632	0.000411	0.000384	0.000362	-10425.105
172	0.002967	0.001416	0.009220	0.000768	0.002734	0.000726	0.001371	0.000411	0.000384	0.000354	-10435.973
174	0.003395	0.001665	0.010549	0.000879	0.003128	0.000831	0.001529	0.000471	0.000440	0.000415	-10438.491
176	0.002800	0.001373	0.008702	0.000725	0.002463	0.000592	0.001247	0.000388	0.000366	0.000346	-10424.631
178	0.002960	0.001452	0.009938	0.000766	0.002603	0.000582	0.001305	0.000410	0.000388	0.000370	-10438.489
180	0.002960	0.001452	0.009938	0.000766	0.002603	0.000582	0.001317	0.000410	0.000388	0.000366	-10429.078
182	0.002960	0.001452	0.009938	0.000766	0.002603	0.000748	0.001321	0.000410	0.000382	0.000365	-10435.260
184	0.002452	0.001203	0.008232	0.000635	0.002156	0.000492	0.001071	0.000340	0.000320	0.000309	-10423.858
186	0.002904	0.001424	0.009749	0.000752	0.002554	0.000583	0.001305	0.000403	0.000378	0.000356	-10435.377
188	0.002472	0.001212	0.008299	0.000640	0.002174	0.000496	0.001089	0.000343	0.000322	0.000309	-10412.420
190	0.003003	0.001473	0.010081	0.000777	0.002641	0.000603	0.001344	0.000416	0.000391	0.000369	-10439.198
192	0.003340	0.001098	0.010523	0.000865	0.002856	0.000670	0.000912	0.000464	0.000435	0.000420	-10426.207
194	0.003340	0.001098	0.009845	0.000865	0.002856	0.000859	0.000908	0.000464	0.000432	0.000422	-10402.232
196	0.003340	0.001840	0.009845	0.000865	0.002856	0.000859	0.000891	0.000464	0.000432	0.000430	-10406.301
198	0.003340	0.001840	0.009845	0.000865	0.002626	0.000859	0.000901	0.000467	0.000432	0.000426	-10428.652
200	0.003747	0.002065	0.010112	0.000970	0.002947	0.001545	0.000410	0.000524	0.000482	0.000476	-10448.951
202	0.004371	0.002409	0.011796	0.001132	0.003438	0.001802	0.000478	0.000611	0.000562	0.000556	-10413.809
204	0.004371	0.002409	0.011796	0.001132	0.003438	0.001802	0.000947	0.000611	0.000562	0.000556	-10422.627
206	0.004371	0.002409	0.011796	0.001132	0.003438	0.001802	0.000962	0.000611	0.000562	0.000547	-10422.251
208	0.004371	0.002409	0.011796	0.001132	0.003438	0.001802	0.000962	0.000611	0.000562	0.000547	-10407.489
210	0.004371	0.002409	0.012317	0.001132	0.003925	0.001802	0.000986	0.000609	0.000562	0.000534	-10430.417
212	0.004371	0.003004	0.012755	0.001132	0.003431	0.002670	0.000980	0.000609	0.000554	0.000537	-10425.568
214	0.004371	0.003004	0.012755	0.001132	0.003431	0.002670	0.000967	0.000609	0.000554	0.000544	-10447.706
216	0.004371	0.003004	0.012755	0.001132	0.003431	0.002670	0.000967	0.000609	0.000554	0.000544	-10434.353
218	0.004371	0.003004	0.013155	0.001132	0.003431	0.002670	0.001005	0.000609	0.000554	0.000544	-10429.456
220	0.004371	0.002400	0.013155	0.001132	0.003431	0.002670	0.001005	0.000609	0.000554	0.000544	-10430.442
222	0.004371	0.002400	0.013155	0.001132	0.003027	0.002670	0.001005	0.000617	0.000554	0.000544	-10405.260
224	0.004939	0.003269	0.014791	0.001273	0.003403	0.003002	0.001139	0.000694	0.000623	0.000607	-10410.885
226	0.004939	0.003269	0.014791	0.001273	0.004164	0.003002	0.001139	0.000694	0.000623	0.000607	-10416.282
228	0.004939	0.003269	0.014791	0.001110	0.004164	0.002683	0.001151	0.000694	0.000625	0.000601	-10434.088
230	0.004427	0.002929	0.013256	0.000995	0.003732	0.001764	0.001019	0.000622	0.000560	0.000545	-10427.256
232	0.004031	0.002668	0.012014	0.000906	0.003399	0.001607	0.000941	0.000566	0.000510	0.000489	-10447.228
234	0.004188	0.001893	0.012987	0.000941	0.003531	0.001323	0.000964	0.000588	0.000536	0.000516	-10428.398
236	0.004188	0.001893	0.012987	0.001172	0.003456	0.001323	0.000968	0.000589	0.000536	0.000514	-10430.031
238	0.003734	0.001688	0.011577	0.001045	0.003080	0.001180	0.000851	0.000525	0.000478	0.000465	-10434.320
240	0.003734	0.001688	0.011577	0.001045	0.003080	0.000868	0.000868	0.000525	0.000483	0.000456	-10454.267
242	0.003195	0.001688	0.011577	0.001045	0.003197	0.000868	0.000849	0.000524	0.000483	0.000465	-10446.001
244	0.003195	0.001688	0.012145	0.001045	0.003197	0.000868	0.000877	0.000524	0.000483	0.000450	-10421.200
246	0.003494	0.002574	0.012936	0.001143	0.003496	0.000939	0.000950	0.000573	0.000528	0.000498	-10430.240
248	0.003368	0.002481	0.012470	0.001102	0.003370	0.000748	0.000899	0.000552	0.000515	0.000488	-10423.309
250	0.003368	0.002481	0.013256	0.001102	0.003370	0.000970	0.000899	0.000552	0.000509	0.000488	-10409.969
252	0.003066	0.002259	0.012107	0.001003	0.003161	0.000510	0.000819	0.000503	0.000478	0.000445	-10416.770
254	0.003066	0.002259	0.012107	0.001506	0.003760	0.000653	0.000818	0.000503	0.000470	0.000445	-10436.493
256	0.003066	0.002259	0.012107	0.001506	0.004280	0.000653	0.000818	0.000503	0.000470	0.000445	-10430.366
258	0.003253	0.002556	0.013066	0.002052	0.004843	0.000736	0.000935	0.000569	0.000532	0.000498	-10403.729
260	0.003342	0.001700	0.014199	0.002041	0.004816	0.000811	0.000930	0.000566	0.000526	0.000496	-10412.050
262	0.003342	0.001555	0.014199	0.002041	0.004816	0.000568	0.000918	0.000566	0.000539	0.000502	-10414.371
264	0.003342	0.001555	0.014199	0.002041	0.003997	0.000568	0.000930	0.000566	0.000539	0.000495	-10415.324
266	0.003342	0.001555	0.014199	0.002041	0.003997	0.000568	0.000930	0.000566	0.000539	0.000495	-10392.004
268	0.003342	0.001555	0.014199	0.002041	0.003997	0.000605	0.000962	0.000566	0.000535	0.000479	-10399.506
270	0.003342	0.001555	0.014199	0.001925	0.003997	0.000536	0.000979	0.000566	0.000543	0.000471	-10389.584
272	0.003318	0.001526	0.013935	0.001889	0.003923	0.000526	0.000982	0.000555	0.000533	0.000452	-10390.896
274	0.003750	0.001725	0.015752	0.002136	0.004373	0.000594	0.001092	0.000627	0.000602	0.000519	-10386.129
276	0.003117	0.001433	0.013091	0.001775	0.003634	0.000494	0.001427	0.000521	0.000501	0.000427	-10397.378
278	0.003117	0.001433	0.013091	0.001775	0.003634	0.000509	0.001388	0.000521	0.000499	0.000439	-10386.218
280	0.003117	0.001985	0.013091	0.001775	0.003810	0.000509	0.001215	0.000521	0.000499	0.000446	-10384.374
282	0.003117	0.001985	0.013091	0.001198	0.003810	0.000522	0.001212	0.000521	0.000498	0.000447	-10378.371
284	0.002771	0.001765	0.011100	0.001065	0.003387	0.000423	0.001045	0.000464	0.000445	0.000410	-10401.537
286	0.002461	0.001765	0.011100	0.001065	0.003387	0.000423	0.001060	0.000464	0.000445	0.000404	-10404.316
288	0.003113	0.002232	0.014038	0.001347	0.004284	0.000446	0.001371	0.000586	0.000574	0.000499	-10393.613
290	0.003113	0.002232	0.014038	0.001347	0.004284	0.000446	0.001352	0.000586	0.000574	0.000506	-10385.042
292	0.003113	0.002232	0.014038	0.001347	0.004924	0.000446	0.001641	0.000586	0.000574	0.000498	-10394.671
294	0.002999	0.002151	0.013527	0.001298	0.004745	0.000430	0.001530	0.000565	0.000553	0.000496	-10408.327
296	0.002571	0.001844	0.011595	0.001113	0.004067	0.000368	0.001302	0.000484	0.000474	0.000429	-10398.369
298	0.002844	0.002039	0.013534	0.001231	0.004499	0.000457	0.001484	0.000536	0.000520	0.000460	-10391.583
300	0.002844	0.002039	0.012939	0.001231	0.004499	0.000438	0.001498	0.000536	0.000523	0.000456	-10384.886
302	0.002844	0.002039	0.012939	0.001231	0.004282	0.000465	0.001487	0.000536	0.000519	0.000459	-10408.811
304	0.002844	0.002039	0.012939	0.001231	0.004282	0.000446	0.001484	0.000536	0.000522	0.000460	-10395.614
306	0.002844	0.002039	0.010967	0.001231	0.004282	0.000461	0.001478	0.000536	0.000520	0.000462	-10393.123
308	0.002894	0.002076	0.011163	0.001253	0.004359	0.000469	0.001443	0.000545	0.000529	0.000461	-10402.844
310	0.002894	0.002076	0.011357	0.001253	0.004359	0.000553	0.001417	0.000545	0.000519	0.000469	-10396.375
312	0.002708	0.001942	0.010625	0.001172	0.004078	0.000466	0.001288	0.000510	0.000490	0.000452	-10393.057
314	0.002805	0.002012	0.011007	0.001214	0.004225	0.000482	0.001361	0.000528	0.000507	0.000459	-10413.330
316	0.002460	0.002062	0.009651	0.001065	0.003704	0.000344	0.001161	0.000463	0.000455	0.000413	-10420.988
318	0.002460	0.001359	0.009420	0.001065	0.003167	0.000344	0.001139	0.000463	0.000455	0.000421	-10420.194
320	0.003154	0.001743	0.012079	0.001365	0.004061	0.000441	0.001490	0.000594	0.000583	0.000530	-10422.929
322	0.003154	0.001743	0.012079	0.001365	0.004061	0.000481	0.001514	0.000594	0.000578	0.000521	-10451.045
324	0.003351	0.001859	0.012885	0.001456	0.003803	0.000513	0.001591	0.000634	0.000616	0.000565	-10426.443
326	0.002907	0.001613	0.010608	0.001264	0.003300	0.000464	0.001371	0.000550	0.000533	0.000493	-10436.015
328	0.002907	0.001613	0.010608	0.001783	0.003300	0.000464	0.000845	0.000550	0.000533	0.000498	-10439.031
330	0.002907	0.001613	0.010608	0.001783	0.003300	0.000464	0.000862	0.000550	0.000533	0.000488	-10459.088
332	0.002877	0.001596	0.011243	0.001764	0.003537	0.000443	0.000841	0.000543	0.000529	0.000491	-10435.002
334	0.002877	0.001596	0.011243	0.001764	0.004196	0.000443	0.000831	0.000543	0.000529	0.000496	-10412.676
336	0.002877	0.001596	0.010821	0.001764	0.004196	0.000443	0.000842	0.000543	0.000529	0.000490	-10396.891
338	0.002877	0.001596	0.010821	0.001764	0.003740	0.000443	0.000856	0.000543	0.000529	0.000482	-10396.153
340	0.002442	0.001355	0.009183	0.001497	0.003174	0.000285	0.000715	0.000461	0.000449	0.000415	-10425.102
342	0.002984	0.001655	0.011222	0.001830	0.003878	0.000348	0.000867	0.000563	0.000548	0.000512	-10418.515
344	0.002984	0.001789	0.011222	0.001830	0.003878	0.000348	0.000867	0.000563	0.000548	0.000512	-10430.047
346	0.002809	0.001685	0.010566	0.001723	0.003725	0.000328	0.000832	0.000530	0.000516	0.000473	-10432.045
348	0.002753	0.001651	0.010354	0.001311	0.003650	0.000390	0.000816	0.000519	0.000498	0.000463	-10430.580
350	0.002753	0.001651	0.010354	0.001311	0.003650	0.000390	0.000821	0.000519	0.000498	0.000460	-10436.887
352	0.002753	0.001651	0.010354	0.001311	0.003650	0.000433	0.000821	0.000519	0.000495	0.000460	-10429.922
354	0.002753	0.001651	0.010330	0.001311	0.003503	0.000589	0.000835	0.000519	0.000485	0.000452	-10395.106
356	0.002753	0.001651	0.010396	0.001954	0.003503	0.000476	0.000832	0.000519	0.000493	0.000454	-10407.767
358	0.002753	0.001651	0.010396	0.001954	0.003503	0.000366	0.000798	0.000519	0.000501	0.000473	-10408.519
360	0.002753	0.001651	0.010396	0.001398	0.003503	0.000366	0.000813	0.000519	0.000501	0.000464	-10411.636
362	0.003286	0.001970	0.012408	0.001668	0.004181	0.000582	0.000957	0.000620	0.000587	0.000562	-10424.738
364	0.002805	0.001682	0.010593	0.001424	0.003569	0.000402	0.000831	0.000529	0.000509	0.000472	-10424.159
366	0.002805	0.001682	0.010593	0.001424	0.003569	0.000789	0.000831	0.000529	0.000491	0.000472	-10415.875
368	0.002709	0.001624	0.010229	0.001375	0.003347	0.000647	0.001109	0.000511	0.000478	0.000449	-10415.923
370	0.002709	0.001624	0.010213	0.001375	0.003347	0.000637	0.001135	0.000511	0.000479	0.000439	-10420.608
372	0.002709	0.001624	0.010213	0.001375	0.003347	0.000807	0.001135	0.000511	0.000471	0.000439	-10422.383
374	0.002598	0.001558	0.009254	0.001319	0.003209	0.000849	0.001088	0.000490	0.000449	0.000421	-10395.397
376	0.002598	0.001558	0.009254	0.001319	0.003209	0.000799	0.001107	0.000490	0.000454	0.000414	-10393.869
378	0.002822	0.001692	0.010054	0.001433	0.004246	0.001102	0.001170	0.000532	0.000484	0.000462	-10403.608
380	0.002822	0.001692	0.010054	0.001433	0.004246	0.001428	0.000653	0.000532	0.000479	0.000469	-10390.115
382	0.003101	0.001859	0.011047	0.001574	0.005481	0.000938	0.000727	0.000584	0.000534	0.000508	-10398.200
384	0.002632	0.001320	0.009376	0.001336	0.004652	0.000796	0.000625	0.000496	0.000453	0.000426	-10401.115
386	0.002632	0.001320	0.010009	0.001336	0.004652	0.000805	0.000644	0.000496	0.000461	0.000413	-10398.180
388	0.002632	0.001600	0.010009	0.001336	0.004131	0.000980	0.000644	0.000500	0.000453	0.000413	-10430.222
390	0.002632	0.001600	0.010009	0.001336	0.004131	0.001197	0.000645	0.000500	0.000446	0.000413	-10413.669
392	0.002632	0.001600	0.010009	0.001336	0.004179	0.001197	0.001206	0.000507	0.000446	0.000421	-10411.607
394	0.002710	0.001647	0.010047	0.001376	0.004302	0.001267	0.001826	0.000522	0.000458	0.000434	-10407.021
396	0.002710	0.001647	0.010047	0.001376	0.004302	0.000898	0.001863	0.000522	0.000468	0.000425	-10426.608
398	0.003078	0.001871	0.011804	0.001563	0.005408	0.001232	0.002207	0.000593	0.000524	0.000463	-10427.902
400	0.003078	0.002274	0.011804	0.001563	0.006310	0.001903	0.002242	0.000593	0.000503	0.000456	-10405.366
402	0.002747	0.001753	0.010535	0.001395	0.005795	0.001193	0.001941	0.000529	0.000465	0.000419	-10417.761
404	0.002747	0.001200	0.010535	0.001395	0.005456	0.001193	0.001941	0.000529	0.000465	0.000419	-10406.008
406	0.002747	0.001200	0.010891	0.001395	0.005321	0.001092	0.002006	0.000530	0.000470	0.000406	-10420.444
408	0.002747	0.001200	0.010891	0.001395	0.004678	0.000964	0.001998	0.000539	0.000479	0.000407	-10419.901
410	0.002489	0.001087	0.009869	0.001264	0.004239	0.000822	0.001772	0.000488	0.000434	0.000377	-10421.812
412	0.002489	0.001087	0.009869	0.001264	0.004169	0.000877	0.002257	0.000489	0.000431	0.000380	-10430.866
414	0.002489	0.001087	0.009869	0.001264	0.004169	0.001261	0.002279	0.000489	0.000415	0.000377	-10414.407
416	0.002489	0.001087	0.010566	0.001264	0.004169	0.001542	0.002314	0.000489	0.000408	0.000371	-10437.372
418	0.002413	0.001054	0.010244	0.001225	0.003420	0.001265	0.002179	0.000474	0.000402	0.000370	-10420.450
420	0.002493	0.001089	0.010581	0.001266	0.003358	0.001543	0.002226	0.000493	0.000411	0.000387	-10420.872
422	0.002493	0.001089	0.010581	0.001266	0.003960	0.001188	0.001641	0.000493	0.000418	0.000393	-10414.812
424	0.002493	0.001089	0.010409	0.001266	0.003960	0.001188	0.001703	0.000493	0.000418	0.000379	-10414.933
426	0.002712	0.001185	0.011324	0.001377	0.005917	0.000953	0.002708	0.000526	0.000469	0.000403	-10423.014
428	0.002906	0.001269	0.012132	0.001475	0.006020	0.001183	0.002983	0.000563	0.000493	0.000420	-10414.376
430	0.002599	0.001135	0.010849	0.001319	0.005190	0.000993	0.002617	0.000506	0.000447	0.000383	-10398.296
432	0.002599	0.001135	0.010849	0.001319	0.005190	0.000891	0.002667	0.000506	0.000455	0.000376	-10405.414
434	0.002599	0.001135	0.010849	0.001319	0.005190	0.000947	0.002692	0.000506	0.000450	0.000372	-10403.449
436	0.002599	0.001135	0.010849	0.001319	0.004998	0.000986	0.002702	0.000508	0.000447	0.000371	-10412.705
438	0.002599	0.001135	0.010849	0.001319	0.004998	0.000803	0.002710	0.000508	0.000466	0.000370	-10419.351
440	0.002599	0.001135	0.010755	0.001319	0.004483	0.000928	0.002709	0.000514	0.000452	0.000370	-10427.784
442	0.002599	0.001135	0.010755	0.001319	0.004483	0.000821	0.002662	0.000514	0.000463	0.000377	-10438.147
444	0.002599	0.001135	0.010755	0.001319	0.004483	0.000702	0.002621	0.000514	0.000478	0.000382	-10418.613
446	0.002599	0.001135	0.010755	0.001319	0.004483	0.000741	0.002595	0.000514	0.000472	0.000386	-10409.871
448	0.002324	0.001015	0.009620	0.001180	0.003484	0.000664	0.002910	0.000465	0.000422	0.000345	-10412.217
450	0.002324	0.001015	0.009620	0.001180	0.003484	0.000804	0.002915	0.000465	0.000408	0.000345	-10407.252
452	0.002783	0.001216	0.011517	0.001413	0.004610	0.001040	0.002870	0.000549	0.000482	0.000428	-10387.974
454	0.002783	0.001216	0.011517	0.001413	0.004610	0.001102	0.002915	0.000549	0.000479	0.000422	-10385.506
456	0.002453	0.001071	0.009484	0.001245	0.004070	0.001067	0.002596	0.000484	0.000418	0.000368	-10403.215
458	0.002562	0.001071	0.009484	0.001245	0.004154	0.001104	0.002514	0.000482	0.000417	0.000380	-10406.036
460	0.002750	0.001071	0.009484	0.001245	0.004365	0.001278	0.002569	0.000485	0.000411	0.000372	-10394.927
462	0.002258	0.000880	0.007787	0.001022	0.003584	0.001228	0.001390	0.000398	0.000333	0.000312	-10383.759
464	0.002591	0.001009	0.008934	0.001173	0.004112	0.001129	0.001571	0.000457	0.000388	0.000363	-10397.224
466	0.002325	0.000906	0.008018	0.001053	0.003690	0.000960	0.000780	0.000410	0.000349	0.000319	-10384.578
468	0.002325	0.000906	0.008018	0.001053	0.004118	0.000960	0.001193	0.000404	0.000349	0.000326	-10389.998
470	0.002325	0.000906	0.009248	0.001053	0.004118	0.000938	0.001167	0.000404	0.000352	0.000333	-10390.012
472	0.002325	0.000906	0.009248	0.001053	0.004053	0.000701	0.000668	0.000405	0.000358	0.000344	-10390.833
