Gen	theta_1Jp	theta_2Me	theta_3MoN	theta_4MoS	theta_5Si	theta_6JpMeMoNMoSSi	theta_7JpMeMoNMoS	theta_8JpMeMoN	theta_9JpMe	tau_6JpMeMoNMoSSi	tau_7JpMeMoNMoS	tau_8JpMeMoN	tau_9JpMe	lnL
36	0.002305	0.000493	0.001530	0.007884	0.001122	0.006767	0.002358	0.005001	0.000581	0.000636	0.000463	0.000282	0.000222	-10441.432
38	0.001922	0.000411	0.000877	0.006574	0.000935	0.005642	0.001966	0.007167	0.000484	0.000530	0.000386	0.000214	0.000185	-10416.410
40	0.001830	0.000391	0.000835	0.006257	0.000890	0.005800	0.002505	0.006511	0.000461	0.000505	0.000367	0.000204	0.000176	-10408.193
42	0.001527	0.000327	0.000697	0.005310	0.000743	0.004840	0.002091	0.005433	0.000385	0.000421	0.000307	0.000170	0.000147	-10432.280
44	0.001798	0.000385	0.000820	0.006252	0.000875	0.005698	0.002462	0.005425	0.000449	0.000496	0.000361	0.000205	0.000175	-10422.989
46	0.001748	0.000374	0.000798	0.006081	0.000851	0.005542	0.002407	0.005276	0.000436	0.000482	0.000350	0.000200	0.000170	-10433.374
48	0.001784	0.000382	0.000814	0.006206	0.000868	0.005656	0.002457	0.004356	0.000440	0.000492	0.000358	0.000211	0.000176	-10423.695
50	0.001784	0.000382	0.000814	0.006206	0.000868	0.005226	0.001798	0.004356	0.000440	0.000492	0.000358	0.000211	0.000176	-10429.165
52	0.001784	0.000382	0.000814	0.006206	0.000868	0.005226	0.002290	0.004356	0.000440	0.000492	0.000358	0.000211	0.000176	-10440.328
54	0.001784	0.000382	0.000814	0.005675	0.000868	0.005226	0.002290	0.004356	0.000440	0.000492	0.000358	0.000211	0.000176	-10417.174
56	0.001566	0.000335	0.000715	0.004982	0.000762	0.004588	0.002010	0.003824	0.000386	0.000432	0.000314	0.000185	0.000154	-10453.901
58	0.001837	0.000393	0.000838	0.005843	0.000894	0.004522	0.002358	0.003844	0.000453	0.000507	0.000368	0.000223	0.000181	-10460.638
60	0.002031	0.000435	0.000927	0.006461	0.000988	0.005207	0.002607	0.005279	0.000501	0.000560	0.000407	0.000238	0.000200	-10465.903
62	0.001766	0.000378	0.000806	0.005615	0.000859	0.004526	0.002266	0.004828	0.000435	0.000487	0.000354	0.000205	0.000174	-10446.834
64	0.001766	0.000378	0.000806	0.005031	0.000859	0.005163	0.002266	0.004828	0.000435	0.000487	0.000354	0.000205	0.000174	-10448.088
66	0.001766	0.000378	0.000806	0.005031	0.000859	0.005163	0.002266	0.004828	0.000435	0.000487	0.000354	0.000205	0.000174	-10444.222
68	0.001951	0.000417	0.000891	0.006178	0.000949	0.005706	0.002504	0.005335	0.000481	0.000538	0.000391	0.000227	0.000192	-10428.529
70	0.001951	0.000417	0.001433	0.006178	0.000949	0.005706	0.002504	0.005335	0.000484	0.000538	0.000391	0.000227	0.000191	-10423.408
72	0.001951	0.000417	0.001433	0.006178	0.000949	0.005706	0.002504	0.005335	0.000484	0.000538	0.000391	0.000227	0.000191	-10438.293
74	0.002285	0.000489	0.001678	0.007995	0.001112	0.006682	0.002658	0.006270	0.000567	0.000630	0.000458	0.000265	0.000224	-10433.240
76	0.002371	0.000507	0.001741	0.008756	0.001153	0.006933	0.002308	0.006506	0.000593	0.000654	0.000514	0.000275	0.000230	-10416.315
78	0.002371	0.000507	0.001741	0.008756	0.001153	0.006933	0.002308	0.006057	0.000593	0.000654	0.000514	0.000275	0.000230	-10423.719
80	0.002201	0.000471	0.001616	0.009152	0.001071	0.006436	0.002143	0.005911	0.000572	0.000607	0.000477	0.000256	0.000206	-10426.797
82	0.002471	0.000529	0.001815	0.009799	0.001202	0.007227	0.002464	0.005542	0.001111	0.000682	0.000530	0.000298	0.000231	-10407.247
84	0.002168	0.000464	0.001592	0.008598	0.001055	0.006341	0.002162	0.004596	0.000975	0.000598	0.000465	0.000262	0.000203	-10451.407
86	0.002602	0.000663	0.001910	0.010316	0.001266	0.007608	0.002594	0.005514	0.001170	0.000718	0.000558	0.000314	0.000243	-10418.628
88	0.002602	0.000663	0.001910	0.010316	0.001266	0.007608	0.002060	0.005514	0.001170	0.000718	0.000558	0.000314	0.000243	-10402.957
90	0.002602	0.000663	0.001910	0.010316	0.001266	0.007944	0.002060	0.005514	0.001135	0.000718	0.000558	0.000314	0.000251	-10411.502
92	0.002602	0.000663	0.001910	0.010316	0.001266	0.007944	0.002482	0.005514	0.001163	0.000718	0.000516	0.000314	0.000245	-10410.503
94	0.002635	0.000672	0.002477	0.010944	0.001282	0.008045	0.001861	0.004653	0.001177	0.000727	0.000595	0.000318	0.000248	-10414.257
96	0.002635	0.000672	0.002477	0.010944	0.001282	0.006592	0.001861	0.005309	0.001177	0.000754	0.000595	0.000318	0.000248	-10397.378
98	0.002635	0.000672	0.002477	0.010944	0.001282	0.006932	0.001861	0.005309	0.001177	0.000754	0.000595	0.000318	0.000248	-10393.904
100	0.002635	0.000672	0.002477	0.010944	0.001282	0.006932	0.001771	0.005850	0.001177	0.000754	0.000595	0.000318	0.000248	-10404.902
102	0.002635	0.000672	0.002477	0.010944	0.001469	0.007601	0.001771	0.005850	0.001177	0.000754	0.000595	0.000318	0.000248	-10442.632
104	0.002325	0.000593	0.002185	0.009656	0.001296	0.006706	0.001690	0.005161	0.001039	0.000665	0.000506	0.000280	0.000219	-10444.912
106	0.002325	0.000593	0.002185	0.009656	0.001296	0.006706	0.001690	0.005161	0.001039	0.000665	0.000506	0.000280	0.000219	-10446.444
108	0.002087	0.000532	0.001961	0.008668	0.001164	0.005549	0.001517	0.004633	0.000932	0.000597	0.000455	0.000252	0.000196	-10423.057
110	0.001957	0.000499	0.001840	0.008129	0.001092	0.005657	0.001403	0.004345	0.000875	0.000560	0.000429	0.000236	0.000184	-10422.460
112	0.001957	0.000499	0.001840	0.008129	0.001092	0.006146	0.001403	0.003273	0.000875	0.000560	0.000429	0.000253	0.000184	-10415.285
114	0.002333	0.000595	0.002193	0.010271	0.001301	0.007326	0.001437	0.003901	0.000965	0.000668	0.000546	0.000302	0.000237	-10426.667
116	0.002333	0.000595	0.002785	0.010271	0.001301	0.007326	0.001437	0.003524	0.000965	0.000668	0.000546	0.000302	0.000237	-10437.470
118	0.002333	0.000595	0.002785	0.010271	0.001301	0.007326	0.001437	0.003376	0.000881	0.000668	0.000546	0.000304	0.000260	-10434.069
120	0.002152	0.000548	0.002569	0.009472	0.001200	0.006756	0.001325	0.002646	0.000812	0.000616	0.000503	0.000280	0.000240	-10421.943
122	0.002010	0.000512	0.001713	0.008850	0.001121	0.006815	0.001238	0.002472	0.000800	0.000575	0.000470	0.000262	0.000212	-10417.512
124	0.002010	0.000512	0.001713	0.008887	0.001121	0.006815	0.001238	0.002472	0.000800	0.000575	0.000470	0.000262	0.000212	-10402.130
126	0.002355	0.000600	0.002007	0.010956	0.001313	0.007983	0.001450	0.002896	0.000910	0.000674	0.000551	0.000306	0.000256	-10400.384
128	0.002355	0.000447	0.002007	0.010956	0.001313	0.007713	0.001587	0.002896	0.000878	0.000674	0.000530	0.000306	0.000266	-10414.852
130	0.002462	0.000467	0.002098	0.011953	0.001373	0.008063	0.001659	0.003516	0.000478	0.000704	0.000554	0.000314	0.000283	-10414.444
132	0.002462	0.000467	0.002098	0.013043	0.001373	0.008657	0.001659	0.002772	0.000478	0.000704	0.000554	0.000314	0.000283	-10430.107
134	0.002314	0.000439	0.001972	0.012262	0.001291	0.008175	0.001560	0.002606	0.000457	0.000662	0.000521	0.000296	0.000262	-10422.132
136	0.002184	0.000370	0.001660	0.010887	0.001087	0.006882	0.001313	0.002194	0.000385	0.000557	0.000438	0.000249	0.000220	-10408.397
138	0.002478	0.000420	0.001884	0.012014	0.001233	0.007611	0.001490	0.002490	0.000439	0.000636	0.000497	0.000282	0.000249	-10421.488
140	0.002478	0.000420	0.001884	0.012014	0.001233	0.007611	0.001490	0.002490	0.000439	0.000636	0.000497	0.000282	0.000249	-10397.398
142	0.002478	0.000420	0.001884	0.012014	0.001233	0.007611	0.001490	0.002490	0.000431	0.000636	0.000497	0.000282	0.000253	-10387.345
144	0.002478	0.000420	0.001884	0.011440	0.001233	0.007611	0.001490	0.002490	0.000431	0.000636	0.000497	0.000282	0.000253	-10417.226
146	0.002478	0.000420	0.001884	0.011440	0.001233	0.007611	0.001490	0.003017	0.000431	0.000636	0.000497	0.000282	0.000253	-10408.634
148	0.002224	0.000420	0.001884	0.011440	0.001233	0.008360	0.001490	0.003017	0.000443	0.000636	0.000497	0.000282	0.000247	-10426.896
150	0.002224	0.000420	0.001884	0.011440	0.001233	0.007763	0.001490	0.003017	0.000443	0.000636	0.000497	0.000282	0.000247	-10425.211
152	0.002224	0.000420	0.001884	0.011440	0.001233	0.007763	0.001490	0.003017	0.000443	0.000636	0.000497	0.000282	0.000247	-10417.058
154	0.002493	0.000471	0.002113	0.013940	0.001383	0.008780	0.001671	0.002987	0.000496	0.000712	0.000558	0.000328	0.000277	-10415.082
156	0.002242	0.000423	0.001900	0.012533	0.001243	0.007895	0.001503	0.002685	0.000446	0.000640	0.000502	0.000295	0.000249	-10430.523
158	0.002242	0.000423	0.001900	0.013225	0.001243	0.007895	0.001503	0.002685	0.000446	0.000640	0.000502	0.000295	0.000249	-10437.907
160	0.002098	0.000396	0.001778	0.012379	0.001164	0.007389	0.001164	0.002803	0.000418	0.000599	0.000469	0.000272	0.000233	-10414.369
162	0.002098	0.000396	0.001778	0.012379	0.001164	0.007243	0.000990	0.002859	0.000418	0.000599	0.000504	0.000271	0.000233	-10427.690
164	0.002098	0.000396	0.001778	0.011399	0.001164	0.007756	0.000990	0.003182	0.000418	0.000599	0.000504	0.000271	0.000233	-10422.303
166	0.002167	0.000409	0.001836	0.011771	0.001202	0.008785	0.001382	0.003285	0.000431	0.000619	0.000458	0.000280	0.000240	-10415.837
168	0.002164	0.000408	0.001833	0.011755	0.001200	0.008812	0.001624	0.003281	0.000425	0.000618	0.000457	0.000280	0.000243	-10432.956
170	0.001980	0.000374	0.001678	0.010758	0.001098	0.007617	0.001486	0.002824	0.000420	0.000565	0.000419	0.000258	0.000206	-10416.026
172	0.001980	0.000374	0.001678	0.010758	0.001589	0.007617	0.001486	0.002824	0.000432	0.000565	0.000419	0.000258	0.000200	-10406.185
174	0.001879	0.000355	0.001592	0.010208	0.001507	0.007228	0.001410	0.002680	0.000410	0.000537	0.000397	0.000245	0.000190	-10433.384
176	0.001942	0.000367	0.001645	0.010548	0.001098	0.008018	0.001457	0.002769	0.000802	0.000554	0.000411	0.000253	0.000196	-10400.050
178	0.002025	0.000382	0.001716	0.011000	0.001145	0.007714	0.001520	0.002888	0.000837	0.000578	0.000428	0.000264	0.000205	-10401.587
180	0.002011	0.000380	0.001704	0.010927	0.001138	0.007663	0.001510	0.003356	0.000831	0.000574	0.000425	0.000262	0.000203	-10405.446
182	0.002011	0.000380	0.002285	0.010927	0.001138	0.008378	0.001381	0.002250	0.000831	0.000574	0.000440	0.000262	0.000203	-10375.884
184	0.002046	0.000500	0.002622	0.010499	0.001157	0.008471	0.001405	0.002722	0.000846	0.000584	0.000448	0.000267	0.000207	-10386.255
186	0.002046	0.000500	0.002622	0.011497	0.001157	0.007971	0.001405	0.002722	0.000846	0.000584	0.000448	0.000267	0.000207	-10383.754
188	0.001883	0.000461	0.002413	0.011154	0.001065	0.006946	0.001294	0.002505	0.000778	0.000538	0.000412	0.000245	0.000190	-10374.243
190	0.001883	0.000461	0.002413	0.011345	0.001065	0.006946	0.001080	0.003011	0.000778	0.000538	0.000445	0.000236	0.000190	-10398.260
192	0.001738	0.000425	0.002228	0.010472	0.000983	0.006412	0.000968	0.002780	0.001378	0.000496	0.000417	0.000218	0.000171	-10379.254
194	0.002030	0.000497	0.003213	0.011972	0.001148	0.007487	0.001131	0.003535	0.000958	0.000580	0.000487	0.000255	0.000200	-10406.094
196	0.002155	0.000527	0.003411	0.012712	0.001219	0.007950	0.001033	0.003753	0.001017	0.000616	0.000517	0.000270	0.000212	-10388.906
198	0.001790	0.000438	0.002832	0.009996	0.001012	0.006600	0.000858	0.003116	0.000844	0.000511	0.000429	0.000224	0.000176	-10392.645
200	0.001790	0.000438	0.002363	0.009996	0.001012	0.006600	0.000858	0.003116	0.000844	0.000511	0.000429	0.000224	0.000176	-10390.893
202	0.001876	0.000470	0.002478	0.010798	0.001061	0.006920	0.000899	0.002812	0.000831	0.000536	0.000450	0.000235	0.000197	-10417.188
204	0.001876	0.000470	0.002478	0.010798	0.001059	0.006920	0.000899	0.002812	0.000362	0.000536	0.000450	0.000235	0.000216	-10403.850
206	0.001862	0.000467	0.002459	0.010715	0.001051	0.006867	0.000893	0.002791	0.000359	0.000532	0.000446	0.000233	0.000215	-10426.958
208	0.001862	0.000467	0.002164	0.010715	0.001051	0.006530	0.000893	0.002759	0.000359	0.000532	0.000446	0.000234	0.000215	-10410.367
210	0.002186	0.000467	0.002164	0.010715	0.000984	0.006530	0.000893	0.002759	0.000359	0.000532	0.000446	0.000234	0.000215	-10426.928
212	0.002186	0.000467	0.001995	0.010715	0.000984	0.006530	0.000893	0.002759	0.000359	0.000532	0.000446	0.000234	0.000215	-10432.304
214	0.002186	0.000467	0.001995	0.010261	0.000984	0.006530	0.000893	0.002759	0.000359	0.000532	0.000446	0.000234	0.000215	-10409.598
216	0.002186	0.000467	0.001995	0.010261	0.000984	0.007012	0.000893	0.002759	0.000360	0.000532	0.000446	0.000234	0.000214	-10432.892
218	0.002186	0.000467	0.001995	0.010261	0.000984	0.007012	0.000893	0.002759	0.000360	0.000532	0.000446	0.000234	0.000214	-10443.956
220	0.002008	0.000429	0.001833	0.009428	0.000904	0.006442	0.000820	0.002535	0.000330	0.000488	0.000410	0.000215	0.000197	-10410.063
222	0.002206	0.000471	0.002013	0.010356	0.000993	0.006603	0.000901	0.002784	0.000363	0.000537	0.000451	0.000236	0.000216	-10404.326
224	0.002206	0.000471	0.002013	0.010356	0.000993	0.006603	0.000901	0.003197	0.000363	0.000537	0.000451	0.000236	0.000216	-10393.763
226	0.002206	0.000471	0.002647	0.011182	0.000993	0.006843	0.000901	0.003197	0.000363	0.000537	0.000451	0.000236	0.000216	-10398.210
228	0.001924	0.000411	0.002309	0.009753	0.000866	0.005968	0.000776	0.002789	0.000317	0.000468	0.000393	0.000206	0.000188	-10395.486
230	0.002224	0.000475	0.002669	0.011272	0.001001	0.006898	0.000896	0.003223	0.000366	0.000541	0.000454	0.000238	0.000218	-10416.894
232	0.002224	0.000475	0.002669	0.011272	0.001001	0.006898	0.000896	0.003223	0.000366	0.000541	0.000454	0.000238	0.000218	-10435.219
234	0.001853	0.000396	0.002224	0.009394	0.000834	0.005749	0.000747	0.002686	0.000305	0.000451	0.000379	0.000198	0.000182	-10437.597
236	0.002157	0.000461	0.001987	0.010933	0.000971	0.006691	0.000869	0.003126	0.000355	0.000525	0.000441	0.000231	0.000211	-10432.201
238	0.002320	0.000495	0.002137	0.011759	0.001044	0.007686	0.000935	0.003523	0.000382	0.000564	0.000474	0.000248	0.000227	-10405.594
240	0.002320	0.000495	0.002137	0.011759	0.001044	0.007686	0.000935	0.003523	0.000382	0.000564	0.000474	0.000248	0.000227	-10432.544
242	0.002320	0.000495	0.002137	0.011196	0.001044	0.007686	0.000935	0.003523	0.000382	0.000564	0.000474	0.000248	0.000227	-10433.421
244	0.002320	0.000495	0.001898	0.011196	0.001044	0.007686	0.000935	0.003523	0.000382	0.000564	0.000474	0.000248	0.000227	-10412.348
246	0.001923	0.000411	0.001573	0.009281	0.000866	0.006371	0.000775	0.002920	0.000316	0.000468	0.000393	0.000206	0.000188	-10398.266
248	0.002278	0.000486	0.001863	0.010993	0.001025	0.007009	0.000955	0.003459	0.000375	0.000554	0.000465	0.000243	0.000223	-10408.576
250	0.002278	0.000486	0.001863	0.010993	0.001025	0.007009	0.000955	0.003459	0.000375	0.000554	0.000465	0.000243	0.000223	-10415.297
252	0.002278	0.000486	0.001863	0.010821	0.001025	0.007009	0.000955	0.003424	0.000375	0.000554	0.000465	0.000243	0.000223	-10422.843
254	0.002366	0.000505	0.001935	0.011239	0.001065	0.007280	0.000992	0.003556	0.000389	0.000575	0.000483	0.000253	0.000232	-10427.756
256	0.002366	0.000505	0.001935	0.011239	0.001065	0.007280	0.000992	0.003556	0.000402	0.000575	0.000483	0.000253	0.000225	-10420.775
258	0.002159	0.000461	0.001268	0.010258	0.000972	0.006645	0.000905	0.003246	0.000366	0.000525	0.000441	0.000231	0.000205	-10440.500
260	0.002159	0.000461	0.001268	0.009671	0.000972	0.005970	0.000905	0.003246	0.000366	0.000525	0.000441	0.000231	0.000205	-10412.383
262	0.001947	0.000416	0.001717	0.008721	0.000877	0.005384	0.000816	0.002927	0.000328	0.000474	0.000398	0.000208	0.000186	-10430.363
264	0.001947	0.000416	0.001717	0.008721	0.000877	0.006057	0.000816	0.002927	0.000328	0.000474	0.000398	0.000208	0.000186	-10430.857
266	0.002118	0.000452	0.001868	0.009488	0.000954	0.006589	0.000888	0.003184	0.000357	0.000515	0.000433	0.000226	0.000203	-10404.022
268	0.002118	0.000452	0.001868	0.009488	0.000954	0.007082	0.000888	0.003184	0.000357	0.000515	0.000433	0.000226	0.000203	-10401.594
270	0.002118	0.000452	0.001696	0.008845	0.000954	0.007082	0.000888	0.003184	0.000357	0.000515	0.000433	0.000226	0.000203	-10411.859
272	0.002118	0.000452	0.001696	0.008845	0.000954	0.007566	0.000888	0.003184	0.000357	0.000515	0.000433	0.000226	0.000203	-10405.623
274	0.001885	0.000403	0.001509	0.007872	0.000849	0.005544	0.000790	0.002834	0.000317	0.000459	0.000385	0.000202	0.000180	-10409.127
276	0.001891	0.000404	0.001514	0.007894	0.000851	0.005183	0.000793	0.002842	0.000318	0.000460	0.000386	0.000202	0.000181	-10420.785
278	0.001891	0.000404	0.001514	0.007894	0.000851	0.005560	0.000793	0.002842	0.000318	0.000460	0.000386	0.000202	0.000181	-10419.608
280	0.001891	0.000404	0.001514	0.007894	0.000851	0.005485	0.000793	0.002842	0.000199	0.000460	0.000386	0.000202	0.000181	-10405.886
282	0.002118	0.000452	0.001696	0.008472	0.000953	0.006144	0.000888	0.002790	0.000223	0.000515	0.000433	0.000230	0.000203	-10405.970
284	0.002118	0.000452	0.001696	0.008536	0.000953	0.006144	0.000888	0.002941	0.000223	0.000515	0.000433	0.000228	0.000203	-10428.225
286	0.002437	0.000520	0.001951	0.009566	0.001097	0.007069	0.001021	0.003384	0.000251	0.000593	0.000498	0.000263	0.000238	-10432.544
288	0.002437	0.000520	0.001951	0.009566	0.001097	0.007069	0.001021	0.003384	0.000251	0.000593	0.000498	0.000263	0.000238	-10422.890
290	0.002437	0.000520	0.001951	0.009566	0.001097	0.006617	0.001021	0.002853	0.000251	0.000593	0.000498	0.000263	0.000238	-10414.003
292	0.002734	0.000584	0.002189	0.010734	0.001231	0.007891	0.001146	0.003201	0.000286	0.000665	0.000558	0.000295	0.000264	-10436.696
294	0.002726	0.000577	0.002183	0.011258	0.001227	0.007247	0.001143	0.003192	0.000285	0.000663	0.000557	0.000294	0.000263	-10440.096
296	0.002583	0.000546	0.002068	0.010664	0.001163	0.006864	0.001083	0.002831	0.000270	0.000628	0.000527	0.000280	0.000249	-10416.181
298	0.003006	0.000636	0.002407	0.012413	0.001353	0.007989	0.001923	0.003295	0.000307	0.000731	0.000515	0.000326	0.000296	-10417.315
300	0.003006	0.000636	0.002010	0.012419	0.001353	0.007989	0.001923	0.003295	0.000307	0.000731	0.000515	0.000326	0.000296	-10432.583
302	0.002810	0.000594	0.001878	0.011609	0.001265	0.006988	0.001798	0.003080	0.000287	0.000684	0.000481	0.000305	0.000277	-10432.597
304	0.002810	0.000594	0.001878	0.011609	0.001106	0.006988	0.002043	0.003080	0.000287	0.000684	0.000460	0.000305	0.000277	-10438.540
306	0.002810	0.000594	0.001878	0.011609	0.001106	0.006988	0.002043	0.003080	0.000287	0.000684	0.000460	0.000305	0.000277	-10441.178
308	0.002810	0.000594	0.001878	0.012058	0.001106	0.008381	0.002043	0.003080	0.000287	0.000646	0.000460	0.000305	0.000277	-10425.927
310	0.003370	0.000594	0.001878	0.012058	0.001106	0.008381	0.002043	0.003080	0.000287	0.000646	0.000460	0.000305	0.000277	-10445.061
312	0.003015	0.000594	0.001878	0.012275	0.001106	0.008381	0.002043	0.003569	0.000287	0.000646	0.000460	0.000305	0.000277	-10428.722
314	0.003752	0.000637	0.002014	0.013160	0.001186	0.008986	0.002047	0.003826	0.000308	0.000693	0.000505	0.000327	0.000297	-10437.262
316	0.003406	0.000637	0.002014	0.013160	0.001186	0.008653	0.002047	0.003826	0.000308	0.000693	0.000505	0.000327	0.000297	-10414.514
318	0.003093	0.000578	0.001829	0.011951	0.001077	0.007857	0.001859	0.003475	0.000268	0.000629	0.000459	0.000297	0.000281	-10456.473
320	0.003805	0.000679	0.002147	0.014026	0.001264	0.009222	0.002181	0.004078	0.000315	0.000739	0.000538	0.000349	0.000330	-10435.381
322	0.003805	0.000679	0.002147	0.014026	0.001264	0.008959	0.002554	0.004365	0.000318	0.000739	0.000550	0.000349	0.000327	-10455.215
324	0.003805	0.000679	0.002147	0.014026	0.001264	0.008495	0.002554	0.004365	0.000318	0.000739	0.000550	0.000349	0.000327	-10432.597
326	0.003254	0.000581	0.002065	0.011501	0.001081	0.007265	0.002184	0.003733	0.000272	0.000632	0.000471	0.000298	0.000279	-10406.008
328	0.003254	0.000581	0.001990	0.011501	0.001081	0.007265	0.002184	0.003733	0.000272	0.000632	0.000471	0.000298	0.000279	-10413.322
330	0.003760	0.000671	0.002300	0.013238	0.001249	0.008396	0.002524	0.004122	0.000314	0.000730	0.000544	0.000345	0.000323	-10412.457
332	0.003760	0.000671	0.002300	0.013238	0.001249	0.008219	0.002524	0.004122	0.000314	0.000734	0.000544	0.000345	0.000323	-10409.164
334	0.003760	0.000671	0.002786	0.012837	0.001249	0.007660	0.002524	0.004122	0.000314	0.000734	0.000544	0.000345	0.000323	-10390.910
336	0.003200	0.000601	0.002494	0.011491	0.001118	0.006365	0.002298	0.003690	0.000281	0.000657	0.000484	0.000308	0.000289	-10393.314
338	0.003200	0.000601	0.002494	0.011765	0.001118	0.006365	0.002298	0.003248	0.000281	0.000657	0.000484	0.000308	0.000289	-10408.213
340	0.003200	0.000601	0.002494	0.011765	0.001118	0.006365	0.002298	0.003521	0.000281	0.000657	0.000484	0.000308	0.000289	-10418.627
342	0.003607	0.000677	0.002811	0.013261	0.001260	0.007174	0.002590	0.003969	0.000317	0.000741	0.000545	0.000348	0.000326	-10402.455
344	0.003901	0.000732	0.003477	0.014340	0.001363	0.008345	0.002801	0.004292	0.000343	0.000801	0.000590	0.000376	0.000352	-10426.882
346	0.003901	0.000732	0.003770	0.014466	0.001786	0.007788	0.002801	0.004292	0.000343	0.000801	0.000590	0.000376	0.000352	-10435.279
348	0.003623	0.000680	0.003501	0.013434	0.001658	0.007232	0.002912	0.003557	0.000318	0.000744	0.000548	0.000349	0.000327	-10414.560
350	0.004136	0.000776	0.003997	0.016400	0.001893	0.008257	0.003325	0.004061	0.000363	0.000849	0.000625	0.000399	0.000373	-10443.101
352	0.003830	0.000719	0.003701	0.015186	0.001753	0.007646	0.003079	0.003172	0.000284	0.000786	0.000579	0.000369	0.000346	-10428.770
354	0.003830	0.000719	0.003701	0.015186	0.001753	0.007270	0.003079	0.003172	0.000284	0.000786	0.000579	0.000369	0.000346	-10429.274
356	0.003830	0.000719	0.003701	0.015186	0.001753	0.007270	0.003079	0.003172	0.000284	0.000786	0.000579	0.000369	0.000346	-10422.807
358	0.003141	0.000590	0.003036	0.012456	0.001438	0.005963	0.002526	0.002602	0.000233	0.000645	0.000475	0.000303	0.000284	-10401.868
360	0.002704	0.000508	0.002614	0.010723	0.001238	0.005134	0.002174	0.002532	0.000201	0.000555	0.000409	0.000261	0.000244	-10419.971
362	0.002960	0.000555	0.002359	0.011736	0.001355	0.005618	0.002266	0.002772	0.000220	0.000608	0.000456	0.000285	0.000267	-10410.496
364	0.002960	0.000555	0.002359	0.011736	0.001355	0.005618	0.002266	0.002772	0.000220	0.000608	0.000456	0.000285	0.000267	-10425.890
366	0.002568	0.000274	0.002047	0.010184	0.001176	0.005090	0.001966	0.002405	0.000191	0.000527	0.000395	0.000248	0.000232	-10422.413
368	0.002891	0.000308	0.002304	0.011820	0.001323	0.005730	0.002213	0.002707	0.000387	0.000594	0.000445	0.000279	0.000261	-10390.066
370	0.002891	0.000308	0.002304	0.011820	0.001323	0.005592	0.002213	0.001706	0.000387	0.000594	0.000445	0.000285	0.000261	-10405.339
372	0.003107	0.000331	0.002477	0.012704	0.001422	0.005539	0.002379	0.001833	0.000416	0.000638	0.000478	0.000306	0.000281	-10407.859
374	0.002669	0.000284	0.002514	0.010911	0.001222	0.004812	0.002043	0.001575	0.000357	0.000548	0.000411	0.000263	0.000241	-10394.763
