Gen	theta_1JpMe	theta_2MoN	theta_3MoS	theta_4Si	theta_5JpMeMoNMoSSi	theta_6JpMeMoNMoS	theta_7JpMeMoN	tau_5JpMeMoNMoSSi	tau_6JpMeMoNMoS	tau_7JpMeMoN	lnL
2	0.003147	0.001804	0.015082	0.001311	0.005085	0.001794	0.002328	0.000941	0.000571	0.000312	-10426.754
4	0.003626	0.002079	0.017378	0.001511	0.005257	0.002283	0.002458	0.001133	0.000633	0.000392	-10432.937
6	0.003056	0.001752	0.014646	0.001273	0.004996	0.001617	0.002072	0.000907	0.000572	0.000330	-10446.293
8	0.003056	0.001752	0.014646	0.001273	0.004319	0.001381	0.002072	0.000960	0.000613	0.000330	-10462.365
10	0.003056	0.001752	0.014646	0.001273	0.005479	0.001696	0.002072	0.001000	0.000560	0.000330	-10459.993
12	0.003056	0.001752	0.014646	0.001273	0.004981	0.001696	0.002072	0.001044	0.000560	0.000330	-10484.122
14	0.003323	0.001905	0.018276	0.001385	0.008370	0.001555	0.002253	0.001080	0.000656	0.000359	-10429.824
16	0.003323	0.001905	0.018276	0.001385	0.008370	0.001555	0.002253	0.001080	0.000656	0.000359	-10450.291
18	0.003323	0.001905	0.016223	0.001385	0.007490	0.001791	0.002253	0.001130	0.000617	0.000359	-10431.240
20	0.003883	0.002226	0.021957	0.001618	0.009144	0.002092	0.002775	0.001295	0.000721	0.000398	-10446.296
22	0.003573	0.003712	0.020204	0.001489	0.008413	0.001792	0.002553	0.001192	0.000685	0.000367	-10424.049
24	0.003126	0.003248	0.017678	0.001303	0.006434	0.001568	0.002234	0.000999	0.000600	0.000321	-10464.584
26	0.003372	0.003503	0.015800	0.001405	0.006085	0.001991	0.002410	0.001137	0.000601	0.000346	-10474.005
28	0.003168	0.003087	0.014844	0.001320	0.008168	0.002249	0.002264	0.001041	0.000525	0.000325	-10433.714
30	0.002688	0.002619	0.012597	0.001120	0.005856	0.001683	0.001921	0.000964	0.000468	0.000276	-10438.442
32	0.002688	0.002619	0.012597	0.001120	0.005856	0.001683	0.001921	0.000964	0.000468	0.000276	-10451.195
34	0.002688	0.002619	0.012597	0.001120	0.005856	0.002136	0.001921	0.000964	0.000427	0.000276	-10443.095
36	0.002951	0.002876	0.013829	0.001230	0.005952	0.002345	0.002109	0.001105	0.000469	0.000303	-10441.040
38	0.002550	0.002485	0.011948	0.001063	0.005504	0.002026	0.001703	0.000919	0.000405	0.000280	-10453.811
40	0.003308	0.003223	0.015501	0.001378	0.007711	0.001896	0.002427	0.001147	0.000589	0.000330	-10434.928
42	0.003308	0.003223	0.015501	0.001378	0.006873	0.002395	0.002740	0.001147	0.000534	0.000293	-10399.514
44	0.003136	0.003056	0.016062	0.001307	0.006362	0.001837	0.002375	0.001101	0.000554	0.000303	-10421.809
46	0.003682	0.003588	0.018860	0.001534	0.007584	0.002157	0.002789	0.001293	0.000651	0.000356	-10448.283
48	0.003340	0.003255	0.017110	0.001392	0.008867	0.001691	0.002530	0.001194	0.000632	0.000323	-10429.263
50	0.003182	0.003100	0.016297	0.001326	0.008641	0.001391	0.002410	0.001126	0.000649	0.000308	-10416.262
52	0.003564	0.003473	0.018256	0.001485	0.009679	0.001483	0.002700	0.001261	0.000746	0.000345	-10446.979
54	0.003564	0.003473	0.018256	0.001485	0.009679	0.001643	0.002700	0.001261	0.000707	0.000345	-10426.651
56	0.003564	0.003473	0.018256	0.001485	0.009470	0.001538	0.002436	0.001273	0.000732	0.000382	-10431.465
58	0.003185	0.003104	0.016316	0.001327	0.006408	0.001391	0.002114	0.001185	0.000650	0.000352	-10445.890
