Gen	theta_1Jp	theta_2Me	theta_3MoN	theta_4MoS	theta_5Si	theta_6JpMeMoNMoSSi	theta_7JpMeMoNMoS	theta_8JpMeMoN	theta_9JpMe	tau_6JpMeMoNMoSSi	tau_7JpMeMoNMoS	tau_8JpMeMoN	tau_9JpMe	lnL
76	0.002130	0.000476	0.003738	0.009068	0.001614	0.005035	0.002428	0.000586	0.000251	0.000965	0.000449	0.000436	0.000432	-10431.115
78	0.002130	0.000476	0.003738	0.009068	0.001614	0.004785	0.002428	0.000586	0.000251	0.000991	0.000449	0.000436	0.000432	-10440.891
80	0.001879	0.000420	0.003299	0.008002	0.001425	0.004463	0.002142	0.000517	0.000221	0.000849	0.000396	0.000385	0.000381	-10460.700
82	0.001820	0.000407	0.003948	0.007750	0.001380	0.004263	0.002075	0.000501	0.000214	0.000828	0.000384	0.000373	0.000369	-10451.916
84	0.001820	0.000407	0.003948	0.007750	0.001380	0.004263	0.002075	0.000501	0.000214	0.000828	0.000384	0.000373	0.000369	-10440.336
86	0.002073	0.000464	0.004151	0.008824	0.001571	0.004854	0.002362	0.000570	0.000244	0.000943	0.000437	0.000424	0.000421	-10433.962
88	0.002417	0.000541	0.004841	0.010291	0.001832	0.006010	0.002755	0.002327	0.000284	0.001066	0.000510	0.000492	0.000491	-10448.059
90	0.002417	0.000541	0.004841	0.010291	0.001544	0.006938	0.002755	0.002327	0.000192	0.001011	0.000510	0.000492	0.000491	-10460.337
92	0.002145	0.000480	0.003528	0.009377	0.001371	0.005414	0.002445	0.002065	0.000708	0.000932	0.000452	0.000436	0.000435	-10423.699
94	0.002145	0.000480	0.003528	0.008734	0.001371	0.005167	0.002397	0.001488	0.001165	0.000955	0.000453	0.000436	0.000435	-10440.655
96	0.002095	0.000469	0.003446	0.008530	0.001339	0.005548	0.002341	0.000941	0.001138	0.000888	0.000442	0.000427	0.000425	-10424.313
98	0.002095	0.000469	0.003446	0.007876	0.001339	0.005286	0.002341	0.000941	0.001137	0.000910	0.000442	0.000427	0.000425	-10466.120
100	0.002095	0.000469	0.003446	0.007876	0.001339	0.005463	0.002341	0.000941	0.000431	0.000895	0.000442	0.000427	0.000425	-10438.152
102	0.002095	0.000469	0.003446	0.008248	0.001339	0.005941	0.002341	0.000941	0.000431	0.000859	0.000442	0.000427	0.000425	-10437.493
104	0.002095	0.000469	0.002688	0.008248	0.001339	0.005043	0.002485	0.001115	0.000283	0.000920	0.000441	0.000427	0.000425	-10447.943
106	0.002124	0.000543	0.003117	0.009316	0.001553	0.005509	0.002530	0.001444	0.000329	0.001101	0.000512	0.000495	0.000493	-10450.941
108	0.002054	0.000543	0.003117	0.009316	0.001553	0.005555	0.002980	0.001444	0.000496	0.001096	0.000512	0.000495	0.000493	-10455.600
110	0.001801	0.000477	0.002734	0.008139	0.001362	0.005094	0.002613	0.001266	0.000435	0.000939	0.000449	0.000434	0.000433	-10456.997
112	0.001801	0.000477	0.002734	0.008139	0.001654	0.004723	0.002613	0.000488	0.000435	0.000978	0.000449	0.000436	0.000433	-10462.550
114	0.001801	0.000477	0.002734	0.008139	0.001654	0.004965	0.002717	0.000488	0.000435	0.000952	0.000449	0.000436	0.000433	-10444.431
116	0.001801	0.000477	0.002734	0.008139	0.001654	0.004784	0.002717	0.000598	0.000436	0.000971	0.000449	0.000436	0.000432	-10430.795
118	0.001977	0.000523	0.003247	0.008930	0.001815	0.005521	0.002981	0.000558	0.000479	0.001037	0.000492	0.000479	0.000474	-10407.950
120	0.001969	0.000521	0.002789	0.009415	0.001808	0.005150	0.002970	0.000302	0.000477	0.001070	0.000490	0.000481	0.000472	-10424.256
122	0.001749	0.000463	0.002477	0.008362	0.001606	0.005263	0.002638	0.000319	0.000425	0.000883	0.000436	0.000423	0.000418	-10404.840
124	0.001749	0.000463	0.002129	0.009595	0.001606	0.005194	0.002638	0.000311	0.000425	0.000889	0.000436	0.000423	0.000418	-10424.959
126	0.001749	0.000463	0.002456	0.009595	0.001606	0.005580	0.002638	0.000379	0.000425	0.000858	0.000436	0.000422	0.000418	-10413.616
128	0.001628	0.000431	0.002286	0.008932	0.001495	0.004537	0.002456	0.000228	0.000580	0.000855	0.000405	0.000395	0.000389	-10430.575
130	0.001984	0.000525	0.002786	0.010886	0.001822	0.005529	0.002993	0.001342	0.000362	0.001042	0.000494	0.000476	0.000475	-10420.199
132	0.001711	0.000453	0.002402	0.009386	0.001571	0.005267	0.002580	0.001157	0.000312	0.000854	0.000426	0.000410	0.000409	-10429.846
134	0.001790	0.000572	0.002514	0.009822	0.001644	0.004882	0.002700	0.001027	0.000443	0.000894	0.000446	0.000429	0.000428	-10449.209
136	0.001985	0.000634	0.002788	0.010892	0.001823	0.005613	0.002995	0.001139	0.000491	0.000973	0.000494	0.000476	0.000475	-10437.368
138	0.001985	0.000634	0.002788	0.010892	0.001823	0.005242	0.002995	0.001139	0.000491	0.001007	0.000494	0.000476	0.000475	-10444.626
140	0.001985	0.000634	0.002542	0.010892	0.001823	0.004864	0.002995	0.001139	0.000491	0.001047	0.000494	0.000476	0.000475	-10432.426
142	0.002242	0.000716	0.002871	0.012299	0.002059	0.006492	0.003381	0.001286	0.000554	0.001086	0.000558	0.000538	0.000536	-10432.576
144	0.001979	0.000632	0.002535	0.011238	0.001818	0.005448	0.002985	0.001135	0.000489	0.000996	0.000493	0.000475	0.000473	-10427.921
146	0.001785	0.000570	0.002287	0.010531	0.001640	0.004750	0.002693	0.001024	0.000441	0.000914	0.000445	0.000428	0.000427	-10400.026
148	0.001785	0.000570	0.002287	0.010531	0.001836	0.004964	0.002646	0.001024	0.000441	0.000894	0.000445	0.000428	0.000427	-10422.100
150	0.001785	0.000570	0.002287	0.010531	0.001836	0.004964	0.002955	0.001024	0.000441	0.000894	0.000445	0.000428	0.000427	-10451.834
152	0.001785	0.000570	0.002287	0.010531	0.001836	0.003565	0.002955	0.000750	0.000441	0.000920	0.000445	0.000429	0.000427	-10434.507
154	0.001654	0.000528	0.002118	0.010193	0.001701	0.003291	0.002737	0.000694	0.000409	0.000854	0.000412	0.000397	0.000396	-10456.970
156	0.001654	0.000528	0.002118	0.010193	0.001701	0.003715	0.002737	0.000694	0.000409	0.000854	0.000412	0.000397	0.000396	-10434.574
158	0.001654	0.000528	0.002118	0.010193	0.001356	0.003886	0.002737	0.000694	0.000409	0.000835	0.000412	0.000397	0.000396	-10464.654
160	0.001654	0.000528	0.002118	0.010193	0.001356	0.004329	0.002737	0.000512	0.000409	0.000791	0.000412	0.000399	0.000396	-10438.938
162	0.001596	0.000510	0.002044	0.010558	0.001309	0.004178	0.002642	0.000479	0.000395	0.000764	0.000398	0.000385	0.000382	-10480.774
164	0.001626	0.000520	0.002083	0.010755	0.001333	0.004256	0.002292	0.000488	0.000402	0.000778	0.000408	0.000392	0.000389	-10448.576
166	0.001626	0.000520	0.002083	0.010755	0.001333	0.004186	0.002292	0.000488	0.000402	0.000784	0.000408	0.000392	0.000389	-10441.399
168	0.001626	0.000520	0.002083	0.010755	0.001333	0.004186	0.002292	0.000488	0.000402	0.000784	0.000408	0.000392	0.000389	-10446.160
170	0.001512	0.000777	0.001936	0.009467	0.001239	0.003634	0.002353	0.000375	0.000374	0.000754	0.000378	0.000365	0.000362	-10430.963
172	0.001718	0.000883	0.002200	0.010949	0.001408	0.004404	0.003087	0.000366	0.000425	0.000857	0.000427	0.000415	0.000410	-10403.325
174	0.001718	0.000883	0.001862	0.010525	0.001129	0.004404	0.003087	0.000401	0.000674	0.000857	0.000427	0.000415	0.000410	-10408.803
176	0.001718	0.000883	0.001862	0.010525	0.001129	0.004796	0.003087	0.000429	0.000674	0.000822	0.000427	0.000415	0.000410	-10413.586
178	0.001718	0.000883	0.001862	0.010525	0.001129	0.004490	0.002625	0.000429	0.000674	0.000848	0.000427	0.000415	0.000410	-10423.893
180	0.001810	0.000930	0.001961	0.010696	0.001190	0.004588	0.002765	0.000271	0.000699	0.000907	0.000450	0.000440	0.000439	-10450.452
182	0.001984	0.001020	0.002151	0.011729	0.001305	0.005361	0.003033	0.000297	0.000795	0.000964	0.000493	0.000482	0.000464	-10433.425
184	0.001984	0.000910	0.001747	0.011729	0.001707	0.005042	0.003498	0.000772	0.000795	0.000994	0.000493	0.000471	0.000464	-10437.715
186	0.002229	0.001022	0.001963	0.013176	0.001918	0.005945	0.003930	0.000867	0.000893	0.001117	0.000554	0.000530	0.000522	-10434.745
188	0.002229	0.001022	0.001963	0.013176	0.001918	0.006824	0.003490	0.000867	0.000893	0.001044	0.000554	0.000530	0.000522	-10425.114
190	0.002067	0.000947	0.001820	0.012215	0.001778	0.005718	0.003235	0.000857	0.000457	0.001038	0.000514	0.000490	0.000484	-10420.922
192	0.002067	0.000947	0.002323	0.011765	0.001778	0.006315	0.003303	0.000857	0.000457	0.001022	0.000513	0.000490	0.000484	-10467.478
194	0.002253	0.001033	0.002533	0.012829	0.001938	0.007377	0.003602	0.000934	0.000497	0.001077	0.000560	0.000535	0.000528	-10468.856
196	0.002400	0.001100	0.002698	0.013662	0.002064	0.008388	0.003836	0.000995	0.000529	0.001113	0.000596	0.000570	0.000563	-10436.010
198	0.002163	0.000992	0.002432	0.012314	0.001579	0.007533	0.003889	0.000534	0.000477	0.001004	0.000537	0.000513	0.000507	-10430.997
200	0.002163	0.000992	0.002432	0.012099	0.001579	0.007265	0.003980	0.000534	0.000477	0.001022	0.000537	0.000513	0.000507	-10448.968
202	0.002474	0.001134	0.002781	0.013838	0.001806	0.008140	0.004552	0.000611	0.000545	0.001180	0.000614	0.000587	0.000580	-10439.486
204	0.002474	0.001134	0.002781	0.013838	0.001806	0.007565	0.004552	0.000611	0.000545	0.001263	0.000614	0.000587	0.000580	-10405.189
206	0.002474	0.001134	0.002790	0.013838	0.001806	0.008470	0.004552	0.000611	0.000545	0.001242	0.000614	0.000587	0.000580	-10437.805
208	0.002474	0.001134	0.002790	0.014196	0.001806	0.008456	0.004552	0.000611	0.000545	0.001271	0.000614	0.000587	0.000580	-10416.496
210	0.002202	0.001010	0.002483	0.012637	0.002333	0.006695	0.004052	0.001003	0.000486	0.001172	0.000546	0.000523	0.000516	-10433.923
212	0.002201	0.001009	0.002482	0.012632	0.002332	0.007101	0.004051	0.001003	0.000484	0.001136	0.000546	0.000522	0.000518	-10445.585
214	0.002104	0.001009	0.002482	0.012106	0.002332	0.006112	0.004526	0.004556	0.000484	0.001187	0.000546	0.000519	0.000518	-10426.747
216	0.002104	0.001009	0.002180	0.012106	0.002332	0.006413	0.004526	0.004927	0.000484	0.001157	0.000546	0.000519	0.000518	-10431.088
218	0.002453	0.001177	0.002542	0.014117	0.002720	0.007610	0.005278	0.005746	0.000568	0.001348	0.000637	0.000605	0.000600	-10421.833
220	0.002283	0.001150	0.002209	0.013139	0.002531	0.007188	0.004912	0.009071	0.000530	0.001246	0.000593	0.000560	0.000557	-10444.034
222	0.002283	0.001150	0.002209	0.013139	0.002531	0.007188	0.004184	0.009071	0.000530	0.001246	0.000595	0.000560	0.000557	-10407.528
224	0.002096	0.001056	0.002028	0.012063	0.002578	0.006647	0.003841	0.001135	0.000471	0.001139	0.000546	0.000534	0.000528	-10429.984
226	0.002095	0.001055	0.002027	0.011699	0.002576	0.006340	0.004286	0.001629	0.000471	0.001167	0.000546	0.000532	0.000528	-10427.639
228	0.002190	0.001055	0.002027	0.011699	0.002576	0.006688	0.003954	0.000795	0.001012	0.001135	0.000546	0.000537	0.000519	-10434.944
230	0.002043	0.000984	0.001891	0.010915	0.002404	0.006633	0.003689	0.000867	0.000933	0.001026	0.000509	0.000498	0.000490	-10424.695
232	0.002043	0.000984	0.001891	0.010915	0.002404	0.006221	0.003256	0.000992	0.001152	0.001060	0.000509	0.000496	0.000483	-10406.800
234	0.002043	0.000984	0.001891	0.010915	0.001994	0.007590	0.003256	0.000592	0.001116	0.001025	0.000509	0.000506	0.000498	-10401.893
236	0.002158	0.001039	0.001997	0.011525	0.002105	0.007906	0.003438	0.001065	0.001179	0.001090	0.000538	0.000531	0.000526	-10422.399
238	0.002040	0.000983	0.001888	0.010898	0.001990	0.007523	0.003646	0.000942	0.001115	0.001027	0.000508	0.000502	0.000498	-10410.776
240	0.002040	0.000983	0.001888	0.010898	0.001990	0.006476	0.003646	0.000925	0.001115	0.001072	0.000508	0.000502	0.000498	-10406.742
242	0.002040	0.000983	0.001888	0.010898	0.001990	0.006872	0.003646	0.000480	0.001114	0.001105	0.000508	0.000506	0.000498	-10416.880
244	0.001719	0.000828	0.001591	0.009185	0.001677	0.006018	0.003073	0.000478	0.000939	0.000931	0.000428	0.000423	0.000419	-10413.471
246	0.002053	0.000989	0.001900	0.010965	0.002003	0.007153	0.003669	0.000377	0.001121	0.001114	0.000511	0.000508	0.000501	-10416.851
248	0.002056	0.000990	0.001903	0.010981	0.002006	0.006217	0.003674	0.000423	0.001123	0.001171	0.000512	0.000508	0.000502	-10422.048
250	0.002056	0.000990	0.001903	0.010981	0.002006	0.005763	0.003674	0.000433	0.001123	0.001204	0.000512	0.000508	0.000502	-10402.653
252	0.001914	0.000922	0.001771	0.010222	0.001827	0.005695	0.003420	0.000342	0.001062	0.001083	0.000477	0.000474	0.000459	-10412.003
254	0.001914	0.000922	0.001771	0.010222	0.001827	0.005641	0.003420	0.000349	0.001062	0.001089	0.000477	0.000473	0.000459	-10411.348
256	0.002225	0.001072	0.002059	0.011886	0.002460	0.006559	0.004064	0.000406	0.001744	0.001266	0.000554	0.000550	0.000542	-10421.951
258	0.002225	0.001072	0.002059	0.011886	0.002184	0.007044	0.004391	0.000350	0.001818	0.001217	0.000554	0.000552	0.000520	-10416.696
260	0.002225	0.001072	0.002059	0.011886	0.002184	0.007371	0.004391	0.000350	0.002234	0.001188	0.000554	0.000552	0.000515	-10404.766
262	0.002225	0.001072	0.001600	0.011886	0.002184	0.006935	0.004391	0.000350	0.002234	0.001228	0.000554	0.000552	0.000515	-10415.754
264	0.002205	0.000969	0.001586	0.011779	0.002165	0.006585	0.004351	0.000347	0.002276	0.001246	0.000549	0.000547	0.000496	-10418.471
266	0.002205	0.000969	0.001586	0.012200	0.002165	0.006635	0.004351	0.000347	0.002325	0.001241	0.000549	0.000547	0.000486	-10429.376
268	0.002205	0.000969	0.001586	0.012200	0.002165	0.007038	0.004351	0.000347	0.002083	0.001241	0.000549	0.000547	0.000542	-10423.365
270	0.002205	0.000969	0.001934	0.011199	0.002165	0.007359	0.004351	0.000526	0.002309	0.001241	0.000549	0.000540	0.000489	-10429.419
272	0.002440	0.001073	0.002140	0.012392	0.002395	0.007933	0.004418	0.000582	0.002510	0.001420	0.000608	0.000598	0.000551	-10429.981
274	0.002088	0.000918	0.001832	0.011151	0.002050	0.006800	0.004133	0.000510	0.002148	0.001214	0.000520	0.000511	0.000472	-10421.003
276	0.002103	0.000925	0.001845	0.011229	0.002064	0.006878	0.004162	0.000514	0.002163	0.001220	0.000524	0.000514	0.000475	-10423.905
278	0.002103	0.000925	0.001845	0.011229	0.002064	0.006727	0.003661	0.000514	0.002163	0.001195	0.000524	0.000514	0.000475	-10426.269
280	0.001894	0.000906	0.001662	0.010116	0.001860	0.005836	0.003298	0.000463	0.002550	0.001100	0.000472	0.000463	0.000408	-10437.748
282	0.001894	0.000906	0.001662	0.010116	0.001860	0.006144	0.003194	0.000463	0.002550	0.001068	0.000472	0.000463	0.000408	-10428.591
284	0.001894	0.000906	0.001662	0.010116	0.001860	0.006144	0.003194	0.000463	0.001885	0.001068	0.000472	0.000463	0.000444	-10431.285
286	0.001894	0.000906	0.001662	0.010116	0.001860	0.005943	0.003658	0.000463	0.002015	0.001088	0.000472	0.000463	0.000416	-10426.724
288	0.001894	0.000906	0.001662	0.009706	0.001227	0.006798	0.003303	0.000463	0.001893	0.001050	0.000473	0.000463	0.000442	-10422.431
290	0.002115	0.001012	0.001855	0.011123	0.001369	0.007098	0.003161	0.000778	0.002055	0.001169	0.000528	0.000511	0.000508	-10402.420
292	0.002175	0.001040	0.001311	0.011440	0.001236	0.007561	0.003251	0.000147	0.002043	0.001179	0.000543	0.000542	0.000540	-10432.715
294	0.002175	0.001040	0.001408	0.011440	0.001236	0.006796	0.003251	0.000345	0.001443	0.001251	0.000543	0.000541	0.000540	-10427.311
296	0.002119	0.001014	0.001372	0.011147	0.001204	0.007249	0.002782	0.000433	0.001406	0.001159	0.000529	0.000527	0.000527	-10416.640
298	0.002119	0.000904	0.001372	0.010392	0.001839	0.006998	0.002782	0.000414	0.001406	0.001182	0.000529	0.000527	0.000527	-10406.214
300	0.002432	0.001037	0.001574	0.011925	0.002110	0.007674	0.003192	0.000836	0.001648	0.001356	0.000607	0.000605	0.000592	-10429.855
302	0.002432	0.001037	0.001574	0.011925	0.002110	0.008343	0.003319	0.000713	0.001645	0.001327	0.000607	0.000607	0.000593	-10433.492
304	0.002398	0.001022	0.001552	0.011758	0.002081	0.008265	0.003272	0.001701	0.001162	0.001305	0.000599	0.000590	0.000585	-10425.367
306	0.002398	0.001022	0.001552	0.012389	0.002081	0.008437	0.003296	0.000663	0.001351	0.001290	0.000600	0.000597	0.000585	-10428.053
308	0.002398	0.001022	0.001833	0.012807	0.002081	0.008821	0.003296	0.000663	0.001341	0.001260	0.000600	0.000597	0.000589	-10421.849
310	0.002398	0.001022	0.001833	0.013237	0.002081	0.008480	0.003296	0.000663	0.001336	0.001321	0.000600	0.000597	0.000591	-10437.372
312	0.002398	0.001022	0.001833	0.013237	0.001897	0.008474	0.003296	0.000807	0.001006	0.001322	0.000600	0.000596	0.000591	-10438.079
314	0.002398	0.001022	0.001833	0.013237	0.001897	0.008214	0.003044	0.000807	0.000588	0.001294	0.000600	0.000596	0.000591	-10433.454
316	0.002100	0.000895	0.001605	0.011233	0.001662	0.007573	0.002666	0.000706	0.000515	0.001103	0.000526	0.000522	0.000518	-10435.450
318	0.002064	0.000880	0.001583	0.011041	0.001633	0.006640	0.002621	0.001223	0.000506	0.001137	0.000517	0.000511	0.000509	-10429.236
320	0.002064	0.000880	0.001583	0.011582	0.001633	0.006857	0.002621	0.001223	0.000508	0.001118	0.000517	0.000511	0.000508	-10430.351
322	0.002202	0.000939	0.001688	0.012355	0.001742	0.007558	0.002795	0.001099	0.000542	0.001172	0.000551	0.000546	0.000541	-10434.150
324	0.002336	0.000996	0.001791	0.012739	0.001848	0.007598	0.002965	0.000732	0.000574	0.001279	0.000585	0.000582	0.000574	-10439.533
326	0.002074	0.000884	0.001590	0.011312	0.001641	0.006847	0.002633	0.000545	0.000511	0.001127	0.000519	0.000518	0.000509	-10444.151
328	0.002074	0.000884	0.001590	0.011312	0.001401	0.006674	0.002633	0.001725	0.000511	0.001161	0.000519	0.000512	0.000509	-10441.356
330	0.002265	0.000966	0.001737	0.012355	0.001530	0.006830	0.002875	0.001636	0.000558	0.001315	0.000567	0.000561	0.000556	-10462.018
332	0.002265	0.000966	0.001737	0.012355	0.001530	0.007725	0.002875	0.001574	0.000558	0.001278	0.000567	0.000561	0.000556	-10428.405
334	0.002433	0.001037	0.001354	0.013270	0.001644	0.008208	0.003088	0.002492	0.000610	0.001380	0.000609	0.000601	0.000587	-10455.494
336	0.002433	0.001037	0.001797	0.013270	0.001644	0.007674	0.003088	0.002926	0.000600	0.001434	0.000609	0.000601	0.000597	-10454.819
338	0.002433	0.001037	0.001797	0.013864	0.001644	0.008070	0.003088	0.001398	0.001119	0.001394	0.000609	0.000607	0.000597	-10436.509
340	0.002026	0.000864	0.001496	0.011091	0.001369	0.006719	0.002572	0.001043	0.000932	0.001160	0.000507	0.000506	0.000497	-10475.960
342	0.002026	0.000864	0.001955	0.011091	0.001369	0.006873	0.003109	0.000743	0.000940	0.001122	0.000507	0.000506	0.000492	-10458.437
344	0.002026	0.000864	0.001955	0.011091	0.001369	0.006471	0.003109	0.000370	0.000947	0.001160	0.000507	0.000506	0.000489	-10448.204
346	0.002026	0.000864	0.001955	0.010723	0.001369	0.006299	0.003109	0.000370	0.000962	0.001155	0.000507	0.000506	0.000481	-10424.133
348	0.001722	0.000734	0.001661	0.009481	0.001163	0.005094	0.002642	0.000314	0.000789	0.001009	0.000431	0.000430	0.000423	-10455.061
350	0.001722	0.000734	0.001661	0.009481	0.001163	0.005094	0.002642	0.000787	0.000789	0.001009	0.000431	0.000430	0.000423	-10444.660
352	0.001630	0.000695	0.001573	0.008977	0.001101	0.004764	0.002502	0.000745	0.000747	0.000962	0.000408	0.000407	0.000401	-10449.728
354	0.001630	0.000695	0.001573	0.008977	0.001101	0.005043	0.002502	0.000412	0.000766	0.000932	0.000408	0.000407	0.000391	-10446.443
356	0.001987	0.000695	0.001573	0.008977	0.001101	0.004766	0.002502	0.000605	0.000766	0.000932	0.000408	0.000402	0.000391	-10450.531
358	0.002301	0.000805	0.001821	0.010394	0.001275	0.005516	0.002896	0.000700	0.000873	0.001079	0.000473	0.000465	0.000460	-10455.202
360	0.002301	0.000805	0.001716	0.009858	0.001275	0.005615	0.003285	0.000591	0.000873	0.001079	0.000473	0.000466	0.000460	-10458.197
362	0.001948	0.000681	0.001453	0.007949	0.001080	0.004792	0.002782	0.000282	0.000739	0.000949	0.000400	0.000399	0.000390	-10449.989
364	0.001948	0.000685	0.001453	0.007949	0.001080	0.005129	0.002782	0.000110	0.001194	0.000963	0.000400	0.000399	0.000374	-10437.855
366	0.001948	0.000685	0.001453	0.007653	0.001080	0.004628	0.002782	0.000110	0.001194	0.001023	0.000400	0.000399	0.000374	-10462.353
368	0.001948	0.000685	0.001453	0.007653	0.001080	0.004925	0.002782	0.000558	0.001241	0.000986	0.000400	0.000399	0.000360	-10456.329
370	0.001942	0.000683	0.001449	0.008372	0.001076	0.005348	0.002508	0.000556	0.001213	0.000935	0.000399	0.000398	0.000366	-10425.216
372	0.001942	0.000683	0.001449	0.008817	0.001076	0.004939	0.002508	0.000994	0.001213	0.000935	0.000399	0.000398	0.000366	-10434.625
374	0.001942	0.000683	0.001449	0.008817	0.001076	0.004807	0.002508	0.000994	0.001249	0.000950	0.000399	0.000398	0.000356	-10438.598
