Gen	theta_1JpMeMoN	theta_2MoS	theta_3Si	theta_4JpMeMoNMoSSi	theta_5JpMeMoNMoS	tau_4JpMeMoNMoSSi	tau_5JpMeMoNMoS	lnL
322	0.004468	0.010550	0.001745	0.000285	0.002103	0.002769	0.000472	-10451.528
324	0.004545	0.009919	0.001775	0.000310	0.002139	0.002665	0.000480	-10470.601
326	0.004545	0.009919	0.001775	0.000350	0.002139	0.002665	0.000480	-10459.006
328	0.004545	0.010863	0.001775	0.000377	0.002139	0.002505	0.000480	-10471.505
330	0.004545	0.010863	0.001775	0.000377	0.002139	0.002505	0.000480	-10500.683
332	0.004110	0.009190	0.001605	0.000341	0.001935	0.002265	0.000434	-10491.514
334	0.004110	0.009190	0.001605	0.000347	0.001935	0.002235	0.000434	-10489.383
336	0.004207	0.009408	0.001643	0.000331	0.001980	0.002426	0.000444	-10482.359
338	0.004207	0.011107	0.001643	0.000356	0.001980	0.002284	0.000444	-10463.723
340	0.004187	0.011054	0.001636	0.000347	0.001971	0.002312	0.000442	-10462.851
342	0.004187	0.011054	0.001636	0.000336	0.001971	0.002375	0.000442	-10461.226
344	0.004187	0.011054	0.001636	0.000336	0.001971	0.002375	0.000442	-10480.628
346	0.003664	0.008682	0.001431	0.000322	0.001724	0.001929	0.000387	-10484.224
348	0.004195	0.010793	0.001638	0.000393	0.001974	0.002100	0.000443	-10459.623
350	0.004195	0.011275	0.001638	0.000373	0.001974	0.002189	0.000443	-10477.559
352	0.004195	0.010417	0.001638	0.000373	0.001938	0.002189	0.000451	-10473.522
354	0.004195	0.010417	0.001638	0.000373	0.001938	0.002189	0.000451	-10480.686
356	0.004195	0.010417	0.001638	0.000357	0.001938	0.002439	0.000451	-10469.229
358	0.004230	0.010504	0.001652	0.000334	0.001954	0.002612	0.000455	-10474.313
360	0.003801	0.009439	0.001485	0.000281	0.001756	0.002480	0.000409	-10462.904
362	0.004395	0.010914	0.001716	0.000337	0.001987	0.002780	0.000483	-10479.704
364	0.004395	0.011525	0.001716	0.000316	0.001987	0.002934	0.000483	-10461.117
366	0.003499	0.008218	0.001367	0.000236	0.002297	0.002470	0.000385	-10479.258
368	0.003499	0.007635	0.001298	0.000256	0.002297	0.002302	0.000385	-10476.697
370	0.003499	0.007635	0.001298	0.000256	0.002297	0.002302	0.000385	-10458.695
372	0.003911	0.008536	0.001451	0.000265	0.002567	0.002744	0.000430	-10440.360
374	0.004678	0.010209	0.001735	0.000317	0.003071	0.003282	0.000514	-10457.699
376	0.003778	0.008246	0.001402	0.000250	0.002480	0.002710	0.000415	-10468.892
378	0.004411	0.009479	0.001636	0.000261	0.002895	0.003478	0.000485	-10469.056
380	0.004990	0.010968	0.001851	0.000295	0.003276	0.003934	0.000549	-10458.993
382	0.004990	0.010968	0.002639	0.000297	0.003297	0.003915	0.000545	-10454.842
384	0.004990	0.010968	0.002639	0.000329	0.003297	0.003583	0.000545	-10482.049
386	0.004990	0.011699	0.002639	0.000325	0.003943	0.003619	0.000545	-10497.892
388	0.004287	0.010050	0.002267	0.000273	0.003387	0.003173	0.000468	-10460.830
390	0.004834	0.011332	0.002557	0.000289	0.003819	0.003770	0.000528	-10475.478
392	0.005074	0.011894	0.002683	0.000280	0.004009	0.004251	0.000554	-10473.760
394	0.004366	0.010234	0.002309	0.000244	0.003449	0.003608	0.000477	-10479.383
396	0.003881	0.009097	0.002052	0.000208	0.003066	0.003329	0.000424	-10459.362
398	0.004145	0.009716	0.002192	0.000232	0.003356	0.003420	0.000442	-10463.376
400	0.004145	0.009716	0.002192	0.000223	0.003356	0.003540	0.000442	-10476.554
402	0.004182	0.009803	0.002212	0.000230	0.003386	0.003508	0.000445	-10483.028
404	0.004494	0.010534	0.002377	0.000219	0.003639	0.004193	0.000479	-10470.429
406	0.004675	0.010959	0.002472	0.000262	0.003786	0.003866	0.000498	-10464.249
408	0.004505	0.011219	0.002383	0.000262	0.003648	0.003604	0.000480	-10452.340
410	0.004505	0.011219	0.001572	0.000297	0.003648	0.003239	0.000480	-10454.438
412	0.004505	0.011423	0.001572	0.000264	0.003648	0.003580	0.000480	-10461.748
414	0.003963	0.010048	0.001383	0.000243	0.003209	0.003025	0.000422	-10455.883
416	0.003648	0.009250	0.001273	0.000233	0.002954	0.002690	0.000389	-10448.392
418	0.004040	0.009604	0.001410	0.000254	0.003272	0.003019	0.000430	-10454.665
420	0.004658	0.011072	0.001625	0.000257	0.003772	0.003480	0.000496	-10465.124
422	0.004658	0.011072	0.001780	0.000261	0.003772	0.003435	0.000496	-10469.420
424	0.004903	0.011656	0.001874	0.000270	0.003945	0.003672	0.000526	-10435.958
426	0.004903	0.011656	0.001874	0.000272	0.003945	0.003649	0.000526	-10447.229
428	0.004632	0.011011	0.001770	0.000247	0.004053	0.003564	0.000497	-10434.982
430	0.004632	0.010293	0.001770	0.000380	0.004053	0.003684	0.000497	-10466.442
432	0.005110	0.011356	0.001953	0.000407	0.004472	0.004172	0.000548	-10454.883
434	0.005110	0.011356	0.001953	0.000404	0.004674	0.004197	0.000524	-10461.790
436	0.004746	0.010547	0.001814	0.000425	0.004342	0.003502	0.000487	-10462.605
438	0.004746	0.010873	0.002582	0.000449	0.004342	0.003336	0.000487	-10454.132
440	0.004192	0.009602	0.002280	0.000383	0.003834	0.003036	0.000430	-10471.501
442	0.004068	0.009318	0.002213	0.000455	0.003721	0.002902	0.000417	-10460.430
444	0.004175	0.009563	0.002271	0.000438	0.003818	0.003142	0.000428	-10442.720
446	0.004103	0.009399	0.002232	0.000413	0.003753	0.003203	0.000421	-10442.696
448	0.003831	0.008777	0.002084	0.000360	0.003505	0.003174	0.000393	-10439.155
450	0.003892	0.008915	0.002117	0.000366	0.003379	0.003224	0.000399	-10432.464
452	0.003892	0.009678	0.002117	0.000391	0.003379	0.003046	0.000399	-10468.518
454	0.004023	0.010004	0.002189	0.000404	0.003493	0.003149	0.000413	-10443.717
456	0.004023	0.010004	0.002189	0.000400	0.003493	0.003176	0.000413	-10435.289
458	0.004023	0.010004	0.002189	0.000431	0.003493	0.002975	0.000413	-10453.831
460	0.004807	0.011955	0.002615	0.000515	0.004174	0.003555	0.000493	-10443.368
462	0.004264	0.010603	0.002320	0.000506	0.003702	0.002891	0.000437	-10458.455
464	0.004537	0.010512	0.002468	0.000484	0.003939	0.003369	0.000465	-10437.684
466	0.004537	0.010512	0.002468	0.000458	0.003939	0.003536	0.000465	-10434.810
468	0.004537	0.010512	0.002468	0.000460	0.004497	0.003517	0.000465	-10420.435
470	0.004692	0.010872	0.002564	0.000527	0.004651	0.003332	0.000481	-10433.837
472	0.004692	0.010872	0.002564	0.000502	0.005489	0.003476	0.000481	-10430.384
474	0.004692	0.010872	0.002564	0.000502	0.005703	0.003476	0.000463	-10438.418
476	0.004434	0.010274	0.002423	0.000447	0.004825	0.003459	0.000438	-10422.164
478	0.004281	0.009918	0.002340	0.000451	0.004658	0.003214	0.000423	-10457.217
480	0.004281	0.009918	0.002340	0.000469	0.004658	0.003104	0.000423	-10436.617
482	0.003929	0.008268	0.002147	0.000425	0.004275	0.002883	0.000388	-10444.249
484	0.004268	0.008983	0.002333	0.000462	0.004645	0.003128	0.000421	-10440.952
486	0.004268	0.008983	0.002333	0.000462	0.004645	0.003128	0.000421	-10439.935
488	0.004268	0.009868	0.002333	0.000460	0.004645	0.003140	0.000421	-10457.763
490	0.004268	0.009868	0.002333	0.000460	0.004645	0.003140	0.000421	-10451.977
492	0.004861	0.011239	0.002657	0.000559	0.005290	0.003380	0.000480	-10447.713
494	0.004915	0.012646	0.002686	0.000596	0.005964	0.003265	0.000485	-10425.753
496	0.004268	0.010983	0.002333	0.000486	0.005179	0.002991	0.000421	-10422.788
498	0.004268	0.010983	0.002333	0.000481	0.005179	0.003018	0.000421	-10427.351
500	0.003918	0.010082	0.002142	0.000412	0.004754	0.002941	0.000387	-10431.895
502	0.004051	0.010855	0.002214	0.000459	0.004915	0.002851	0.000400	-10441.628
504	0.004051	0.010855	0.002214	0.000459	0.004915	0.002851	0.000400	-10459.450
506	0.004201	0.011547	0.002296	0.000476	0.005097	0.002957	0.000415	-10447.722
508	0.003771	0.011173	0.002061	0.000427	0.004576	0.002653	0.000372	-10440.529
510	0.003372	0.009992	0.001843	0.000382	0.004092	0.002373	0.000333	-10433.403
512	0.003549	0.010516	0.001940	0.000451	0.004307	0.002267	0.000350	-10443.886
514	0.003549	0.010516	0.001940	0.000354	0.004307	0.002418	0.000350	-10448.877
516	0.003645	0.010799	0.001992	0.000364	0.004423	0.002483	0.000360	-10446.517
518	0.003109	0.009212	0.001699	0.000310	0.003486	0.002118	0.000307	-10458.600
520	0.003489	0.010338	0.001907	0.000348	0.003912	0.002377	0.000344	-10451.131
522	0.003489	0.010338	0.001907	0.000324	0.003912	0.002531	0.000344	-10464.909
524	0.004020	0.011338	0.002197	0.000373	0.004508	0.002917	0.000397	-10471.875
526	0.004020	0.011338	0.002197	0.000378	0.004508	0.002881	0.000397	-10447.181
528	0.004020	0.011338	0.002197	0.000378	0.004508	0.002881	0.000397	-10454.506
530	0.004139	0.011672	0.002364	0.000405	0.004641	0.002865	0.000409	-10463.850
532	0.004139	0.011672	0.002364	0.000417	0.004641	0.002796	0.000409	-10459.079
534	0.004752	0.013400	0.002714	0.000479	0.005328	0.003210	0.000469	-10464.037
536	0.004205	0.011400	0.002402	0.000437	0.004715	0.002769	0.000415	-10461.863
538	0.004205	0.011400	0.002402	0.000512	0.004647	0.002424	0.000421	-10452.879
540	0.004205	0.011400	0.002402	0.000453	0.004647	0.002684	0.000421	-10459.680
542	0.004205	0.011400	0.002402	0.000453	0.004647	0.002684	0.000421	-10457.611
544	0.004706	0.012758	0.002688	0.000548	0.005201	0.002812	0.000471	-10447.394
546	0.004706	0.012758	0.002688	0.000548	0.005201	0.002812	0.000471	-10444.240
548	0.004706	0.013780	0.002688	0.000540	0.005201	0.002847	0.000471	-10471.697
550	0.004706	0.013780	0.002688	0.000508	0.005201	0.003000	0.000471	-10482.201
552	0.004882	0.014295	0.002788	0.000527	0.005395	0.003112	0.000489	-10475.716
554	0.004882	0.013323	0.002788	0.000566	0.005395	0.002928	0.000489	-10487.103
556	0.004336	0.013012	0.002477	0.000547	0.004082	0.002428	0.000434	-10487.017
558	0.004336	0.013012	0.002477	0.000547	0.004082	0.002428	0.000434	-10456.076
560	0.004166	0.012501	0.002379	0.000469	0.003921	0.002333	0.000417	-10461.771
562	0.003643	0.010295	0.001791	0.000373	0.003429	0.002208	0.000365	-10474.206
564	0.004076	0.012419	0.002004	0.000443	0.004790	0.002347	0.000408	-10460.469
566	0.004601	0.014018	0.002262	0.000493	0.005407	0.002683	0.000461	-10453.282
568	0.004601	0.012654	0.002262	0.000893	0.005407	0.002683	0.000461	-10417.854
570	0.004312	0.011861	0.002121	0.000893	0.005068	0.002385	0.000432	-10446.643
572	0.004312	0.012003	0.001739	0.000785	0.005068	0.002652	0.000432	-10429.151
574	0.004267	0.011877	0.001721	0.000847	0.005014	0.002441	0.000427	-10432.455
576	0.004267	0.011877	0.001721	0.000826	0.005014	0.002493	0.000427	-10435.526
578	0.004493	0.011474	0.002120	0.000835	0.005280	0.002717	0.000450	-10441.460
580	0.004743	0.011531	0.002238	0.000975	0.005575	0.002868	0.000475	-10432.810
582	0.004869	0.011836	0.002297	0.001060	0.005722	0.002807	0.000488	-10450.161
584	0.004869	0.011836	0.002297	0.001060	0.005722	0.002807	0.000488	-10460.716
586	0.004869	0.012931	0.002297	0.001138	0.005722	0.002648	0.000488	-10444.268
588	0.004430	0.011764	0.002090	0.001035	0.005206	0.002409	0.000444	-10446.475
590	0.004430	0.012796	0.002090	0.001123	0.005206	0.002256	0.000444	-10469.560
592	0.003911	0.011298	0.002276	0.000991	0.005368	0.001992	0.000392	-10464.884
594	0.004481	0.012944	0.002607	0.001135	0.006149	0.002282	0.000449	-10467.364
596	0.003618	0.010453	0.002105	0.001422	0.004966	0.002023	0.000362	-10471.325
598	0.002951	0.009275	0.001717	0.001002	0.004051	0.001865	0.000296	-10479.184
600	0.003357	0.010551	0.001954	0.001139	0.004608	0.002121	0.000336	-10466.350
602	0.003357	0.010551	0.001954	0.001139	0.004608	0.002121	0.000336	-10451.672
604	0.003671	0.010807	0.002136	0.001246	0.005039	0.002319	0.000368	-10458.526
606	0.003604	0.010609	0.002097	0.001223	0.004947	0.002277	0.000361	-10455.023
608	0.004237	0.013714	0.002465	0.001449	0.005815	0.002659	0.000424	-10452.776
610	0.003857	0.012483	0.002244	0.001346	0.005293	0.002379	0.000386	-10450.998
612	0.003857	0.012483	0.002244	0.001313	0.005293	0.002430	0.000386	-10483.064
614	0.003857	0.012483	0.002244	0.001313	0.005293	0.002430	0.000386	-10467.789
616	0.003857	0.012483	0.002244	0.001145	0.005293	0.002729	0.000386	-10454.448
618	0.003857	0.012483	0.002244	0.001213	0.005293	0.002598	0.000386	-10425.490
620	0.003857	0.013295	0.002244	0.001242	0.004466	0.002547	0.000386	-10458.172
622	0.004400	0.015168	0.002560	0.001505	0.005005	0.002761	0.000449	-10444.687
624	0.004400	0.015168	0.002560	0.001505	0.005005	0.002761	0.000449	-10451.121
626	0.004965	0.017114	0.002889	0.001698	0.004725	0.003116	0.000506	-10434.166
628	0.004550	0.015686	0.002648	0.001673	0.004331	0.002689	0.000464	-10429.383
630	0.004468	0.016519	0.002648	0.001438	0.004331	0.003053	0.000464	-10431.601
632	0.004468	0.016519	0.002648	0.001386	0.004331	0.003149	0.000464	-10421.652
634	0.005710	0.018462	0.002959	0.001764	0.004841	0.003154	0.000519	-10438.545
636	0.005710	0.016564	0.002959	0.001414	0.004841	0.003198	0.000519	-10457.721
638	0.005157	0.014194	0.001857	0.001394	0.004372	0.002686	0.000468	-10416.274
640	0.005157	0.014194	0.001857	0.001309	0.003984	0.002829	0.000514	-10428.115
