Gen	theta_1JpMeMoNMoS	theta_2Si	theta_3JpMeMoNMoSSi	tau_3JpMeMoNMoSSi	lnL
232	0.018254	0.001459	0.008500	0.001160	-10423.078
234	0.018469	0.001599	0.009316	0.001272	-10450.373
236	0.022022	0.001806	0.010523	0.001436	-10445.116
238	0.020880	0.001712	0.010419	0.001304	-10426.360
240	0.021641	0.001775	0.011173	0.001307	-10387.532
242	0.020194	0.001775	0.011010	0.001326	-10404.213
244	0.020194	0.001775	0.009769	0.001327	-10417.689
246	0.020194	0.001775	0.009963	0.001227	-10424.658
248	0.019296	0.001775	0.009848	0.001242	-10440.761
250	0.019488	0.001792	0.008867	0.001206	-10415.872
252	0.019488	0.001792	0.008309	0.001172	-10416.672
254	0.019488	0.001792	0.008644	0.001127	-10441.658
256	0.020491	0.001885	0.009089	0.001185	-10435.768
258	0.020697	0.001903	0.009059	0.001213	-10419.692
260	0.020697	0.001903	0.008528	0.001289	-10424.680
262	0.020697	0.001903	0.008590	0.001279	-10439.563
264	0.018548	0.001706	0.007973	0.001107	-10432.466
266	0.018548	0.001706	0.007973	0.001107	-10429.109
268	0.020241	0.002001	0.009351	0.001298	-10432.371
270	0.016750	0.001656	0.008178	0.001017	-10437.545
272	0.019246	0.001787	0.007577	0.001108	-10417.719
274	0.019246	0.001787	0.006464	0.001154	-10423.652
276	0.019347	0.001797	0.006855	0.001099	-10439.197
278	0.019347	0.001797	0.006784	0.001111	-10413.874
280	0.017878	0.001660	0.006040	0.001065	-10423.944
282	0.017878	0.001660	0.006040	0.001065	-10424.040
284	0.015332	0.001424	0.005180	0.000914	-10399.477
286	0.015332	0.001424	0.004978	0.000951	-10416.215
288	0.012909	0.001199	0.003605	0.000741	-10401.077
290	0.016268	0.001511	0.004897	0.000866	-10405.863
292	0.014978	0.001391	0.004509	0.000797	-10396.773
294	0.014978	0.001391	0.004509	0.000797	-10406.743
296	0.013212	0.001227	0.003978	0.000703	-10403.721
298	0.016694	0.001550	0.005086	0.000878	-10401.203
300	0.013207	0.001316	0.004208	0.000750	-10400.683
302	0.013207	0.001667	0.004208	0.000750	-10392.281
304	0.016457	0.002077	0.005243	0.000935	-10422.002
306	0.014187	0.001791	0.004636	0.000786	-10417.829
308	0.014187	0.001791	0.004636	0.000786	-10414.684
310	0.014187	0.001791	0.004636	0.000786	-10448.028
312	0.014187	0.001791	0.004636	0.000786	-10426.749
314	0.014187	0.001791	0.004636	0.000786	-10405.038
316	0.014187	0.001791	0.004636	0.000786	-10417.478
318	0.014187	0.001791	0.004894	0.000744	-10407.068
320	0.014187	0.001791	0.004804	0.000758	-10400.946
322	0.014187	0.001791	0.004820	0.000756	-10407.740
324	0.014187	0.001791	0.004371	0.000833	-10418.469
326	0.015102	0.001906	0.004738	0.000871	-10435.225
328	0.017484	0.002207	0.005485	0.001009	-10415.472
330	0.017484	0.002207	0.005485	0.001009	-10408.151
332	0.017484	0.002207	0.005485	0.001009	-10429.073
334	0.017484	0.002207	0.005781	0.000957	-10414.193
336	0.015631	0.001973	0.005168	0.000856	-10410.608
338	0.015965	0.002186	0.004744	0.000932	-10420.031
340	0.017852	0.002444	0.005565	0.000993	-10418.604
342	0.016974	0.002324	0.005346	0.000935	-10431.892
344	0.016974	0.002324	0.005334	0.000937	-10442.723
346	0.016974	0.002324	0.005334	0.000937	-10446.877
348	0.014756	0.002020	0.004655	0.000812	-10457.411
350	0.014756	0.002020	0.004630	0.000816	-10427.217
352	0.014756	0.002020	0.004630	0.000816	-10416.028
354	0.014756	0.002020	0.004630	0.000816	-10401.767
356	0.015517	0.002125	0.004869	0.000858	-10402.124
358	0.016968	0.002323	0.005618	0.000889	-10423.275
360	0.015894	0.002176	0.004823	0.000909	-10403.862
362	0.015754	0.002157	0.004781	0.000901	-10412.741
364	0.015754	0.002157	0.004781	0.000901	-10424.128
366	0.015754	0.002157	0.005174	0.000832	-10405.592
368	0.017236	0.002360	0.005374	0.000959	-10386.340
370	0.017236	0.002360	0.005597	0.000921	-10387.881
372	0.017236	0.002360	0.005362	0.000961	-10402.932
374	0.015270	0.002091	0.004750	0.000852	-10408.589
376	0.015270	0.002091	0.004710	0.000859	-10432.846
378	0.015270	0.002091	0.004710	0.000859	-10432.035
380	0.018062	0.002473	0.005895	0.000960	-10421.895
382	0.018062	0.002473	0.005895	0.000960	-10420.922
384	0.018062	0.002473	0.005895	0.000960	-10420.892
386	0.017724	0.002427	0.005785	0.000942	-10429.703
388	0.017724	0.002427	0.005785	0.000942	-10405.604
390	0.016061	0.002025	0.004535	0.000837	-10417.025
392	0.016061	0.002025	0.004215	0.000901	-10429.270
394	0.018507	0.002334	0.005199	0.000970	-10443.262
396	0.015407	0.001943	0.004201	0.000832	-10395.633
398	0.016831	0.002123	0.004589	0.000909	-10406.506
400	0.016831	0.002123	0.004589	0.000909	-10411.921
402	0.014469	0.001825	0.003945	0.000781	-10407.692
404	0.014469	0.001825	0.003945	0.000781	-10385.335
406	0.014469	0.001825	0.003945	0.000781	-10422.695
408	0.017347	0.002188	0.004634	0.000956	-10428.121
410	0.018310	0.002309	0.005161	0.000956	-10397.740
412	0.014773	0.001908	0.004116	0.000818	-10406.097
414	0.014773	0.001519	0.004116	0.000818	-10370.492
416	0.017439	0.001793	0.004859	0.000966	-10405.495
418	0.014811	0.001580	0.004282	0.000851	-10395.438
420	0.014811	0.001580	0.004282	0.000851	-10413.953
422	0.015231	0.001625	0.004404	0.000875	-10416.681
424	0.015231	0.001625	0.004404	0.000875	-10401.989
426	0.015231	0.001625	0.004404	0.000875	-10414.946
428	0.015231	0.001625	0.004199	0.000918	-10411.743
430	0.017249	0.001840	0.004756	0.001040	-10416.958
432	0.019677	0.002099	0.005425	0.001186	-10435.975
434	0.023160	0.002470	0.006201	0.001437	-10414.690
436	0.023160	0.002470	0.006033	0.001477	-10416.929
438	0.023160	0.002470	0.005983	0.001490	-10411.690
440	0.023160	0.002470	0.006241	0.001428	-10408.216
442	0.023160	0.002470	0.005986	0.001489	-10413.312
444	0.023160	0.002470	0.006229	0.001431	-10406.189
446	0.027128	0.002894	0.007591	0.001611	-10427.602
448	0.023709	0.002529	0.005977	0.001458	-10419.638
450	0.023709	0.002529	0.005977	0.001458	-10422.139
452	0.024808	0.002529	0.005848	0.001490	-10404.569
454	0.022015	0.002244	0.005190	0.001322	-10417.083
456	0.024725	0.002521	0.005828	0.001485	-10398.273
458	0.025383	0.002723	0.008050	0.001553	-10403.308
460	0.022744	0.002337	0.007106	0.001296	-10413.483
462	0.025676	0.002566	0.007347	0.001510	-10402.451
464	0.025676	0.002566	0.007347	0.001510	-10433.861
466	0.025676	0.002566	0.007347	0.001510	-10418.169
468	0.025676	0.002566	0.007347	0.001510	-10408.593
470	0.030119	0.002962	0.008483	0.001744	-10434.195
472	0.030233	0.002973	0.008303	0.001795	-10428.758
474	0.030233	0.002973	0.010276	0.001769	-10462.812
476	0.032692	0.003215	0.009270	0.002075	-10426.265
478	0.032692	0.003215	0.009270	0.002075	-10431.611
480	0.031424	0.003215	0.009481	0.002029	-10420.669
482	0.031424	0.003215	0.009481	0.002029	-10421.591
484	0.032134	0.003215	0.009033	0.002130	-10419.835
486	0.032134	0.003215	0.009033	0.002130	-10417.463
488	0.033125	0.003215	0.008994	0.002139	-10443.742
490	0.034861	0.003384	0.010762	0.002251	-10415.144
492	0.032592	0.003164	0.010456	0.002086	-10421.076
494	0.028112	0.002729	0.008378	0.001937	-10403.676
496	0.028112	0.002729	0.008378	0.001937	-10399.488
498	0.028112	0.002729	0.008943	0.001815	-10402.264
500	0.027559	0.002729	0.008943	0.001815	-10418.569
502	0.028863	0.002858	0.009366	0.001901	-10408.268
504	0.023801	0.002357	0.007944	0.001524	-10401.042
506	0.023801	0.002357	0.007053	0.001524	-10401.130
508	0.023801	0.002357	0.006578	0.001634	-10411.547
510	0.021917	0.002170	0.006274	0.001453	-10421.919
512	0.023988	0.002375	0.007128	0.001532	-10429.445
514	0.025295	0.002505	0.007210	0.001684	-10419.078
516	0.021666	0.002145	0.005957	0.001495	-10430.891
518	0.021666	0.002145	0.005957	0.001495	-10422.566
520	0.019258	0.002929	0.006046	0.001329	-10436.747
522	0.020941	0.003185	0.006743	0.001409	-10442.288
524	0.020941	0.003185	0.006042	0.001392	-10418.737
526	0.020941	0.003185	0.006346	0.001325	-10400.819
528	0.020941	0.003185	0.006080	0.001383	-10392.233
530	0.022859	0.003477	0.006675	0.001501	-10412.521
532	0.020273	0.003084	0.005860	0.001345	-10420.925
534	0.020273	0.003084	0.005627	0.001400	-10414.193
536	0.020273	0.003084	0.005737	0.001374	-10439.998
538	0.017419	0.002756	0.005127	0.001227	-10414.348
540	0.017419	0.002756	0.005127	0.001227	-10414.967
542	0.021240	0.003153	0.005867	0.001405	-10416.212
544	0.019441	0.002886	0.005438	0.001270	-10414.181
546	0.018216	0.002537	0.004582	0.001164	-10408.893
548	0.015877	0.002211	0.003699	0.001095	-10437.114
550	0.014999	0.002089	0.003583	0.001009	-10424.523
552	0.014999	0.002089	0.003758	0.000962	-10424.532
554	0.016302	0.002271	0.004296	0.000994	-10420.939
556	0.014090	0.001963	0.003462	0.000922	-10418.824
558	0.014594	0.002033	0.003518	0.000973	-10404.659
560	0.014594	0.002033	0.003856	0.000888	-10407.595
562	0.013340	0.001858	0.003525	0.000812	-10413.299
564	0.013340	0.001858	0.003369	0.000849	-10405.822
566	0.013340	0.001858	0.003369	0.000849	-10394.019
568	0.015357	0.002139	0.004081	0.000929	-10406.347
570	0.014894	0.002075	0.003959	0.000901	-10419.551
572	0.014894	0.002075	0.003959	0.000901	-10413.482
574	0.013412	0.001945	0.003712	0.000845	-10429.581
576	0.013412	0.001945	0.003712	0.000845	-10421.878
578	0.013412	0.001945	0.003712	0.000845	-10443.396
580	0.013412	0.001945	0.003586	0.000875	-10420.645
582	0.012593	0.001827	0.003367	0.000821	-10437.884
584	0.012593	0.001827	0.003367	0.000821	-10417.818
586	0.012593	0.001827	0.003367	0.000821	-10436.753
588	0.012593	0.001827	0.003367	0.000821	-10418.201
590	0.013735	0.001992	0.003594	0.000915	-10393.412
592	0.013735	0.001992	0.003594	0.000915	-10425.912
594	0.015180	0.002202	0.003972	0.001011	-10423.328
596	0.015180	0.002202	0.003972	0.001011	-10427.166
598	0.015655	0.002271	0.004097	0.001043	-10430.503
600	0.018754	0.002720	0.005158	0.001189	-10414.133
602	0.018754	0.002720	0.005109	0.001200	-10432.661
604	0.018754	0.002720	0.005109	0.001200	-10435.435
606	0.016388	0.002377	0.004464	0.001049	-10428.709
608	0.016388	0.002377	0.004515	0.001037	-10413.110
610	0.015280	0.002216	0.003926	0.001037	-10410.089
612	0.015280	0.002216	0.003917	0.001039	-10433.100
614	0.015280	0.002216	0.003706	0.001098	-10421.964
616	0.018020	0.002614	0.004673	0.001211	-10432.078
618	0.018020	0.002614	0.004673	0.001211	-10426.192
620	0.018020	0.002614	0.004673	0.001211	-10411.704
622	0.018020	0.002614	0.004432	0.001277	-10407.829
624	0.016140	0.002341	0.004146	0.001095	-10411.559
626	0.016140	0.002341	0.003963	0.001146	-10396.608
628	0.016140	0.002341	0.004154	0.001093	-10429.261
630	0.016140	0.002341	0.004084	0.001112	-10419.857
632	0.014995	0.002175	0.003997	0.000981	-10440.907
634	0.014995	0.002175	0.003791	0.001034	-10448.036
636	0.014995	0.002175	0.003791	0.001034	-10445.488
638	0.016636	0.002413	0.004206	0.001147	-10440.149
640	0.015332	0.002224	0.003688	0.001111	-10426.941
642	0.012995	0.001885	0.003126	0.000942	-10445.418
644	0.012995	0.001885	0.003126	0.000942	-10429.681
646	0.014980	0.002574	0.003761	0.001040	-10436.455
648	0.014980	0.002574	0.003761	0.001040	-10410.812
650	0.015022	0.002574	0.003741	0.001046	-10431.695
652	0.015022	0.002574	0.003741	0.001046	-10427.105
654	0.015292	0.002620	0.003918	0.001035	-10413.446
656	0.014167	0.002427	0.003432	0.001014	-10396.526
658	0.016131	0.002764	0.004578	0.001064	-10429.548
660	0.013865	0.002172	0.003502	0.000858	-10424.061
662	0.015125	0.002369	0.003132	0.000936	-10427.999
664	0.015125	0.002369	0.003239	0.000905	-10403.760
666	0.015290	0.002395	0.003275	0.000915	-10403.784
668	0.013698	0.002146	0.002934	0.000820	-10415.041
670	0.014141	0.002215	0.003029	0.000846	-10422.765
672	0.015118	0.002368	0.003238	0.000905	-10426.739
674	0.014839	0.002324	0.003178	0.000888	-10415.123
676	0.015909	0.002492	0.003407	0.000952	-10405.668
678	0.015909	0.002492	0.003407	0.000952	-10406.727
680	0.015909	0.002492	0.003278	0.000990	-10419.353
682	0.015909	0.002492	0.003299	0.000983	-10417.761
684	0.016464	0.002579	0.003382	0.001018	-10444.073
686	0.018672	0.002925	0.003806	0.001163	-10433.612
688	0.018672	0.002925	0.003806	0.001163	-10456.183
690	0.018803	0.002925	0.003806	0.001163	-10450.408
692	0.018803	0.002925	0.003636	0.001218	-10444.374
694	0.018803	0.002925	0.003616	0.001225	-10441.377
696	0.018803	0.002925	0.003616	0.001225	-10412.376
698	0.018803	0.002925	0.005506	0.001225	-10425.395
700	0.020521	0.003192	0.004767	0.001336	-10415.235
702	0.017531	0.001730	0.004072	0.001142	-10424.300
704	0.019750	0.001950	0.004841	0.001219	-10426.622
706	0.018109	0.001788	0.004439	0.001118	-10405.835
708	0.018272	0.001804	0.004479	0.001128	-10434.256
710	0.018272	0.001804	0.004217	0.001198	-10438.619
712	0.020424	0.002016	0.004713	0.001339	-10430.888
714	0.020424	0.002016	0.004864	0.001298	-10450.309
716	0.019176	0.002016	0.004972	0.001269	-10435.469
718	0.020219	0.002126	0.005423	0.001294	-10441.138
720	0.017721	0.001863	0.004753	0.001134	-10433.777
722	0.020855	0.002228	0.005442	0.001416	-10417.957
724	0.020855	0.002228	0.005442	0.001416	-10419.202
726	0.020855	0.002228	0.006001	0.001285	-10407.207
728	0.020542	0.002228	0.006001	0.001285	-10441.585
730	0.020218	0.002193	0.005716	0.001307	-10440.238
732	0.023230	0.002520	0.006567	0.001501	-10429.662
734	0.020837	0.002368	0.006228	0.001398	-10428.534
736	0.018526	0.002105	0.005537	0.001243	-10418.663
738	0.018526	0.002105	0.005370	0.001281	-10422.200
740	0.021349	0.002427	0.006396	0.001429	-10438.838
742	0.020341	0.002312	0.006229	0.001332	-10429.184
744	0.023602	0.002683	0.005670	0.001545	-10427.235
746	0.019570	0.002362	0.004991	0.001360	-10452.359
748	0.021936	0.002647	0.005541	0.001540	-10430.961
750	0.019661	0.002373	0.004966	0.001380	-10414.434
752	0.024905	0.003006	0.006531	0.001684	-10446.778
754	0.021275	0.002568	0.005476	0.001466	-10430.576
756	0.025376	0.003062	0.006531	0.001748	-10428.077
758	0.025376	0.003062	0.006844	0.001668	-10438.075
760	0.025376	0.004669	0.005842	0.001668	-10433.825
762	0.023188	0.004669	0.006078	0.001604	-10439.061
764	0.023188	0.004669	0.006078	0.001604	-10439.449
766	0.021462	0.004321	0.005626	0.001484	-10425.406
768	0.024023	0.004837	0.006006	0.001621	-10422.518
770	0.020988	0.004226	0.004894	0.001518	-10415.252
772	0.023990	0.003829	0.005776	0.001681	-10421.461
774	0.025796	0.004117	0.005173	0.001734	-10437.431
776	0.022026	0.002888	0.004139	0.001580	-10438.814
778	0.022026	0.002888	0.004299	0.001521	-10461.016
780	0.022026	0.002888	0.004155	0.001574	-10435.435
782	0.022026	0.002888	0.004277	0.001529	-10440.238
784	0.022026	0.002888	0.004277	0.001529	-10440.102
786	0.021019	0.002756	0.004070	0.001463	-10450.470
788	0.021110	0.002768	0.004087	0.001470	-10437.868
790	0.021110	0.002768	0.004255	0.001412	-10407.434
792	0.024469	0.003037	0.004588	0.001576	-10425.710
794	0.022714	0.002820	0.004259	0.001463	-10424.509
796	0.022959	0.002850	0.004305	0.001479	-10438.748
798	0.019373	0.002405	0.003604	0.001258	-10440.584
800	0.019321	0.002426	0.003635	0.001269	-10451.704
802	0.016851	0.002115	0.003031	0.001157	-10451.313
804	0.016851	0.002115	0.003031	0.001157	-10452.506
806	0.016851	0.002115	0.003067	0.001144	-10447.527
808	0.016851	0.001820	0.003212	0.001092	-10439.591
810	0.016281	0.001759	0.003103	0.001055	-10444.831
812	0.015107	0.001759	0.003103	0.001055	-10426.327
814	0.017291	0.002013	0.003568	0.001202	-10446.277
816	0.020632	0.002402	0.004422	0.001381	-10458.817
818	0.020632	0.002402	0.004408	0.001386	-10448.406
820	0.020632	0.002402	0.003809	0.001386	-10446.201
822	0.020127	0.002402	0.003945	0.001338	-10427.120
824	0.020127	0.002402	0.003945	0.001338	-10452.874
826	0.018595	0.002219	0.003645	0.001236	-10444.991
828	0.018595	0.002219	0.003256	0.001193	-10467.689
830	0.015316	0.001976	0.003073	0.001002	-10484.720
832	0.017192	0.002218	0.003413	0.001137	-10468.550
834	0.016200	0.002235	0.003589	0.001097	-10470.185
836	0.017561	0.002423	0.003891	0.001190	-10450.622
838	0.018761	0.002588	0.004156	0.001271	-10450.024
840	0.018761	0.002588	0.004156	0.001271	-10455.148
842	0.020167	0.002782	0.004257	0.001434	-10444.128
844	0.017983	0.002481	0.003989	0.001217	-10420.241
846	0.017983	0.002481	0.003804	0.001276	-10428.703
848	0.019985	0.002757	0.004302	0.001393	-10432.009
850	0.019985	0.002757	0.004350	0.001378	-10409.853
852	0.020749	0.002863	0.004703	0.001374	-10406.337
854	0.020749	0.002863	0.004515	0.001431	-10419.630
856	0.019692	0.002863	0.004607	0.001403	-10429.739
858	0.020885	0.002863	0.004619	0.001399	-10445.864
860	0.017926	0.002457	0.003965	0.001201	-10443.149
862	0.018088	0.002752	0.004604	0.001297	-10424.276
864	0.018088	0.002752	0.004562	0.001309	-10441.017
866	0.018088	0.002752	0.004562	0.001309	-10424.954
868	0.018088	0.002752	0.004562	0.001309	-10425.823
870	0.019052	0.002898	0.004964	0.001334	-10431.589
872	0.019385	0.003095	0.005491	0.001375	-10429.575
874	0.019385	0.003095	0.003562	0.001370	-10437.370
876	0.018166	0.003095	0.003648	0.001337	-10435.917
878	0.024050	0.003627	0.004071	0.001646	-10431.692
880	0.024330	0.003669	0.004119	0.001665	-10435.907
882	0.022388	0.003376	0.003775	0.001538	-10432.165
884	0.022388	0.003376	0.003920	0.001481	-10445.326
886	0.025208	0.003801	0.004279	0.001720	-10428.262
888	0.025208	0.003801	0.004306	0.001709	-10429.220
890	0.026242	0.003957	0.004651	0.001715	-10429.948
892	0.023484	0.003541	0.003971	0.001609	-10430.749
894	0.023484	0.002770	0.004025	0.001587	-10426.247
896	0.023484	0.003759	0.003920	0.001630	-10427.529
898	0.023484	0.003759	0.003920	0.001630	-10441.680
900	0.023484	0.003759	0.003920	0.001630	-10426.655
902	0.024824	0.003759	0.004208	0.001518	-10438.809
904	0.025716	0.004290	0.004838	0.001720	-10436.400
906	0.023486	0.003918	0.004556	0.001524	-10448.218
908	0.020716	0.003456	0.003784	0.001427	-10432.278
910	0.020716	0.003456	0.003637	0.001485	-10435.609
912	0.021808	0.002575	0.003707	0.001615	-10444.959
914	0.021808	0.002575	0.003895	0.001536	-10415.614
916	0.023579	0.002784	0.004051	0.001727	-10415.100
918	0.023579	0.002784	0.003968	0.001763	-10395.129
920	0.023579	0.002784	0.003915	0.001787	-10430.541
922	0.021988	0.002784	0.004308	0.001624	-10443.961
924	0.020903	0.002646	0.004095	0.001544	-10433.125
926	0.020903	0.002646	0.004095	0.001544	-10434.726
928	0.020903	0.002646	0.003954	0.001599	-10438.020
930	0.020903	0.002646	0.003967	0.001594	-10418.180
932	0.020903	0.002646	0.003887	0.001627	-10449.074
934	0.019222	0.002293	0.003362	0.001412	-10450.570
936	0.022588	0.002694	0.004290	0.001528	-10441.890
938	0.021781	0.002694	0.004360	0.001503	-10435.728
940	0.021781	0.002694	0.004235	0.001547	-10431.646
942	0.021781	0.002694	0.004286	0.001529	-10430.137
944	0.023376	0.002891	0.004582	0.001648	-10439.678
946	0.026350	0.003258	0.005163	0.001857	-10461.415
948	0.028764	0.003557	0.005620	0.002033	-10456.989
950	0.031479	0.004942	0.006014	0.002275	-10454.112
952	0.031479	0.004942	0.005782	0.002366	-10479.817
954	0.031347	0.004921	0.005758	0.002356	-10463.595
956	0.031347	0.004921	0.005801	0.002339	-10462.975
958	0.031347	0.004921	0.005939	0.002284	-10441.834
960	0.029698	0.004662	0.005505	0.002212	-10439.680
962	0.025559	0.004013	0.004652	0.001939	-10439.457
964	0.030663	0.004572	0.005302	0.002209	-10444.328
966	0.030663	0.004526	0.005074	0.002308	-10448.551
968	0.027642	0.004080	0.004455	0.002137	-10434.837
970	0.023393	0.002919	0.003920	0.001739	-10437.836
972	0.026926	0.003361	0.004368	0.002068	-10437.436
974	0.026926	0.003361	0.004367	0.002068	-10469.992
976	0.026893	0.003356	0.004198	0.002146	-10455.715
978	0.025891	0.003356	0.004500	0.002002	-10449.052
980	0.025891	0.003356	0.004409	0.002043	-10445.094
982	0.025891	0.003356	0.004434	0.002032	-10442.435
984	0.025891	0.003356	0.004536	0.001986	-10459.399
986	0.024171	0.003134	0.004235	0.001854	-10457.302
988	0.027404	0.003553	0.004801	0.002102	-10456.732
990	0.027404	0.004385	0.006313	0.002019	-10466.245
