Gen	theta_1JpMe	theta_2MoN	theta_3MoS	theta_4Si	theta_5JpMeMoNMoSSi	theta_6JpMeMoNMoS	theta_7JpMeMoN	tau_5JpMeMoNMoSSi	tau_6JpMeMoNMoS	tau_7JpMeMoN	lnL
198	0.002975	0.001169	0.010628	0.001256	0.002621	0.001974	0.005464	0.001023	0.000563	0.000221	-10413.389
200	0.002975	0.001169	0.009661	0.001256	0.002914	0.001789	0.005464	0.000981	0.000599	0.000221	-10413.831
202	0.002975	0.001169	0.008720	0.001256	0.002673	0.001860	0.006687	0.001015	0.000584	0.000221	-10411.886
204	0.002975	0.001169	0.009709	0.001256	0.002673	0.002136	0.006687	0.001015	0.000537	0.000221	-10440.306
206	0.002975	0.001169	0.010335	0.001256	0.002972	0.002136	0.005961	0.000967	0.000537	0.000221	-10432.575
208	0.002814	0.001105	0.010636	0.001188	0.002811	0.002087	0.004996	0.000915	0.000499	0.000209	-10433.239
210	0.003012	0.001183	0.011384	0.001272	0.002969	0.002234	0.005348	0.000985	0.000534	0.000223	-10423.113
212	0.003303	0.001298	0.012487	0.001395	0.003614	0.002852	0.005866	0.001031	0.000537	0.000245	-10405.814
214	0.002867	0.001126	0.010837	0.001211	0.002830	0.002131	0.005750	0.000942	0.000505	0.000226	-10409.391
216	0.002867	0.001126	0.009911	0.001211	0.003440	0.002131	0.006986	0.000940	0.000505	0.000226	-10419.219
218	0.002980	0.001170	0.010300	0.001258	0.003575	0.002214	0.007260	0.000977	0.000525	0.000235	-10428.985
220	0.002980	0.001170	0.010300	0.001258	0.003575	0.002707	0.007260	0.000977	0.000472	0.000235	-10421.444
222	0.002980	0.001170	0.010300	0.001258	0.003267	0.002707	0.007260	0.001025	0.000472	0.000235	-10412.993
224	0.002980	0.001170	0.010300	0.001258	0.003698	0.002514	0.007260	0.000963	0.000501	0.000235	-10419.864
226	0.002571	0.001010	0.008888	0.001086	0.003042	0.002611	0.005336	0.000850	0.000393	0.000211	-10421.017
228	0.003051	0.001199	0.010548	0.001288	0.003553	0.002750	0.006332	0.001018	0.000494	0.000251	-10430.478
230	0.003051	0.001199	0.010548	0.001288	0.003870	0.002750	0.006332	0.000975	0.000494	0.000251	-10448.259
232	0.003051	0.001199	0.010548	0.001288	0.004117	0.002978	0.006332	0.000945	0.000476	0.000251	-10447.286
234	0.003461	0.001360	0.010795	0.001461	0.003652	0.004062	0.007182	0.001072	0.000496	0.000284	-10456.125
236	0.003461	0.001360	0.011814	0.001461	0.003916	0.004601	0.007182	0.001033	0.000472	0.000284	-10438.426
238	0.003213	0.001262	0.010967	0.001356	0.003635	0.003970	0.005726	0.000959	0.000451	0.000264	-10453.080
240	0.003675	0.001444	0.013575	0.001552	0.003936	0.005484	0.006553	0.001131	0.000479	0.000302	-10424.157
242	0.003675	0.001444	0.013575	0.001552	0.003936	0.005044	0.006553	0.001131	0.000495	0.000302	-10423.899
244	0.003559	0.001398	0.013146	0.001503	0.003889	0.005318	0.006346	0.001083	0.000464	0.000292	-10425.498
246	0.004014	0.001577	0.013509	0.001695	0.004642	0.005998	0.006521	0.001182	0.000523	0.000362	-10448.349
248	0.004014	0.001577	0.013509	0.001695	0.004074	0.005998	0.006521	0.001275	0.000523	0.000362	-10444.333
250	0.004014	0.001577	0.013509	0.001695	0.004331	0.005998	0.007975	0.001230	0.000523	0.000362	-10435.615
252	0.004014	0.001577	0.013509	0.001825	0.004068	0.005998	0.007975	0.001276	0.000523	0.000362	-10456.318
254	0.004014	0.001577	0.013509	0.001825	0.003854	0.006450	0.007975	0.001317	0.000525	0.000362	-10433.660
256	0.004014	0.001577	0.012732	0.001825	0.003956	0.006450	0.007975	0.001269	0.000525	0.000362	-10441.350
258	0.004468	0.001755	0.014172	0.002032	0.004460	0.007179	0.008877	0.001444	0.000584	0.000403	-10424.296
260	0.003918	0.001539	0.012428	0.001782	0.003567	0.006296	0.007785	0.001339	0.000512	0.000353	-10433.192
262	0.003918	0.001539	0.012428	0.001782	0.003737	0.006068	0.008178	0.001389	0.000518	0.000336	-10443.097
264	0.003691	0.001125	0.011709	0.001679	0.004265	0.004749	0.007705	0.001308	0.000529	0.000317	-10439.626
266	0.003198	0.001125	0.011709	0.001679	0.003848	0.007005	0.009508	0.001342	0.000461	0.000257	-10415.236
268	0.002759	0.000970	0.010100	0.001448	0.003187	0.004542	0.005992	0.001189	0.000455	0.000278	-10401.466
270	0.002719	0.000956	0.009954	0.001427	0.003141	0.004976	0.005905	0.001172	0.000449	0.000274	-10445.637
272	0.002719	0.000956	0.009954	0.001427	0.003370	0.004976	0.006891	0.001122	0.000449	0.000274	-10442.607
274	0.002719	0.000956	0.009954	0.001427	0.003024	0.005700	0.007106	0.001200	0.000427	0.000266	-10421.304
276	0.002719	0.000956	0.009954	0.001427	0.003024	0.005700	0.007106	0.001200	0.000427	0.000266	-10413.051
278	0.002719	0.000956	0.009954	0.001427	0.003185	0.005053	0.008754	0.001161	0.000447	0.000266	-10408.135
280	0.002649	0.000932	0.009697	0.001390	0.002926	0.005086	0.009170	0.001172	0.000430	0.000259	-10413.709
282	0.003006	0.001058	0.011006	0.001578	0.003228	0.007202	0.009734	0.001355	0.000449	0.000294	-10394.579
284	0.002798	0.000984	0.010937	0.001468	0.003109	0.005586	0.008264	0.001233	0.000447	0.000300	-10434.677
286	0.002673	0.000940	0.011236	0.001403	0.002539	0.005575	0.007082	0.001306	0.000421	0.000287	-10424.124
288	0.002673	0.000940	0.011236	0.001403	0.002706	0.005155	0.007082	0.001252	0.000421	0.000287	-10426.259
290	0.002673	0.000940	0.012099	0.001403	0.002828	0.005580	0.007082	0.001215	0.000411	0.000287	-10416.263
292	0.002422	0.000852	0.010959	0.001271	0.002564	0.004231	0.006415	0.001100	0.000372	0.000260	-10412.304
294	0.002422	0.000852	0.010959	0.001271	0.002450	0.004231	0.005963	0.001134	0.000372	0.000239	-10412.553
296	0.002422	0.000852	0.010959	0.001271	0.002640	0.004231	0.005412	0.001079	0.000372	0.000264	-10409.343
298	0.002422	0.000852	0.010959	0.001271	0.001937	0.004231	0.005412	0.001082	0.000372	0.000264	-10414.122
300	0.002536	0.000957	0.012315	0.001428	0.002241	0.003860	0.006082	0.001194	0.000447	0.000296	-10413.911
302	0.002663	0.001005	0.012931	0.001500	0.003189	0.004053	0.006386	0.001216	0.000469	0.000311	-10412.177
304	0.002570	0.000970	0.012477	0.001447	0.003578	0.003911	0.006161	0.001095	0.000453	0.000300	-10419.296
306	0.002570	0.000970	0.012477	0.001447	0.002745	0.003911	0.006161	0.001139	0.000453	0.000300	-10390.040
308	0.002570	0.000970	0.012477	0.001447	0.002939	0.004828	0.006491	0.001094	0.000424	0.000285	-10410.492
310	0.002950	0.001113	0.013691	0.001661	0.003905	0.004424	0.007452	0.001282	0.000527	0.000327	-10391.776
312	0.002950	0.001113	0.013691	0.001661	0.003779	0.004424	0.007340	0.001307	0.000527	0.000332	-10392.431
314	0.002444	0.000922	0.011341	0.001376	0.003632	0.002763	0.004467	0.000994	0.000436	0.000275	-10408.340
316	0.002355	0.000889	0.010927	0.001326	0.003499	0.002662	0.004304	0.000957	0.000420	0.000265	-10395.419
318	0.002355	0.000889	0.010927	0.001326	0.003499	0.002662	0.003281	0.000957	0.000420	0.000265	-10395.736
320	0.002261	0.000853	0.010490	0.001273	0.003210	0.002556	0.003150	0.000943	0.000404	0.000254	-10408.818
322	0.002261	0.000853	0.010490	0.001273	0.003210	0.002556	0.003150	0.000943	0.000404	0.000254	-10410.583
324	0.002686	0.001014	0.012466	0.001513	0.003541	0.003037	0.003743	0.001170	0.000480	0.000302	-10426.366
326	0.002686	0.001014	0.012466	0.001513	0.003843	0.003037	0.004693	0.001116	0.000480	0.000302	-10422.597
328	0.002713	0.001024	0.012591	0.001528	0.004060	0.003067	0.004740	0.001099	0.000484	0.000305	-10422.005
330	0.003028	0.001143	0.014050	0.001705	0.004605	0.003423	0.005289	0.001206	0.000540	0.000341	-10431.924
332	0.003306	0.001004	0.012338	0.001497	0.004324	0.003436	0.003150	0.001022	0.000460	0.000333	-10457.322
334	0.003306	0.001004	0.012338	0.001497	0.003452	0.003436	0.003150	0.001095	0.000460	0.000333	-10440.921
336	0.003306	0.001004	0.012338	0.001497	0.002992	0.002491	0.003150	0.001027	0.000508	0.000333	-10425.495
338	0.003151	0.000957	0.011763	0.001427	0.002695	0.002375	0.004073	0.001008	0.000484	0.000317	-10430.412
340	0.003151	0.000957	0.011318	0.001427	0.002695	0.002375	0.004073	0.001008	0.000484	0.000317	-10408.397
342	0.003797	0.001153	0.013638	0.001720	0.003247	0.002861	0.004907	0.001214	0.000583	0.000382	-10415.449
344	0.003366	0.001022	0.012090	0.002158	0.002199	0.002965	0.003587	0.001127	0.000517	0.000327	-10395.116
346	0.003366	0.001022	0.012090	0.002158	0.002607	0.002965	0.002852	0.001032	0.000517	0.000327	-10428.811
348	0.003366	0.001022	0.011301	0.002158	0.002336	0.002965	0.002852	0.001091	0.000517	0.000327	-10425.327
350	0.003366	0.001022	0.011301	0.002158	0.002336	0.002335	0.002852	0.001091	0.000515	0.000327	-10428.701
352	0.003962	0.001203	0.013302	0.002540	0.002856	0.002748	0.003357	0.001259	0.000606	0.000385	-10458.291
354	0.003703	0.001124	0.012431	0.002373	0.002381	0.002223	0.002971	0.001127	0.000599	0.000380	-10442.532
356	0.003945	0.001197	0.013242	0.001936	0.002537	0.001937	0.004097	0.001201	0.000690	0.000405	-10439.443
358	0.004316	0.001310	0.014491	0.002118	0.002790	0.002504	0.004483	0.001312	0.000707	0.000443	-10447.962
360	0.003739	0.001817	0.012551	0.001835	0.002157	0.002506	0.003542	0.001199	0.000581	0.000421	-10445.764
362	0.003791	0.001843	0.012728	0.001861	0.002187	0.002077	0.003592	0.001216	0.000626	0.000427	-10437.903
364	0.003791	0.001843	0.012728	0.001861	0.002337	0.002193	0.003592	0.001178	0.000615	0.000427	-10459.750
366	0.004334	0.002107	0.013179	0.002127	0.002672	0.002507	0.004106	0.001347	0.000704	0.000488	-10479.459
368	0.003735	0.001816	0.011356	0.001833	0.002787	0.002160	0.003538	0.001186	0.000606	0.000420	-10455.397
370	0.003962	0.001926	0.012046	0.001944	0.002956	0.002291	0.003420	0.001259	0.000643	0.000489	-10450.575
372	0.003591	0.001746	0.012469	0.001762	0.002680	0.002077	0.002461	0.001141	0.000583	0.000444	-10454.437
374	0.003591	0.001746	0.013415	0.001762	0.002680	0.002077	0.002461	0.001141	0.000583	0.000444	-10446.190
376	0.003591	0.001746	0.013415	0.001762	0.002512	0.002043	0.002461	0.001178	0.000585	0.000444	-10443.410
378	0.003591	0.001746	0.013415	0.001762	0.002512	0.002823	0.002468	0.001178	0.000546	0.000442	-10444.119
380	0.003591	0.001746	0.013415	0.001762	0.002305	0.002823	0.002449	0.001235	0.000546	0.000446	-10414.755
382	0.003905	0.001898	0.014587	0.001916	0.002740	0.003069	0.002663	0.001279	0.000594	0.000485	-10436.623
384	0.003905	0.001898	0.013369	0.001916	0.002568	0.003069	0.002613	0.001325	0.000594	0.000494	-10448.135
386	0.003905	0.001898	0.013369	0.001916	0.002734	0.003069	0.002806	0.001280	0.000594	0.000460	-10435.539
388	0.003905	0.001898	0.012221	0.002295	0.002580	0.003069	0.002806	0.001321	0.000594	0.000460	-10428.285
390	0.003905	0.001898	0.012221	0.002295	0.002444	0.004156	0.002309	0.001362	0.000559	0.000460	-10440.035
392	0.003905	0.001898	0.012221	0.002295	0.002352	0.004156	0.002309	0.001393	0.000559	0.000460	-10438.106
394	0.003485	0.001694	0.011113	0.002048	0.002068	0.003709	0.002718	0.001255	0.000499	0.000411	-10441.819
396	0.003147	0.001530	0.010035	0.001849	0.001840	0.003349	0.002455	0.001143	0.000450	0.000371	-10436.690
398	0.003536	0.001719	0.011277	0.002078	0.002210	0.003764	0.002758	0.001234	0.000506	0.000417	-10422.393
400	0.003536	0.001719	0.011277	0.002078	0.002083	0.003764	0.003076	0.001279	0.000506	0.000374	-10421.505
402	0.003988	0.001939	0.013641	0.002344	0.002336	0.004245	0.003469	0.001447	0.000571	0.000421	-10433.437
404	0.003575	0.001738	0.012227	0.002101	0.001989	0.003805	0.003087	0.001339	0.000512	0.000380	-10439.107
406	0.003575	0.001738	0.011859	0.002101	0.003191	0.003805	0.003087	0.001386	0.000512	0.000380	-10447.391
408	0.003575	0.001738	0.011859	0.002101	0.003151	0.003805	0.003349	0.001397	0.000512	0.000351	-10433.768
410	0.003575	0.001738	0.012057	0.002101	0.002996	0.003805	0.003291	0.001443	0.000512	0.000357	-10433.685
412	0.003165	0.001539	0.010674	0.001431	0.002653	0.003368	0.002711	0.001277	0.000453	0.000340	-10424.577
414	0.003165	0.001539	0.010674	0.001431	0.002653	0.003368	0.002711	0.001277	0.000453	0.000340	-10416.270
416	0.003165	0.001617	0.010674	0.001431	0.002653	0.003368	0.001877	0.001277	0.000453	0.000340	-10427.848
418	0.003468	0.001617	0.010674	0.001431	0.002761	0.003368	0.001877	0.001245	0.000453	0.000340	-10418.310
420	0.003468	0.001617	0.010674	0.001431	0.002642	0.003368	0.001877	0.001281	0.000453	0.000340	-10399.187
422	0.003528	0.001645	0.010859	0.001456	0.003153	0.003427	0.002015	0.001179	0.000461	0.000327	-10404.362
424	0.003528	0.001645	0.010859	0.001456	0.003254	0.002905	0.002950	0.001193	0.000461	0.000339	-10391.217
426	0.003528	0.001645	0.010859	0.001456	0.003254	0.002905	0.002950	0.001193	0.000461	0.000339	-10386.385
428	0.004278	0.001995	0.013330	0.001765	0.004062	0.003522	0.003577	0.001422	0.000559	0.000411	-10400.745
430	0.004278	0.001995	0.013330	0.001765	0.004279	0.003522	0.003928	0.001378	0.000559	0.000447	-10406.447
432	0.004278	0.001995	0.013963	0.001765	0.004594	0.003522	0.003023	0.001322	0.000559	0.000447	-10408.667
434	0.004128	0.001925	0.013474	0.001704	0.004177	0.003550	0.002918	0.001321	0.000535	0.000431	-10407.887
436	0.004128	0.001925	0.013474	0.001704	0.004199	0.003550	0.002433	0.001317	0.000535	0.000431	-10426.441
438	0.004128	0.001925	0.013474	0.001704	0.004474	0.003550	0.002433	0.001268	0.000535	0.000431	-10424.587
440	0.004738	0.002209	0.015465	0.001955	0.004926	0.004075	0.002793	0.001492	0.000614	0.000495	-10408.980
442	0.004738	0.002209	0.015465	0.001955	0.004926	0.004075	0.002793	0.001492	0.000614	0.000495	-10409.963
444	0.004738	0.002209	0.015465	0.001955	0.004926	0.004075	0.004050	0.001492	0.000614	0.000451	-10421.218
446	0.004738	0.002209	0.014721	0.001955	0.004705	0.004526	0.004050	0.001439	0.000597	0.000451	-10443.260
448	0.004355	0.002031	0.013531	0.001790	0.004401	0.004160	0.003722	0.001310	0.000549	0.000414	-10429.859
450	0.004294	0.002002	0.013342	0.001765	0.002989	0.004102	0.003580	0.001291	0.000541	0.000413	-10422.646
452	0.004294	0.002002	0.013342	0.001765	0.003879	0.004102	0.003456	0.001289	0.000541	0.000395	-10424.975
454	0.003678	0.001715	0.011428	0.001512	0.002609	0.003514	0.002960	0.001104	0.000464	0.000338	-10432.291
456	0.003149	0.001468	0.009785	0.001294	0.002491	0.002777	0.002535	0.000889	0.000406	0.000289	-10421.707
458	0.003149	0.001468	0.009400	0.001294	0.002169	0.002777	0.002535	0.000961	0.000406	0.000289	-10413.661
460	0.003530	0.001646	0.010534	0.001450	0.003938	0.003112	0.002841	0.001038	0.000455	0.000324	-10421.959
462	0.003595	0.001676	0.010729	0.001477	0.002911	0.003170	0.003404	0.001057	0.000463	0.000330	-10424.187
464	0.003097	0.001444	0.009245	0.001273	0.002503	0.002757	0.002707	0.000912	0.000398	0.000308	-10442.400
466	0.003460	0.001613	0.010327	0.001422	0.002640	0.003195	0.003024	0.001052	0.000441	0.000345	-10427.978
468	0.003358	0.001566	0.010023	0.001380	0.002723	0.003101	0.002935	0.000986	0.000428	0.000334	-10415.984
470	0.002898	0.001351	0.008177	0.001191	0.002148	0.002676	0.002532	0.000896	0.000370	0.000289	-10436.982
472	0.002417	0.001127	0.006023	0.000993	0.001792	0.002232	0.002229	0.000748	0.000308	0.000228	-10415.065
