Gen	theta_1JpMe	theta_2MoN	theta_3MoS	theta_4Si	theta_5JpMeMoNMoSSi	theta_6JpMeMoNMoS	theta_7JpMeMoN	tau_5JpMeMoNMoSSi	tau_6JpMeMoNMoS	tau_7JpMeMoN	lnL
40	0.003019	0.001136	0.010750	0.001123	0.005269	0.002112	0.015695	0.000665	0.000443	0.000153	-10391.362
42	0.002818	0.001060	0.010035	0.001048	0.004105	0.001784	0.014204	0.000659	0.000442	0.000143	-10405.461
44	0.003196	0.001203	0.011382	0.001189	0.004656	0.002024	0.016110	0.000747	0.000502	0.000162	-10401.283
46	0.002864	0.001078	0.010199	0.001065	0.004582	0.001747	0.013714	0.000650	0.000461	0.000145	-10399.678
48	0.003447	0.001297	0.013292	0.001282	0.005515	0.001960	0.016506	0.000782	0.000583	0.000175	-10394.547
50	0.003447	0.001297	0.012658	0.001282	0.005515	0.002067	0.016506	0.000782	0.000562	0.000175	-10395.832
52	0.003447	0.001297	0.012658	0.001282	0.005160	0.001855	0.014913	0.000815	0.000606	0.000190	-10394.567
54	0.003447	0.001297	0.012658	0.001282	0.005160	0.002195	0.014913	0.000815	0.000608	0.000190	-10402.486
56	0.002951	0.001111	0.010836	0.001098	0.003867	0.001879	0.012204	0.000686	0.000520	0.000163	-10405.155
58	0.003028	0.002200	0.010836	0.001098	0.004840	0.001949	0.013380	0.000676	0.000507	0.000163	-10374.667
60	0.002394	0.001739	0.009146	0.000868	0.003386	0.001615	0.009907	0.000552	0.000388	0.000129	-10418.125
62	0.002728	0.001152	0.010422	0.000989	0.003858	0.001620	0.010477	0.000629	0.000483	0.000147	-10400.275
64	0.002728	0.001152	0.012272	0.000989	0.003858	0.001580	0.010477	0.000629	0.000491	0.000147	-10390.764
66	0.002653	0.001121	0.011933	0.000962	0.003752	0.001533	0.010187	0.000612	0.000479	0.000143	-10420.131
68	0.002621	0.001121	0.011933	0.000962	0.003752	0.001533	0.010187	0.000612	0.000479	0.000143	-10403.552
70	0.002621	0.001121	0.011933	0.000910	0.003752	0.001533	0.010187	0.000612	0.000479	0.000143	-10395.225
72	0.002430	0.001039	0.011063	0.000844	0.003478	0.001362	0.009444	0.000567	0.000457	0.000132	-10401.487
74	0.002503	0.001070	0.012549	0.000869	0.004345	0.001403	0.009727	0.000587	0.000471	0.000136	-10404.406
76	0.002297	0.000982	0.011520	0.000798	0.003988	0.001353	0.008929	0.000538	0.000417	0.000125	-10419.354
78	0.002297	0.000982	0.011520	0.000798	0.003988	0.001190	0.008929	0.000538	0.000457	0.000125	-10422.954
80	0.002397	0.001025	0.012019	0.000832	0.003008	0.001249	0.009315	0.000562	0.000475	0.000131	-10412.429
82	0.002397	0.001025	0.012019	0.000832	0.003008	0.001249	0.010189	0.000562	0.000475	0.000131	-10443.859
84	0.002291	0.000980	0.011972	0.000796	0.003143	0.001152	0.009741	0.000531	0.000466	0.000125	-10428.152
86	0.002291	0.000980	0.011972	0.000796	0.003143	0.001251	0.010248	0.000531	0.000439	0.000125	-10424.007
88	0.002291	0.000980	0.011972	0.000796	0.003143	0.001260	0.009846	0.000531	0.000437	0.000125	-10406.092
90	0.002291	0.000980	0.011972	0.000796	0.003781	0.001260	0.006765	0.000531	0.000437	0.000155	-10431.711
92	0.002291	0.000980	0.011972	0.000796	0.003781	0.001284	0.006765	0.000531	0.000432	0.000155	-10410.532
94	0.002238	0.000957	0.011695	0.000777	0.003693	0.001254	0.007354	0.000519	0.000422	0.000136	-10422.768
96	0.002407	0.001029	0.011894	0.000836	0.003805	0.001349	0.007910	0.000562	0.000454	0.000146	-10419.536
98	0.002407	0.001029	0.011894	0.000836	0.003927	0.001349	0.007910	0.000562	0.000454	0.000146	-10426.003
100	0.002171	0.000928	0.010728	0.000754	0.003542	0.001217	0.006758	0.000507	0.000409	0.000132	-10429.706
102	0.002721	0.001163	0.013444	0.000945	0.004594	0.001525	0.007712	0.000633	0.000513	0.000166	-10419.323
104	0.002721	0.001163	0.013480	0.000945	0.004594	0.000914	0.007712	0.000633	0.000557	0.000166	-10412.621
106	0.002721	0.001163	0.013480	0.000945	0.004594	0.000914	0.007712	0.000633	0.000557	0.000166	-10439.209
108	0.002721	0.001163	0.013480	0.000945	0.004092	0.000924	0.007712	0.000633	0.000552	0.000166	-10414.059
110	0.002416	0.001033	0.011967	0.000839	0.003633	0.000821	0.006847	0.000562	0.000490	0.000147	-10414.228
112	0.002416	0.001033	0.011967	0.000839	0.004796	0.000821	0.006847	0.000562	0.000490	0.000147	-10395.372
114	0.002416	0.001033	0.011967	0.000839	0.004796	0.000821	0.006847	0.000562	0.000490	0.000147	-10428.379
116	0.002416	0.001033	0.011967	0.000839	0.004796	0.000821	0.006847	0.000562	0.000490	0.000147	-10430.057
118	0.002416	0.001033	0.011967	0.000839	0.004796	0.000821	0.005796	0.000562	0.000490	0.000147	-10427.737
120	0.002752	0.001177	0.014713	0.000956	0.005464	0.000994	0.006603	0.000640	0.000535	0.000167	-10408.994
122	0.003148	0.001346	0.016831	0.001093	0.006251	0.001079	0.007554	0.000732	0.000635	0.000192	-10398.938
124	0.003284	0.001404	0.016644	0.001140	0.006519	0.001125	0.007744	0.000763	0.000662	0.000203	-10402.730
126	0.003192	0.001365	0.016180	0.001109	0.006337	0.001094	0.006303	0.000742	0.000644	0.000236	-10427.683
128	0.003192	0.001342	0.016180	0.001109	0.006337	0.001094	0.006303	0.000742	0.000644	0.000236	-10436.319
130	0.003192	0.001342	0.016180	0.001109	0.006337	0.001094	0.006303	0.000742	0.000644	0.000236	-10447.960
132	0.003341	0.001404	0.017576	0.001160	0.006537	0.001191	0.006323	0.000779	0.000657	0.000232	-10441.375
134	0.003341	0.001404	0.016845	0.001160	0.006537	0.001191	0.007773	0.000779	0.000657	0.000232	-10433.925
136	0.003341	0.001404	0.016845	0.001160	0.006537	0.001151	0.007773	0.000779	0.000672	0.000232	-10402.719
138	0.002949	0.001239	0.014870	0.001024	0.005770	0.001086	0.006862	0.000688	0.000568	0.000205	-10382.147
140	0.004141	0.001740	0.020878	0.001438	0.008102	0.001525	0.009503	0.000965	0.000798	0.000291	-10398.096
142	0.004656	0.001740	0.020878	0.001438	0.007976	0.001639	0.008067	0.000934	0.000763	0.000343	-10409.138
144	0.004656	0.001652	0.020878	0.001438	0.007184	0.001546	0.008067	0.000953	0.000788	0.000343	-10399.560
146	0.004056	0.001440	0.018980	0.001253	0.006773	0.001276	0.007163	0.000830	0.000710	0.000293	-10397.740
148	0.004056	0.001440	0.018980	0.001280	0.006773	0.001334	0.007163	0.000830	0.000692	0.000293	-10396.635
150	0.004889	0.001735	0.022878	0.001543	0.008061	0.001608	0.009483	0.001003	0.000834	0.000353	-10414.011
152	0.005122	0.001818	0.023967	0.001616	0.008445	0.001755	0.009215	0.001051	0.000853	0.000399	-10409.385
154	0.005122	0.001818	0.023624	0.001616	0.008445	0.001755	0.009241	0.001051	0.000853	0.000398	-10386.799
156	0.005122	0.001818	0.023624	0.001616	0.008445	0.001601	0.008736	0.001051	0.000895	0.000421	-10399.408
158	0.004560	0.001618	0.021030	0.001439	0.007409	0.001538	0.007487	0.000935	0.000767	0.000389	-10403.171
160	0.004560	0.001618	0.021030	0.001439	0.007558	0.001702	0.008105	0.000931	0.000730	0.000360	-10400.467
162	0.004560	0.001618	0.019561	0.001439	0.007558	0.001590	0.008678	0.000931	0.000756	0.000333	-10395.744
164	0.003896	0.001383	0.017431	0.001229	0.006367	0.001342	0.007416	0.000798	0.000651	0.000285	-10409.751
166	0.004453	0.001580	0.019919	0.001405	0.006483	0.001438	0.008475	0.000932	0.000772	0.000325	-10396.889
168	0.004453	0.001580	0.019864	0.001405	0.006047	0.001566	0.008475	0.000946	0.000735	0.000325	-10403.073
170	0.004453	0.001580	0.019864	0.001405	0.007392	0.001443	0.009715	0.000917	0.000771	0.000284	-10423.865
172	0.004363	0.001548	0.019465	0.001377	0.007244	0.001543	0.009520	0.000898	0.000716	0.000278	-10407.877
174	0.005235	0.001858	0.023355	0.001652	0.008692	0.001851	0.010542	0.001078	0.000859	0.000362	-10395.920
176	0.004817	0.001709	0.021488	0.001520	0.007119	0.001703	0.009499	0.001017	0.000790	0.000333	-10395.147
178	0.004817	0.001709	0.021488	0.001520	0.007119	0.001962	0.009499	0.001017	0.000730	0.000333	-10395.334
180	0.004090	0.001452	0.018246	0.001290	0.005660	0.001760	0.008066	0.000880	0.000602	0.000282	-10408.708
182	0.003660	0.001299	0.016326	0.001155	0.005064	0.001971	0.006501	0.000787	0.000481	0.000281	-10417.151
184	0.004122	0.001463	0.018390	0.001301	0.007254	0.002220	0.007805	0.000854	0.000542	0.000297	-10407.038
186	0.003656	0.001298	0.016312	0.001154	0.006434	0.001732	0.006923	0.000758	0.000510	0.000263	-10387.277
188	0.003656	0.001298	0.016312	0.001154	0.007013	0.001853	0.007530	0.000758	0.000494	0.000242	-10382.733
190	0.004198	0.001490	0.019579	0.001324	0.008490	0.002127	0.007174	0.000854	0.000568	0.000278	-10393.551
192	0.003446	0.001223	0.016073	0.001087	0.006970	0.001746	0.006717	0.000701	0.000466	0.000228	-10388.058
194	0.003519	0.001249	0.016411	0.001110	0.007116	0.001527	0.006858	0.000716	0.000517	0.000233	-10394.134
196	0.003519	0.001249	0.016411	0.001110	0.007116	0.001439	0.007398	0.000716	0.000534	0.000233	-10391.876
198	0.003519	0.001249	0.016411	0.001110	0.007116	0.001288	0.007398	0.000716	0.000569	0.000233	-10402.572
200	0.003519	0.001249	0.015353	0.001110	0.007116	0.001377	0.007398	0.000716	0.000569	0.000233	-10385.451
202	0.003429	0.001217	0.014959	0.001082	0.006934	0.001342	0.006607	0.000698	0.000554	0.000247	-10389.624
204	0.003429	0.001217	0.014106	0.001082	0.006934	0.001342	0.007435	0.000698	0.000554	0.000247	-10406.297
206	0.003654	0.001297	0.015035	0.001153	0.007391	0.001652	0.007925	0.000743	0.000547	0.000264	-10390.131
208	0.003654	0.001297	0.016792	0.001153	0.007558	0.001776	0.008911	0.000743	0.000526	0.000234	-10393.216
210	0.003654	0.001297	0.016792	0.001153	0.006655	0.001776	0.008911	0.000743	0.000526	0.000234	-10393.512
212	0.003654	0.001297	0.016792	0.001153	0.007412	0.001896	0.008911	0.000719	0.000508	0.000234	-10413.805
214	0.003654	0.001297	0.016792	0.001751	0.005965	0.001829	0.009970	0.000717	0.000519	0.000224	-10411.404
216	0.003654	0.001297	0.016792	0.001064	0.005965	0.001640	0.009970	0.000717	0.000553	0.000224	-10418.903
218	0.003654	0.001297	0.016247	0.001064	0.005965	0.001640	0.008577	0.000717	0.000553	0.000224	-10421.738
220	0.003293	0.001169	0.014639	0.000959	0.006940	0.001478	0.006560	0.000626	0.000498	0.000213	-10432.838
222	0.003722	0.001321	0.015740	0.001084	0.007846	0.001936	0.007416	0.000708	0.000519	0.000241	-10411.777
224	0.003722	0.001321	0.015740	0.001084	0.007846	0.001945	0.006709	0.000708	0.000515	0.000267	-10424.613
226	0.003750	0.001331	0.015855	0.001092	0.007903	0.002309	0.006758	0.000713	0.000481	0.000268	-10417.564
228	0.003750	0.001331	0.015855	0.001092	0.007903	0.002309	0.006758	0.000713	0.000481	0.000268	-10431.605
230	0.003750	0.001331	0.016654	0.001092	0.006868	0.002002	0.006758	0.000748	0.000513	0.000268	-10408.813
232	0.003750	0.001331	0.016893	0.001092	0.006800	0.002319	0.007273	0.000751	0.000478	0.000249	-10404.607
234	0.003871	0.000930	0.017441	0.001127	0.007020	0.002368	0.007509	0.000775	0.000497	0.000258	-10417.429
236	0.004383	0.001307	0.019749	0.001276	0.007140	0.002378	0.010072	0.000878	0.000597	0.000277	-10417.929
238	0.004536	0.001353	0.020438	0.001321	0.007389	0.002172	0.010423	0.000908	0.000662	0.000287	-10404.341
240	0.004536	0.001353	0.020438	0.001321	0.005919	0.002172	0.010250	0.000908	0.000662	0.000292	-10400.151
242	0.004068	0.001353	0.020438	0.001321	0.006555	0.001997	0.011661	0.000884	0.000694	0.000256	-10381.300
244	0.003717	0.001533	0.023157	0.001496	0.007428	0.002262	0.013295	0.001002	0.000787	0.000263	-10381.663
246	0.003717	0.001533	0.023157	0.001496	0.006677	0.002397	0.012346	0.001029	0.000757	0.000283	-10395.656
248	0.003717	0.001533	0.023157	0.001496	0.007121	0.002406	0.013412	0.001012	0.000755	0.000283	-10417.276
250	0.003740	0.001542	0.023299	0.001505	0.007165	0.002421	0.014226	0.001019	0.000760	0.000285	-10393.176
252	0.003278	0.001351	0.020421	0.001319	0.006280	0.001971	0.012250	0.000893	0.000698	0.000250	-10411.299
254	0.003850	0.001587	0.023986	0.001550	0.007376	0.002404	0.014389	0.001049	0.000800	0.000293	-10406.182
256	0.003850	0.001587	0.023986	0.001550	0.006496	0.002171	0.015922	0.001082	0.000856	0.000265	-10416.937
258	0.003850	0.001587	0.023986	0.001550	0.006629	0.002343	0.015922	0.001078	0.000813	0.000265	-10436.606
260	0.003635	0.001499	0.022646	0.001463	0.006789	0.002212	0.015032	0.000998	0.000768	0.000250	-10411.230
262	0.003600	0.001484	0.022423	0.001449	0.006722	0.001981	0.014885	0.000988	0.000814	0.000248	-10421.217
264	0.003182	0.001312	0.019822	0.001281	0.005942	0.001751	0.011726	0.000874	0.000720	0.000246	-10409.741
266	0.003160	0.001303	0.019686	0.001272	0.005901	0.001687	0.013071	0.000868	0.000729	0.000217	-10418.673
268	0.003160	0.001303	0.019686	0.001272	0.005901	0.001687	0.012265	0.000868	0.000729	0.000232	-10424.133
270	0.003160	0.001303	0.019686	0.001272	0.006267	0.001805	0.011408	0.000859	0.000697	0.000249	-10407.976
272	0.003160	0.001303	0.018863	0.001272	0.004758	0.001704	0.011408	0.000859	0.000723	0.000249	-10411.545
274	0.003732	0.001539	0.022279	0.001502	0.006030	0.002012	0.013473	0.001004	0.000854	0.000294	-10399.404
276	0.003308	0.001364	0.019636	0.001332	0.005345	0.001875	0.013058	0.000890	0.000733	0.000239	-10396.672
278	0.003628	0.001496	0.021532	0.001460	0.005861	0.002040	0.014319	0.000976	0.000808	0.000262	-10392.877
280	0.003628	0.001496	0.021359	0.001460	0.005861	0.002120	0.013160	0.000976	0.000788	0.000274	-10424.909
282	0.003092	0.001106	0.017816	0.001244	0.005770	0.001916	0.010294	0.000832	0.000646	0.000234	-10394.894
284	0.002939	0.001051	0.016936	0.001183	0.005485	0.002218	0.009249	0.000791	0.000547	0.000235	-10429.460
286	0.002702	0.000966	0.016471	0.001087	0.004331	0.001894	0.009284	0.000764	0.000525	0.000198	-10414.647
288	0.002950	0.001055	0.018501	0.001187	0.005286	0.002068	0.009589	0.000806	0.000573	0.000228	-10412.394
290	0.002950	0.001055	0.018501	0.001313	0.005646	0.001966	0.008784	0.000786	0.000591	0.000228	-10426.914
292	0.002710	0.000970	0.017000	0.001207	0.005188	0.001650	0.008428	0.000722	0.000575	0.000210	-10434.535
294	0.002710	0.000970	0.017000	0.001207	0.005188	0.001650	0.008428	0.000722	0.000575	0.000210	-10427.176
296	0.003160	0.001130	0.019817	0.001406	0.006048	0.001924	0.010466	0.000842	0.000670	0.000245	-10425.769
298	0.002852	0.001020	0.017886	0.001269	0.005096	0.001681	0.009446	0.000774	0.000617	0.000221	-10427.991
300	0.002476	0.000886	0.015528	0.001102	0.004040	0.001460	0.008201	0.000685	0.000536	0.000192	-10436.033
302	0.002751	0.000984	0.017253	0.001225	0.004753	0.001622	0.009112	0.000752	0.000595	0.000213	-10444.145
304	0.002751	0.000984	0.017253	0.001225	0.003910	0.001484	0.009112	0.000786	0.000631	0.000213	-10440.200
306	0.002751	0.000984	0.017253	0.001225	0.003795	0.001484	0.010637	0.000790	0.000631	0.000196	-10430.392
308	0.002516	0.000900	0.015783	0.001120	0.003472	0.001430	0.009296	0.000723	0.000557	0.000188	-10435.910
310	0.002516	0.000900	0.015783	0.001120	0.003472	0.001537	0.009296	0.000723	0.000531	0.000188	-10442.771
312	0.002576	0.000922	0.016158	0.001147	0.003555	0.001520	0.011289	0.000740	0.000556	0.000162	-10436.706
314	0.002576	0.000922	0.015334	0.001147	0.003555	0.001520	0.011289	0.000740	0.000556	0.000162	-10416.396
316	0.002576	0.000922	0.015334	0.001147	0.003555	0.001398	0.010375	0.000740	0.000591	0.000162	-10424.327
318	0.002314	0.000828	0.013771	0.001030	0.003407	0.001323	0.009317	0.000637	0.000511	0.000145	-10434.997
320	0.002578	0.000922	0.015342	0.001147	0.003796	0.001706	0.010380	0.000710	0.000514	0.000162	-10423.621
322	0.002256	0.000807	0.013429	0.001004	0.003322	0.001365	0.009086	0.000621	0.000479	0.000142	-10431.802
324	0.002498	0.000894	0.014870	0.001112	0.003419	0.001512	0.010061	0.000700	0.000530	0.000157	-10422.099
326	0.002824	0.001010	0.016807	0.001786	0.004514	0.001870	0.010626	0.000764	0.000563	0.000177	-10428.482
328	0.002824	0.001010	0.016807	0.001786	0.004514	0.001842	0.010892	0.000764	0.000568	0.000172	-10424.427
330	0.002824	0.001010	0.017484	0.001786	0.004514	0.001801	0.010892	0.000764	0.000578	0.000172	-10431.757
332	0.002824	0.001010	0.016792	0.001786	0.004440	0.001855	0.010892	0.000795	0.000566	0.000172	-10426.489
334	0.002570	0.000919	0.015281	0.001491	0.004395	0.001688	0.009912	0.000732	0.000515	0.000157	-10407.312
336	0.002570	0.000919	0.015281	0.001491	0.003867	0.001534	0.008725	0.000732	0.000551	0.000178	-10397.895
338	0.002570	0.000919	0.015281	0.001491	0.003867	0.001669	0.008725	0.000732	0.000521	0.000178	-10414.526
340	0.002732	0.000977	0.015524	0.001586	0.004111	0.001750	0.009276	0.000779	0.000558	0.000189	-10417.880
342	0.002732	0.000977	0.015524	0.001586	0.004111	0.001750	0.009276	0.000779	0.000558	0.000189	-10438.553
344	0.002573	0.000921	0.015498	0.001494	0.004397	0.001809	0.010159	0.000733	0.000495	0.000178	-10422.448
346	0.002573	0.000921	0.015498	0.001494	0.004200	0.001809	0.010056	0.000745	0.000495	0.000180	-10435.629
348	0.002602	0.000931	0.015668	0.001510	0.004246	0.001628	0.010166	0.000753	0.000540	0.000182	-10440.853
350	0.002602	0.000931	0.015852	0.001510	0.004246	0.001628	0.009397	0.000753	0.000540	0.000182	-10417.542
352	0.002602	0.000931	0.016544	0.001510	0.004246	0.001628	0.009397	0.000753	0.000540	0.000182	-10442.859
354	0.002312	0.000805	0.014315	0.001307	0.003674	0.001408	0.007982	0.000651	0.000467	0.000163	-10443.328
356	0.002312	0.000805	0.014315	0.001307	0.003805	0.002030	0.007982	0.000645	0.000430	0.000163	-10441.279
358	0.002312	0.001244	0.014315	0.001307	0.003805	0.002030	0.007982	0.000645	0.000430	0.000163	-10424.088
360	0.002312	0.001244	0.014315	0.001307	0.003805	0.001763	0.007377	0.000645	0.000469	0.000176	-10434.071
362	0.002585	0.001391	0.016007	0.001461	0.004255	0.001765	0.008249	0.000721	0.000563	0.000197	-10413.059
364	0.002585	0.001391	0.015401	0.001461	0.004255	0.002260	0.008397	0.000721	0.000480	0.000193	-10421.112
366	0.002585	0.001391	0.015401	0.001461	0.005339	0.002260	0.008521	0.000721	0.000480	0.000190	-10409.506
368	0.002706	0.001456	0.015772	0.001529	0.005589	0.002366	0.008920	0.000755	0.000503	0.000199	-10397.368
370	0.002767	0.001489	0.016129	0.001564	0.005716	0.002119	0.009122	0.000772	0.000558	0.000204	-10399.891
372	0.003069	0.001652	0.018716	0.001735	0.006339	0.002490	0.010179	0.000856	0.000597	0.000225	-10412.106
374	0.002447	0.001317	0.014928	0.001383	0.004533	0.001859	0.008810	0.000707	0.000496	0.000179	-10398.769
376	0.002447	0.001317	0.014928	0.001383	0.004533	0.001716	0.008429	0.000707	0.000523	0.000179	-10390.924
378	0.002881	0.001551	0.018360	0.001628	0.005336	0.002176	0.009921	0.000832	0.000586	0.000211	-10411.614
380	0.002507	0.002451	0.015977	0.001417	0.005288	0.001716	0.008633	0.000724	0.000544	0.000184	-10416.644
382	0.002507	0.002451	0.016924	0.001417	0.005288	0.001961	0.007688	0.000724	0.000499	0.000184	-10406.217
384	0.002873	0.002809	0.019396	0.001624	0.005625	0.002682	0.007881	0.000850	0.000513	0.000210	-10415.742
386	0.002873	0.002088	0.019396	0.001624	0.006336	0.002682	0.007881	0.000812	0.000513	0.000210	-10422.950
388	0.002873	0.002088	0.018260	0.001624	0.006443	0.003026	0.007881	0.000807	0.000479	0.000210	-10408.787
390	0.002794	0.002031	0.017756	0.001579	0.006169	0.002943	0.007664	0.000790	0.000466	0.000205	-10405.237
392	0.002794	0.002031	0.017756	0.001579	0.006169	0.002620	0.009193	0.000790	0.000498	0.000205	-10416.063
394	0.002794	0.002031	0.017237	0.001579	0.006081	0.002620	0.008357	0.000794	0.000498	0.000205	-10413.217
396	0.002741	0.001992	0.016910	0.001549	0.005358	0.002570	0.007485	0.000812	0.000488	0.000201	-10425.622
398	0.003244	0.001744	0.020015	0.001522	0.006507	0.003050	0.008859	0.000908	0.000577	0.000237	-10414.095
400	0.002732	0.001469	0.016857	0.001282	0.005292	0.002317	0.007461	0.000775	0.000517	0.000200	-10425.296
402	0.002999	0.001613	0.018505	0.001408	0.006169	0.002544	0.009764	0.000834	0.000568	0.000184	-10427.563
404	0.002999	0.003202	0.018505	0.001408	0.006169	0.002545	0.009764	0.000834	0.000567	0.000184	-10440.876
406	0.002621	0.002798	0.016173	0.001230	0.005391	0.002224	0.008534	0.000729	0.000496	0.000161	-10453.416
408	0.002666	0.002846	0.016451	0.001251	0.004981	0.002241	0.007909	0.000766	0.000508	0.000180	-10456.671
410	0.002612	0.002054	0.016114	0.001226	0.004879	0.002071	0.008391	0.000750	0.000517	0.000176	-10414.968
412	0.002612	0.002054	0.016114	0.001226	0.004879	0.002195	0.008391	0.000750	0.000497	0.000176	-10419.356
414	0.002612	0.002054	0.016980	0.001226	0.005033	0.002209	0.008391	0.000741	0.000495	0.000176	-10425.462
416	0.002612	0.002054	0.016980	0.001226	0.004823	0.002044	0.008391	0.000741	0.000521	0.000176	-10434.731
418	0.002612	0.002054	0.016980	0.001226	0.003867	0.001950	0.008391	0.000741	0.000538	0.000176	-10412.591
420	0.002612	0.002054	0.016980	0.001226	0.003867	0.001797	0.008391	0.000741	0.000569	0.000176	-10416.997
422	0.002203	0.001733	0.014325	0.001034	0.003418	0.001564	0.007079	0.000649	0.000470	0.000149	-10421.405
424	0.002477	0.001948	0.016106	0.001163	0.004090	0.001758	0.007959	0.000717	0.000528	0.000167	-10419.150
426	0.002314	0.001820	0.015046	0.001086	0.003821	0.001642	0.007435	0.000670	0.000493	0.000156	-10421.021
428	0.002683	0.002110	0.017442	0.001259	0.004599	0.001771	0.008818	0.000770	0.000601	0.000177	-10415.564
430	0.002683	0.002110	0.017442	0.001259	0.003731	0.001840	0.008818	0.000809	0.000585	0.000177	-10418.050
432	0.002928	0.002303	0.019037	0.001374	0.004848	0.002013	0.008329	0.000844	0.000638	0.000193	-10430.333
434	0.002695	0.002120	0.018424	0.001265	0.004462	0.001741	0.008126	0.000777	0.000613	0.000168	-10445.565
436	0.003067	0.001812	0.020965	0.001439	0.005078	0.001797	0.010107	0.000884	0.000750	0.000191	-10410.963
438	0.003067	0.001812	0.020965	0.001439	0.005078	0.001797	0.010107	0.000884	0.000750	0.000191	-10440.888
440	0.003445	0.002036	0.023553	0.001617	0.005003	0.001684	0.011355	0.001014	0.000843	0.000214	-10422.180
442	0.003445	0.002036	0.023553	0.001617	0.005003	0.001730	0.011355	0.001014	0.000826	0.000214	-10408.353
444	0.003445	0.002036	0.023553	0.001617	0.005003	0.001693	0.011355	0.001014	0.000839	0.000214	-10409.842
446	0.003445	0.002036	0.023553	0.001617	0.005003	0.001774	0.010285	0.001014	0.000812	0.000236	-10409.212
448	0.003552	0.002099	0.025825	0.001667	0.005158	0.001763	0.010604	0.001046	0.000859	0.000244	-10419.555
450	0.003552	0.002099	0.025825	0.001667	0.004842	0.001776	0.011619	0.001046	0.000854	0.000244	-10411.436
452	0.003105	0.001835	0.022577	0.001559	0.004233	0.001553	0.010431	0.000914	0.000747	0.000213	-10406.601
454	0.003105	0.001835	0.022577	0.001559	0.004233	0.001705	0.011523	0.000914	0.000699	0.000193	-10412.673
456	0.003105	0.001835	0.022577	0.001559	0.004233	0.001663	0.010644	0.000914	0.000712	0.000209	-10404.639
458	0.003228	0.001908	0.023471	0.001621	0.005308	0.001612	0.011066	0.000947	0.000778	0.000217	-10402.045
460	0.002856	0.001688	0.021938	0.001434	0.005081	0.001417	0.009789	0.000838	0.000692	0.000192	-10404.468
462	0.002856	0.001688	0.021938	0.001434	0.005081	0.001512	0.010394	0.000838	0.000660	0.000192	-10400.796
464	0.002856	0.001688	0.021938	0.001434	0.005081	0.001517	0.010394	0.000838	0.000659	0.000192	-10399.917
466	0.003286	0.001942	0.024416	0.001650	0.005845	0.002078	0.013168	0.000964	0.000710	0.000221	-10398.398
468	0.003245	0.001917	0.024110	0.001629	0.005666	0.002181	0.012307	0.000952	0.000673	0.000231	-10390.814
470	0.002886	0.001705	0.021088	0.001449	0.005423	0.001744	0.010945	0.000847	0.000643	0.000205	-10422.459
472	0.002635	0.001557	0.019255	0.001441	0.004951	0.001593	0.009994	0.000773	0.000587	0.000187	-10401.375
