Original_Pop	Sample	Assigned_Pop	Posterior_membership_probability
japonicus	ZJlo024	nigrorum	9.87880213776606e-139
japonicus	ZJlo024	palpebrosus	0
japonicus	ZJlo024	simplex	9.41321916290031e-77
japonicus	ZJlo031	erythropleurus	1.96740159173417e-237
japonicus	ZJlo031	everetti	0
japonicus	ZJlo031	japonicus	0.89901635778009
japonicus	ZJlo031	japonicus_alani	0.10098364221991
japonicus	ZJlo031	meyeni	3.50683488127086e-169
japonicus	ZJlo031	montanus_NORTH	2.16318097162626e-80
japonicus	ZJlo031	montanus_PALAWAN	1.97710726840865e-196
japonicus	ZJlo031	montanus_SOUTH	2.15394208674507e-115
japonicus	ZJlo031	nigrorum	1.74550367676743e-144
japonicus	ZJlo031	palpebrosus	0
japonicus	ZJlo031	simplex	2.43817079565924e-82
japonicus	ZJlo045	erythropleurus	1.19724959934473e-228
japonicus	ZJlo045	everetti	0
japonicus	ZJlo045	japonicus	0.859013363570135
japonicus	ZJlo045	japonicus_alani	0.140986636429865
japonicus	ZJlo045	meyeni	4.60785886832387e-149
japonicus	ZJlo045	montanus_NORTH	3.02786935441513e-73
japonicus	ZJlo045	montanus_PALAWAN	1.10430465703421e-195
japonicus	ZJlo045	montanus_SOUTH	1.29749559837313e-109
japonicus	ZJlo045	nigrorum	2.39440383768623e-137
japonicus	ZJlo045	palpebrosus	0
japonicus	ZJlo045	simplex	2.99626199192318e-74
japonicus	ZJlo046	erythropleurus	2.90577731376777e-234
japonicus	ZJlo046	everetti	0
japonicus	ZJlo046	japonicus	0.884774106080093
japonicus	ZJlo046	japonicus_alani	0.115225893919907
japonicus	ZJlo046	meyeni	5.56462134482391e-158
japonicus	ZJlo046	montanus_NORTH	1.27133043673821e-75
japonicus	ZJlo046	montanus_PALAWAN	9.50531479349844e-194
japonicus	ZJlo046	montanus_SOUTH	9.49763831140127e-113
japonicus	ZJlo046	nigrorum	8.42397143920108e-141
japonicus	ZJlo046	palpebrosus	0
japonicus	ZJlo046	simplex	6.06699622069015e-79
japonicus	ZJlo050	erythropleurus	5.21484724745389e-231
japonicus	ZJlo050	everetti	0
japonicus	ZJlo050	japonicus	0.869896567913059
japonicus	ZJlo050	japonicus_alani	0.130103432086941
japonicus	ZJlo050	meyeni	5.78268634166134e-147
japonicus	ZJlo050	montanus_NORTH	1.06032138186891e-72
japonicus	ZJlo050	montanus_PALAWAN	4.17094018545123e-195
japonicus	ZJlo050	montanus_SOUTH	1.04499056644169e-110
japonicus	ZJlo050	nigrorum	4.89330373435383e-138
japonicus	ZJlo050	palpebrosus	0
japonicus	ZJlo050	simplex	1.36425461512277e-76
japonicus	ZJlo052	erythropleurus	7.15814944147857e-234
japonicus	ZJlo052	everetti	0
japonicus	ZJlo052	japonicus	0.813624689502215
japonicus	ZJlo052	japonicus_alani	0.186375310497785
japonicus	ZJlo052	meyeni	1.13442904705542e-159
japonicus	ZJlo052	montanus_NORTH	7.99914638759722e-72
japonicus	ZJlo052	montanus_PALAWAN	3.59183411279862e-184
japonicus	ZJlo052	montanus_SOUTH	4.56283905023925e-110
japonicus	ZJlo052	nigrorum	2.18845655299682e-137
japonicus	ZJlo052	palpebrosus	0
japonicus	ZJlo052	simplex	3.90145423490829e-77
japonicus	ZJlo055	erythropleurus	1.45502257874478e-238
japonicus	ZJlo055	everetti	0
japonicus	ZJlo055	japonicus	0.844653889606097
japonicus	ZJlo055	japonicus_alani	0.155346110393903
japonicus	ZJlo055	meyeni	2.93163205378885e-163
japonicus	ZJlo055	montanus_NORTH	1.33774612451573e-75
japonicus	ZJlo055	montanus_PALAWAN	2.78345104453849e-189
japonicus	ZJlo055	montanus_SOUTH	6.47740373664228e-115
japonicus	ZJlo055	nigrorum	6.94447725816249e-143
japonicus	ZJlo055	palpebrosus	0
japonicus	ZJlo055	simplex	2.06955465855616e-79
japonicus	ZJja001	erythropleurus	1.6621026587462e-218
japonicus	ZJja001	everetti	0
japonicus	ZJja001	japonicus	0.58865334245985
japonicus	ZJja001	japonicus_alani	0.41134665754015
japonicus	ZJja001	meyeni	1.96457415215301e-160
japonicus	ZJja001	montanus_NORTH	5.15814908728167e-63
japonicus	ZJja001	montanus_PALAWAN	8.33986199542157e-170
japonicus	ZJja001	montanus_SOUTH	2.67595066170524e-92
japonicus	ZJja001	nigrorum	5.59042872850059e-120
japonicus	ZJja001	palpebrosus	0
japonicus	ZJja001	simplex	2.28877315439936e-62
japonicus	ZJja002	erythropleurus	1.83902235454958e-245
japonicus	ZJja002	everetti	0
japonicus	ZJja002	japonicus	0.935754214313622
japonicus	ZJja002	japonicus_alani	0.0642457856863785
japonicus	ZJja002	meyeni	3.46289892289769e-175
japonicus	ZJja002	montanus_NORTH	3.64796846962017e-86
japonicus	ZJja002	montanus_PALAWAN	7.08370242891348e-204
japonicus	ZJja002	montanus_SOUTH	9.87047645391196e-123
japonicus	ZJja002	nigrorum	2.3619851657263e-152
japonicus	ZJja002	palpebrosus	0
japonicus	ZJja002	simplex	3.29568816314782e-86
japonicus	ZJja003	erythropleurus	7.01595750485259e-241
japonicus	ZJja003	everetti	0
japonicus	ZJja003	japonicus	0.92235696863132
japonicus	ZJja003	japonicus_alani	0.0776430313686798
japonicus	ZJja003	meyeni	4.58085098014894e-178
japonicus	ZJja003	montanus_NORTH	7.23721278147195e-83
japonicus	ZJja003	montanus_PALAWAN	3.75392387331818e-196
japonicus	ZJja003	montanus_SOUTH	9.2984635135875e-117
japonicus	ZJja003	nigrorum	2.14376427468673e-146
japonicus	ZJja003	palpebrosus	0
japonicus	ZJja003	simplex	5.340902778317e-83
japonicus	ZJja004	erythropleurus	3.28058948866385e-217
japonicus	ZJja004	everetti	0
japonicus	ZJja004	japonicus	0.597999837185338
japonicus	ZJja004	japonicus_alani	0.402000162814662
japonicus	ZJja004	meyeni	8.97560656624267e-146
japonicus	ZJja004	montanus_NORTH	2.08075612036527e-61
japonicus	ZJja004	montanus_PALAWAN	5.20487573285431e-176
japonicus	ZJja004	montanus_SOUTH	1.01740148277182e-92
japonicus	ZJja004	nigrorum	1.22400687951572e-119
japonicus	ZJja004	palpebrosus	0
japonicus	ZJja004	simplex	6.00687469288617e-60
japonicus	ZJja005	erythropleurus	9.12359761788646e-237
japonicus	ZJja005	everetti	0
japonicus	ZJja005	japonicus	0.882310628018905
japonicus	ZJja005	japonicus_alani	0.117689371981095
japonicus	ZJja005	meyeni	1.3427254503963e-160
japonicus	ZJja005	montanus_NORTH	1.57723202459354e-77
japonicus	ZJja005	montanus_PALAWAN	9.51992441925997e-196
japonicus	ZJja005	montanus_SOUTH	7.65598855569764e-116
japonicus	ZJja005	nigrorum	4.71553620012895e-144
japonicus	ZJja005	palpebrosus	0
japonicus	ZJja005	simplex	4.41397202591022e-80
japonicus	ZJja009	erythropleurus	9.50390878416746e-239
japonicus	ZJja009	everetti	0
japonicus	ZJja009	japonicus	0.879342867646468
japonicus	ZJja009	japonicus_alani	0.120657132353532
japonicus	ZJja009	meyeni	9.68983401315929e-169
japonicus	ZJja009	montanus_NORTH	1.00357656320342e-77
japonicus	ZJja009	montanus_PALAWAN	7.66826786518205e-191
japonicus	ZJja009	montanus_SOUTH	2.41081551496942e-114
japonicus	ZJja009	nigrorum	5.77286488933807e-143
japonicus	ZJja009	palpebrosus	0
japonicus	ZJja009	simplex	1.30138615079028e-80
japonicus	ZJja010	erythropleurus	4.22170722082457e-229
japonicus	ZJja010	everetti	0
japonicus	ZJja010	japonicus	0.827559848215988
japonicus	ZJja010	japonicus_alani	0.172440151784012
japonicus	ZJja010	meyeni	9.10147380336726e-160
japonicus	ZJja010	montanus_NORTH	9.98567776488584e-71
japonicus	ZJja010	montanus_PALAWAN	4.87876595387748e-185
japonicus	ZJja010	montanus_SOUTH	1.65653172435994e-101
japonicus	ZJja010	nigrorum	7.12646892285562e-130
japonicus	ZJja010	palpebrosus	0
japonicus	ZJja010	simplex	2.22192956705509e-71
japonicus	ZJja012	erythropleurus	1.6290767176685e-238
japonicus	ZJja012	everetti	0
japonicus	ZJja012	japonicus	0.888380307187629
japonicus	ZJja012	japonicus_alani	0.111619692812371
japonicus	ZJja012	meyeni	1.36933647699642e-166
japonicus	ZJja012	montanus_NORTH	2.03598629180135e-78
japonicus	ZJja012	montanus_PALAWAN	6.4671554928109e-194
japonicus	ZJja012	montanus_SOUTH	9.0765474802794e-115
japonicus	ZJja012	nigrorum	1.40161739810594e-143
japonicus	ZJja012	palpebrosus	0
japonicus	ZJja012	simplex	4.32132389002476e-80
japonicus	ZJja013	erythropleurus	5.01214186137832e-240
japonicus	ZJja013	everetti	0
japonicus	ZJja013	japonicus	0.928723583789204
japonicus	ZJja013	japonicus_alani	0.0712764162107958
japonicus	ZJja013	meyeni	9.59965814553085e-169
japonicus	ZJja013	montanus_NORTH	8.36238531231855e-83
japonicus	ZJja013	montanus_PALAWAN	2.68171067159901e-201
japonicus	ZJja013	montanus_SOUTH	4.32546787387843e-119
japonicus	ZJja013	nigrorum	2.67523310741858e-148
japonicus	ZJja013	palpebrosus	0
japonicus	ZJja013	simplex	3.95666327193319e-84
japonicus	ZJja014	erythropleurus	1.25108920074244e-240
japonicus	ZJja014	everetti	0
japonicus	ZJja014	japonicus	0.920735424804047
japonicus	ZJja014	japonicus_alani	0.0792645751959533
japonicus	ZJja014	meyeni	1.50746949708476e-175
japonicus	ZJja014	montanus_NORTH	1.65108116531596e-83
japonicus	ZJja014	montanus_PALAWAN	2.18297149256601e-198
japonicus	ZJja014	montanus_SOUTH	1.8164295486119e-119
japonicus	ZJja014	nigrorum	5.00781336313033e-149
japonicus	ZJja014	palpebrosus	0
japonicus	ZJja014	simplex	1.58395822278371e-83
japonicus	ZJja016	erythropleurus	8.32486242577779e-232
japonicus	ZJja016	everetti	0
japonicus	ZJja016	japonicus	0.876197924391424
japonicus	ZJja016	japonicus_alani	0.123802075608577
japonicus	ZJja016	meyeni	7.36432425167609e-160
japonicus	ZJja016	montanus_NORTH	1.14206044156374e-74
japonicus	ZJja016	montanus_PALAWAN	7.4694182170302e-192
japonicus	ZJja016	montanus_SOUTH	5.23460417968386e-108
japonicus	ZJja016	nigrorum	1.03159240224565e-136
japonicus	ZJja016	palpebrosus	0
japonicus	ZJja016	simplex	1.82598480246881e-77
japonicus	ZJja030	erythropleurus	2.53718480193607e-241
japonicus	ZJja030	everetti	0
japonicus	ZJja030	japonicus	0.931733924582677
japonicus	ZJja030	japonicus_alani	0.0682660754173228
japonicus	ZJja030	meyeni	2.86336515844356e-162
japonicus	ZJja030	montanus_NORTH	4.25315400972954e-83
japonicus	ZJja030	montanus_PALAWAN	8.1841133483606e-206
japonicus	ZJja030	montanus_SOUTH	1.30632477142662e-122
japonicus	ZJja030	nigrorum	2.03960233847622e-151
japonicus	ZJja030	palpebrosus	0
japonicus	ZJja030	simplex	2.32282913028323e-83
japonicus_alani	ZJal003	erythropleurus	3.06414461558144e-238
japonicus_alani	ZJal003	everetti	0
japonicus_alani	ZJal003	japonicus	0.83893387082984
japonicus_alani	ZJal003	japonicus_alani	0.16106612917016
japonicus_alani	ZJal003	meyeni	8.81077135550584e-171
japonicus_alani	ZJal003	montanus_NORTH	4.21926557239391e-76
japonicus_alani	ZJal003	montanus_PALAWAN	4.08526553481494e-186
japonicus_alani	ZJal003	montanus_SOUTH	3.98369851559592e-112
japonicus_alani	ZJal003	nigrorum	8.05209368211129e-141
japonicus_alani	ZJal003	palpebrosus	0
japonicus_alani	ZJal003	simplex	5.05680290231225e-79
japonicus_alani	Zjal004	erythropleurus	1.3614787749636e-236
japonicus_alani	Zjal004	everetti	0
japonicus_alani	Zjal004	japonicus	0.852955438426978
japonicus_alani	Zjal004	japonicus_alani	0.147044561573022
japonicus_alani	Zjal004	meyeni	6.61810069342293e-168
japonicus_alani	Zjal004	montanus_NORTH	6.26079317417522e-78
japonicus_alani	Zjal004	montanus_PALAWAN	2.43069719219683e-192
japonicus_alani	Zjal004	montanus_SOUTH	8.19142907971685e-113
japonicus_alani	Zjal004	nigrorum	7.22133541277445e-142
japonicus_alani	Zjal004	palpebrosus	0
japonicus_alani	Zjal004	simplex	2.46971651937859e-79
japonicus_alani	ZJal005	erythropleurus	9.59745330087077e-238
japonicus_alani	ZJal005	everetti	0
japonicus_alani	ZJal005	japonicus	0.849288067284099
japonicus_alani	ZJal005	japonicus_alani	0.150711932715901
japonicus_alani	ZJal005	meyeni	2.62059229635243e-166
japonicus_alani	ZJal005	montanus_NORTH	8.41566179675909e-78
japonicus_alani	ZJal005	montanus_PALAWAN	1.85180249569542e-193
japonicus_alani	ZJal005	montanus_SOUTH	3.30291403003252e-112
japonicus_alani	ZJal005	nigrorum	2.95010465713676e-141
japonicus_alani	ZJal005	palpebrosus	0
japonicus_alani	ZJal005	simplex	3.52043769600408e-79
japonicus_alani	ZJal010	erythropleurus	3.39764940215194e-232
japonicus_alani	ZJal010	everetti	0
japonicus_alani	ZJal010	japonicus	0.8277253509392
japonicus_alani	ZJal010	japonicus_alani	0.1722746490608
japonicus_alani	ZJal010	meyeni	5.10641600714901e-162
japonicus_alani	ZJal010	montanus_NORTH	1.27186210910755e-74
japonicus_alani	ZJal010	montanus_PALAWAN	1.28687564342395e-190
japonicus_alani	ZJal010	montanus_SOUTH	1.43840972316643e-107
japonicus_alani	ZJal010	nigrorum	3.42223800108808e-136
japonicus_alani	ZJal010	palpebrosus	0
japonicus_alani	ZJal010	simplex	1.6244019112322e-75
japonicus_alani	ZJal011	erythropleurus	2.16891712729253e-220
japonicus_alani	ZJal011	everetti	0
japonicus_alani	ZJal011	japonicus	0.631604097068312
japonicus_alani	ZJal011	japonicus_alani	0.368395902931688
japonicus_alani	ZJal011	meyeni	7.28666330725923e-149
japonicus_alani	ZJal011	montanus_NORTH	1.28241385176997e-62
japonicus_alani	ZJal011	montanus_PALAWAN	9.10938435471409e-176
japonicus_alani	ZJal011	montanus_SOUTH	2.85402903631849e-93
japonicus_alani	ZJal011	nigrorum	1.00035682565629e-120
japonicus_alani	ZJal011	palpebrosus	0
japonicus_alani	ZJal011	simplex	2.72600274968366e-64
japonicus_alani	ZJal012	erythropleurus	1.51632101334444e-237
japonicus_alani	ZJal012	everetti	0
japonicus_alani	ZJal012	japonicus	0.826757280273185
japonicus_alani	ZJal012	japonicus_alani	0.173242719726815
japonicus_alani	ZJal012	meyeni	2.90213748721932e-168
japonicus_alani	ZJal012	montanus_NORTH	3.7306384027211e-77
japonicus_alani	ZJal012	montanus_PALAWAN	7.63951704677674e-191
japonicus_alani	ZJal012	montanus_SOUTH	2.50531204575933e-111
japonicus_alani	ZJal012	nigrorum	2.8644463111088e-140
japonicus_alani	ZJal012	palpebrosus	0
japonicus_alani	ZJal012	simplex	1.01481397837256e-79
japonicus_alani	ZJal020	erythropleurus	6.91039341362142e-231
japonicus_alani	ZJal020	everetti	0
japonicus_alani	ZJal020	japonicus	0.658243514599372
japonicus_alani	ZJal020	japonicus_alani	0.341756485400628
japonicus_alani	ZJal020	meyeni	4.45516602869753e-149
japonicus_alani	ZJal020	montanus_NORTH	4.43416309693929e-65
japonicus_alani	ZJal020	montanus_PALAWAN	1.0642342558776e-176
japonicus_alani	ZJal020	montanus_SOUTH	4.97510039016371e-105
japonicus_alani	ZJal020	nigrorum	1.32380938590281e-131
japonicus_alani	ZJal020	palpebrosus	0
japonicus_alani	ZJal020	simplex	2.46299042146796e-72
japonicus	ZJst007	erythropleurus	2.10098323596221e-248
japonicus	ZJst007	everetti	0
japonicus	ZJst007	japonicus	0.944153908393591
japonicus	ZJst007	japonicus_alani	0.055846091606409
japonicus	ZJst007	meyeni	5.75866659686233e-189
japonicus	ZJst007	montanus_NORTH	1.04397207688523e-91
japonicus	ZJst007	montanus_PALAWAN	2.46753774489373e-207
japonicus	ZJst007	montanus_SOUTH	1.92161963021585e-125
japonicus	ZJst007	nigrorum	2.51963759914399e-156
japonicus	ZJst007	palpebrosus	0
japonicus	ZJst007	simplex	2.36501742760882e-88
japonicus	ZJst009	erythropleurus	6.80590794157554e-246
japonicus	ZJst009	everetti	0
japonicus	ZJst009	japonicus	0.909520556663278
japonicus	ZJst009	japonicus_alani	0.0904794433367217
japonicus	ZJst009	meyeni	1.09059047691863e-181
japonicus	ZJst009	montanus_NORTH	3.42894613887958e-86
japonicus	ZJst009	montanus_PALAWAN	3.00520387150302e-200
japonicus	ZJst009	montanus_SOUTH	5.36327327340181e-122
japonicus	ZJst009	nigrorum	6.49447396295191e-152
japonicus	ZJst009	palpebrosus	0
japonicus	ZJst009	simplex	6.22302195002295e-85
japonicus	ZJst010	erythropleurus	1.13254702738245e-244
japonicus	ZJst010	everetti	0
japonicus	ZJst010	japonicus	0.942510765643216
japonicus	ZJst010	japonicus_alani	0.0574892343567842
japonicus	ZJst010	meyeni	1.28923441307249e-177
japonicus	ZJst010	montanus_NORTH	7.34089691357232e-89
japonicus	ZJst010	montanus_PALAWAN	2.05531791588427e-209
japonicus	ZJst010	montanus_SOUTH	3.52019453355705e-122
japonicus	ZJst010	nigrorum	1.16538243448827e-152
japonicus	ZJst010	palpebrosus	0
japonicus	ZJst010	simplex	2.00920385496675e-86
japonicus	ZJst012	erythropleurus	9.72792911001122e-245
japonicus	ZJst012	everetti	0
japonicus	ZJst012	japonicus	0.934555201809044
japonicus	ZJst012	japonicus_alani	0.0654447981909563
japonicus	ZJst012	meyeni	4.35401768961024e-176
japonicus	ZJst012	montanus_NORTH	5.41120061859453e-87
japonicus	ZJst012	montanus_PALAWAN	5.84753051416369e-206
japonicus	ZJst012	montanus_SOUTH	2.56458810989396e-122
japonicus	ZJst012	nigrorum	2.1967365070761e-152
japonicus	ZJst012	palpebrosus	0
japonicus	ZJst012	simplex	2.55069936531399e-85
japonicus	ZJst014	erythropleurus	5.41726995169898e-244
japonicus	ZJst014	everetti	0
japonicus	ZJst014	japonicus	0.912667384589087
japonicus	ZJst014	japonicus_alani	0.0873326154109131
japonicus	ZJst014	meyeni	3.42242627353384e-180
japonicus	ZJst014	montanus_NORTH	4.29221973536293e-86
japonicus	ZJst014	montanus_PALAWAN	5.20700948964415e-201
japonicus	ZJst014	montanus_SOUTH	6.60933283226297e-121
japonicus	ZJst014	nigrorum	5.32501994981889e-151
japonicus	ZJst014	palpebrosus	0
japonicus	ZJst014	simplex	7.13171896109748e-85
japonicus	ZJst015	erythropleurus	1.00958710239762e-243
japonicus	ZJst015	everetti	0
japonicus	ZJst015	japonicus	0.90945381111668
japonicus	ZJst015	japonicus_alani	0.0905461888833195
japonicus	ZJst015	meyeni	1.92274642707304e-179
japonicus	ZJst015	montanus_NORTH	3.57451080660988e-85
japonicus	ZJst015	montanus_PALAWAN	5.01342329885458e-200
japonicus	ZJst015	montanus_SOUTH	1.17276624962331e-119
japonicus	ZJst015	nigrorum	9.82561022842378e-150
japonicus	ZJst015	palpebrosus	0
japonicus	ZJst015	simplex	1.238955525144e-83
japonicus	ZJin001	erythropleurus	1.22037785604897e-244
japonicus	ZJin001	everetti	0
japonicus	ZJin001	japonicus	0.92502362015714
japonicus	ZJin001	japonicus_alani	0.0749763798428602
japonicus	ZJin001	meyeni	1.65148458005666e-186
japonicus	ZJin001	montanus_NORTH	1.56210246659275e-85
japonicus	ZJin001	montanus_PALAWAN	2.66044519624186e-196
japonicus	ZJin001	montanus_SOUTH	6.28079462524831e-118
japonicus	ZJin001	nigrorum	3.07845123298056e-148
japonicus	ZJin001	palpebrosus	0
japonicus	ZJin001	simplex	1.15139200442444e-84
japonicus	ZJin003	erythropleurus	5.48112966158436e-242
japonicus	ZJin003	everetti	0
japonicus	ZJin003	japonicus	0.900853962146577
japonicus	ZJin003	japonicus_alani	0.0991460378534226
japonicus	ZJin003	meyeni	5.15899937740266e-174
japonicus	ZJin003	montanus_NORTH	7.39511226421886e-82
japonicus	ZJin003	montanus_PALAWAN	3.96095315404038e-196
japonicus	ZJin003	montanus_SOUTH	4.5633676431783e-117
japonicus	ZJin003	nigrorum	2.49281491853376e-146
japonicus	ZJin003	palpebrosus	0
japonicus	ZJin003	simplex	5.85966811027877e-83
simplex	ZJsi002	erythropleurus	7.43418983119399e-215
simplex	ZJsi002	everetti	0
simplex	ZJsi002	japonicus	1.05718085190882e-83
simplex	ZJsi002	japonicus_alani	6.63432122299679e-81
simplex	ZJsi002	meyeni	1.7674745624337e-164
simplex	ZJsi002	montanus_NORTH	6.17633296411687e-64
simplex	ZJsi002	montanus_PALAWAN	3.36815874868225e-146
simplex	ZJsi002	montanus_SOUTH	4.41181490652579e-91
simplex	ZJsi002	nigrorum	8.01648875018684e-111
simplex	ZJsi002	palpebrosus	0
simplex	ZJsi002	simplex	1
simplex	ZJsi017	erythropleurus	5.93673362691275e-202
simplex	ZJsi017	everetti	0
simplex	ZJsi017	japonicus	4.04815119439002e-71
simplex	ZJsi017	japonicus_alani	3.20278761716758e-68
simplex	ZJsi017	meyeni	8.78313093042007e-143
simplex	ZJsi017	montanus_NORTH	1.60465800833852e-48
simplex	ZJsi017	montanus_PALAWAN	7.98381617770317e-133
simplex	ZJsi017	montanus_SOUTH	1.0259840261655e-76
simplex	ZJsi017	nigrorum	2.8201097335884e-95
simplex	ZJsi017	palpebrosus	0
simplex	ZJsi017	simplex	1
simplex	ZJsi032	erythropleurus	5.29391893698188e-200
simplex	ZJsi032	everetti	0
simplex	ZJsi032	japonicus	7.07044763420427e-62
simplex	ZJsi032	japonicus_alani	6.66930162661943e-59
simplex	ZJsi032	meyeni	9.864223820705e-145
simplex	ZJsi032	montanus_NORTH	1.73570715578473e-41
simplex	ZJsi032	montanus_PALAWAN	5.57862523765908e-120
simplex	ZJsi032	montanus_SOUTH	6.74202709388917e-67
simplex	ZJsi032	nigrorum	6.16593781362675e-86
simplex	ZJsi032	palpebrosus	0
simplex	ZJsi032	simplex	1
simplex	ZJsi023	erythropleurus	1.59202950815103e-214
simplex	ZJsi023	everetti	0
simplex	ZJsi023	japonicus	2.37006978938845e-88
simplex	ZJsi023	japonicus_alani	3.43504428334693e-85
simplex	ZJsi023	meyeni	2.06570163117408e-159
simplex	ZJsi023	montanus_NORTH	6.84430597933466e-64
simplex	ZJsi023	montanus_PALAWAN	2.89472177673331e-147
simplex	ZJsi023	montanus_SOUTH	1.15551100957329e-91
simplex	ZJsi023	nigrorum	1.6086452073965e-110
simplex	ZJsi023	palpebrosus	0
simplex	ZJsi023	simplex	1
simplex	ZJsi024	erythropleurus	3.48457776899563e-207
simplex	ZJsi024	everetti	0
simplex	ZJsi024	japonicus	2.06972927747853e-77
simplex	ZJsi024	japonicus_alani	5.6922224342675e-74
simplex	ZJsi024	meyeni	4.52124270254971e-164
simplex	ZJsi024	montanus_NORTH	5.84497249584355e-49
simplex	ZJsi024	montanus_PALAWAN	1.56601987919913e-118
simplex	ZJsi024	montanus_SOUTH	1.55335533936932e-71
simplex	ZJsi024	nigrorum	1.61292782876438e-90
simplex	ZJsi024	palpebrosus	0
simplex	ZJsi024	simplex	1
simplex	ZJsi027	erythropleurus	1.69398686188576e-174
simplex	ZJsi027	everetti	0
simplex	ZJsi027	japonicus	1.0243729894285e-27
simplex	ZJsi027	japonicus_alani	2.60498193609129e-25
simplex	ZJsi027	meyeni	4.49110787411905e-110
simplex	ZJsi027	montanus_NORTH	1.63557711710473e-19
simplex	ZJsi027	montanus_PALAWAN	3.9064385691449e-108
simplex	ZJsi027	montanus_SOUTH	1.07147193400237e-47
simplex	ZJsi027	nigrorum	2.25798943675985e-67
simplex	ZJsi027	palpebrosus	0
simplex	ZJsi027	simplex	1
simplex	ZJsi028	erythropleurus	9.49104950335021e-208
