Original_Pop	Sample	Assigned_Pop	Posterior_membership_probability
japonicus	ZJja004	montanus_PALAWAN	5.83018645705767e-87
japonicus	ZJja004	montanus_SOUTH	7.37522914476059e-84
japonicus	ZJja004	nigrorum	4.20932506200931e-108
japonicus	ZJja004	palpebrosus	0
japonicus	ZJja004	simplex	8.23998180283633e-59
japonicus	ZJja005	erythropleurus	3.20440041276422e-223
japonicus	ZJja005	everetti	0
japonicus	ZJja005	japonicus	0.87086733882768
japonicus	ZJja005	japonicus_alani	0.12913266117232
japonicus	ZJja005	meyeni	3.34386281743014e-126
japonicus	ZJja005	montanus_NORTH	1.58423236978535e-68
japonicus	ZJja005	montanus_PALAWAN	6.79754896795766e-105
japonicus	ZJja005	montanus_SOUTH	1.31152723485855e-103
japonicus	ZJja005	nigrorum	8.75935591388606e-129
japonicus	ZJja005	palpebrosus	0
japonicus	ZJja005	simplex	7.31373843791279e-78
japonicus	ZJja009	erythropleurus	7.00499774227375e-224
japonicus	ZJja009	everetti	0
japonicus	ZJja009	japonicus	0.881598518644131
japonicus	ZJja009	japonicus_alani	0.118401481355869
japonicus	ZJja009	meyeni	1.02262852684948e-129
japonicus	ZJja009	montanus_NORTH	3.12060089985113e-70
japonicus	ZJja009	montanus_PALAWAN	1.01615903522604e-106
japonicus	ZJja009	montanus_SOUTH	1.37877049905323e-102
japonicus	ZJja009	nigrorum	1.94030513867741e-128
japonicus	ZJja009	palpebrosus	0
japonicus	ZJja009	simplex	4.95775614504028e-79
japonicus	ZJja010	erythropleurus	2.31554999899719e-216
japonicus	ZJja010	everetti	0
japonicus	ZJja010	japonicus	0.823801811106088
japonicus	ZJja010	japonicus_alani	0.176198188893912
japonicus	ZJja010	meyeni	1.72012581006473e-123
japonicus	ZJja010	montanus_NORTH	6.19758054934282e-63
japonicus	ZJja010	montanus_PALAWAN	9.86304626253392e-98
japonicus	ZJja010	montanus_SOUTH	1.09230115674118e-90
japonicus	ZJja010	nigrorum	3.36205738007137e-116
japonicus	ZJja010	palpebrosus	0
japonicus	ZJja010	simplex	5.99714886158427e-70
japonicus	ZJja012	erythropleurus	7.31848926199858e-224
japonicus	ZJja012	everetti	0
japonicus	ZJja012	japonicus	0.881158942125536
japonicus	ZJja012	japonicus_alani	0.118841057874464
japonicus	ZJja012	meyeni	1.40688623769878e-129
japonicus	ZJja012	montanus_NORTH	4.59763475542523e-70
japonicus	ZJja012	montanus_PALAWAN	1.40223184905405e-106
japonicus	ZJja012	montanus_SOUTH	2.0526753700738e-102
japonicus	ZJja012	nigrorum	2.48775121398902e-128
japonicus	ZJja012	palpebrosus	0
japonicus	ZJja012	simplex	3.83522944593315e-78
japonicus	ZJja013	erythropleurus	6.94660704342074e-225
japonicus	ZJja013	everetti	0
japonicus	ZJja013	japonicus	0.917331238666889
japonicus	ZJja013	japonicus_alani	0.082668761333111
japonicus	ZJja013	meyeni	2.67595043899585e-133
japonicus	ZJja013	montanus_NORTH	2.19047006855081e-73
japonicus	ZJja013	montanus_PALAWAN	1.05422273379697e-110
japonicus	ZJja013	montanus_SOUTH	1.03532485912214e-105
japonicus	ZJja013	nigrorum	8.24796879264165e-132
japonicus	ZJja013	palpebrosus	0
japonicus	ZJja013	simplex	1.2525673755827e-81
japonicus	ZJja014	erythropleurus	8.56610573578958e-225
japonicus	ZJja014	everetti	0
japonicus	ZJja014	japonicus	0.917059702015533
japonicus	ZJja014	japonicus_alani	0.0829402979844673
japonicus	ZJja014	meyeni	1.07231225074951e-136
japonicus	ZJja014	montanus_NORTH	2.33151881255023e-75
japonicus	ZJja014	montanus_PALAWAN	5.35607691149604e-113
japonicus	ZJja014	montanus_SOUTH	1.03237276253306e-106
japonicus	ZJja014	nigrorum	2.2157556344963e-133
japonicus	ZJja014	palpebrosus	0
japonicus	ZJja014	simplex	1.37126609795045e-81
japonicus	ZJja016	erythropleurus	7.93927065277508e-219
japonicus	ZJja016	everetti	0
japonicus	ZJja016	japonicus	0.867044797389726
japonicus	ZJja016	japonicus_alani	0.132955202610274
japonicus	ZJja016	meyeni	2.80334989158019e-125
japonicus	ZJja016	montanus_NORTH	5.53515187800609e-66
japonicus	ZJja016	montanus_PALAWAN	1.48043547096561e-101
japonicus	ZJja016	montanus_SOUTH	2.21142217747595e-96
japonicus	ZJja016	nigrorum	4.53540924024544e-122
japonicus	ZJja016	palpebrosus	0
japonicus	ZJja016	simplex	1.6842666528895e-75
japonicus	ZJja030	erythropleurus	5.91480178931285e-227
japonicus	ZJja030	everetti	0
japonicus	ZJja030	japonicus	0.908407046304475
japonicus	ZJja030	japonicus_alani	0.0915929536955253
japonicus	ZJja030	meyeni	2.13800939579918e-130
japonicus	ZJja030	montanus_NORTH	2.42701880064211e-72
japonicus	ZJja030	montanus_PALAWAN	7.96665294968485e-110
japonicus	ZJja030	montanus_SOUTH	1.65300340180141e-108
japonicus	ZJja030	nigrorum	5.02888343905972e-134
japonicus	ZJja030	palpebrosus	0
japonicus	ZJja030	simplex	2.27986124460647e-80
japonicus_alani	ZJal003	erythropleurus	7.73522587755477e-223
japonicus_alani	ZJal003	everetti	0
japonicus_alani	ZJal003	japonicus	0.858169702013147
japonicus_alani	ZJal003	japonicus_alani	0.141830297986853
japonicus_alani	ZJal003	meyeni	2.0523661696788e-129
japonicus_alani	ZJal003	montanus_NORTH	1.62038845742895e-69
japonicus_alani	ZJal003	montanus_PALAWAN	1.35388151736731e-105
japonicus_alani	ZJal003	montanus_SOUTH	7.23681059613885e-101
japonicus_alani	ZJal003	nigrorum	6.59427086409813e-127
japonicus_alani	ZJal003	palpebrosus	0
japonicus_alani	ZJal003	simplex	1.04431763130825e-77
japonicus_alani	Zjal004	erythropleurus	4.33086289293293e-222
japonicus_alani	Zjal004	everetti	0
japonicus_alani	Zjal004	japonicus	0.85500220144679
japonicus_alani	Zjal004	japonicus_alani	0.14499779855321
japonicus_alani	Zjal004	meyeni	1.76439143269978e-130
japonicus_alani	Zjal004	montanus_NORTH	5.34824463214442e-70
japonicus_alani	Zjal004	montanus_PALAWAN	3.72541544177134e-106
japonicus_alani	Zjal004	montanus_SOUTH	7.26533306015754e-101
japonicus_alani	Zjal004	nigrorum	4.2875717911633e-127
japonicus_alani	Zjal004	palpebrosus	0
japonicus_alani	Zjal004	simplex	1.96622406168221e-77
japonicus_alani	ZJal005	erythropleurus	6.6438642730432e-224
japonicus_alani	ZJal005	everetti	0
japonicus_alani	ZJal005	japonicus	0.847194094882959
japonicus_alani	ZJal005	japonicus_alani	0.152805905117041
japonicus_alani	ZJal005	meyeni	4.15914453630659e-130
japonicus_alani	ZJal005	montanus_NORTH	1.34269775241103e-69
japonicus_alani	ZJal005	montanus_PALAWAN	1.1646096252755e-105
japonicus_alani	ZJal005	montanus_SOUTH	2.08854022429063e-100
japonicus_alani	ZJal005	nigrorum	1.41262750362201e-126
japonicus_alani	ZJal005	palpebrosus	0
japonicus_alani	ZJal005	simplex	3.04897930103473e-77
japonicus_alani	ZJal010	erythropleurus	2.01856887795643e-219
japonicus_alani	ZJal010	everetti	0
japonicus_alani	ZJal010	japonicus	0.82628181946278
japonicus_alani	ZJal010	japonicus_alani	0.17371818053722
japonicus_alani	ZJal010	meyeni	8.31880375832942e-127
japonicus_alani	ZJal010	montanus_NORTH	1.76888923076659e-66
japonicus_alani	ZJal010	montanus_PALAWAN	6.32725272587038e-102
japonicus_alani	ZJal010	montanus_SOUTH	2.07105009208475e-96
japonicus_alani	ZJal010	nigrorum	3.83944848920934e-122
japonicus_alani	ZJal010	palpebrosus	0
japonicus_alani	ZJal010	simplex	1.01219064163348e-73
japonicus_alani	ZJal011	erythropleurus	2.1219931151941e-209
japonicus_alani	ZJal011	everetti	0
japonicus_alani	ZJal011	japonicus	0.646877504540303
japonicus_alani	ZJal011	japonicus_alani	0.353122495459697
japonicus_alani	ZJal011	meyeni	3.86633250562203e-114
japonicus_alani	ZJal011	montanus_NORTH	2.81123425540265e-55
japonicus_alani	ZJal011	montanus_PALAWAN	4.82503119316961e-88
japonicus_alani	ZJal011	montanus_SOUTH	1.35580676921828e-83
japonicus_alani	ZJal011	nigrorum	2.44699141462479e-108
japonicus_alani	ZJal011	palpebrosus	0
japonicus_alani	ZJal011	simplex	5.41097941483875e-63
japonicus_alani	ZJal012	erythropleurus	3.8317980904516e-224
japonicus_alani	ZJal012	everetti	0
japonicus_alani	ZJal012	japonicus	0.839985543679736
japonicus_alani	ZJal012	japonicus_alani	0.160014456320264
japonicus_alani	ZJal012	meyeni	1.20570192730773e-130
japonicus_alani	ZJal012	montanus_NORTH	6.40151821301766e-70
japonicus_alani	ZJal012	montanus_PALAWAN	6.32493213506115e-106
japonicus_alani	ZJal012	montanus_SOUTH	1.57185717352855e-100
japonicus_alani	ZJal012	nigrorum	9.55474728201237e-127
japonicus_alani	ZJal012	palpebrosus	0
japonicus_alani	ZJal012	simplex	3.22637409177357e-78
japonicus_alani	ZJal020	erythropleurus	1.16211723395903e-217
japonicus_alani	ZJal020	everetti	0
japonicus_alani	ZJal020	japonicus	0.683254251391669
japonicus_alani	ZJal020	japonicus_alani	0.316745748608331
japonicus_alani	ZJal020	meyeni	2.67176044108109e-112
japonicus_alani	ZJal020	montanus_NORTH	8.36998629652402e-58
japonicus_alani	ZJal020	montanus_PALAWAN	2.37556136865532e-91
japonicus_alani	ZJal020	montanus_SOUTH	4.50617936987015e-94
japonicus_alani	ZJal020	nigrorum	4.88785149600506e-118
japonicus_alani	ZJal020	palpebrosus	0
japonicus_alani	ZJal020	simplex	1.22545291178875e-70
japonicus	ZJst007	erythropleurus	4.64439564042162e-233
japonicus	ZJst007	everetti	0
japonicus	ZJst007	japonicus	0.944809405210317
japonicus	ZJst007	japonicus_alani	0.0551905947896828
japonicus	ZJst007	meyeni	2.4252402789167e-149
japonicus	ZJst007	montanus_NORTH	3.46686498002458e-84
japonicus	ZJst007	montanus_PALAWAN	1.23011825295404e-123
japonicus	ZJst007	montanus_SOUTH	1.8487021574081e-113
japonicus	ZJst007	nigrorum	1.52399152785051e-141
japonicus	ZJst007	palpebrosus	0
japonicus	ZJst007	simplex	9.25279647899715e-87
japonicus	ZJst009	erythropleurus	3.8950227360199e-231
japonicus	ZJst009	everetti	0
japonicus	ZJst009	japonicus	0.915629700448888
japonicus	ZJst009	japonicus_alani	0.0843702995511119
japonicus	ZJst009	meyeni	6.80611412654003e-142
japonicus	ZJst009	montanus_NORTH	3.89598354703184e-79
japonicus	ZJst009	montanus_PALAWAN	1.67855232735457e-117
japonicus	ZJst009	montanus_SOUTH	1.1140106047455e-110
japonicus	ZJst009	nigrorum	7.06048050511162e-138
japonicus	ZJst009	palpebrosus	0
japonicus	ZJst009	simplex	1.53343193985085e-83
japonicus	ZJst010	erythropleurus	9.68964215791409e-231
japonicus	ZJst010	everetti	0
japonicus	ZJst010	japonicus	0.934376793627393
japonicus	ZJst010	japonicus_alani	0.0656232063726069
japonicus	ZJst010	meyeni	5.45260514829344e-143
japonicus	ZJst010	montanus_NORTH	1.26276528530536e-79
japonicus	ZJst010	montanus_PALAWAN	3.27912941355386e-118
japonicus	ZJst010	montanus_SOUTH	1.17310980453288e-109
japonicus	ZJst010	nigrorum	5.18041080999671e-137
japonicus	ZJst010	palpebrosus	0
japonicus	ZJst010	simplex	3.75015279952372e-84
japonicus	ZJst012	erythropleurus	1.67452544023119e-230
japonicus	ZJst012	everetti	0
japonicus	ZJst012	japonicus	0.92747430373826
japonicus	ZJst012	japonicus_alani	0.0725256962617396
japonicus	ZJst012	meyeni	2.89847913032714e-140
japonicus	ZJst012	montanus_NORTH	3.59001511193668e-78
japonicus	ZJst012	montanus_PALAWAN	1.49243739496061e-116
japonicus	ZJst012	montanus_SOUTH	6.09167943633605e-110
japonicus	ZJst012	nigrorum	5.78008289377347e-137
japonicus	ZJst012	palpebrosus	0
japonicus	ZJst012	simplex	3.08767799093145e-83
japonicus	ZJst014	erythropleurus	9.22978058001375e-229
japonicus	ZJst014	everetti	0
japonicus	ZJst014	japonicus	0.913753601139367
japonicus	ZJst014	japonicus_alani	0.0862463988606327
japonicus	ZJst014	meyeni	2.94462258630458e-141
japonicus	ZJst014	montanus_NORTH	2.24408191159308e-78
japonicus	ZJst014	montanus_PALAWAN	2.00264511469882e-116
japonicus	ZJst014	montanus_SOUTH	8.31110913019301e-109
japonicus	ZJst014	nigrorum	4.44165166740887e-136
japonicus	ZJst014	palpebrosus	0
japonicus	ZJst014	simplex	4.05676675558013e-83
japonicus	ZJst015	erythropleurus	6.24628498121414e-229
japonicus	ZJst015	everetti	0
japonicus	ZJst015	japonicus	0.90987185961139
japonicus	ZJst015	japonicus_alani	0.0901281403886097
japonicus	ZJst015	meyeni	1.18299107391354e-140
japonicus	ZJst015	montanus_NORTH	1.34325944531053e-77
japonicus	ZJst015	montanus_PALAWAN	1.44841550235989e-115
japonicus	ZJst015	montanus_SOUTH	7.35918588845471e-108
japonicus	ZJst015	nigrorum	3.66330051212268e-135
japonicus	ZJst015	palpebrosus	0
japonicus	ZJst015	simplex	4.83166058613387e-82
japonicus	ZJin001	erythropleurus	2.12566911562229e-228
japonicus	ZJin001	everetti	0
japonicus	ZJin001	japonicus	0.93173289411331
japonicus	ZJin001	japonicus_alani	0.0682671058866899
japonicus	ZJin001	meyeni	1.30939235032147e-143
japonicus	ZJin001	montanus_NORTH	4.71008357096706e-79
japonicus	ZJin001	montanus_PALAWAN	3.08730655112682e-117
japonicus	ZJin001	montanus_SOUTH	2.46564502358165e-106
japonicus	ZJin001	nigrorum	5.32671218005957e-134
japonicus	ZJin001	palpebrosus	0
japonicus	ZJin001	simplex	1.53589021871292e-83
japonicus	ZJin003	erythropleurus	1.66509922877004e-226
japonicus	ZJin003	everetti	0
japonicus	ZJin003	japonicus	0.899241946809003
japonicus	ZJin003	japonicus_alani	0.100758053190997
japonicus	ZJin003	meyeni	2.66040298024456e-135
japonicus	ZJin003	montanus_NORTH	6.45963021854095e-74
japonicus	ZJin003	montanus_PALAWAN	4.71853677192874e-111
japonicus	ZJin003	montanus_SOUTH	1.31114466458314e-104
japonicus	ZJin003	nigrorum	4.83055405742834e-131
japonicus	ZJin003	palpebrosus	0
japonicus	ZJin003	simplex	4.38130211775455e-81
simplex	ZJsi002	erythropleurus	2.83847557473051e-202
simplex	ZJsi002	everetti	0
simplex	ZJsi002	japonicus	2.56581435830037e-81
simplex	ZJsi002	japonicus_alani	7.94803894779904e-79
simplex	ZJsi002	meyeni	5.15586143015286e-113
simplex	ZJsi002	montanus_NORTH	2.95330825352093e-61
simplex	ZJsi002	montanus_PALAWAN	4.1733329954928e-80
simplex	ZJsi002	montanus_SOUTH	2.64113423093405e-85
simplex	ZJsi002	nigrorum	2.56405323487927e-103
simplex	ZJsi002	palpebrosus	0
simplex	ZJsi002	simplex	1
simplex	ZJsi017	erythropleurus	7.97245201202236e-193
simplex	ZJsi017	everetti	0
simplex	ZJsi017	japonicus	1.91834009805183e-68
simplex	ZJsi017	japonicus_alani	6.9587117504669e-66
simplex	ZJsi017	meyeni	4.41188708991573e-95
simplex	ZJsi017	montanus_NORTH	5.07989475308813e-46
simplex	ZJsi017	montanus_PALAWAN	4.90097445591093e-64
simplex	ZJsi017	montanus_SOUTH	1.21770114567498e-72
simplex	ZJsi017	nigrorum	9.93635980773667e-90
simplex	ZJsi017	palpebrosus	0
simplex	ZJsi017	simplex	1
simplex	ZJsi032	erythropleurus	5.79145584234004e-188
simplex	ZJsi032	everetti	0
simplex	ZJsi032	japonicus	6.0760324661521e-59
simplex	ZJsi032	japonicus_alani	2.27882793357771e-56
simplex	ZJsi032	meyeni	2.19503266330021e-91
simplex	ZJsi032	montanus_NORTH	7.33950856463146e-40
simplex	ZJsi032	montanus_PALAWAN	1.50880530951717e-57
simplex	ZJsi032	montanus_SOUTH	3.1207967446224e-62
simplex	ZJsi032	nigrorum	6.77490761057866e-80
simplex	ZJsi032	palpebrosus	0
simplex	ZJsi032	simplex	1
simplex	ZJsi023	erythropleurus	7.1251224956257e-203
simplex	ZJsi023	everetti	0
simplex	ZJsi023	japonicus	1.32827860872188e-86
simplex	ZJsi023	japonicus_alani	9.66722845955086e-84
simplex	ZJsi023	meyeni	3.60699940605763e-111
simplex	ZJsi023	montanus_NORTH	5.89439783954199e-61
simplex	ZJsi023	montanus_PALAWAN	4.08421828925265e-78
simplex	ZJsi023	montanus_SOUTH	5.81804680815109e-86
simplex	ZJsi023	nigrorum	6.06768716530521e-103
simplex	ZJsi023	palpebrosus	0
simplex	ZJsi023	simplex	1
simplex	ZJsi024	erythropleurus	1.2069892694942e-194
simplex	ZJsi024	everetti	0
simplex	ZJsi024	japonicus	1.52641386444281e-72
simplex	ZJsi024	japonicus_alani	1.18649152077339e-69
simplex	ZJsi024	meyeni	1.03838814834164e-102
simplex	ZJsi024	montanus_NORTH	3.91017102465759e-49
simplex	ZJsi024	montanus_PALAWAN	8.18969815808908e-66
simplex	ZJsi024	montanus_SOUTH	1.33953020391549e-68
simplex	ZJsi024	nigrorum	7.72799166273996e-87
simplex	ZJsi024	palpebrosus	0
simplex	ZJsi024	simplex	1
simplex	ZJsi027	erythropleurus	1.85282245348144e-166
simplex	ZJsi027	everetti	0
simplex	ZJsi027	japonicus	1.49117243663607e-25
simplex	ZJsi027	japonicus_alani	1.77674027558954e-23
simplex	ZJsi027	meyeni	1.77457104527772e-65
simplex	ZJsi027	montanus_NORTH	1.02674138035056e-16
simplex	ZJsi027	montanus_PALAWAN	3.25541009568203e-36
simplex	ZJsi027	montanus_SOUTH	8.09990298224846e-44
simplex	ZJsi027	nigrorum	7.16399200998158e-62
simplex	ZJsi027	palpebrosus	0
simplex	ZJsi027	simplex	1
simplex	ZJsi028	erythropleurus	4.33041532633485e-197
simplex	ZJsi028	everetti	0
