Gen	theta_1JpMeMoNMoS	theta_2Si	theta_3JpMeMoNMoSSi	tau_3JpMeMoNMoSSi	lnL
88	0.013552	0.001976	0.006397	0.001406	-10417.863
90	0.013552	0.001976	0.006397	0.001406	-10394.416
92	0.014959	0.002181	0.007061	0.001552	-10420.098
94	0.014959	0.002181	0.007538	0.001454	-10435.584
96	0.014959	0.002181	0.007538	0.001454	-10432.321
98	0.014959	0.002181	0.007538	0.001454	-10428.399
100	0.013715	0.002000	0.006669	0.001382	-10452.319
102	0.013715	0.002000	0.006669	0.001382	-10440.255
104	0.013715	0.002000	0.006669	0.001382	-10456.500
106	0.013715	0.002000	0.006276	0.001468	-10439.438
108	0.013715	0.002000	0.006276	0.001468	-10427.193
110	0.013715	0.002000	0.006742	0.001367	-10434.121
112	0.013715	0.003040	0.006742	0.001367	-10411.528
114	0.013415	0.002974	0.006595	0.001337	-10421.885
116	0.015188	0.003366	0.005413	0.001513	-10433.499
118	0.016439	0.003644	0.006349	0.001719	-10410.547
120	0.015479	0.003231	0.005468	0.001569	-10405.273
122	0.015479	0.003231	0.005649	0.001519	-10425.916
124	0.016925	0.003532	0.006176	0.001661	-10436.692
126	0.015068	0.003145	0.005499	0.001478	-10426.009
128	0.015585	0.003145	0.005499	0.001478	-10433.818
130	0.015585	0.003145	0.005499	0.001478	-10424.366
132	0.013441	0.002712	0.004742	0.001275	-10413.409
134	0.013441	0.002712	0.004406	0.001372	-10409.795
136	0.014033	0.002016	0.004683	0.001433	-10421.111
138	0.012199	0.001752	0.005126	0.001245	-10415.981
140	0.013182	0.001893	0.005539	0.001346	-10420.462
142	0.014337	0.002059	0.006025	0.001464	-10428.054
144	0.012622	0.001813	0.005304	0.001288	-10420.191
146	0.012622	0.001813	0.005485	0.001328	-10434.501
148	0.012622	0.001813	0.005485	0.001328	-10426.755
150	0.012622	0.001813	0.005485	0.001328	-10444.888
152	0.012622	0.001813	0.005447	0.001337	-10430.991
154	0.011802	0.001695	0.004967	0.001282	-10443.645
156	0.013688	0.001966	0.006101	0.001404	-10450.400
158	0.013688	0.001966	0.006101	0.001404	-10429.735
160	0.013688	0.001966	0.006101	0.001404	-10425.612
162	0.013688	0.001966	0.006101	0.001404	-10416.134
164	0.012409	0.001782	0.005556	0.001267	-10414.474
166	0.011290	0.001622	0.005056	0.001153	-10420.988
168	0.011290	0.001622	0.006412	0.001153	-10423.186
170	0.012507	0.001796	0.005416	0.001268	-10420.453
172	0.012507	0.001796	0.005416	0.001268	-10426.927
174	0.011216	0.001611	0.004857	0.001137	-10429.967
176	0.011216	0.001611	0.004117	0.001072	-10453.763
178	0.012382	0.001778	0.004837	0.001112	-10446.471
180	0.012382	0.001778	0.004837	0.001112	-10453.820
182	0.012382	0.001778	0.004563	0.001179	-10425.918
184	0.013185	0.001894	0.004859	0.001255	-10425.308
186	0.014683	0.002109	0.005585	0.001355	-10456.258
188	0.014683	0.002109	0.005802	0.001304	-10451.189
190	0.014683	0.002164	0.005802	0.001304	-10421.066
192	0.016851	0.002483	0.006659	0.001496	-10400.424
194	0.014186	0.002090	0.005606	0.001260	-10418.791
196	0.014186	0.002090	0.005606	0.001260	-10400.206
198	0.014186	0.002090	0.005606	0.001260	-10430.700
200	0.014186	0.002090	0.005606	0.001260	-10426.529
202	0.014186	0.002090	0.005770	0.001224	-10410.523
204	0.014186	0.002090	0.005770	0.001224	-10413.303
206	0.015160	0.002234	0.006167	0.001308	-10429.133
208	0.015160	0.002234	0.005808	0.001389	-10440.733
210	0.015160	0.002234	0.005808	0.001389	-10437.500
212	0.012728	0.001876	0.004876	0.001166	-10414.638
214	0.015840	0.002162	0.005622	0.001344	-10425.044
216	0.015840	0.002162	0.005319	0.001421	-10413.196
218	0.015840	0.002162	0.005319	0.001421	-10416.888
220	0.013551	0.001850	0.004551	0.001215	-10443.456
222	0.013551	0.001850	0.004551	0.001215	-10443.183
224	0.015888	0.002169	0.005633	0.001350	-10420.666
226	0.015888	0.002169	0.005975	0.001272	-10443.578
228	0.018475	0.002522	0.007007	0.001467	-10426.701
230	0.018475	0.002522	0.005517	0.001467	-10450.724
232	0.019200	0.002621	0.005734	0.001525	-10422.601
234	0.019200	0.002621	0.005734	0.001525	-10426.773
236	0.019200	0.002621	0.005734	0.001525	-10430.495
238	0.017959	0.002452	0.005363	0.001426	-10432.536
240	0.020330	0.002568	0.005416	0.001550	-10432.464
242	0.020330	0.002568	0.005205	0.001613	-10418.698
244	0.020330	0.002568	0.005471	0.001534	-10430.589
246	0.020330	0.002568	0.005471	0.001534	-10420.950
248	0.020330	0.002568	0.005471	0.001534	-10408.375
250	0.021075	0.002662	0.006197	0.001631	-10423.494
252	0.021075	0.002662	0.006197	0.001631	-10401.764
254	0.021075	0.002662	0.006468	0.001631	-10395.391
256	0.021075	0.002662	0.006468	0.001631	-10403.412
258	0.022624	0.002662	0.006468	0.001631	-10387.565
260	0.025853	0.003042	0.007391	0.001864	-10396.423
262	0.025853	0.003042	0.007391	0.001864	-10400.433
264	0.024912	0.004571	0.007391	0.001864	-10384.494
266	0.027214	0.004993	0.008074	0.002037	-10393.293
268	0.027214	0.004993	0.008074	0.002037	-10404.837
270	0.023626	0.004335	0.006520	0.001901	-10400.444
272	0.027600	0.005064	0.007683	0.002201	-10396.224
274	0.027600	0.005064	0.007902	0.002140	-10409.500
276	0.027792	0.004067	0.007957	0.002155	-10417.599
278	0.026328	0.004067	0.008258	0.002077	-10403.978
280	0.025376	0.003920	0.007845	0.002031	-10418.762
282	0.025376	0.003920	0.007520	0.002119	-10430.259
284	0.024128	0.004481	0.006885	0.002092	-10435.320
286	0.027629	0.005131	0.008015	0.002357	-10435.811
288	0.027629	0.006804	0.009325	0.002357	-10435.384
290	0.027629	0.006804	0.009391	0.002340	-10435.406
292	0.024449	0.006021	0.008310	0.002071	-10439.433
294	0.027644	0.006808	0.010532	0.002341	-10452.660
296	0.027572	0.006790	0.010189	0.002408	-10430.663
298	0.023122	0.005572	0.007463	0.001976	-10416.338
300	0.023122	0.005572	0.007096	0.002078	-10399.684
302	0.026629	0.006092	0.007758	0.002272	-10426.874
304	0.026629	0.006092	0.009202	0.002228	-10424.117
306	0.023357	0.005343	0.008071	0.001954	-10414.107
308	0.023469	0.005369	0.007755	0.002053	-10437.409
310	0.023469	0.004359	0.008218	0.001938	-10449.336
312	0.023469	0.004359	0.008218	0.001938	-10443.353
314	0.023469	0.004359	0.008443	0.001886	-10441.455
316	0.023469	0.004359	0.008366	0.001903	-10450.321
318	0.022322	0.004359	0.008366	0.001903	-10434.464
320	0.020476	0.003998	0.007674	0.001746	-10430.856
322	0.020476	0.003998	0.007989	0.001677	-10411.705
324	0.020476	0.003998	0.007810	0.001716	-10415.499
326	0.020476	0.003998	0.007810	0.001716	-10428.589
328	0.020476	0.003998	0.007324	0.001829	-10426.695
330	0.020476	0.003998	0.007324	0.001829	-10429.196
332	0.020476	0.003998	0.007371	0.001818	-10435.862
334	0.023179	0.004526	0.008344	0.002057	-10443.440
336	0.023179	0.004526	0.008344	0.002057	-10436.923
338	0.020660	0.004034	0.007061	0.001932	-10414.049
340	0.023675	0.004623	0.008091	0.002214	-10431.948
342	0.022946	0.004481	0.007842	0.002146	-10416.526
344	0.020205	0.003945	0.005714	0.001889	-10419.726
346	0.020092	0.003945	0.005714	0.001889	-10426.518
348	0.022497	0.004418	0.006821	0.001984	-10435.016
350	0.022497	0.004418	0.007375	0.002123	-10444.968
352	0.022497	0.004418	0.007375	0.002123	-10431.121
354	0.022497	0.004418	0.007194	0.002176	-10434.744
356	0.027242	0.005036	0.008786	0.002316	-10431.054
358	0.025827	0.004774	0.008329	0.002195	-10441.273
360	0.022017	0.004108	0.007494	0.001807	-10426.220
362	0.022017	0.004108	0.007494	0.001807	-10435.007
364	0.022017	0.004108	0.006826	0.001984	-10430.445
366	0.022017	0.004108	0.005238	0.002034	-10415.443
368	0.022017	0.004108	0.005493	0.001939	-10458.473
370	0.019815	0.003697	0.006169	0.001745	-10436.492
372	0.017123	0.003195	0.005052	0.001591	-10405.706
374	0.017123	0.003195	0.005052	0.001591	-10399.881
376	0.017016	0.003175	0.005324	0.001491	-10399.223
378	0.015690	0.002928	0.004909	0.001375	-10402.615
380	0.017095	0.003190	0.005349	0.001498	-10435.334
382	0.015508	0.002894	0.004852	0.001359	-10407.813
384	0.015508	0.002894	0.004832	0.001365	-10407.969
386	0.018051	0.003277	0.005144	0.001644	-10418.163
388	0.018051	0.003277	0.005469	0.001546	-10421.318
390	0.017389	0.003157	0.005269	0.001490	-10421.025
392	0.017389	0.003157	0.004966	0.001580	-10451.403
394	0.017389	0.003157	0.005925	0.001662	-10453.433
396	0.017389	0.003157	0.006191	0.001590	-10439.264
398	0.017389	0.003157	0.006450	0.001526	-10399.953
400	0.018081	0.003282	0.006944	0.001677	-10414.825
402	0.018960	0.003282	0.007198	0.001618	-10416.004
404	0.021213	0.003672	0.008053	0.001810	-10417.036
406	0.018150	0.003142	0.005398	0.001549	-10424.304
408	0.017595	0.003046	0.005343	0.001471	-10449.867
410	0.020412	0.003534	0.006559	0.001612	-10427.568
412	0.018140	0.003140	0.005829	0.001433	-10438.120
414	0.018140	0.003140	0.005391	0.001549	-10456.789
416	0.015775	0.002731	0.004688	0.001347	-10445.930
418	0.017802	0.003082	0.005290	0.001520	-10442.553
420	0.017802	0.003082	0.005290	0.001520	-10444.834
422	0.017802	0.003082	0.004940	0.001628	-10430.952
424	0.019207	0.003325	0.005813	0.001611	-10440.630
426	0.019207	0.003325	0.005784	0.001619	-10430.203
428	0.019207	0.003325	0.005784	0.001619	-10419.752
430	0.016375	0.002178	0.004931	0.001380	-10418.954
432	0.016159	0.002149	0.004866	0.001362	-10418.235
434	0.017971	0.002390	0.005263	0.001557	-10409.992
436	0.015637	0.002080	0.004580	0.001355	-10433.024
438	0.015637	0.002080	0.004344	0.001429	-10427.289
440	0.018500	0.002460	0.005518	0.001574	-10406.122
442	0.017324	0.002304	0.005168	0.001474	-10397.510
444	0.017678	0.002351	0.005273	0.001504	-10417.442
446	0.017678	0.002351	0.005146	0.001541	-10414.239
448	0.019158	0.002548	0.005577	0.001670	-10391.023
450	0.020886	0.002778	0.006671	0.001660	-10387.539
452	0.022123	0.002942	0.007066	0.001758	-10405.647
454	0.020272	0.002696	0.006475	0.001611	-10412.766
456	0.020272	0.002696	0.006367	0.001638	-10408.051
458	0.020272	0.002696	0.006622	0.001575	-10388.466
460	0.018784	0.002696	0.006622	0.001575	-10409.597
462	0.016613	0.002384	0.005819	0.001402	-10425.603
464	0.019477	0.002621	0.006010	0.001640	-10418.951
466	0.021335	0.002871	0.004886	0.001796	-10415.102
468	0.021335	0.002871	0.005260	0.001669	-10404.116
470	0.020115	0.002707	0.004878	0.001599	-10402.649
472	0.022875	0.003078	0.005652	0.001785	-10393.702
474	0.022875	0.003078	0.007209	0.001785	-10392.057
476	0.022875	0.003078	0.007209	0.001785	-10401.534
478	0.020873	0.002809	0.006717	0.001595	-10411.979
480	0.020224	0.002721	0.006497	0.001548	-10407.324
482	0.020718	0.002575	0.006148	0.001465	-10406.371
484	0.018908	0.002350	0.005611	0.001337	-10424.042
486	0.017839	0.002217	0.005031	0.001327	-10433.500
488	0.017839	0.002217	0.005031	0.001327	-10422.896
490	0.017839	0.002217	0.005437	0.001228	-10400.381
492	0.018496	0.002299	0.005637	0.001273	-10393.686
494	0.017483	0.002173	0.005329	0.001204	-10397.114
496	0.018789	0.002335	0.005727	0.001293	-10410.485
498	0.016940	0.002105	0.005163	0.001166	-10418.389
500	0.019167	0.002382	0.006138	0.001256	-10390.862
502	0.019167	0.002382	0.006138	0.001256	-10385.411
504	0.018325	0.002278	0.005869	0.001201	-10406.042
506	0.015660	0.001946	0.004778	0.001077	-10410.411
508	0.013940	0.001733	0.004253	0.000959	-10406.213
510	0.013318	0.001655	0.003957	0.000940	-10412.101
512	0.015188	0.001888	0.004513	0.001073	-10405.489
514	0.015188	0.001888	0.004513	0.001073	-10409.476
516	0.015188	0.001888	0.004513	0.001073	-10392.566
518	0.015188	0.001888	0.004573	0.001058	-10422.845
520	0.015188	0.001888	0.004573	0.001058	-10400.962
522	0.015188	0.001888	0.004573	0.001058	-10403.728
524	0.016011	0.001990	0.004831	0.001116	-10401.842
526	0.016011	0.001990	0.004831	0.001116	-10430.633
528	0.014591	0.001814	0.004402	0.001017	-10421.789
530	0.014591	0.001814	0.004402	0.001017	-10405.464
532	0.014591	0.001814	0.004402	0.001017	-10411.648
534	0.013006	0.001617	0.003924	0.000906	-10388.561
536	0.013006	0.001617	0.003924	0.000906	-10387.509
538	0.015163	0.001885	0.004574	0.001057	-10412.415
540	0.013098	0.001628	0.004117	0.000876	-10441.258
542	0.013098	0.001628	0.004117	0.000876	-10422.636
544	0.013098	0.001628	0.004117	0.000876	-10436.631
546	0.011742	0.001459	0.003691	0.000785	-10408.785
548	0.011742	0.001459	0.004512	0.000785	-10400.695
550	0.011742	0.001459	0.004512	0.000785	-10400.082
552	0.010120	0.001258	0.003889	0.000677	-10412.349
554	0.010120	0.001258	0.003889	0.000677	-10400.672
556	0.011767	0.001463	0.004522	0.000787	-10395.337
558	0.010287	0.001279	0.003953	0.000688	-10414.762
560	0.010287	0.001279	0.004007	0.000679	-10406.440
562	0.012138	0.001509	0.004728	0.000801	-10394.423
564	0.011787	0.001465	0.004591	0.000778	-10424.931
566	0.014370	0.001786	0.005332	0.000995	-10434.433
568	0.012489	0.001552	0.004783	0.000838	-10402.897
570	0.012489	0.001552	0.004783	0.000838	-10408.349
572	0.012489	0.001552	0.004783	0.000838	-10422.198
574	0.012489	0.001552	0.004783	0.000838	-10407.602
576	0.012489	0.001552	0.004072	0.000838	-10411.419
578	0.012489	0.001552	0.004072	0.000838	-10420.933
580	0.010525	0.001308	0.003224	0.000752	-10415.563
582	0.012084	0.001502	0.003701	0.000863	-10399.483
584	0.010595	0.001317	0.003245	0.000757	-10429.560
586	0.014666	0.001823	0.004492	0.001048	-10419.771
588	0.014666	0.001823	0.004757	0.000989	-10424.519
590	0.014666	0.001823	0.004757	0.000989	-10438.661
592	0.014440	0.001795	0.004684	0.000974	-10433.151
594	0.015777	0.001961	0.005118	0.001064	-10415.821
596	0.015777	0.001961	0.004396	0.001064	-10426.333
598	0.015777	0.001961	0.004396	0.001064	-10423.947
600	0.016245	0.002019	0.004207	0.001096	-10428.260
602	0.016245	0.002019	0.004207	0.001096	-10420.492
604	0.017986	0.002235	0.004658	0.001213	-10466.924
606	0.017986	0.002235	0.005245	0.001213	-10447.741
608	0.017986	0.002235	0.005245	0.001213	-10422.755
610	0.017986	0.002235	0.005245	0.001213	-10426.930
612	0.015629	0.001943	0.004558	0.001054	-10425.311
614	0.015629	0.001943	0.004558	0.001054	-10425.370
616	0.015253	0.001943	0.004558	0.001054	-10421.542
618	0.016316	0.002078	0.004876	0.001128	-10431.623
620	0.016316	0.002078	0.004876	0.001128	-10443.107
622	0.016316	0.002078	0.005088	0.001081	-10443.366
624	0.016316	0.002078	0.005088	0.001081	-10434.072
626	0.016316	0.002078	0.004682	0.001174	-10404.719
628	0.016316	0.002078	0.004682	0.001174	-10417.903
630	0.014239	0.001813	0.003789	0.001105	-10403.629
632	0.014861	0.001893	0.003954	0.001154	-10411.322
634	0.014861	0.001893	0.003954	0.001154	-10431.602
636	0.015077	0.001920	0.004012	0.001170	-10426.277
638	0.015077	0.001920	0.004188	0.001121	-10420.015
640	0.015037	0.001915	0.003849	0.001118	-10424.405
642	0.015037	0.001915	0.003849	0.001118	-10437.458
644	0.015037	0.001915	0.003707	0.001161	-10404.874
646	0.015037	0.001915	0.003707	0.001161	-10387.205
648	0.017043	0.002171	0.004202	0.001316	-10430.260
650	0.014511	0.001848	0.003577	0.001121	-10440.571
652	0.014511	0.001848	0.003367	0.001191	-10421.052
654	0.014780	0.001848	0.003286	0.001220	-10436.239
656	0.014780	0.001848	0.003286	0.001220	-10438.436
658	0.020125	0.002516	0.004709	0.001578	-10421.400
660	0.017102	0.002286	0.004277	0.001433	-10439.226
662	0.017534	0.002326	0.004331	0.001466	-10425.392
664	0.015155	0.002010	0.003743	0.001267	-10411.764
666	0.015155	0.002010	0.004047	0.001172	-10404.351
668	0.013776	0.001827	0.003679	0.001065	-10407.421
670	0.017018	0.002257	0.004544	0.001316	-10431.695
672	0.017018	0.002257	0.004544	0.001316	-10419.915
674	0.017018	0.002257	0.004544	0.001316	-10406.724
676	0.017018	0.002257	0.004544	0.001316	-10390.337
678	0.017018	0.002257	0.004738	0.001262	-10410.901
680	0.019210	0.002548	0.005348	0.001425	-10408.877
682	0.019210	0.002548	0.005348	0.001425	-10417.374
684	0.017734	0.002352	0.004894	0.001327	-10416.223
686	0.016444	0.002181	0.004538	0.001231	-10422.850
688	0.016444	0.002181	0.004591	0.001216	-10422.012
690	0.016444	0.002181	0.004591	0.001216	-10427.416
692	0.016444	0.002181	0.004372	0.001277	-10435.102
694	0.021515	0.002748	0.005507	0.001609	-10424.194
696	0.020284	0.002590	0.005017	0.001570	-10424.253
698	0.020284	0.002590	0.005017	0.001570	-10418.829
700	0.020284	0.002590	0.005017	0.001570	-10420.818
702	0.018714	0.002390	0.004402	0.001523	-10421.609
704	0.019882	0.002539	0.004773	0.001586	-10428.354
706	0.019882	0.002539	0.004773	0.001586	-10412.643
708	0.017792	0.002272	0.004960	0.001419	-10409.966
710	0.017792	0.002272	0.005301	0.001327	-10444.997
712	0.017792	0.002272	0.004927	0.001428	-10427.801
714	0.018767	0.002373	0.005126	0.001492	-10419.230
716	0.016928	0.002140	0.004200	0.001481	-10438.501
718	0.018181	0.002140	0.004471	0.001391	-10424.112
720	0.018959	0.002232	0.004662	0.001451	-10406.514
722	0.017315	0.002232	0.004662	0.001451	-10429.523
724	0.015455	0.001992	0.004162	0.001295	-10422.251
726	0.017598	0.002268	0.004739	0.001474	-10417.318
728	0.017218	0.002219	0.004483	0.001492	-10404.552
730	0.017218	0.002219	0.004483	0.001492	-10392.934
732	0.017218	0.002219	0.005071	0.001433	-10388.497
734	0.017218	0.002219	0.004991	0.001456	-10408.405
736	0.017218	0.002219	0.004991	0.001456	-10416.800
738	0.015039	0.001939	0.004110	0.001349	-10439.653
740	0.013576	0.001750	0.003994	0.001132	-10414.560
742	0.013576	0.001750	0.003994	0.001132	-10417.607
744	0.013576	0.001750	0.003994	0.001132	-10406.254
746	0.012745	0.001643	0.003596	0.001108	-10441.506
748	0.012745	0.001643	0.003596	0.001108	-10460.137
750	0.015103	0.001947	0.004261	0.001313	-10455.588
752	0.013232	0.001706	0.003733	0.001150	-10435.802
754	0.014068	0.001813	0.003969	0.001223	-10429.455
756	0.015957	0.002057	0.004502	0.001387	-10439.103
758	0.014259	0.001838	0.003947	0.001263	-10450.177
760	0.014259	0.001838	0.004185	0.001191	-10448.457
762	0.014259	0.001838	0.004185	0.001191	-10427.977
764	0.014270	0.001839	0.004188	0.001192	-10444.439
766	0.014270	0.001839	0.004188	0.001192	-10419.442
768	0.015186	0.001957	0.004457	0.001269	-10429.984
770	0.015189	0.001957	0.004488	0.001260	-10431.103
772	0.013608	0.001754	0.004188	0.001084	-10417.307
774	0.015106	0.001947	0.002788	0.001203	-10409.923
776	0.014067	0.001813	0.002597	0.001120	-10420.946
778	0.014067	0.001813	0.002670	0.001090	-10428.709
780	0.016289	0.002099	0.003282	0.001189	-10439.289
782	0.014614	0.001883	0.002944	0.001066	-10435.813
784	0.014614	0.001883	0.002944	0.001066	-10438.542
786	0.016097	0.002074	0.003243	0.001175	-10440.690
788	0.016097	0.002074	0.003243	0.001175	-10433.836
790	0.016097	0.002074	0.003243	0.001175	-10448.435
792	0.018264	0.002354	0.003679	0.001333	-10441.461
794	0.016839	0.002170	0.003392	0.001229	-10446.695
796	0.016839	0.002170	0.003392	0.001229	-10433.547
798	0.016984	0.002189	0.003508	0.001209	-10433.697
800	0.014648	0.001888	0.003025	0.001043	-10418.367
802	0.015315	0.001974	0.003163	0.001090	-10407.653
804	0.016333	0.002105	0.003373	0.001163	-10415.257
806	0.014952	0.001929	0.003092	0.001066	-10429.127
808	0.014952	0.001929	0.003092	0.001066	-10438.205
810	0.015825	0.002042	0.003273	0.001128	-10412.726
812	0.015825	0.002042	0.003576	0.001032	-10411.673
814	0.014013	0.001808	0.002898	0.000999	-10397.567
816	0.016742	0.002160	0.003462	0.001193	-10423.493
818	0.016201	0.002091	0.003631	0.001066	-10414.862
820	0.016201	0.002091	0.003360	0.001151	-10428.191
822	0.016201	0.002091	0.003360	0.001151	-10414.942
824	0.016201	0.002091	0.003360	0.001151	-10399.996
826	0.016201	0.002091	0.003360	0.001151	-10392.077
828	0.014282	0.001843	0.002933	0.001025	-10398.003
830	0.018124	0.002339	0.003722	0.001301	-10394.498
832	0.015530	0.002004	0.003189	0.001115	-10393.099
834	0.017689	0.002283	0.003632	0.001270	-10398.074
836	0.016718	0.002157	0.003433	0.001200	-10404.269
838	0.015796	0.002715	0.003715	0.001109	-10417.427
840	0.015796	0.002715	0.003715	0.001109	-10416.868
842	0.014750	0.002398	0.003282	0.000980	-10427.247
844	0.016547	0.002690	0.003774	0.001072	-10423.127
846	0.016547	0.002690	0.003774	0.001072	-10399.276
848	0.019146	0.003113	0.004366	0.001241	-10410.061
850	0.019146	0.003113	0.004366	0.001241	-10390.278
852	0.021183	0.003689	0.005175	0.001470	-10400.683
854	0.021183	0.003689	0.005270	0.001444	-10422.025
856	0.021293	0.003709	0.005378	0.001430	-10401.223
858	0.021293	0.003709	0.005090	0.001510	-10394.962
860	0.021920	0.003709	0.005396	0.001425	-10405.087
862	0.020188	0.003415	0.004970	0.001312	-10399.835
864	0.019848	0.003358	0.004886	0.001290	-10423.958
866	0.019461	0.003490	0.004826	0.001411	-10406.851
868	0.020408	0.003660	0.005266	0.001422	-10381.005
870	0.020408	0.004801	0.005266	0.001422	-10418.945
872	0.021103	0.004964	0.005446	0.001470	-10431.312
874	0.021103	0.004964	0.005446	0.001470	-10419.396
876	0.018924	0.004452	0.004656	0.001383	-10417.387
878	0.018621	0.004077	0.004219	0.001280	-10403.918
880	0.018621	0.004077	0.004219	0.001280	-10401.594
882	0.018621	0.004077	0.004219	0.001280	-10396.000
884	0.017433	0.003817	0.005106	0.001280	-10388.460
886	0.017433	0.003817	0.005106	0.001280	-10392.920
888	0.017433	0.003817	0.005106	0.001280	-10392.094
890	0.019148	0.004193	0.005609	0.001406	-10410.472
892	0.019148	0.004193	0.005609	0.001406	-10404.898
894	0.017141	0.003753	0.005021	0.001258	-10423.705
896	0.017141	0.003753	0.004995	0.001265	-10449.922
898	0.017517	0.003836	0.005105	0.001293	-10422.423
900	0.020455	0.004479	0.005961	0.001509	-10408.733
902	0.017959	0.003932	0.006277	0.001381	-10417.292
904	0.016663	0.003649	0.005824	0.001281	-10406.244
906	0.016663	0.003649	0.005469	0.001365	-10401.676
908	0.014868	0.003255	0.004880	0.001218	-10392.882
910	0.014868	0.001994	0.004880	0.001218	-10434.340
912	0.016235	0.001994	0.005793	0.001315	-10403.697
914	0.016235	0.001954	0.005793	0.001315	-10416.181
916	0.016738	0.002014	0.005972	0.001356	-10418.432
918	0.016738	0.002014	0.005972	0.001356	-10395.848
920	0.016706	0.002189	0.006489	0.001474	-10406.536
922	0.017212	0.002079	0.006166	0.001400	-10408.212
924	0.017212	0.002079	0.005797	0.001490	-10429.190
926	0.019308	0.002333	0.006908	0.001573	-10404.398
928	0.017460	0.002109	0.006246	0.001422	-10392.645
930	0.017460	0.002109	0.006246	0.001422	-10399.441
932	0.017460	0.002109	0.006246	0.001422	-10406.496
934	0.017460	0.002109	0.006246	0.001422	-10418.406
936	0.020082	0.002426	0.007184	0.001636	-10406.248
938	0.020082	0.002426	0.007541	0.001559	-10401.643
940	0.021513	0.002426	0.007248	0.001622	-10411.435
942	0.021513	0.002426	0.007248	0.001622	-10404.422
944	0.021513	0.002426	0.006881	0.001708	-10416.937
946	0.021513	0.002426	0.006881	0.001708	-10404.913
948	0.021382	0.002411	0.005652	0.001791	-10414.675
950	0.018650	0.002103	0.004930	0.001562	-10401.674
952	0.018650	0.002103	0.005180	0.001487	-10414.290
954	0.021310	0.002403	0.005919	0.001699	-10405.387
956	0.019922	0.002403	0.004646	0.001699	-10392.493
958	0.019835	0.002393	0.004626	0.001692	-10394.867
960	0.017407	0.002100	0.004059	0.001484	-10407.637
962	0.020752	0.002503	0.004839	0.001770	-10419.169
964	0.017351	0.002093	0.004162	0.001439	-10411.477
966	0.016665	0.001932	0.005249	0.001328	-10436.756
968	0.016665	0.001932	0.004904	0.001421	-10439.085
970	0.014329	0.001661	0.004217	0.001222	-10436.956
972	0.015565	0.001742	0.004580	0.001327	-10416.669
974	0.016415	0.001742	0.004580	0.001327	-10410.527
976	0.016415	0.001742	0.004580	0.001327	-10404.218
978	0.016415	0.001742	0.004580	0.001327	-10414.738
980	0.016415	0.001742	0.004580	0.001327	-10418.003
982	0.016415	0.001742	0.004580	0.001327	-10398.036
984	0.016289	0.001729	0.004545	0.001317	-10396.669
986	0.016637	0.001766	0.004642	0.001345	-10402.750
988	0.016637	0.001766	0.004642	0.001345	-10409.700
990	0.016637	0.001766	0.004642	0.001345	-10424.669
