Gen	theta_1JpMe	theta_2MoN	theta_3MoS	theta_4Si	theta_5JpMeMoNMoSSi	theta_6JpMeMoNMoS	theta_7JpMeMoN	tau_5JpMeMoNMoSSi	tau_6JpMeMoNMoS	tau_7JpMeMoN	lnL
2	0.002534	0.002079	0.010154	0.001707	0.005144	0.002320	0.008609	0.001040	0.000532	0.000246	-10382.436
4	0.002534	0.002079	0.010154	0.001707	0.005144	0.002320	0.009299	0.001040	0.000532	0.000246	-10409.119
6	0.002358	0.001934	0.009449	0.001589	0.004787	0.002159	0.008654	0.000967	0.000495	0.000229	-10416.667
8	0.002358	0.001934	0.009449	0.001589	0.004217	0.001788	0.009371	0.001031	0.000550	0.000229	-10402.338
10	0.002164	0.001775	0.008673	0.001458	0.005115	0.001888	0.008601	0.000947	0.000466	0.000210	-10408.404
12	0.002452	0.002012	0.009826	0.001652	0.006368	0.001840	0.009745	0.001028	0.000576	0.000238	-10414.331
14	0.002080	0.001706	0.008336	0.001402	0.004927	0.001429	0.008220	0.000909	0.000515	0.000203	-10417.440
16	0.002254	0.001849	0.008978	0.001519	0.005339	0.001548	0.008908	0.000985	0.000558	0.000220	-10420.803
18	0.002254	0.001849	0.008978	0.001519	0.005339	0.001700	0.008908	0.000985	0.000528	0.000220	-10426.990
20	0.002254	0.001849	0.008978	0.001519	0.004165	0.001700	0.008908	0.000985	0.000528	0.000220	-10405.723
22	0.002072	0.001700	0.009100	0.001396	0.003828	0.001563	0.008188	0.000905	0.000485	0.000202	-10425.105
24	0.002072	0.001700	0.009100	0.001396	0.003828	0.001754	0.008188	0.000905	0.000454	0.000202	-10421.723
26	0.002371	0.001945	0.010414	0.001598	0.004381	0.002008	0.009370	0.001036	0.000520	0.000231	-10407.386
28	0.002371	0.002017	0.010414	0.001598	0.004961	0.001920	0.009370	0.000983	0.000533	0.000231	-10406.287
30	0.002450	0.002083	0.010759	0.001651	0.004681	0.001983	0.010652	0.001060	0.000551	0.000239	-10440.095
32	0.002517	0.002140	0.011053	0.001696	0.004996	0.002037	0.010943	0.001069	0.000566	0.000246	-10457.770
34	0.002517	0.002140	0.011053	0.001696	0.006007	0.001762	0.010943	0.001069	0.000616	0.000246	-10440.456
36	0.002517	0.002140	0.011053	0.001823	0.005408	0.001977	0.010022	0.001120	0.000578	0.000268	-10421.570
38	0.002517	0.002140	0.011053	0.001488	0.005597	0.002382	0.010273	0.001101	0.000524	0.000262	-10420.278
40	0.002517	0.002140	0.011053	0.001488	0.005625	0.002041	0.010273	0.001102	0.000568	0.000262	-10406.901
42	0.002663	0.002264	0.011694	0.001574	0.005952	0.002159	0.009521	0.001166	0.000601	0.000316	-10413.112
44	0.003040	0.002586	0.013353	0.001798	0.007761	0.002252	0.011556	0.001332	0.000717	0.000361	-10407.846
46	0.003040	0.002586	0.013849	0.001798	0.007263	0.002056	0.012484	0.001374	0.000755	0.000361	-10413.000
48	0.003040	0.002586	0.012855	0.001798	0.007263	0.002056	0.012484	0.001374	0.000755	0.000361	-10418.100
50	0.003040	0.002586	0.012855	0.001547	0.006818	0.002322	0.013563	0.001414	0.000712	0.000332	-10430.745
52	0.003323	0.002826	0.014052	0.001691	0.008594	0.002604	0.014826	0.001546	0.000768	0.000363	-10421.165
54	0.003603	0.003064	0.015704	0.001833	0.010955	0.003670	0.015280	0.001635	0.000795	0.000414	-10423.608
56	0.003264	0.002776	0.014225	0.001660	0.009336	0.003324	0.013022	0.001528	0.000720	0.000375	-10409.960
58	0.003264	0.001948	0.014225	0.001660	0.009289	0.002976	0.012456	0.001532	0.000761	0.000375	-10414.492
60	0.003024	0.001805	0.013177	0.001538	0.008300	0.002987	0.011539	0.001402	0.000677	0.000348	-10422.588
62	0.003414	0.002038	0.014879	0.001737	0.009429	0.003082	0.014413	0.001578	0.000800	0.000392	-10416.891
64	0.003414	0.002038	0.015319	0.001737	0.009429	0.003312	0.014413	0.001578	0.000847	0.000392	-10415.570
66	0.003414	0.002038	0.015958	0.001737	0.010208	0.003424	0.014413	0.001518	0.000832	0.000392	-10414.290
68	0.003603	0.002151	0.016839	0.001833	0.010772	0.003949	0.015209	0.001601	0.000839	0.000414	-10434.454
70	0.003603	0.002151	0.017527	0.001833	0.010772	0.003949	0.015209	0.001601	0.000839	0.000414	-10412.998
72	0.003603	0.002151	0.017527	0.001833	0.009844	0.004186	0.015209	0.001626	0.000815	0.000414	-10405.650
74	0.003603	0.002499	0.017527	0.001833	0.010065	0.003957	0.015209	0.001608	0.000838	0.000414	-10411.935
76	0.003373	0.002340	0.017411	0.001716	0.009854	0.003957	0.016998	0.001474	0.000759	0.000347	-10426.308
78	0.003373	0.002340	0.017411	0.001716	0.009204	0.003410	0.015416	0.001474	0.000825	0.000383	-10421.271
80	0.003373	0.002340	0.017411	0.001716	0.009641	0.003348	0.015711	0.001444	0.000833	0.000400	-10411.174
82	0.003373	0.002340	0.017411	0.001716	0.008114	0.003318	0.014338	0.001489	0.000837	0.000400	-10398.722
84	0.003041	0.002109	0.016508	0.001547	0.006654	0.003381	0.012926	0.001406	0.000709	0.000361	-10409.421
86	0.003055	0.002119	0.016588	0.001554	0.007468	0.003956	0.012989	0.001334	0.000663	0.000362	-10409.991
88	0.002688	0.001864	0.014591	0.001367	0.006070	0.003390	0.008207	0.001218	0.000596	0.000374	-10425.716
90	0.002688	0.001864	0.014591	0.001367	0.006070	0.003390	0.007627	0.001218	0.000596	0.000374	-10427.178
92	0.003046	0.002113	0.017746	0.001550	0.007753	0.003842	0.008644	0.001380	0.000675	0.000424	-10416.769
94	0.003572	0.002478	0.020810	0.001817	0.009607	0.003743	0.010136	0.001574	0.000852	0.000498	-10436.044
96	0.003246	0.002252	0.018911	0.001651	0.009376	0.003401	0.008258	0.001440	0.000774	0.000504	-10429.518
98	0.003246	0.002252	0.018911	0.001651	0.009073	0.003401	0.008258	0.001463	0.000774	0.000504	-10438.217
100	0.003246	0.002252	0.018911	0.001651	0.008503	0.004116	0.007930	0.001509	0.000731	0.000525	-10438.433
102	0.003246	0.002252	0.018911	0.001651	0.008273	0.003409	0.008542	0.001530	0.000788	0.000456	-10416.297
104	0.004141	0.002872	0.024124	0.002106	0.010554	0.004349	0.010896	0.001952	0.001005	0.000582	-10450.304
106	0.004016	0.002808	0.023398	0.001921	0.011870	0.004540	0.010107	0.001893	0.000945	0.000590	-10465.178
108	0.003659	0.002558	0.021316	0.001750	0.010468	0.004136	0.009861	0.001662	0.000861	0.000502	-10442.330
110	0.003748	0.002621	0.021838	0.001793	0.010724	0.004191	0.010102	0.001703	0.000925	0.000514	-10463.067
112	0.004211	0.002945	0.024535	0.002014	0.012559	0.004250	0.011350	0.001878	0.001089	0.000578	-10475.089
114	0.003425	0.002395	0.020020	0.001638	0.010216	0.003835	0.009128	0.001527	0.000845	0.000475	-10466.221
116	0.003425	0.002395	0.021843	0.002248	0.010216	0.003504	0.008536	0.001527	0.000880	0.000454	-10448.464
118	0.003425	0.002395	0.021843	0.002248	0.009542	0.003088	0.008536	0.001573	0.000937	0.000454	-10455.296
120	0.003108	0.002173	0.019818	0.002040	0.008958	0.003308	0.008504	0.001464	0.000783	0.000412	-10454.731
122	0.003377	0.003178	0.021532	0.002216	0.012171	0.003051	0.009240	0.001529	0.000923	0.000448	-10440.016
124	0.003377	0.003178	0.021532	0.002216	0.012199	0.003051	0.008783	0.001528	0.000923	0.000448	-10438.855
126	0.003085	0.002904	0.019674	0.002025	0.009438	0.002851	0.008025	0.001396	0.000834	0.000409	-10460.422
128	0.003184	0.002997	0.020301	0.002090	0.009488	0.002487	0.008281	0.001456	0.000940	0.000422	-10452.748
130	0.003184	0.002997	0.020301	0.002090	0.010188	0.002747	0.009180	0.001420	0.000891	0.000381	-10472.173
132	0.003169	0.002983	0.020211	0.002080	0.010142	0.003067	0.010241	0.001414	0.000832	0.000338	-10420.729
134	0.003091	0.002909	0.019708	0.002029	0.008256	0.002704	0.008786	0.001416	0.000857	0.000372	-10415.244
136	0.002832	0.002665	0.018057	0.001859	0.007992	0.002464	0.008257	0.001270	0.000788	0.000332	-10432.262
138	0.002832	0.002665	0.018057	0.001859	0.007992	0.002681	0.008538	0.001270	0.000765	0.000382	-10431.251
140	0.002832	0.002665	0.018057	0.001859	0.008220	0.002398	0.007809	0.001329	0.000810	0.000382	-10418.036
142	0.002832	0.002665	0.018057	0.001859	0.008330	0.002252	0.008007	0.001322	0.000837	0.000372	-10440.128
144	0.002832	0.002665	0.017430	0.001859	0.008698	0.002252	0.008007	0.001301	0.000837	0.000372	-10420.754
146	0.002832	0.002665	0.017430	0.001859	0.010081	0.002498	0.008007	0.001232	0.000792	0.000372	-10415.070
148	0.002339	0.002202	0.013565	0.001535	0.007406	0.002064	0.006614	0.001062	0.000654	0.000308	-10424.544
150	0.002088	0.001966	0.012731	0.001559	0.005640	0.001692	0.006178	0.001011	0.000611	0.000263	-10415.303
152	0.002088	0.001966	0.012731	0.001559	0.005098	0.002042	0.006178	0.001054	0.000551	0.000263	-10421.169
154	0.002218	0.002088	0.014339	0.001656	0.006163	0.002169	0.006563	0.001055	0.000586	0.000279	-10411.344
