Gen	theta_1Jp	theta_2Me	theta_3MoN	theta_4MoS	theta_5Si	theta_6JpMeMoNMoSSi	theta_7JpMeMoNMoS	theta_8JpMeMoN	theta_9JpMe	tau_6JpMeMoNMoSSi	tau_7JpMeMoNMoS	tau_8JpMeMoN	tau_9JpMe	lnL
96	0.002538	0.001346	0.002249	0.012413	0.001804	0.003864	0.001585	0.007907	0.000766	0.001018	0.000547	0.000367	0.000347	-10434.000
98	0.002538	0.001346	0.002249	0.012920	0.002207	0.004026	0.001376	0.006068	0.000766	0.000999	0.000574	0.000375	0.000347	-10421.641
100	0.002922	0.001550	0.002589	0.015257	0.002540	0.005062	0.001392	0.006986	0.000882	0.001109	0.000692	0.000431	0.000399	-10442.956
102	0.002604	0.001381	0.002307	0.013596	0.002264	0.004973	0.001251	0.006226	0.000786	0.000954	0.000615	0.000384	0.000356	-10428.029
104	0.002604	0.001381	0.002307	0.013596	0.002264	0.004973	0.001299	0.006226	0.000786	0.000954	0.000607	0.000384	0.000356	-10430.532
106	0.002722	0.001444	0.002412	0.014213	0.002367	0.004691	0.001625	0.006508	0.000851	0.001039	0.000596	0.000402	0.000359	-10415.640
108	0.002658	0.001410	0.002355	0.013879	0.002311	0.004736	0.001760	0.006355	0.000831	0.000999	0.000563	0.000392	0.000351	-10429.096
110	0.002239	0.001188	0.001984	0.011693	0.002299	0.003728	0.001226	0.005732	0.000700	0.000868	0.000505	0.000330	0.000295	-10417.382
112	0.002522	0.001337	0.002235	0.013168	0.002589	0.003782	0.001772	0.006455	0.000789	0.000978	0.000525	0.000372	0.000333	-10421.338
114	0.002293	0.000783	0.002407	0.011976	0.002354	0.003645	0.001612	0.003706	0.000722	0.000866	0.000478	0.000360	0.000300	-10438.095
116	0.002594	0.000886	0.002722	0.013545	0.002663	0.004122	0.001823	0.003954	0.000817	0.000980	0.000540	0.000411	0.000340	-10400.733
118	0.002594	0.000886	0.002722	0.013177	0.002663	0.003801	0.001823	0.003954	0.000817	0.001017	0.000540	0.000411	0.000340	-10429.596
120	0.002857	0.000976	0.002998	0.014511	0.002932	0.004121	0.002007	0.004496	0.000900	0.001128	0.000595	0.000452	0.000374	-10430.690
122	0.002551	0.000871	0.002677	0.012958	0.002618	0.003571	0.001793	0.004439	0.000803	0.001022	0.000531	0.000404	0.000334	-10434.429
124	0.002529	0.001191	0.002654	0.012680	0.002311	0.003312	0.001777	0.006717	0.000796	0.001047	0.000527	0.000373	0.000331	-10414.392
126	0.002488	0.001172	0.002295	0.012473	0.002816	0.003647	0.001719	0.003413	0.000751	0.000974	0.000520	0.000406	0.000340	-10417.482
128	0.002886	0.001360	0.001974	0.014471	0.002743	0.003970	0.001995	0.002509	0.001405	0.001164	0.000604	0.000515	0.000373	-10404.732
130	0.002886	0.001360	0.001974	0.013969	0.002743	0.004213	0.001995	0.002509	0.001497	0.001132	0.000604	0.000515	0.000350	-10420.516
132	0.002267	0.001068	0.001551	0.011289	0.002876	0.003038	0.001567	0.001814	0.001433	0.000926	0.000474	0.000417	0.000297	-10442.625
134	0.002477	0.001167	0.001694	0.012331	0.003372	0.003308	0.001712	0.001981	0.001563	0.000964	0.000518	0.000456	0.000325	-10409.497
136	0.002782	0.001311	0.002205	0.013853	0.003788	0.003717	0.001923	0.002226	0.001979	0.001082	0.000582	0.000512	0.000324	-10433.679
138	0.002425	0.001143	0.001922	0.012077	0.002765	0.003240	0.001788	0.002198	0.001392	0.000944	0.000502	0.000427	0.000282	-10430.932
140	0.002713	0.001278	0.002150	0.013507	0.003092	0.003710	0.001617	0.002458	0.001541	0.001044	0.000582	0.000478	0.000319	-10442.383
142	0.002713	0.001278	0.002150	0.013507	0.003092	0.003710	0.001354	0.002458	0.001426	0.001044	0.000602	0.000478	0.000345	-10443.454
144	0.002771	0.001429	0.002866	0.015100	0.003429	0.004147	0.002205	0.002442	0.001594	0.001167	0.000630	0.000553	0.000385	-10435.261
146	0.002349	0.001211	0.002430	0.013337	0.002907	0.003300	0.001692	0.002071	0.002109	0.001019	0.000541	0.000469	0.000327	-10433.417
148	0.001974	0.001018	0.002042	0.011205	0.002198	0.002772	0.001422	0.001740	0.002583	0.000856	0.000454	0.000394	0.000246	-10430.703
150	0.002234	0.001152	0.002310	0.012165	0.002487	0.003351	0.001609	0.002200	0.003505	0.000940	0.000514	0.000428	0.000279	-10420.754
152	0.002234	0.001152	0.002310	0.012165	0.002487	0.003793	0.001609	0.002326	0.003505	0.000980	0.000514	0.000420	0.000279	-10428.645
154	0.002234	0.001152	0.002310	0.012165	0.002487	0.003785	0.001546	0.002134	0.003505	0.000958	0.000518	0.000433	0.000279	-10432.579
156	0.002056	0.001060	0.002126	0.011196	0.001918	0.003379	0.001423	0.002146	0.003226	0.000895	0.000477	0.000386	0.000257	-10447.747
158	0.002652	0.001368	0.002744	0.014446	0.002475	0.004423	0.002073	0.004688	0.004489	0.001145	0.000602	0.000430	0.000307	-10436.430
160	0.002492	0.001285	0.002127	0.013113	0.002325	0.004041	0.001642	0.004404	0.004217	0.001090	0.000595	0.000404	0.000289	-10448.630
162	0.002492	0.001285	0.002127	0.013113	0.002614	0.003921	0.001445	0.003675	0.004217	0.001105	0.000621	0.000427	0.000289	-10458.824
164	0.002296	0.001184	0.001960	0.012083	0.002409	0.003775	0.001370	0.003387	0.003442	0.000999	0.000567	0.000393	0.000300	-10442.619
166	0.002466	0.001271	0.002467	0.012978	0.002587	0.003804	0.001471	0.003356	0.003500	0.001104	0.000609	0.000434	0.000290	-10434.619
168	0.002431	0.001254	0.002432	0.012795	0.002551	0.004072	0.001450	0.004152	0.003451	0.001050	0.000601	0.000399	0.000286	-10440.846
170	0.002786	0.001437	0.002787	0.014848	0.002923	0.004616	0.001613	0.005115	0.003699	0.001209	0.000696	0.000448	0.000351	-10433.562
172	0.002642	0.001362	0.002643	0.014077	0.002772	0.004376	0.001703	0.004132	0.003507	0.001146	0.000637	0.000441	0.000332	-10444.294
174	0.002428	0.001252	0.002429	0.012417	0.002547	0.004384	0.001611	0.002554	0.002972	0.001015	0.000581	0.000451	0.000331	-10464.127
176	0.002144	0.000896	0.002145	0.011224	0.002250	0.003180	0.001170	0.002499	0.002074	0.000979	0.000544	0.000386	0.000303	-10457.763
178	0.002474	0.001033	0.002749	0.013554	0.002595	0.003669	0.001497	0.002497	0.002393	0.001130	0.000640	0.000460	0.000349	-10446.395
180	0.002474	0.001033	0.002749	0.013723	0.002216	0.004420	0.001497	0.003778	0.002393	0.001090	0.000640	0.000430	0.000349	-10434.516
182	0.002159	0.000902	0.001913	0.011977	0.001934	0.004140	0.001081	0.003264	0.002088	0.000924	0.000594	0.000392	0.000305	-10418.904
184	0.001887	0.000788	0.001672	0.010471	0.002121	0.003348	0.000805	0.002853	0.001826	0.000832	0.000550	0.000343	0.000267	-10424.279
186	0.001984	0.000829	0.001758	0.011009	0.002231	0.003520	0.000763	0.003000	0.001920	0.000874	0.000602	0.000361	0.000280	-10441.927
188	0.002065	0.000863	0.001830	0.012406	0.002321	0.003663	0.000848	0.003122	0.001998	0.000910	0.000610	0.000375	0.000292	-10429.924
190	0.001970	0.001083	0.001745	0.011833	0.002214	0.003494	0.000788	0.004215	0.001905	0.000868	0.000588	0.000335	0.000278	-10421.249
192	0.001970	0.001083	0.001745	0.012421	0.002214	0.003796	0.000748	0.004215	0.001905	0.000868	0.000601	0.000335	0.000278	-10424.772
194	0.002153	0.001184	0.001907	0.014346	0.002420	0.003835	0.000740	0.003020	0.001910	0.000970	0.000688	0.000398	0.000332	-10428.446
196	0.002153	0.001184	0.001907	0.014346	0.002138	0.004062	0.000809	0.003020	0.001910	0.000951	0.000663	0.000398	0.000332	-10447.277
198	0.002916	0.001401	0.002218	0.016681	0.002486	0.005182	0.001133	0.004073	0.001568	0.001072	0.000719	0.000463	0.000386	-10434.783
200	0.002604	0.001251	0.002372	0.014896	0.002220	0.004114	0.001012	0.003637	0.001335	0.000997	0.000642	0.000413	0.000361	-10442.134
202	0.002604	0.001251	0.002372	0.014490	0.001727	0.004372	0.001341	0.003637	0.001335	0.000976	0.000586	0.000413	0.000361	-10426.893
204	0.002935	0.001410	0.002674	0.016335	0.001947	0.005687	0.001512	0.003255	0.001505	0.001041	0.000660	0.000481	0.000407	-10442.886
206	0.002935	0.001420	0.002674	0.016335	0.001947	0.004956	0.001886	0.003255	0.001553	0.001097	0.000625	0.000481	0.000394	-10434.204
208	0.002576	0.001246	0.002018	0.014337	0.001708	0.004350	0.001656	0.002857	0.001306	0.000963	0.000548	0.000422	0.000361	-10412.766
210	0.002379	0.001151	0.001864	0.013240	0.001578	0.003780	0.001268	0.002897	0.001206	0.000912	0.000530	0.000390	0.000334	-10422.693
212	0.002283	0.000943	0.001789	0.012707	0.001389	0.003837	0.001217	0.002780	0.001158	0.000855	0.000509	0.000374	0.000320	-10414.797
214	0.002283	0.000943	0.002330	0.012003	0.001389	0.003834	0.001423	0.002780	0.001158	0.000855	0.000489	0.000374	0.000320	-10416.801
216	0.002433	0.001005	0.002483	0.012792	0.001480	0.004215	0.001516	0.002963	0.001234	0.000903	0.000522	0.000399	0.000341	-10430.317
218	0.002633	0.001087	0.002686	0.013841	0.001601	0.004353	0.001307	0.007906	0.001335	0.000940	0.000598	0.000398	0.000369	-10409.652
220	0.002580	0.001065	0.002632	0.013562	0.001569	0.003740	0.001280	0.007747	0.001390	0.000968	0.000586	0.000390	0.000340	-10412.528
222	0.002580	0.001065	0.002632	0.013562	0.001569	0.003740	0.001546	0.007374	0.001390	0.000968	0.000552	0.000390	0.000340	-10425.232
224	0.002281	0.000942	0.001999	0.011565	0.001388	0.003407	0.001082	0.006522	0.001229	0.000843	0.000527	0.000345	0.000301	-10429.445
226	0.002542	0.001050	0.002652	0.012887	0.001546	0.003796	0.001507	0.007610	0.001370	0.000939	0.000546	0.000384	0.000335	-10431.318
228	0.002542	0.001050	0.003083	0.012887	0.001546	0.003775	0.001507	0.007610	0.001333	0.000942	0.000546	0.000384	0.000345	-10443.029
230	0.002542	0.001050	0.003083	0.012887	0.001546	0.003775	0.001313	0.007522	0.001284	0.000942	0.000570	0.000384	0.000358	-10442.229
232	0.002376	0.001007	0.003020	0.012360	0.001483	0.003620	0.001497	0.007548	0.001232	0.000903	0.000547	0.000367	0.000343	-10424.103
234	0.002376	0.001007	0.003020	0.013281	0.001483	0.003620	0.001697	0.007012	0.001232	0.000903	0.000526	0.000367	0.000343	-10441.824
236	0.002159	0.000915	0.002744	0.011545	0.001347	0.003464	0.001539	0.005471	0.001119	0.000821	0.000478	0.000338	0.000312	-10450.444
238	0.002159	0.000915	0.003087	0.011545	0.001347	0.003212	0.001321	0.005471	0.001186	0.000848	0.000501	0.000338	0.000294	-10437.060
240	0.002159	0.000915	0.003087	0.011137	0.001347	0.002787	0.001321	0.005948	0.001186	0.000900	0.000501	0.000338	0.000294	-10409.676
242	0.002159	0.000915	0.003087	0.011137	0.000975	0.002787	0.001127	0.005948	0.001064	0.000900	0.000529	0.000338	0.000328	-10429.231
244	0.002366	0.001003	0.003383	0.012205	0.001069	0.003316	0.001060	0.006518	0.000804	0.000955	0.000615	0.000370	0.000360	-10421.937
246	0.002366	0.001003	0.003383	0.011742	0.001069	0.003245	0.000996	0.006518	0.000815	0.000962	0.000630	0.000370	0.000355	-10448.583
248	0.002685	0.001138	0.003839	0.013325	0.001674	0.004013	0.001101	0.007396	0.001343	0.001109	0.000723	0.000420	0.000402	-10427.635
250	0.002773	0.001175	0.003964	0.013760	0.001729	0.004506	0.001246	0.007638	0.001483	0.001113	0.000720	0.000434	0.000389	-10451.941
252	0.002773	0.001175	0.003964	0.013760	0.001729	0.004461	0.001061	0.007638	0.001483	0.001117	0.000769	0.000434	0.000389	-10422.550
254	0.002659	0.000709	0.003801	0.013195	0.001658	0.004163	0.001092	0.005857	0.001408	0.001080	0.000716	0.000426	0.000376	-10420.097
256	0.002659	0.000709	0.003317	0.013195	0.001658	0.004744	0.001092	0.005857	0.001408	0.001061	0.000716	0.000426	0.000376	-10430.556
258	0.002659	0.000709	0.003317	0.013195	0.001658	0.004273	0.001092	0.005857	0.001510	0.001099	0.000716	0.000426	0.000376	-10444.260
260	0.002571	0.000686	0.002810	0.013201	0.001603	0.003964	0.001102	0.005662	0.001460	0.001054	0.000680	0.000412	0.000364	-10429.904
262	0.002848	0.000760	0.003113	0.014230	0.001776	0.004790	0.001339	0.008560	0.001694	0.001133	0.000727	0.000432	0.000349	-10451.184
264	0.002546	0.000679	0.002650	0.012277	0.001587	0.004676	0.001093	0.004884	0.001427	0.001013	0.000675	0.000417	0.000331	-10442.606
266	0.002426	0.000647	0.002291	0.011698	0.001512	0.004455	0.001125	0.005237	0.000947	0.000965	0.000625	0.000389	0.000342	-10454.576
268	0.002426	0.000647	0.002428	0.011930	0.001512	0.003920	0.001125	0.004336	0.000947	0.000962	0.000625	0.000389	0.000342	-10462.235
270	0.002493	0.000665	0.002495	0.012260	0.001554	0.003598	0.001193	0.005163	0.000973	0.001030	0.000635	0.000399	0.000352	-10464.575
272	0.002493	0.000665	0.002495	0.012260	0.001554	0.003598	0.001339	0.002798	0.001019	0.001030	0.000609	0.000439	0.000336	-10440.232
274	0.002787	0.000743	0.002790	0.014148	0.001738	0.004022	0.001314	0.004631	0.001139	0.001152	0.000713	0.000454	0.000376	-10447.137
276	0.002275	0.000743	0.002790	0.014607	0.001738	0.004067	0.001508	0.004631	0.001238	0.001148	0.000680	0.000454	0.000346	-10413.414
278	0.002551	0.000834	0.003128	0.016377	0.001948	0.004835	0.001411	0.006928	0.001345	0.001258	0.000812	0.000509	0.000400	-10419.736
280	0.002416	0.000790	0.002963	0.015510	0.002206	0.004579	0.001336	0.008614	0.001332	0.001191	0.000769	0.000453	0.000363	-10402.207
282	0.002259	0.000739	0.002770	0.014107	0.002063	0.004165	0.001169	0.005842	0.001218	0.001165	0.000740	0.000456	0.000347	-10421.309
284	0.002013	0.000659	0.002469	0.012974	0.001839	0.004002	0.001042	0.004348	0.001085	0.001011	0.000659	0.000426	0.000309	-10425.480
286	0.002120	0.000693	0.002599	0.013658	0.001936	0.005365	0.001230	0.005778	0.001142	0.001047	0.000667	0.000414	0.000325	-10442.555
288	0.001835	0.000600	0.002740	0.011824	0.001676	0.004455	0.001012	0.005002	0.000989	0.000920	0.000589	0.000358	0.000282	-10439.963
290	0.002034	0.000665	0.003698	0.013581	0.001858	0.005489	0.001371	0.003505	0.001027	0.000983	0.000607	0.000434	0.000333	-10426.079
292	0.002034	0.000665	0.003698	0.013581	0.001858	0.004482	0.001133	0.004007	0.001111	0.001029	0.000643	0.000434	0.000308	-10414.444
294	0.002034	0.000665	0.003698	0.013114	0.001858	0.004513	0.001235	0.003160	0.001111	0.001026	0.000624	0.000468	0.000308	-10421.513
296	0.002034	0.000665	0.003698	0.013114	0.001858	0.004494	0.001235	0.002681	0.001029	0.001028	0.000624	0.000496	0.000333	-10417.181
298	0.002169	0.000710	0.004356	0.013985	0.002032	0.004541	0.001317	0.001944	0.001097	0.001120	0.000666	0.000559	0.000355	-10418.840
300	0.001814	0.000710	0.004356	0.013985	0.002032	0.004968	0.001317	0.001652	0.001217	0.001081	0.000666	0.000595	0.000320	-10425.234
302	0.001814	0.000710	0.004356	0.013985	0.002032	0.005064	0.001317	0.001652	0.001217	0.001103	0.000666	0.000595	0.000320	-10425.562
304	0.001814	0.000710	0.004356	0.014149	0.002032	0.005449	0.001317	0.001684	0.001217	0.001072	0.000666	0.000590	0.000320	-10432.613
306	0.001670	0.000653	0.004011	0.013508	0.001871	0.004322	0.001213	0.000983	0.001120	0.001048	0.000613	0.000543	0.000295	-10421.462
308	0.001670	0.000653	0.004161	0.013508	0.001871	0.005123	0.001281	0.000880	0.001120	0.001019	0.000609	0.000572	0.000295	-10418.304
310	0.001878	0.000735	0.004678	0.014999	0.002104	0.005414	0.001440	0.000990	0.001595	0.001175	0.000685	0.000644	0.000331	-10444.288
312	0.001878	0.000735	0.004678	0.014999	0.002104	0.005092	0.001440	0.000990	0.001573	0.001206	0.000685	0.000644	0.000336	-10432.021
314	0.001878	0.000723	0.004096	0.015382	0.001579	0.005814	0.001440	0.000990	0.001910	0.001190	0.000685	0.000644	0.000339	-10429.188
316	0.001976	0.000761	0.004310	0.016184	0.001662	0.005713	0.001516	0.001041	0.002193	0.001232	0.000721	0.000677	0.000326	-10454.607
318	0.001863	0.000717	0.004063	0.015256	0.001566	0.005459	0.001130	0.000911	0.001555	0.001136	0.000691	0.000664	0.000336	-10452.908
320	0.001863	0.000717	0.004063	0.015256	0.001566	0.005813	0.001130	0.000911	0.001555	0.001109	0.000691	0.000664	0.000336	-10465.780
322	0.001706	0.000657	0.004235	0.013672	0.001737	0.005551	0.001034	0.000822	0.001467	0.001000	0.000632	0.000612	0.000299	-10472.107
324	0.001706	0.000657	0.004235	0.013672	0.001737	0.005444	0.001034	0.000674	0.001451	0.001031	0.000632	0.000612	0.000301	-10468.470
326	0.001879	0.000724	0.004666	0.015066	0.001914	0.006114	0.001140	0.000753	0.001598	0.001128	0.000697	0.000670	0.000332	-10464.145
328	0.002095	0.000738	0.004759	0.015364	0.001952	0.006279	0.001438	0.000801	0.001499	0.001147	0.000710	0.000669	0.000368	-10445.796
330	0.002504	0.000846	0.005453	0.017559	0.002237	0.007334	0.001705	0.000917	0.001718	0.001305	0.000813	0.000767	0.000422	-10469.846
332	0.002548	0.000861	0.005550	0.017559	0.002277	0.006963	0.001735	0.000934	0.001748	0.001364	0.000827	0.000780	0.000430	-10466.783
334	0.002548	0.000861	0.005550	0.017559	0.001864	0.007394	0.001735	0.001400	0.002150	0.001364	0.000827	0.000780	0.000430	-10437.687
336	0.002548	0.000861	0.005550	0.017559	0.002192	0.007561	0.001735	0.001317	0.002319	0.001352	0.000827	0.000803	0.000398	-10431.827
338	0.002548	0.000861	0.005550	0.017322	0.002192	0.008543	0.001735	0.000775	0.002823	0.001292	0.000827	0.000803	0.000398	-10443.510
340	0.002548	0.000861	0.005550	0.017322	0.002192	0.008543	0.001735	0.000775	0.002696	0.001292	0.000827	0.000803	0.000417	-10426.201
342	0.002548	0.000861	0.005550	0.017322	0.001786	0.007754	0.001735	0.000775	0.003255	0.001301	0.000827	0.000803	0.000398	-10421.777
344	0.002781	0.000939	0.005532	0.018845	0.001948	0.009687	0.001569	0.000846	0.003731	0.001379	0.000902	0.000876	0.000414	-10424.415
346	0.002394	0.000809	0.004013	0.016228	0.001678	0.008140	0.001351	0.000728	0.003876	0.001187	0.000777	0.000754	0.000374	-10413.649
348	0.002429	0.000821	0.003641	0.016463	0.001702	0.008259	0.001547	0.000739	0.004283	0.001205	0.000786	0.000765	0.000348	-10414.451
350	0.002429	0.000821	0.003641	0.016463	0.001702	0.008529	0.001547	0.000739	0.004194	0.001191	0.000786	0.000765	0.000356	-10431.607
352	0.002429	0.000821	0.003929	0.016463	0.001702	0.008324	0.001547	0.000744	0.004119	0.001219	0.000786	0.000762	0.000362	-10445.119
354	0.002429	0.000821	0.004481	0.016166	0.001702	0.007822	0.001547	0.000744	0.003960	0.001247	0.000786	0.000762	0.000377	-10440.111
356	0.002267	0.000766	0.004181	0.015085	0.001332	0.007299	0.001444	0.000695	0.003038	0.001163	0.000733	0.000711	0.000380	-10446.413
358	0.002267	0.000766	0.004181	0.015085	0.001313	0.006828	0.002098	0.000695	0.003038	0.001193	0.000726	0.000711	0.000380	-10431.737
360	0.002267	0.000766	0.004181	0.015085	0.001313	0.006416	0.002098	0.000695	0.002964	0.001193	0.000726	0.000711	0.000364	-10428.500
362	0.001859	0.000628	0.003044	0.012370	0.001077	0.004716	0.001522	0.000562	0.002431	0.001022	0.000595	0.000587	0.000299	-10406.198
364	0.001859	0.000628	0.003044	0.012370	0.001526	0.004601	0.001522	0.000562	0.002474	0.001033	0.000595	0.000587	0.000294	-10425.409
366	0.001894	0.000640	0.002781	0.012666	0.001555	0.004172	0.001815	0.000573	0.002627	0.001099	0.000608	0.000598	0.000287	-10407.121
368	0.001894	0.000640	0.002781	0.012666	0.001555	0.004172	0.001815	0.000633	0.002228	0.001099	0.000608	0.000571	0.000338	-10412.117
370	0.001894	0.000640	0.002781	0.012666	0.001555	0.004535	0.001815	0.001118	0.002710	0.001065	0.000608	0.000571	0.000283	-10414.179
372	0.001894	0.000640	0.002781	0.012666	0.001555	0.004011	0.001815	0.001253	0.002474	0.001125	0.000608	0.000540	0.000310	-10405.699
374	0.002007	0.000678	0.002562	0.013419	0.001647	0.004545	0.001923	0.001327	0.002681	0.001156	0.000644	0.000572	0.000321	-10416.795
