Gen	theta_1JpMeMoN	theta_2MoS	theta_3Si	theta_4JpMeMoNMoSSi	theta_5JpMeMoNMoS	tau_4JpMeMoNMoSSi	tau_5JpMeMoNMoS	lnL
132	0.007320	0.013025	0.002782	0.004911	0.004129	0.001381	0.000531	-10425.857
134	0.008406	0.015383	0.003573	0.005639	0.004741	0.001585	0.000610	-10393.984
136	0.008406	0.015765	0.003621	0.006060	0.004741	0.001518	0.000610	-10401.466
138	0.007676	0.014397	0.003307	0.005177	0.004330	0.001443	0.000557	-10437.536
140	0.008160	0.015303	0.003515	0.006150	0.004602	0.001487	0.000592	-10441.011
142	0.007636	0.014766	0.002895	0.005616	0.004441	0.001483	0.000571	-10440.538
144	0.006748	0.013050	0.002559	0.004495	0.003531	0.001405	0.000561	-10449.835
146	0.006748	0.013050	0.002559	0.005151	0.003531	0.001354	0.000561	-10440.075
148	0.006748	0.013050	0.002404	0.005580	0.003531	0.001314	0.000561	-10427.540
150	0.006748	0.013050	0.002404	0.005121	0.003365	0.001382	0.000561	-10427.051
152	0.006880	0.014853	0.002650	0.005886	0.003709	0.001486	0.000619	-10404.048
154	0.006880	0.014853	0.002650	0.005457	0.003915	0.001555	0.000586	-10441.888
156	0.006699	0.014462	0.002580	0.005800	0.003511	0.001435	0.000620	-10422.128
158	0.006590	0.014226	0.002538	0.005705	0.002979	0.001411	0.000609	-10428.727
160	0.007424	0.015636	0.002859	0.007107	0.003315	0.001503	0.000687	-10420.480
162	0.007424	0.015733	0.002859	0.007107	0.004049	0.001503	0.000633	-10424.201
164	0.008235	0.017849	0.003172	0.007884	0.004491	0.001668	0.000703	-10431.678
166	0.008235	0.018043	0.003172	0.006857	0.004467	0.001760	0.000706	-10442.411
168	0.007320	0.016038	0.002819	0.005731	0.003658	0.001624	0.000682	-10421.772
170	0.008528	0.018310	0.003285	0.006383	0.004485	0.001882	0.000755	-10412.660
172	0.008528	0.018310	0.003285	0.006555	0.004199	0.001791	0.000806	-10401.313
174	0.008528	0.017913	0.003285	0.006540	0.004199	0.001793	0.000806	-10436.893
176	0.008266	0.017362	0.003485	0.006338	0.004070	0.001738	0.000781	-10414.554
178	0.007773	0.015501	0.003111	0.005659	0.003634	0.001552	0.000697	-10421.877
180	0.007743	0.015440	0.002383	0.005792	0.003942	0.001582	0.000695	-10426.196
182	0.007743	0.015218	0.002383	0.005616	0.003942	0.001610	0.000695	-10425.281
184	0.007743	0.015218	0.002383	0.005863	0.004031	0.001571	0.000679	-10422.376
186	0.007743	0.014945	0.002383	0.005863	0.004031	0.001571	0.000679	-10408.055
188	0.007315	0.014945	0.002383	0.006528	0.004031	0.001621	0.000679	-10461.851
190	0.006887	0.014071	0.002244	0.006572	0.003409	0.001526	0.000712	-10446.000
192	0.007821	0.015556	0.003038	0.007050	0.004185	0.001787	0.000748	-10441.259
194	0.005985	0.011904	0.002325	0.005395	0.003202	0.001368	0.000573	-10437.044
196	0.005334	0.010737	0.002072	0.004563	0.002854	0.001202	0.000510	-10444.767
198	0.005334	0.010737	0.002072	0.004563	0.002854	0.001202	0.000510	-10433.785
200	0.006058	0.012123	0.002353	0.004966	0.003172	0.001400	0.000600	-10431.743
202	0.006380	0.012123	0.002624	0.004666	0.003172	0.001400	0.000600	-10430.192
204	0.005970	0.011058	0.002456	0.004391	0.002968	0.001306	0.000561	-10451.233
206	0.005970	0.011058	0.002456	0.004855	0.002661	0.001235	0.000561	-10449.616
208	0.005970	0.011049	0.002456	0.005027	0.002661	0.001212	0.000561	-10456.952
210	0.005970	0.011049	0.002456	0.005027	0.002853	0.001212	0.000524	-10465.409
212	0.005970	0.011049	0.002456	0.004647	0.002627	0.001223	0.000569	-10454.056
214	0.005970	0.011049	0.002456	0.004531	0.002627	0.001240	0.000569	-10446.369
216	0.006675	0.012352	0.002746	0.005573	0.002937	0.001318	0.000636	-10458.533
218	0.007579	0.014025	0.003117	0.006580	0.002931	0.001466	0.000722	-10435.310
220	0.007579	0.014025	0.003117	0.006264	0.003222	0.001507	0.000657	-10429.708
222	0.007662	0.014180	0.003152	0.006613	0.003064	0.001487	0.000706	-10445.491
224	0.007662	0.014180	0.003565	0.006537	0.003064	0.001496	0.000706	-10442.807
226	0.007481	0.014180	0.003841	0.006537	0.003064	0.001496	0.000706	-10433.370
228	0.007481	0.014180	0.003841	0.006050	0.003155	0.001561	0.000685	-10439.448
230	0.007199	0.013940	0.003697	0.005179	0.002443	0.001604	0.000718	-10440.648
232	0.007199	0.013940	0.003697	0.005674	0.002443	0.001526	0.000718	-10425.725
234	0.006633	0.012559	0.003406	0.005228	0.002251	0.001406	0.000662	-10437.392
236	0.006633	0.012192	0.003236	0.005460	0.002592	0.001375	0.000662	-10442.008
238	0.005644	0.010373	0.002414	0.003914	0.002022	0.001283	0.000614	-10446.382
240	0.006457	0.011868	0.002762	0.005084	0.002544	0.001371	0.000639	-10437.881
242	0.006457	0.011868	0.002762	0.005499	0.002544	0.001371	0.000639	-10437.093
244	0.006457	0.011868	0.003083	0.005246	0.002507	0.001406	0.000648	-10444.832
246	0.006457	0.011868	0.003083	0.005432	0.002554	0.001380	0.000636	-10431.496
248	0.006157	0.011868	0.003083	0.005632	0.002554	0.001380	0.000636	-10455.837
250	0.006157	0.011868	0.002609	0.005930	0.002554	0.001380	0.000636	-10440.945
252	0.006157	0.011868	0.002609	0.006049	0.002554	0.001366	0.000636	-10466.929
254	0.006157	0.011868	0.002609	0.006049	0.002554	0.001366	0.000636	-10456.336
256	0.005963	0.011495	0.002527	0.005695	0.002473	0.001343	0.000616	-10459.172
258	0.005963	0.011495	0.002527	0.005506	0.002318	0.001409	0.000658	-10415.225
260	0.005963	0.011495	0.002527	0.005903	0.002609	0.001359	0.000605	-10454.696
262	0.005871	0.011317	0.002024	0.006171	0.002267	0.001294	0.000675	-10449.159
264	0.005006	0.009649	0.001726	0.004848	0.001933	0.001149	0.000576	-10450.918
266	0.005597	0.010789	0.001930	0.005420	0.002161	0.001284	0.000644	-10438.850
268	0.005597	0.011010	0.001640	0.005468	0.002317	0.001347	0.000600	-10469.054
270	0.005446	0.010712	0.001595	0.005374	0.002255	0.001304	0.000584	-10439.669
272	0.005880	0.012029	0.001792	0.006331	0.002302	0.001426	0.000656	-10429.042
274	0.005776	0.013154	0.001896	0.007155	0.002436	0.001509	0.000694	-10427.712
276	0.005776	0.013154	0.002454	0.006979	0.002436	0.001530	0.000694	-10427.086
278	0.005776	0.013650	0.002454	0.007182	0.002304	0.001465	0.000734	-10438.440
280	0.006617	0.015638	0.002811	0.008373	0.002639	0.001664	0.000841	-10454.729
282	0.005492	0.012980	0.002685	0.006212	0.002191	0.001462	0.000698	-10450.937
284	0.005492	0.012980	0.002685	0.006725	0.002191	0.001404	0.000698	-10457.484
286	0.005269	0.012301	0.002258	0.006553	0.002015	0.001336	0.000699	-10475.551
288	0.004709	0.010994	0.002018	0.005857	0.001801	0.001194	0.000625	-10451.620
290	0.004932	0.011368	0.002114	0.005535	0.001573	0.001316	0.000654	-10449.745
292	0.004932	0.011368	0.002114	0.005287	0.001847	0.001347	0.000654	-10465.657
294	0.004529	0.011368	0.002475	0.005749	0.002321	0.001291	0.000621	-10465.893
296	0.004531	0.011374	0.002476	0.005363	0.002322	0.001340	0.000621	-10439.514
298	0.004182	0.010497	0.002286	0.005572	0.002143	0.001195	0.000573	-10457.765
300	0.004795	0.012037	0.002621	0.005782	0.002458	0.001446	0.000657	-10443.988
302	0.004443	0.012037	0.002621	0.005526	0.003061	0.001482	0.000641	-10417.569
304	0.003991	0.011077	0.002658	0.005309	0.002750	0.001278	0.000576	-10418.645
306	0.003612	0.010024	0.002405	0.004494	0.002488	0.001201	0.000521	-10420.753
308	0.003612	0.010024	0.002405	0.005030	0.002488	0.001153	0.000521	-10409.566
310	0.003612	0.010024	0.002405	0.004986	0.002488	0.001159	0.000521	-10411.366
312	0.003612	0.010024	0.002405	0.005493	0.002488	0.001100	0.000521	-10419.032
314	0.004195	0.011643	0.002315	0.006691	0.002890	0.001246	0.000605	-10412.682
316	0.004195	0.011643	0.002315	0.006429	0.002844	0.001273	0.000615	-10430.137
318	0.004195	0.011643	0.002654	0.005467	0.002844	0.001388	0.000615	-10422.202
320	0.004195	0.011643	0.002654	0.005467	0.002844	0.001388	0.000615	-10424.604
322	0.003491	0.009688	0.002209	0.005294	0.002366	0.001155	0.000512	-10423.686
324	0.003281	0.009688	0.002209	0.005179	0.002366	0.001170	0.000512	-10435.049
326	0.003859	0.011329	0.002889	0.006531	0.002968	0.001324	0.000565	-10427.219
328	0.004310	0.012653	0.003227	0.007829	0.003315	0.001478	0.000630	-10432.131
330	0.004050	0.011889	0.003032	0.007356	0.003115	0.001389	0.000592	-10431.570
332	0.004050	0.011889	0.002582	0.007356	0.003115	0.001389	0.000592	-10424.701
334	0.003726	0.010938	0.002376	0.006885	0.002866	0.001266	0.000545	-10445.158
336	0.003726	0.010938	0.002376	0.006154	0.003032	0.001307	0.000515	-10410.439
338	0.004305	0.012636	0.002828	0.006561	0.003502	0.001587	0.000595	-10426.337
340	0.003839	0.011268	0.002858	0.005850	0.003123	0.001415	0.000531	-10418.408
342	0.003536	0.010116	0.002633	0.005359	0.002877	0.001304	0.000489	-10407.287
344	0.003536	0.010663	0.002633	0.005703	0.002563	0.001254	0.000549	-10420.150
346	0.003794	0.011441	0.002825	0.006171	0.002750	0.001340	0.000589	-10443.234
348	0.003794	0.011441	0.002825	0.007182	0.003095	0.001281	0.000589	-10440.847
350	0.003505	0.010570	0.002610	0.006133	0.002859	0.001236	0.000544	-10436.453
352	0.003505	0.010623	0.002610	0.005700	0.002859	0.001288	0.000544	-10428.388
354	0.003820	0.012040	0.002844	0.006212	0.003116	0.001404	0.000593	-10428.827
356	0.003754	0.011057	0.002612	0.005371	0.002861	0.001336	0.000544	-10415.922
358	0.003664	0.010792	0.002549	0.005594	0.002793	0.001255	0.000531	-10423.157
360	0.004359	0.011372	0.002686	0.006189	0.002943	0.001286	0.000560	-10444.087
362	0.004061	0.011372	0.002686	0.006182	0.002934	0.001245	0.000562	-10414.743
364	0.003891	0.010060	0.002376	0.004439	0.002595	0.001173	0.000497	-10418.696
366	0.003844	0.009939	0.002348	0.004385	0.002030	0.001159	0.000491	-10429.637
368	0.003844	0.009939	0.002348	0.004723	0.002030	0.001111	0.000491	-10425.638
370	0.004441	0.011662	0.002755	0.006066	0.002382	0.001215	0.000576	-10399.794
372	0.004738	0.012442	0.002939	0.005692	0.002724	0.001390	0.000573	-10437.220
374	0.005016	0.012855	0.003112	0.006237	0.002884	0.001443	0.000607	-10417.406
376	0.004769	0.011905	0.002958	0.006122	0.002741	0.001286	0.000577	-10419.278
378	0.004166	0.010401	0.002584	0.005183	0.002238	0.001124	0.000540	-10425.574
380	0.004166	0.010716	0.002584	0.005081	0.002356	0.001124	0.000513	-10420.558
382	0.003971	0.009968	0.002463	0.004450	0.002245	0.001090	0.000489	-10430.189
384	0.004201	0.010545	0.002137	0.004707	0.002375	0.001153	0.000517	-10425.012
386	0.004284	0.010754	0.002179	0.004800	0.002523	0.001176	0.000506	-10419.971
388	0.004284	0.010754	0.002179	0.004456	0.002523	0.001228	0.000506	-10437.130
390	0.004284	0.010754	0.002179	0.005056	0.002523	0.001228	0.000506	-10423.944
392	0.004284	0.011101	0.002179	0.005393	0.002523	0.001226	0.000506	-10425.189
394	0.003594	0.009311	0.001828	0.004584	0.002116	0.001076	0.000425	-10427.380
396	0.003594	0.008949	0.001828	0.004584	0.002116	0.001076	0.000425	-10427.539
398	0.003791	0.009056	0.001928	0.004836	0.002232	0.001135	0.000448	-10412.860
400	0.003383	0.008081	0.001721	0.004818	0.002093	0.001049	0.000400	-10426.342
402	0.003463	0.008273	0.001761	0.005417	0.002143	0.001014	0.000409	-10438.357
404	0.003463	0.008837	0.001761	0.005417	0.002143	0.001014	0.000409	-10424.473
406	0.003463	0.008837	0.001761	0.005417	0.002042	0.001014	0.000429	-10423.933
408	0.003948	0.010444	0.002008	0.005890	0.001975	0.001189	0.000489	-10432.210
410	0.003948	0.010444	0.002008	0.006476	0.001975	0.001125	0.000489	-10437.401
412	0.005083	0.013143	0.002978	0.008336	0.002354	0.001449	0.000680	-10421.755
414	0.005083	0.013486	0.003348	0.008343	0.002354	0.001448	0.000680	-10412.648
416	0.004940	0.013108	0.003254	0.007833	0.001984	0.001434	0.000654	-10428.699
418	0.004410	0.011702	0.002905	0.006993	0.001771	0.001280	0.000584	-10432.129
420	0.005057	0.013252	0.003331	0.008018	0.002003	0.001468	0.000679	-10442.349
422	0.005057	0.013252	0.003331	0.008018	0.001955	0.001468	0.000695	-10461.004
424	0.005057	0.013252	0.003331	0.007597	0.001955	0.001468	0.000695	-10451.841
426	0.005057	0.013252	0.003331	0.008000	0.001442	0.001429	0.000695	-10460.868
428	0.004970	0.013025	0.003274	0.007863	0.001522	0.001405	0.000636	-10463.510
430	0.005519	0.014376	0.003635	0.009559	0.001804	0.001486	0.000662	-10429.634
432	0.005710	0.015363	0.004129	0.009506	0.001812	0.001571	0.000705	-10424.269
434	0.006294	0.016542	0.004552	0.011950	0.002063	0.001614	0.000753	-10426.375
436	0.005009	0.013164	0.003622	0.009693	0.001641	0.001271	0.000599	-10412.443
438	0.004857	0.012538	0.003512	0.009547	0.001731	0.001233	0.000534	-10443.017
440	0.004857	0.012538	0.003512	0.009661	0.001635	0.001225	0.000566	-10444.565
442	0.005104	0.012538	0.003512	0.010042	0.001635	0.001200	0.000566	-10427.473
444	0.006033	0.014821	0.004152	0.011177	0.002032	0.001468	0.000636	-10424.650
446	0.006033	0.014667	0.004152	0.012127	0.002032	0.001402	0.000636	-10427.182
448	0.006033	0.014667	0.004152	0.011816	0.002188	0.001402	0.000644	-10442.180
450	0.006003	0.013928	0.003943	0.011783	0.002078	0.001297	0.000612	-10445.394
452	0.005856	0.013587	0.003846	0.009674	0.002027	0.001392	0.000597	-10436.095
454	0.004987	0.011571	0.003275	0.008238	0.001598	0.001185	0.000549	-10428.193
456	0.005053	0.011722	0.003318	0.007617	0.001619	0.001244	0.000556	-10423.581
458	0.005021	0.012490	0.003536	0.008116	0.001725	0.001326	0.000592	-10437.881
460	0.005219	0.012982	0.003675	0.007797	0.002315	0.001440	0.000616	-10438.620
462	0.005219	0.012982	0.003868	0.008026	0.002184	0.001417	0.000616	-10416.959
464	0.005219	0.012982	0.003346	0.008239	0.002184	0.001390	0.000616	-10416.282
466	0.005219	0.012982	0.003346	0.008071	0.002184	0.001406	0.000616	-10420.296
468	0.005219	0.012526	0.003346	0.008599	0.002040	0.001359	0.000660	-10426.965
470	0.004384	0.010523	0.002811	0.006526	0.001713	0.001204	0.000554	-10414.875
472	0.004384	0.010205	0.003196	0.006900	0.001774	0.001169	0.000535	-10427.884
474	0.004589	0.010682	0.003346	0.007253	0.001857	0.001221	0.000560	-10419.871
476	0.005170	0.012033	0.003769	0.008170	0.002023	0.001376	0.000631	-10428.181
478	0.005170	0.012033	0.003769	0.008105	0.002023	0.001382	0.000631	-10434.348
480	0.004412	0.010270	0.003216	0.007392	0.001726	0.001138	0.000539	-10427.153
482	0.004959	0.011544	0.003615	0.007704	0.001941	0.001332	0.000605	-10433.174
484	0.004270	0.009938	0.003113	0.006633	0.001671	0.001147	0.000521	-10435.919
486	0.004270	0.009938	0.003460	0.006121	0.002086	0.001199	0.000521	-10444.007
488	0.004711	0.011305	0.003936	0.006963	0.002373	0.001364	0.000593	-10435.120
490	0.004711	0.011305	0.003453	0.006465	0.002373	0.001423	0.000593	-10432.254
492	0.004711	0.011664	0.003453	0.006743	0.002373	0.001389	0.000593	-10428.884
494	0.004711	0.011664	0.003453	0.006198	0.002373	0.001459	0.000593	-10430.855
496	0.004711	0.012040	0.003453	0.006820	0.002373	0.001380	0.000593	-10421.652
498	0.005422	0.013858	0.003284	0.008195	0.002731	0.001550	0.000682	-10442.391
500	0.005112	0.013064	0.002598	0.008372	0.002575	0.001398	0.000643	-10439.336
502	0.004769	0.013064	0.002598	0.008372	0.002701	0.001398	0.000613	-10410.336
504	0.005846	0.015943	0.002763	0.010264	0.003311	0.001714	0.000752	-10408.931
506	0.005507	0.015017	0.002603	0.010218	0.003119	0.001566	0.000708	-10412.101
508	0.004721	0.012875	0.001969	0.008761	0.002363	0.001342	0.000607	-10424.510
510	0.004701	0.012821	0.001961	0.008037	0.002353	0.001429	0.000605	-10437.455
512	0.004701	0.012521	0.001961	0.008037	0.002353	0.001429	0.000605	-10444.314
514	0.005412	0.014415	0.002257	0.008828	0.002709	0.001645	0.000696	-10411.000
516	0.005412	0.013622	0.002257	0.008828	0.002825	0.001645	0.000667	-10422.728
518	0.005412	0.013622	0.002257	0.008202	0.002749	0.001718	0.000686	-10434.703
520	0.004884	0.012293	0.002037	0.007401	0.002481	0.001550	0.000619	-10429.458
522	0.005461	0.013745	0.002569	0.008321	0.003039	0.001697	0.000632	-10423.587
524	0.005461	0.014287	0.002569	0.008116	0.002836	0.001724	0.000677	-10428.251
526	0.005738	0.014717	0.002569	0.007663	0.003042	0.001786	0.000677	-10452.888
528	0.004636	0.011892	0.002422	0.005730	0.002274	0.001443	0.000591	-10463.445
530	0.004164	0.010973	0.002175	0.005340	0.001919	0.001268	0.000565	-10459.254
532	0.004594	0.012528	0.002072	0.005834	0.002117	0.001407	0.000623	-10441.047
534	0.004820	0.012528	0.002072	0.005834	0.002223	0.001407	0.000593	-10440.184
536	0.004871	0.012920	0.002192	0.006784	0.002511	0.001380	0.000588	-10421.895
538	0.004871	0.012291	0.002192	0.006105	0.002511	0.001435	0.000588	-10421.374
540	0.004330	0.010926	0.001948	0.004987	0.002232	0.001342	0.000523	-10421.179
542	0.004330	0.010926	0.001948	0.005574	0.002232	0.001256	0.000523	-10422.659
544	0.004330	0.010984	0.001948	0.006012	0.002232	0.001256	0.000523	-10423.564
546	0.003797	0.009631	0.001989	0.004977	0.001956	0.001139	0.000458	-10446.437
548	0.004279	0.010855	0.001843	0.006525	0.002205	0.001235	0.000517	-10435.276
550	0.004557	0.011559	0.002162	0.005890	0.002348	0.001452	0.000550	-10431.135
552	0.004557	0.011559	0.001779	0.006269	0.002089	0.001398	0.000618	-10421.956
554	0.004786	0.011559	0.001779	0.006269	0.002089	0.001398	0.000618	-10420.340
556	0.004528	0.012031	0.001779	0.006406	0.002102	0.001333	0.000615	-10424.235
558	0.004528	0.012031	0.001779	0.006037	0.002579	0.001377	0.000615	-10447.271
560	0.004618	0.012592	0.001814	0.006551	0.002865	0.001358	0.000575	-10420.607
562	0.005574	0.015198	0.002190	0.008506	0.003141	0.001577	0.000765	-10426.948
564	0.005574	0.015198	0.002680	0.008843	0.003367	0.001592	0.000713	-10403.583
566	0.004749	0.013652	0.002407	0.007655	0.002720	0.001430	0.000641	-10452.696
568	0.004415	0.012693	0.002238	0.006551	0.002854	0.001393	0.000528	-10427.087
570	0.004043	0.012693	0.002238	0.006680	0.002854	0.001377	0.000528	-10435.592
572	0.005153	0.016179	0.002853	0.008821	0.003638	0.001717	0.000673	-10436.549
574	0.004983	0.016078	0.002759	0.008974	0.002795	0.001611	0.000651	-10424.197
576	0.004983	0.016382	0.002759	0.009282	0.002795	0.001579	0.000651	-10429.826
578	0.004983	0.016382	0.002759	0.009282	0.002795	0.001579	0.000651	-10416.635
580	0.004983	0.016382	0.002759	0.008459	0.002795	0.001669	0.000651	-10447.192
582	0.004611	0.016382	0.002759	0.008459	0.002837	0.001669	0.000641	-10432.626
584	0.004611	0.016382	0.003127	0.008047	0.002837	0.001722	0.000641	-10425.571
586	0.004611	0.016382	0.003127	0.008047	0.002837	0.001722	0.000641	-10418.459
588	0.004206	0.014945	0.002853	0.007438	0.002588	0.001558	0.000585	-10402.678
590	0.004206	0.014945	0.002853	0.007067	0.002259	0.001576	0.000585	-10420.828
592	0.005290	0.018795	0.003588	0.009345	0.002841	0.001921	0.000735	-10415.463
594	0.006227	0.020430	0.003900	0.011094	0.003088	0.001988	0.000799	-10425.099
596	0.006675	0.023031	0.004848	0.012576	0.003501	0.002253	0.000906	-10427.675
598	0.006675	0.023031	0.004247	0.012068	0.003501	0.002310	0.000906	-10413.681
600	0.006377	0.023031	0.004247	0.013096	0.003501	0.002200	0.000906	-10424.297
602	0.006377	0.023031	0.004247	0.013823	0.003375	0.002165	0.000940	-10406.385
604	0.006377	0.022831	0.004247	0.013317	0.003375	0.002211	0.000940	-10404.529
606	0.005740	0.020548	0.003562	0.011629	0.003208	0.002025	0.000801	-10405.935
608	0.005612	0.020090	0.003483	0.011370	0.003336	0.001980	0.000736	-10433.756
610	0.005612	0.020090	0.003990	0.010392	0.003336	0.002050	0.000736	-10406.489
612	0.004630	0.016727	0.003292	0.009793	0.002526	0.001598	0.000662	-10415.575
614	0.005012	0.018519	0.003564	0.010599	0.002735	0.001730	0.000716	-10432.868
616	0.005012	0.018994	0.003564	0.010599	0.002803	0.001730	0.000699	-10427.261
618	0.004910	0.018607	0.003491	0.010921	0.002746	0.001655	0.000685	-10453.571
620	0.004910	0.019013	0.002905	0.011618	0.002746	0.001597	0.000685	-10438.095
622	0.004250	0.016053	0.002514	0.009475	0.002369	0.001431	0.000595	-10427.561
624	0.004765	0.017998	0.002819	0.009506	0.002656	0.001684	0.000667	-10432.185
626	0.004373	0.016516	0.002587	0.009390	0.002437	0.001479	0.000612	-10432.423
628	0.004373	0.016516	0.002005	0.009184	0.002437	0.001498	0.000612	-10424.600
630	0.004070	0.015372	0.001866	0.009984	0.002268	0.001315	0.000570	-10420.811
632	0.004309	0.016273	0.001975	0.009512	0.002439	0.001439	0.000594	-10442.308
634	0.004309	0.016273	0.001975	0.011289	0.002439	0.001333	0.000594	-10451.651
636	0.004658	0.016622	0.001975	0.010844	0.002439	0.001333	0.000594	-10431.157
638	0.004826	0.016664	0.002582	0.010028	0.002159	0.001392	0.000615	-10419.759
640	0.004826	0.016365	0.002582	0.010028	0.002336	0.001392	0.000569	-10420.031
