Gen	theta_1JpMeMoN	theta_2MoS	theta_3Si	theta_4JpMeMoNMoSSi	theta_5JpMeMoNMoS	tau_4JpMeMoNMoSSi	tau_5JpMeMoNMoS	lnL
246	0.005582	0.010029	0.002706	0.005406	0.003481	0.001409	0.000526	-10426.130
248	0.005582	0.010029	0.002706	0.005230	0.003052	0.001439	0.000490	-10418.856
250	0.005582	0.010029	0.002166	0.005230	0.003052	0.001439	0.000490	-10443.639
252	0.004623	0.008307	0.001794	0.004295	0.002528	0.001199	0.000406	-10417.083
254	0.005392	0.009687	0.002092	0.005009	0.002948	0.001398	0.000474	-10419.853
256	0.006029	0.009969	0.002340	0.005969	0.003296	0.001500	0.000530	-10408.632
258	0.006029	0.010318	0.002340	0.006861	0.003296	0.001452	0.000530	-10414.121
260	0.005748	0.009836	0.002230	0.006541	0.003142	0.001384	0.000505	-10426.654
262	0.005748	0.009836	0.002230	0.006541	0.003142	0.001384	0.000505	-10435.369
264	0.006068	0.010385	0.002355	0.006726	0.003201	0.001539	0.000552	-10426.547
266	0.006068	0.010385	0.002355	0.007829	0.003201	0.001400	0.000552	-10437.335
268	0.006068	0.010385	0.002355	0.007483	0.003201	0.001439	0.000552	-10416.686
270	0.006068	0.009926	0.002355	0.006923	0.003553	0.001511	0.000552	-10399.677
272	0.006068	0.009926	0.002355	0.007227	0.003553	0.001470	0.000552	-10407.044
274	0.006068	0.009926	0.002355	0.007227	0.002721	0.001470	0.000552	-10410.773
276	0.006068	0.009926	0.002355	0.006954	0.002721	0.001506	0.000552	-10409.015
278	0.006068	0.009926	0.002355	0.006954	0.002721	0.001506	0.000552	-10455.343
280	0.006068	0.009926	0.002355	0.007969	0.002979	0.001450	0.000505	-10439.074
282	0.005988	0.009795	0.002324	0.007707	0.002939	0.001482	0.000498	-10449.919
284	0.005066	0.008286	0.001966	0.006110	0.002487	0.001309	0.000421	-10451.220
286	0.006251	0.009426	0.002935	0.006951	0.002829	0.001489	0.000479	-10431.676
288	0.006563	0.011060	0.003444	0.008218	0.003705	0.001747	0.000562	-10473.098
290	0.005546	0.009886	0.002910	0.006583	0.003131	0.001532	0.000475	-10455.303
292	0.005546	0.009886	0.002345	0.007444	0.003131	0.001409	0.000475	-10440.920
294	0.005546	0.009886	0.002345	0.007115	0.003131	0.001409	0.000475	-10423.959
296	0.005546	0.010300	0.002345	0.007115	0.003131	0.001409	0.000475	-10435.338
298	0.005420	0.010300	0.002345	0.006731	0.002723	0.001463	0.000546	-10450.401
300	0.005794	0.011742	0.002507	0.006840	0.002911	0.001501	0.000584	-10454.145
302	0.004442	0.009002	0.001922	0.005234	0.002231	0.001152	0.000448	-10445.610
304	0.004442	0.009593	0.001922	0.005410	0.002231	0.001129	0.000448	-10424.340
306	0.004442	0.009593	0.001741	0.005411	0.002296	0.001129	0.000446	-10432.106
308	0.004442	0.009593	0.001741	0.005808	0.002296	0.001155	0.000446	-10416.595
310	0.004442	0.009593	0.001741	0.005234	0.002207	0.001233	0.000446	-10425.668
312	0.005001	0.010801	0.001961	0.006525	0.002485	0.001302	0.000502	-10410.124
314	0.004856	0.010486	0.001904	0.006335	0.002932	0.001264	0.000487	-10412.056
316	0.004856	0.010486	0.001904	0.005762	0.002932	0.001342	0.000487	-10407.243
318	0.004642	0.009180	0.001820	0.004788	0.002803	0.001283	0.000466	-10417.304
320	0.004642	0.009180	0.001820	0.004788	0.002803	0.001283	0.000466	-10427.816
322	0.004642	0.009180	0.001820	0.004308	0.002803	0.001374	0.000466	-10412.264
324	0.004642	0.009180	0.001820	0.004302	0.002948	0.001375	0.000443	-10428.435
326	0.004861	0.009180	0.001820	0.004762	0.002948	0.001385	0.000443	-10429.508
328	0.004861	0.009180	0.001820	0.004739	0.002553	0.001389	0.000511	-10416.782
330	0.006086	0.010693	0.002120	0.005888	0.002974	0.001554	0.000596	-10402.692
332	0.006053	0.010693	0.002406	0.004833	0.002974	0.001616	0.000596	-10420.860
334	0.006773	0.011964	0.003239	0.006462	0.003328	0.001622	0.000666	-10399.329
336	0.006267	0.011071	0.002997	0.005425	0.002988	0.001592	0.000636	-10418.888
338	0.006231	0.012359	0.002979	0.005013	0.002971	0.001655	0.000632	-10427.086
340	0.006231	0.012359	0.002643	0.004927	0.002971	0.001548	0.000632	-10432.620
342	0.006953	0.013789	0.002949	0.005027	0.003315	0.001657	0.000705	-10405.531
344	0.006102	0.012102	0.002040	0.004786	0.002909	0.001389	0.000619	-10416.174
346	0.006883	0.013651	0.002301	0.005857	0.003155	0.001489	0.000726	-10412.674
348	0.006883	0.014323	0.002301	0.005709	0.002498	0.001604	0.000726	-10412.812
350	0.007308	0.014893	0.002443	0.006264	0.002652	0.001643	0.000771	-10433.937
352	0.007308	0.014893	0.002443	0.006409	0.002652	0.001623	0.000771	-10414.994
354	0.007308	0.015361	0.002443	0.006018	0.002661	0.001679	0.000768	-10400.073
356	0.008661	0.018205	0.002895	0.007851	0.003153	0.001990	0.000910	-10397.490
358	0.008661	0.017651	0.002895	0.008182	0.002927	0.001890	0.000981	-10400.207
360	0.008661	0.017651	0.002895	0.007279	0.002755	0.002003	0.001042	-10387.835
362	0.008145	0.017875	0.002895	0.006675	0.002983	0.002090	0.000962	-10418.558
364	0.008145	0.017875	0.002895	0.007541	0.002983	0.002022	0.000962	-10406.357
366	0.008145	0.018025	0.002895	0.008004	0.002983	0.001905	0.000962	-10404.897
368	0.008535	0.018316	0.002449	0.009280	0.002636	0.001902	0.001008	-10403.267
370	0.008535	0.018316	0.002449	0.008599	0.002636	0.001972	0.001008	-10412.958
372	0.009836	0.021106	0.002822	0.008994	0.003037	0.002386	0.001162	-10400.850
374	0.011510	0.025020	0.003897	0.011039	0.003554	0.002725	0.001360	-10409.589
376	0.011510	0.025020	0.003897	0.011099	0.003777	0.002718	0.001280	-10410.919
378	0.011510	0.025020	0.003897	0.011150	0.003777	0.002711	0.001280	-10397.307
380	0.010286	0.022360	0.003483	0.009544	0.003388	0.002423	0.001139	-10390.313
382	0.010286	0.022360	0.003483	0.010176	0.003388	0.002343	0.001139	-10389.528
384	0.009873	0.021462	0.003343	0.009309	0.003252	0.002306	0.001093	-10396.943
386	0.009873	0.021224	0.003343	0.009878	0.003252	0.002236	0.001093	-10412.581
388	0.009300	0.021411	0.003624	0.009982	0.003252	0.002224	0.001093	-10410.622
390	0.008177	0.018362	0.003186	0.008838	0.002860	0.002014	0.000961	-10399.042
392	0.008177	0.018362	0.003186	0.008577	0.002860	0.002046	0.000961	-10413.113
394	0.009798	0.022081	0.003818	0.010277	0.003427	0.002452	0.001152	-10403.261
396	0.008494	0.019142	0.003396	0.009561	0.003014	0.002049	0.000984	-10414.790
398	0.008726	0.019665	0.003489	0.009754	0.002730	0.002117	0.001147	-10418.971
400	0.008650	0.019880	0.004037	0.009934	0.002706	0.002073	0.001137	-10396.811
402	0.008650	0.019912	0.004037	0.009934	0.002706	0.002073	0.001137	-10421.339
404	0.008650	0.019316	0.004111	0.009697	0.002340	0.002096	0.001137	-10419.523
406	0.009215	0.020577	0.004380	0.010393	0.002493	0.002226	0.001211	-10418.878
408	0.008761	0.019563	0.004164	0.008868	0.002513	0.002125	0.001086	-10424.803
410	0.010248	0.022883	0.004871	0.011053	0.002940	0.002410	0.001270	-10433.370
412	0.010248	0.023146	0.004444	0.011053	0.003090	0.002410	0.001209	-10434.013
414	0.008784	0.019373	0.004159	0.008863	0.002648	0.002177	0.001036	-10427.051
416	0.010194	0.022483	0.004826	0.010135	0.002954	0.002566	0.001251	-10453.419
418	0.010194	0.022483	0.005313	0.010915	0.002954	0.002517	0.001251	-10458.348
420	0.010056	0.022483	0.004551	0.010157	0.002954	0.002611	0.001251	-10428.697
422	0.010056	0.022665	0.004551	0.010157	0.002954	0.002611	0.001251	-10400.300
424	0.010551	0.025032	0.004386	0.011131	0.003465	0.002906	0.001301	-10407.971
426	0.012011	0.028497	0.005631	0.012407	0.003882	0.003236	0.001504	-10421.151
428	0.012011	0.028497	0.005631	0.011762	0.003673	0.003330	0.001590	-10440.653
430	0.010640	0.025243	0.004402	0.011549	0.003426	0.002795	0.001338	-10428.339
432	0.010640	0.024433	0.004402	0.010743	0.003426	0.002810	0.001338	-10433.919
434	0.012370	0.028406	0.005117	0.013968	0.003983	0.003176	0.001555	-10419.781
436	0.010870	0.024961	0.004497	0.012275	0.003646	0.002791	0.001312	-10424.209
438	0.009267	0.021280	0.003834	0.010092	0.002941	0.002426	0.001182	-10436.340
440	0.010748	0.024681	0.004446	0.010109	0.003453	0.002972	0.001354	-10426.542
442	0.010812	0.024681	0.004446	0.010847	0.003453	0.002862	0.001354	-10430.112
444	0.010277	0.023461	0.004731	0.012038	0.003283	0.002609	0.001287	-10456.011
446	0.010960	0.025021	0.005639	0.012954	0.003875	0.002796	0.001240	-10438.512
448	0.010960	0.025021	0.005639	0.012231	0.003875	0.002796	0.001240	-10423.620
450	0.010632	0.024463	0.005431	0.012513	0.003798	0.002666	0.001163	-10433.963
452	0.010632	0.024463	0.005431	0.010805	0.003861	0.002804	0.001144	-10455.048
454	0.011394	0.026216	0.005821	0.011515	0.004403	0.003015	0.001152	-10442.655
456	0.011196	0.025226	0.005617	0.011116	0.004403	0.002955	0.001152	-10451.023
458	0.009457	0.021308	0.004469	0.009740	0.003378	0.002442	0.001071	-10458.354
460	0.009457	0.021308	0.004469	0.009740	0.003378	0.002442	0.001071	-10441.661
462	0.008172	0.018412	0.003861	0.009081	0.002758	0.002027	0.000980	-10441.427
464	0.007699	0.017346	0.003638	0.008422	0.002598	0.001925	0.000923	-10422.884
466	0.007699	0.017346	0.003638	0.008131	0.002598	0.002017	0.000923	-10404.001
468	0.007699	0.017346	0.003638	0.007600	0.002598	0.002093	0.000923	-10418.495
470	0.007699	0.017346	0.003638	0.007412	0.002598	0.002123	0.000923	-10434.349
472	0.007699	0.017346	0.004379	0.008280	0.002598	0.001997	0.000923	-10401.578
474	0.007069	0.014875	0.003755	0.007100	0.002228	0.001713	0.000791	-10419.105
476	0.007069	0.014875	0.003755	0.006214	0.002228	0.001713	0.000791	-10406.075
478	0.007696	0.016193	0.004088	0.007084	0.002456	0.001819	0.000851	-10413.575
480	0.007177	0.014482	0.003656	0.005915	0.002166	0.001688	0.000761	-10400.719
482	0.007177	0.014425	0.003656	0.005915	0.002166	0.001688	0.000761	-10390.914
484	0.007177	0.014425	0.004393	0.006472	0.002166	0.001688	0.000761	-10420.157
486	0.007177	0.015174	0.004393	0.006187	0.002166	0.001731	0.000761	-10425.248
488	0.007177	0.016019	0.004987	0.007265	0.002117	0.001676	0.000778	-10439.588
490	0.007177	0.016019	0.004987	0.006888	0.002117	0.001725	0.000778	-10444.790
492	0.006174	0.013781	0.003321	0.005530	0.001822	0.001542	0.000670	-10434.331
494	0.006174	0.014376	0.003321	0.005712	0.001822	0.001515	0.000670	-10441.941
496	0.005419	0.012616	0.003524	0.004168	0.001641	0.001385	0.000573	-10443.581
498	0.005419	0.012616	0.003524	0.004168	0.001641	0.001385	0.000573	-10448.538
500	0.005419	0.012616	0.003524	0.004168	0.001641	0.001385	0.000573	-10450.804
502	0.005419	0.012616	0.003315	0.005068	0.001662	0.001350	0.000565	-10441.533
504	0.006204	0.015282	0.003795	0.005738	0.001903	0.001556	0.000647	-10441.739
506	0.006204	0.015282	0.003795	0.005338	0.001915	0.001625	0.000643	-10445.970
508	0.006204	0.015282	0.003795	0.005177	0.001915	0.001671	0.000643	-10440.408
510	0.006204	0.015282	0.003795	0.005884	0.001915	0.001580	0.000643	-10444.345
512	0.005783	0.013529	0.003538	0.005286	0.001785	0.001506	0.000600	-10429.860
514	0.006952	0.016261	0.004253	0.006401	0.002146	0.001802	0.000721	-10437.928
516	0.006323	0.017001	0.004253	0.006717	0.002206	0.001751	0.000701	-10438.015
518	0.005663	0.015226	0.003809	0.005582	0.001976	0.001641	0.000628	-10441.823
520	0.005096	0.015628	0.003809	0.006032	0.001976	0.001566	0.000628	-10410.538
522	0.005314	0.016297	0.003972	0.005977	0.002547	0.001684	0.000655	-10421.204
524	0.004735	0.014522	0.003539	0.005326	0.002269	0.001501	0.000583	-10424.356
526	0.004735	0.014522	0.003539	0.005207	0.002269	0.001522	0.000583	-10431.190
528	0.004735	0.014522	0.003539	0.005207	0.002269	0.001522	0.000583	-10436.881
530	0.005165	0.015842	0.003261	0.005680	0.002475	0.001660	0.000636	-10441.574
532	0.004773	0.015842	0.003261	0.006181	0.002538	0.001660	0.000621	-10413.333
534	0.004390	0.013980	0.002999	0.005860	0.002334	0.001498	0.000571	-10430.635
536	0.004390	0.013948	0.002999	0.005413	0.002821	0.001575	0.000571	-10408.903
538	0.004390	0.013948	0.002344	0.005673	0.002821	0.001529	0.000571	-10422.211
540	0.005269	0.016742	0.003513	0.007332	0.003696	0.001753	0.000628	-10430.320
542	0.005269	0.016162	0.002780	0.007081	0.003382	0.001793	0.000628	-10435.386
544	0.005127	0.015725	0.002705	0.005960	0.002958	0.001745	0.000680	-10409.266
546	0.005127	0.014963	0.002383	0.006452	0.003244	0.001659	0.000620	-10392.173
548	0.005127	0.014963	0.002383	0.006181	0.003244	0.001717	0.000620	-10398.696
550	0.005838	0.017040	0.002250	0.006980	0.003694	0.001841	0.000706	-10412.222
552	0.005838	0.017365	0.002250	0.006481	0.003694	0.001928	0.000706	-10421.174
554	0.005892	0.017526	0.002271	0.007043	0.003728	0.001858	0.000712	-10421.959
556	0.004981	0.014815	0.001920	0.006007	0.003151	0.001562	0.000602	-10410.260
558	0.004704	0.013990	0.001813	0.005053	0.002976	0.001586	0.000569	-10422.847
560	0.005533	0.016458	0.002650	0.006429	0.003501	0.001776	0.000669	-10432.600
562	0.005533	0.016843	0.002650	0.006624	0.003302	0.001746	0.000709	-10440.568
564	0.004807	0.014633	0.002856	0.006011	0.002764	0.001479	0.000640	-10414.029
566	0.004807	0.014633	0.002856	0.005187	0.002764	0.001612	0.000640	-10432.367
568	0.004807	0.014941	0.002320	0.004630	0.002764	0.001551	0.000640	-10430.394
570	0.004807	0.014132	0.002320	0.004509	0.002764	0.001551	0.000640	-10434.519
572	0.004807	0.014132	0.002320	0.004259	0.002989	0.001607	0.000591	-10437.971
574	0.004807	0.014132	0.002320	0.004259	0.002989	0.001607	0.000591	-10438.987
576	0.004971	0.013197	0.002166	0.003977	0.002806	0.001501	0.000549	-10421.436
578	0.004971	0.013197	0.001975	0.003977	0.002806	0.001501	0.000549	-10424.475
580	0.005623	0.014927	0.002234	0.004311	0.003174	0.001620	0.000621	-10407.154
582	0.005829	0.016211	0.002316	0.004470	0.003291	0.001679	0.000644	-10406.324
584	0.005344	0.014862	0.002123	0.004413	0.003017	0.001471	0.000591	-10416.995
586	0.005344	0.015492	0.002123	0.004280	0.003017	0.001499	0.000591	-10416.798
588	0.005344	0.015492	0.002281	0.003970	0.003017	0.001570	0.000591	-10410.717
590	0.005344	0.014763	0.002281	0.004557	0.003017	0.001444	0.000591	-10413.932
592	0.005344	0.014763	0.002281	0.004557	0.002531	0.001444	0.000595	-10430.190
594	0.005344	0.014763	0.002281	0.004517	0.002531	0.001451	0.000595	-10436.344
596	0.004708	0.013005	0.002009	0.003949	0.002230	0.001284	0.000524	-10447.865
598	0.004708	0.013005	0.002009	0.004061	0.002230	0.001401	0.000524	-10442.905
600	0.005934	0.015123	0.002880	0.004707	0.002329	0.001541	0.000679	-10449.296
602	0.005955	0.015175	0.002259	0.003885	0.002337	0.001546	0.000681	-10448.805
604	0.005830	0.014047	0.002212	0.003389	0.002289	0.001618	0.000667	-10423.989
606	0.005830	0.014262	0.002212	0.003927	0.002143	0.001488	0.000712	-10470.816
608	0.005830	0.014421	0.002212	0.003927	0.002143	0.001488	0.000712	-10440.385
610	0.006539	0.014984	0.002480	0.004404	0.002403	0.001668	0.000799	-10429.313
612	0.006539	0.014984	0.002480	0.004224	0.002615	0.001705	0.000734	-10435.505
614	0.005993	0.014984	0.002480	0.004088	0.002787	0.001611	0.000689	-10452.317
616	0.007072	0.017682	0.002927	0.004531	0.003289	0.001972	0.000813	-10448.024
618	0.006712	0.016781	0.002778	0.004405	0.002601	0.001845	0.000771	-10447.855
620	0.005130	0.012825	0.002123	0.003603	0.002123	0.001354	0.000552	-10455.956
622	0.005130	0.012634	0.002123	0.003603	0.002123	0.001354	0.000552	-10453.686
624	0.005130	0.012634	0.002123	0.003910	0.001611	0.001291	0.000552	-10467.273
626	0.004878	0.012015	0.002019	0.003719	0.001532	0.001228	0.000525	-10447.792
628	0.004370	0.011206	0.001809	0.002950	0.001373	0.001181	0.000470	-10412.967
630	0.004874	0.012500	0.002017	0.002574	0.001531	0.001317	0.000525	-10440.744
632	0.004801	0.013669	0.002140	0.003021	0.001708	0.001317	0.000529	-10429.357
634	0.004801	0.013669	0.002140	0.003129	0.001708	0.001289	0.000529	-10443.015
636	0.004993	0.015481	0.002424	0.003862	0.001678	0.001390	0.000599	-10437.965
638	0.004884	0.015140	0.002370	0.003777	0.001641	0.001359	0.000586	-10438.015
640	0.004884	0.014590	0.002370	0.003292	0.001641	0.001473	0.000586	-10441.657
