Gen	theta_1JpMeMoN	theta_2MoS	theta_3Si	theta_4JpMeMoNMoSSi	theta_5JpMeMoNMoS	tau_4JpMeMoNMoSSi	tau_5JpMeMoNMoS	lnL
288	0.008098	0.020917	0.001612	0.004809	0.001026	0.001088	0.000880	-10468.330
290	0.008098	0.021271	0.001612	0.004809	0.001026	0.001088	0.000880	-10467.922
292	0.008098	0.021271	0.001612	0.004809	0.001026	0.001088	0.000880	-10447.437
294	0.007690	0.020201	0.001531	0.004567	0.000974	0.001033	0.000836	-10440.024
296	0.007690	0.020201	0.001531	0.004567	0.001000	0.001033	0.000814	-10447.243
298	0.007046	0.020201	0.001531	0.004567	0.001000	0.001033	0.000814	-10457.504
300	0.007580	0.021732	0.001647	0.004913	0.001156	0.001112	0.000816	-10439.804
302	0.007386	0.020666	0.001566	0.004672	0.001125	0.001057	0.000758	-10453.132
304	0.007370	0.021388	0.001563	0.005017	0.001038	0.001034	0.000818	-10463.262
306	0.007370	0.021388	0.001563	0.004750	0.001038	0.001034	0.000818	-10447.676
308	0.008564	0.025406	0.001816	0.005519	0.001206	0.001201	0.000950	-10447.379
310	0.007518	0.022302	0.001594	0.004845	0.001059	0.001054	0.000834	-10446.525
312	0.007518	0.022302	0.001594	0.004845	0.001059	0.001054	0.000834	-10444.716
314	0.007798	0.023133	0.001654	0.005025	0.001098	0.001094	0.000865	-10445.994
316	0.008879	0.026339	0.001883	0.006115	0.001251	0.001245	0.000985	-10436.481
318	0.008879	0.025725	0.001883	0.006703	0.001251	0.001245	0.000985	-10453.065
320	0.008123	0.023534	0.001723	0.006088	0.001144	0.001141	0.000901	-10454.898
322	0.007315	0.021635	0.001551	0.005482	0.001030	0.001028	0.000812	-10465.604
324	0.007315	0.021635	0.001551	0.005482	0.001030	0.001028	0.000812	-10443.827
326	0.006190	0.018309	0.001313	0.004718	0.000872	0.000867	0.000687	-10432.882
328	0.006923	0.020477	0.001468	0.005277	0.000975	0.000969	0.000769	-10415.583
330	0.006923	0.020477	0.001468	0.005277	0.000975	0.000969	0.000769	-10417.254
332	0.006923	0.020477	0.001468	0.004206	0.000975	0.000969	0.000769	-10419.156
334	0.007512	0.020634	0.001468	0.004665	0.000975	0.000969	0.000769	-10432.435
336	0.007512	0.021126	0.001468	0.004665	0.000975	0.000969	0.000769	-10430.518
338	0.008387	0.023587	0.001639	0.005427	0.001088	0.001082	0.000858	-10427.034
340	0.009219	0.026543	0.001802	0.005965	0.001196	0.001189	0.000943	-10442.560
342	0.009219	0.027140	0.001802	0.005965	0.001196	0.001189	0.000943	-10448.376
344	0.009219	0.027140	0.001802	0.006381	0.001158	0.001189	0.000974	-10452.476
346	0.009219	0.027140	0.001802	0.006381	0.001158	0.001189	0.000974	-10433.313
348	0.008599	0.025315	0.001681	0.005952	0.001080	0.001109	0.000909	-10425.600
350	0.008599	0.025315	0.001681	0.005665	0.001079	0.001120	0.000910	-10444.393
352	0.009287	0.027340	0.001815	0.006118	0.001468	0.001209	0.000982	-10433.610
354	0.009287	0.026703	0.001815	0.006118	0.001468	0.001209	0.000982	-10428.149
356	0.009287	0.027487	0.001815	0.005770	0.001468	0.001273	0.000982	-10433.080
358	0.009187	0.027487	0.002429	0.005770	0.001468	0.001273	0.000982	-10435.328
360	0.009187	0.027487	0.001829	0.005770	0.001491	0.001273	0.000967	-10431.978
362	0.008046	0.024076	0.001602	0.005054	0.001306	0.001115	0.000847	-10426.353
364	0.009124	0.027301	0.001817	0.005199	0.001570	0.001264	0.000906	-10444.412
366	0.009850	0.028581	0.001961	0.005983	0.001586	0.001341	0.001045	-10461.907
368	0.008864	0.024237	0.001771	0.005074	0.001345	0.001137	0.000886	-10438.943
370	0.009088	0.024237	0.001833	0.005074	0.001345	0.001137	0.000886	-10441.084
372	0.009534	0.024237	0.001833	0.005074	0.001345	0.001137	0.000886	-10447.148
374	0.009534	0.024237	0.001736	0.005074	0.001345	0.001137	0.000886	-10428.635
376	0.008464	0.021516	0.001277	0.004504	0.001194	0.001009	0.000787	-10448.504
378	0.008464	0.022591	0.001277	0.004504	0.001191	0.001009	0.000788	-10444.661
380	0.008122	0.022591	0.001988	0.005338	0.001191	0.001009	0.000788	-10454.673
382	0.007284	0.019729	0.001783	0.004787	0.001068	0.000905	0.000707	-10436.312
384	0.008240	0.021586	0.002016	0.005415	0.001246	0.001024	0.000776	-10445.556
386	0.008240	0.020996	0.002016	0.005415	0.001246	0.001024	0.000776	-10445.323
388	0.006792	0.017306	0.001662	0.003735	0.001027	0.000884	0.000639	-10446.267
390	0.007580	0.019316	0.001293	0.004743	0.001148	0.000987	0.000713	-10453.644
392	0.007580	0.019054	0.001293	0.004245	0.001148	0.000987	0.000713	-10449.415
394	0.007061	0.018086	0.001293	0.004245	0.001148	0.000987	0.000713	-10447.614
396	0.007411	0.018982	0.001357	0.004455	0.001205	0.001036	0.000748	-10432.516
398	0.007864	0.018240	0.001304	0.004281	0.001050	0.000995	0.000792	-10431.893
400	0.007864	0.017546	0.001304	0.003840	0.001050	0.001018	0.000792	-10449.134
402	0.007864	0.018045	0.001304	0.003840	0.001148	0.001018	0.000792	-10443.573
404	0.008640	0.021735	0.001432	0.004219	0.001261	0.001119	0.000870	-10465.143
406	0.008558	0.020885	0.001376	0.004054	0.001212	0.001075	0.000836	-10459.507
408	0.009563	0.022905	0.001538	0.004530	0.001354	0.001201	0.000935	-10426.369
410	0.009563	0.022905	0.001538	0.004530	0.001354	0.001201	0.000935	-10441.635
412	0.009160	0.021940	0.001473	0.004721	0.001297	0.001151	0.000895	-10445.133
414	0.009160	0.021940	0.001345	0.004721	0.001256	0.001151	0.000924	-10465.290
416	0.009160	0.021280	0.001345	0.004721	0.001312	0.001151	0.000885	-10455.746
418	0.009160	0.021280	0.001345	0.004489	0.001312	0.001151	0.000885	-10445.561
420	0.009160	0.021067	0.001345	0.005190	0.001312	0.001151	0.000885	-10447.942
422	0.009160	0.021067	0.001345	0.005190	0.001312	0.001151	0.000885	-10458.316
424	0.010056	0.024551	0.001530	0.005905	0.001576	0.001309	0.000954	-10466.486
426	0.010056	0.024551	0.002129	0.005905	0.001445	0.001309	0.001040	-10459.007
428	0.010056	0.024551	0.002129	0.005905	0.001445	0.001309	0.001040	-10466.064
430	0.010056	0.024551	0.002129	0.005905	0.001479	0.001309	0.001016	-10457.979
432	0.010896	0.027328	0.002307	0.006399	0.001709	0.001419	0.001033	-10451.440
434	0.010896	0.027106	0.002488	0.006281	0.001709	0.001426	0.001033	-10425.155
436	0.010306	0.027106	0.002488	0.007840	0.001709	0.001381	0.001033	-10428.548
438	0.010306	0.027106	0.002488	0.007349	0.001797	0.001381	0.000982	-10456.010
440	0.010306	0.027106	0.002488	0.007349	0.001797	0.001381	0.000982	-10452.190
442	0.009234	0.024287	0.002229	0.006160	0.001627	0.001262	0.000871	-10441.262
444	0.010521	0.028696	0.002634	0.007279	0.002039	0.001491	0.000970	-10456.450
446	0.010521	0.029456	0.002634	0.006834	0.001878	0.001525	0.001053	-10431.053
448	0.010112	0.029456	0.002634	0.006441	0.001950	0.001554	0.001014	-10439.715
450	0.009584	0.027917	0.002496	0.006712	0.001932	0.001473	0.000919	-10436.295
452	0.008979	0.026828	0.002399	0.005755	0.001857	0.001415	0.000884	-10453.204
454	0.008979	0.026828	0.002399	0.006870	0.001857	0.001329	0.000884	-10467.244
456	0.008450	0.026279	0.002258	0.005589	0.001748	0.001316	0.000831	-10435.020
458	0.008110	0.025221	0.002779	0.006674	0.001677	0.001172	0.000798	-10444.886
460	0.008490	0.025472	0.002909	0.005901	0.001756	0.001299	0.000835	-10445.725
462	0.008490	0.025472	0.002909	0.005901	0.001627	0.001299	0.000901	-10446.790
464	0.008820	0.024779	0.002909	0.005901	0.001627	0.001299	0.000901	-10447.337
466	0.007677	0.021567	0.002137	0.005136	0.001531	0.001131	0.000726	-10425.988
468	0.009652	0.025990	0.002576	0.007091	0.001845	0.001300	0.000875	-10442.741
470	0.009260	0.024934	0.002471	0.006802	0.001770	0.001248	0.000839	-10446.354
472	0.007973	0.021470	0.002128	0.005858	0.001524	0.001074	0.000723	-10421.030
474	0.007973	0.021470	0.002606	0.005858	0.001524	0.001074	0.000723	-10412.984
476	0.007749	0.020866	0.003070	0.005693	0.001481	0.001044	0.000702	-10436.349
478	0.008051	0.021679	0.003190	0.005751	0.001539	0.001095	0.000730	-10443.949
480	0.007956	0.022431	0.003190	0.005751	0.001539	0.001095	0.000730	-10450.740
482	0.007956	0.022431	0.003190	0.005751	0.001460	0.001095	0.000769	-10412.214
484	0.007956	0.022431	0.003190	0.005879	0.001782	0.001095	0.000769	-10433.987
486	0.006849	0.018725	0.001988	0.005061	0.001534	0.000943	0.000662	-10439.589
488	0.006618	0.018725	0.001988	0.005061	0.001534	0.000943	0.000662	-10445.673
490	0.006618	0.018725	0.001556	0.005061	0.001534	0.000943	0.000662	-10462.243
492	0.007208	0.020392	0.001695	0.005136	0.001843	0.001026	0.000654	-10425.550
494	0.007021	0.019892	0.001651	0.005457	0.001644	0.001000	0.000695	-10417.186
496	0.006600	0.020723	0.001651	0.005457	0.001659	0.001000	0.000689	-10417.743
498	0.006416	0.019787	0.001605	0.004917	0.001707	0.000999	0.000633	-10443.630
500	0.006416	0.019787	0.001605	0.004917	0.001707	0.000999	0.000633	-10413.242
502	0.006416	0.019787	0.001605	0.005205	0.001707	0.000978	0.000633	-10411.397
504	0.006416	0.019787	0.001605	0.005384	0.001707	0.001000	0.000633	-10433.498
506	0.006416	0.019787	0.001605	0.005384	0.001707	0.001000	0.000633	-10429.662
508	0.006416	0.019787	0.001605	0.005384	0.001707	0.001000	0.000633	-10439.275
510	0.006056	0.018679	0.001515	0.004910	0.001570	0.000944	0.000613	-10432.000
512	0.006938	0.021399	0.001735	0.005625	0.001799	0.001081	0.000702	-10427.233
514	0.006601	0.021399	0.001735	0.006543	0.001913	0.001028	0.000660	-10419.521
516	0.005842	0.018939	0.001536	0.004676	0.001579	0.000977	0.000627	-10409.517
518	0.005842	0.018939	0.001536	0.004676	0.001579	0.000977	0.000627	-10417.112
520	0.005193	0.016834	0.001365	0.004157	0.001403	0.000869	0.000557	-10432.069
522	0.005193	0.017699	0.001365	0.004157	0.001246	0.000869	0.000627	-10447.725
524	0.005193	0.017699	0.001365	0.004157	0.001246	0.000869	0.000627	-10438.734
526	0.005781	0.019704	0.001520	0.004628	0.001387	0.000967	0.000698	-10445.266
528	0.005781	0.019704	0.001520	0.004628	0.001387	0.000967	0.000698	-10431.887
530	0.005781	0.019704	0.001520	0.004628	0.001387	0.000967	0.000698	-10427.595
532	0.005781	0.018959	0.002110	0.004628	0.001387	0.000967	0.000698	-10414.787
534	0.006375	0.020907	0.002327	0.005103	0.001530	0.001066	0.000770	-10446.953
536	0.005666	0.018415	0.002050	0.004495	0.001286	0.000939	0.000711	-10441.700
538	0.005666	0.018415	0.002050	0.004924	0.001286	0.000919	0.000711	-10429.940
540	0.005666	0.017611	0.002050	0.005493	0.001286	0.000919	0.000711	-10435.517
542	0.005933	0.019559	0.001843	0.005362	0.001549	0.001021	0.000728	-10444.310
544	0.005951	0.020280	0.001849	0.005378	0.001554	0.001024	0.000730	-10437.790
546	0.007154	0.023771	0.002151	0.006256	0.001808	0.001191	0.000849	-10427.070
548	0.007154	0.023771	0.002151	0.006256	0.001808	0.001191	0.000849	-10432.225
550	0.007440	0.024721	0.002237	0.007383	0.001880	0.001239	0.000883	-10434.473
552	0.007440	0.024721	0.002237	0.006685	0.002021	0.001239	0.000822	-10418.644
554	0.008177	0.027172	0.002458	0.007348	0.001933	0.001362	0.000985	-10400.197
556	0.008177	0.027172	0.002458	0.006376	0.001933	0.001419	0.000985	-10421.501
558	0.008011	0.027236	0.002458	0.006376	0.002001	0.001419	0.000952	-10439.562
560	0.008383	0.028484	0.002572	0.007390	0.002094	0.001485	0.000996	-10444.978
562	0.007200	0.023795	0.002210	0.006995	0.001707	0.001237	0.000901	-10414.471
564	0.008557	0.028279	0.002626	0.008313	0.002077	0.001470	0.001046	-10425.812
566	0.007992	0.028279	0.002626	0.008601	0.002220	0.001456	0.000979	-10444.510
568	0.007992	0.027302	0.001988	0.007768	0.002107	0.001443	0.001031	-10418.446
570	0.007992	0.027302	0.001988	0.008641	0.002099	0.001443	0.001035	-10463.062
572	0.006822	0.023305	0.001697	0.007376	0.001792	0.001231	0.000884	-10461.922
574	0.008145	0.025398	0.001897	0.007773	0.002003	0.001400	0.000988	-10444.908
576	0.006977	0.021755	0.001716	0.006708	0.001716	0.001197	0.000846	-10451.808
578	0.006010	0.018741	0.001478	0.005779	0.001467	0.001031	0.000734	-10430.223
580	0.006418	0.020011	0.001578	0.005783	0.001567	0.001122	0.000784	-10418.455
582	0.006373	0.019141	0.001567	0.006382	0.001556	0.001080	0.000778	-10427.467
584	0.007014	0.021068	0.001725	0.007024	0.001855	0.001189	0.000791	-10414.721
586	0.005654	0.018237	0.001570	0.006393	0.001688	0.001082	0.000720	-10419.696
588	0.005654	0.018237	0.001570	0.007238	0.001688	0.001040	0.000720	-10425.085
590	0.005189	0.016264	0.001441	0.005173	0.001550	0.001038	0.000661	-10415.422
592	0.005310	0.016640	0.001475	0.005293	0.001585	0.001062	0.000676	-10426.519
594	0.005585	0.017084	0.001475	0.006089	0.001585	0.001012	0.000676	-10435.663
596	0.005585	0.017084	0.001475	0.005363	0.001585	0.001012	0.000676	-10424.116
598	0.005585	0.017939	0.001475	0.005363	0.001621	0.001012	0.000661	-10433.922
600	0.005585	0.017939	0.001475	0.006143	0.001621	0.000967	0.000661	-10441.221
602	0.006228	0.020005	0.001644	0.007675	0.001807	0.001079	0.000737	-10446.322
604	0.006228	0.020595	0.001644	0.007675	0.001795	0.001079	0.000743	-10403.932
606	0.006228	0.020595	0.001644	0.007245	0.001795	0.001079	0.000743	-10409.473
608	0.006228	0.019761	0.001644	0.007245	0.001694	0.001079	0.000787	-10408.919
610	0.005853	0.020156	0.001545	0.006808	0.001590	0.001014	0.000741	-10420.352
612	0.005853	0.020156	0.001545	0.006808	0.001590	0.001014	0.000741	-10415.490
614	0.005457	0.019344	0.001441	0.006348	0.001482	0.000945	0.000690	-10448.756
616	0.005457	0.019344	0.001441	0.006348	0.001482	0.000945	0.000690	-10455.053
618	0.005457	0.020127	0.001441	0.006348	0.001437	0.000945	0.000712	-10449.199
620	0.005457	0.020127	0.001441	0.006348	0.001437	0.000945	0.000712	-10453.606
622	0.005457	0.020127	0.001441	0.005982	0.001437	0.000945	0.000712	-10454.792
624	0.005457	0.020127	0.001441	0.005982	0.001437	0.000945	0.000712	-10439.676
626	0.005612	0.020699	0.001482	0.006152	0.001478	0.000972	0.000732	-10423.144
628	0.006473	0.023874	0.001709	0.006762	0.001713	0.001121	0.000840	-10445.952
630	0.006380	0.023532	0.001684	0.006665	0.001689	0.001105	0.000828	-10427.497
632	0.004963	0.018306	0.001310	0.005185	0.001314	0.000860	0.000644	-10443.519
634	0.004963	0.018306	0.001310	0.005185	0.001314	0.000860	0.000644	-10431.574
636	0.004963	0.018663	0.001310	0.005185	0.001314	0.000860	0.000644	-10426.446
638	0.004963	0.018663	0.001310	0.005694	0.001686	0.000860	0.000644	-10405.404
640	0.004555	0.017128	0.001203	0.005226	0.001548	0.000789	0.000591	-10407.999
