Gen	theta_1Jp	theta_2Me	theta_3MoN	theta_4MoS	theta_5Si	theta_6JpMeMoNMoSSi	theta_7JpMeMoNMoS	theta_8JpMeMoN	theta_9JpMe	tau_6JpMeMoNMoSSi	tau_7JpMeMoNMoS	tau_8JpMeMoN	tau_9JpMe	lnL
2	0.002423	0.000673	0.001411	0.012259	0.001676	0.004688	0.003256	0.005720	0.004377	0.000965	0.000643	0.000348	0.000337	-10430.385
4	0.002812	0.000781	0.002263	0.014227	0.001945	0.005719	0.004158	0.006343	0.005169	0.001101	0.000715	0.000404	0.000384	-10421.951
6	0.002812	0.000781	0.002696	0.014227	0.001945	0.006521	0.002880	0.006343	0.005169	0.001058	0.000748	0.000404	0.000384	-10410.084
8	0.002402	0.001009	0.002304	0.012154	0.001870	0.005190	0.002460	0.005173	0.004375	0.000923	0.000639	0.000346	0.000331	-10417.291
10	0.002402	0.001009	0.002304	0.012154	0.001870	0.004416	0.002254	0.005173	0.004682	0.000899	0.000666	0.000346	0.000310	-10398.911
12	0.002833	0.001190	0.002507	0.014334	0.002205	0.004660	0.002463	0.005731	0.005521	0.001092	0.000815	0.000410	0.000365	-10396.082
14	0.002325	0.000976	0.002057	0.011660	0.001810	0.003425	0.002021	0.004703	0.004531	0.000922	0.000669	0.000337	0.000300	-10390.454
16	0.002770	0.001628	0.002452	0.013896	0.002156	0.004764	0.002522	0.005919	0.004203	0.001056	0.000779	0.000401	0.000388	-10403.498
18	0.002770	0.001628	0.002452	0.013896	0.002156	0.005233	0.002496	0.005919	0.003726	0.001028	0.000781	0.000401	0.000388	-10418.958
20	0.002770	0.001082	0.002075	0.013896	0.002156	0.004759	0.002870	0.006479	0.003726	0.001056	0.000731	0.000401	0.000388	-10427.974
22	0.002764	0.001080	0.002071	0.013866	0.002152	0.005156	0.002582	0.006465	0.003897	0.001087	0.000765	0.000401	0.000370	-10430.920
24	0.002292	0.000895	0.001983	0.011496	0.001784	0.004518	0.001903	0.005360	0.003230	0.000912	0.000672	0.000332	0.000306	-10440.388
26	0.002292	0.000980	0.001983	0.011496	0.001784	0.004518	0.001820	0.005360	0.003569	0.000912	0.000688	0.000332	0.000277	-10446.696
28	0.002292	0.000980	0.002580	0.011496	0.001784	0.004518	0.001928	0.005360	0.003569	0.000912	0.000668	0.000332	0.000277	-10409.629
30	0.002292	0.000980	0.002580	0.011980	0.001784	0.005210	0.002038	0.005360	0.003402	0.000912	0.000650	0.000332	0.000291	-10429.828
32	0.002111	0.000902	0.002376	0.011035	0.001643	0.005040	0.001963	0.002639	0.002858	0.000828	0.000586	0.000339	0.000294	-10401.677
34	0.002111	0.000902	0.002376	0.011035	0.001643	0.005395	0.001899	0.002639	0.003036	0.000828	0.000594	0.000339	0.000277	-10412.203
36	0.002369	0.001013	0.002667	0.012386	0.001844	0.005419	0.001757	0.002962	0.003407	0.000936	0.000669	0.000380	0.000311	-10405.084
38	0.002055	0.000879	0.002314	0.010744	0.001600	0.005301	0.001602	0.002570	0.003072	0.000785	0.000568	0.000330	0.000259	-10410.160
40	0.002379	0.001017	0.002678	0.012435	0.001852	0.005113	0.002069	0.002974	0.003556	0.000925	0.000629	0.000382	0.000300	-10401.027
42	0.002014	0.000861	0.002267	0.010528	0.001568	0.003493	0.001921	0.002518	0.003011	0.000783	0.000514	0.000323	0.000254	-10406.003
44	0.002307	0.000986	0.002596	0.012057	0.001796	0.004000	0.002199	0.003719	0.003067	0.000897	0.000589	0.000352	0.000327	-10412.058
46	0.002307	0.000986	0.002596	0.011289	0.001796	0.003795	0.002038	0.003719	0.003209	0.000914	0.000608	0.000352	0.000312	-10456.995
48	0.002081	0.000889	0.002342	0.010271	0.001620	0.003436	0.001715	0.003354	0.002911	0.000823	0.000565	0.000318	0.000280	-10434.954
50	0.002081	0.000889	0.002342	0.010271	0.001620	0.003642	0.001715	0.006133	0.002911	0.000809	0.000565	0.000301	0.000280	-10416.047
52	0.002081	0.000889	0.002342	0.010927	0.001620	0.003642	0.001549	0.006133	0.002603	0.000809	0.000593	0.000301	0.000255	-10412.234
54	0.002005	0.000889	0.002342	0.010927	0.001620	0.003642	0.001492	0.006133	0.002930	0.000809	0.000604	0.000301	0.000227	-10394.615
56	0.002005	0.000889	0.002342	0.010213	0.001620	0.003815	0.001628	0.004552	0.002930	0.000836	0.000581	0.000327	0.000227	-10395.539
58	0.002005	0.000569	0.002342	0.010213	0.001620	0.003815	0.001613	0.006016	0.002930	0.000836	0.000587	0.000302	0.000227	-10390.434
60	0.002005	0.000569	0.002342	0.010981	0.001620	0.003815	0.001613	0.005444	0.003307	0.000836	0.000587	0.000302	0.000227	-10400.691
62	0.002005	0.000569	0.002342	0.010303	0.001620	0.004378	0.001545	0.004058	0.003307	0.000805	0.000600	0.000328	0.000227	-10419.411
64	0.002005	0.000569	0.002342	0.010303	0.001850	0.003959	0.002030	0.004058	0.003378	0.000827	0.000535	0.000328	0.000222	-10415.446
66	0.002302	0.000653	0.002688	0.011826	0.002123	0.005478	0.001991	0.004657	0.004659	0.000920	0.000607	0.000377	0.000255	-10397.862
