Gen	theta_1JpMe	theta_2MoN	theta_3MoS	theta_4Si	theta_5JpMeMoNMoSSi	theta_6JpMeMoNMoS	theta_7JpMeMoN	tau_5JpMeMoNMoSSi	tau_6JpMeMoNMoS	tau_7JpMeMoN	lnL
230	0.003654	0.002541	0.021241	0.003776	0.004401	0.002885	0.006780	0.001638	0.000767	0.000434	-10439.106
232	0.003654	0.002541	0.022966	0.003776	0.004834	0.002885	0.006075	0.001560	0.000767	0.000434	-10403.562
234	0.003111	0.002164	0.019555	0.003215	0.004158	0.002630	0.004509	0.001421	0.000634	0.000401	-10391.811
236	0.003518	0.002447	0.022114	0.003636	0.004702	0.003706	0.005577	0.001607	0.000665	0.000414	-10416.843
238	0.003518	0.002447	0.022114	0.003636	0.004535	0.003593	0.004360	0.001642	0.000672	0.000454	-10416.079
240	0.003549	0.002468	0.022834	0.003668	0.004602	0.004216	0.004893	0.001651	0.000647	0.000412	-10422.116
242	0.003459	0.002406	0.022253	0.003741	0.004485	0.002816	0.004102	0.001609	0.000702	0.000401	-10414.869
244	0.003459	0.002406	0.022253	0.003741	0.003707	0.002816	0.003590	0.001547	0.000702	0.000401	-10432.124
246	0.003459	0.002551	0.024469	0.003741	0.003834	0.002816	0.003429	0.001519	0.000702	0.000420	-10423.836
248	0.003000	0.002213	0.020420	0.003244	0.003418	0.002559	0.002974	0.001298	0.000597	0.000364	-10445.948
250	0.003148	0.002322	0.021427	0.003404	0.003710	0.002685	0.003121	0.001338	0.000627	0.000382	-10409.897
252	0.003148	0.002322	0.022065	0.002411	0.003710	0.002260	0.002776	0.001338	0.000673	0.000430	-10430.835
254	0.003148	0.002322	0.021584	0.002411	0.004085	0.002260	0.003021	0.001293	0.000673	0.000395	-10455.342
256	0.003392	0.002502	0.023260	0.002598	0.004060	0.002361	0.003256	0.001394	0.000735	0.000426	-10431.425
258	0.003392	0.002502	0.023260	0.002598	0.004060	0.002364	0.003221	0.001394	0.000732	0.000416	-10430.933
260	0.003392	0.003132	0.023260	0.002420	0.004532	0.002042	0.003221	0.001440	0.000782	0.000416	-10412.760
262	0.002939	0.002714	0.020153	0.002097	0.003968	0.001503	0.002791	0.001208	0.000734	0.000360	-10418.681
264	0.003436	0.003172	0.023560	0.002451	0.004581	0.002186	0.003262	0.001424	0.000772	0.000421	-10426.299
266	0.003425	0.003162	0.023486	0.002443	0.004566	0.002180	0.003252	0.001419	0.000770	0.000420	-10424.269
268	0.003028	0.002796	0.020761	0.002160	0.004272	0.001927	0.003040	0.001223	0.000681	0.000351	-10448.318
270	0.003420	0.003158	0.023451	0.002440	0.004826	0.002176	0.003434	0.001381	0.000769	0.000396	-10429.248
272	0.003420	0.003158	0.023451	0.002440	0.004953	0.002527	0.003434	0.001361	0.000717	0.000396	-10440.271
274	0.003420	0.003158	0.023451	0.002440	0.004821	0.002462	0.003694	0.001378	0.000723	0.000368	-10424.639
276	0.002848	0.002629	0.019527	0.002031	0.003396	0.002641	0.003076	0.001247	0.000602	0.000307	-10420.634
278	0.002848	0.002629	0.019318	0.002575	0.003396	0.002342	0.002901	0.001247	0.000640	0.000325	-10419.499
280	0.003013	0.002781	0.020435	0.002723	0.003592	0.002477	0.003069	0.001319	0.000677	0.000344	-10406.239
282	0.003198	0.003260	0.020359	0.002713	0.003578	0.002468	0.003058	0.001315	0.000674	0.000343	-10400.990
284	0.003594	0.002780	0.022878	0.003049	0.003880	0.002774	0.003436	0.001503	0.000758	0.000385	-10424.133
286	0.003594	0.002780	0.022691	0.003049	0.003872	0.003016	0.003436	0.001505	0.000728	0.000385	-10426.995
288	0.003718	0.002876	0.023471	0.003154	0.005384	0.003101	0.003825	0.001557	0.000753	0.000370	-10425.471
290	0.003262	0.002524	0.020005	0.002768	0.005160	0.002721	0.003357	0.001422	0.000661	0.000325	-10434.427
292	0.003262	0.002524	0.020005	0.002768	0.005160	0.002721	0.003357	0.001422	0.000661	0.000325	-10401.023
294	0.003055	0.002364	0.019120	0.002592	0.004833	0.002224	0.003144	0.001332	0.000665	0.000304	-10421.699
296	0.003341	0.002585	0.020909	0.002169	0.005937	0.002817	0.003438	0.001423	0.000673	0.000333	-10421.374
298	0.003341	0.002585	0.021691	0.002169	0.005937	0.002447	0.003863	0.001423	0.000731	0.000296	-10409.189
300	0.003006	0.002325	0.019159	0.001877	0.004838	0.001994	0.003475	0.001280	0.000698	0.000266	-10443.635
302	0.003006	0.002325	0.019159	0.001877	0.004508	0.001994	0.003475	0.001298	0.000698	0.000266	-10411.639
304	0.003364	0.002602	0.021440	0.002100	0.005045	0.002462	0.003889	0.001452	0.000736	0.000298	-10420.353
306	0.003364	0.002602	0.020887	0.002100	0.004711	0.002611	0.003889	0.001502	0.000711	0.000298	-10441.291
308	0.003053	0.002362	0.018960	0.001907	0.004716	0.002370	0.003530	0.001296	0.000645	0.000270	-10428.025
310	0.003483	0.002694	0.021626	0.002175	0.006039	0.002704	0.004027	0.001484	0.000736	0.000309	-10434.464
312	0.003483	0.002694	0.021626	0.002175	0.005378	0.003019	0.004027	0.001500	0.000691	0.000309	-10444.310
314	0.003483	0.002694	0.021626	0.002175	0.005729	0.002276	0.004027	0.001450	0.000691	0.000309	-10460.353
316	0.003483	0.002694	0.021626	0.002175	0.005729	0.001998	0.004027	0.001450	0.000744	0.000309	-10429.952
318	0.003985	0.002512	0.024744	0.003765	0.006900	0.002081	0.004607	0.001621	0.000901	0.000353	-10435.466
320	0.003646	0.002299	0.022643	0.003445	0.006315	0.001785	0.004216	0.001483	0.000858	0.000323	-10441.890
322	0.003646	0.002299	0.022098	0.003445	0.005895	0.002089	0.004216	0.001530	0.000780	0.000323	-10431.340
324	0.003837	0.002419	0.023257	0.003626	0.005907	0.002081	0.003920	0.001610	0.000848	0.000340	-10450.735
326	0.003837	0.002419	0.023257	0.003626	0.006035	0.002081	0.004051	0.001594	0.000848	0.000329	-10436.508
328	0.003716	0.002343	0.022523	0.003512	0.006082	0.002235	0.003923	0.001597	0.000772	0.000319	-10438.106
330	0.003716	0.002343	0.022523	0.003512	0.006428	0.002273	0.003742	0.001649	0.000764	0.000334	-10451.523
332	0.003569	0.002250	0.021628	0.003372	0.006564	0.002040	0.003593	0.001533	0.000763	0.000321	-10456.687
334	0.003215	0.002027	0.019484	0.003038	0.006043	0.001750	0.003237	0.001353	0.000707	0.000289	-10471.255
336	0.003495	0.002986	0.020188	0.003302	0.007355	0.001902	0.003519	0.001471	0.000769	0.000314	-10443.136
338	0.003495	0.002986	0.020188	0.003302	0.007708	0.001902	0.003519	0.001439	0.000769	0.000314	-10443.377
340	0.003217	0.002076	0.018581	0.003039	0.007094	0.001981	0.003239	0.001324	0.000659	0.000289	-10433.794
342	0.003217	0.001877	0.018581	0.003039	0.007094	0.001981	0.003239	0.001324	0.000659	0.000289	-10417.835
344	0.002870	0.001692	0.016579	0.002712	0.006330	0.001544	0.002890	0.001181	0.000636	0.000258	-10440.801
346	0.002870	0.001692	0.016579	0.002712	0.006017	0.001836	0.002890	0.001210	0.000576	0.000258	-10430.995
348	0.002870	0.001692	0.015880	0.003593	0.006017	0.001806	0.002890	0.001210	0.000581	0.000258	-10426.755
350	0.002870	0.001692	0.015426	0.003224	0.005475	0.001656	0.002890	0.001190	0.000610	0.000258	-10419.626
352	0.002527	0.001490	0.013583	0.002838	0.004821	0.001519	0.002545	0.001048	0.000525	0.000227	-10423.449
354	0.002527	0.001490	0.013583	0.002838	0.005546	0.001519	0.002194	0.000979	0.000525	0.000227	-10437.948
356	0.002527	0.001490	0.014204	0.002195	0.004445	0.001519	0.002194	0.001016	0.000525	0.000227	-10417.827
358	0.002729	0.001608	0.015336	0.002370	0.004991	0.001443	0.002369	0.001076	0.000611	0.000245	-10426.062
360	0.003119	0.001838	0.017529	0.002709	0.006191	0.001650	0.002708	0.001224	0.000698	0.000280	-10407.088
362	0.003153	0.001859	0.017945	0.002739	0.006258	0.001575	0.002738	0.001237	0.000731	0.000283	-10432.394
364	0.003153	0.001859	0.018546	0.003236	0.006258	0.001732	0.003070	0.001237	0.000690	0.000253	-10453.218
366	0.003153	0.001859	0.018546	0.003236	0.006479	0.001749	0.003070	0.001219	0.000686	0.000253	-10432.938
368	0.004118	0.002282	0.024221	0.004226	0.007816	0.002215	0.004009	0.001649	0.000913	0.000330	-10428.096
370	0.004676	0.002591	0.027504	0.004799	0.008341	0.002515	0.005277	0.001926	0.001037	0.000375	-10432.661
372	0.004074	0.002591	0.027504	0.005841	0.008620	0.002577	0.005277	0.001898	0.001021	0.000375	-10429.041
374	0.004099	0.002607	0.027678	0.005878	0.009001	0.002737	0.005802	0.001878	0.000993	0.000377	-10425.863
376	0.004607	0.002930	0.031105	0.006606	0.009577	0.002933	0.007314	0.002166	0.001152	0.000378	-10448.240
378	0.004337	0.002758	0.029280	0.005732	0.009025	0.003003	0.006044	0.002038	0.001026	0.000405	-10463.828
380	0.003818	0.002428	0.025778	0.005311	0.007444	0.002644	0.005321	0.001854	0.000903	0.000357	-10457.044
382	0.003818	0.003533	0.025561	0.005311	0.007156	0.002644	0.004894	0.001759	0.000903	0.000388	-10446.622
384	0.003818	0.003533	0.025472	0.005311	0.006843	0.002725	0.004894	0.001798	0.000888	0.000388	-10459.495
386	0.003818	0.003533	0.025472	0.005311	0.006843	0.002300	0.004894	0.001798	0.000980	0.000388	-10440.335
388	0.004094	0.003010	0.027314	0.004944	0.007042	0.002522	0.005248	0.001963	0.001037	0.000416	-10445.943
390	0.004094	0.003010	0.026587	0.004346	0.005686	0.002522	0.004558	0.002070	0.001037	0.000416	-10444.118
392	0.004631	0.003405	0.030074	0.004916	0.007447	0.003362	0.006724	0.002342	0.001157	0.000416	-10440.870
394	0.004631	0.003405	0.029657	0.004916	0.007762	0.003579	0.006775	0.002293	0.001115	0.000462	-10432.391
396	0.004284	0.003149	0.027435	0.004548	0.007180	0.003378	0.006267	0.002122	0.001020	0.000427	-10425.902
398	0.005048	0.003711	0.032330	0.005359	0.009286	0.003980	0.007113	0.002385	0.001201	0.000523	-10422.431
400	0.005271	0.003875	0.034652	0.005596	0.010071	0.003520	0.007426	0.002444	0.001254	0.000546	-10437.931
402	0.005271	0.003875	0.034142	0.005596	0.011070	0.003366	0.008061	0.002338	0.001287	0.000503	-10455.793
404	0.005271	0.004935	0.034142	0.005596	0.011689	0.003271	0.007711	0.002283	0.001310	0.000545	-10432.245
406	0.005271	0.004935	0.034774	0.004672	0.010154	0.003378	0.007392	0.002331	0.001285	0.000528	-10446.083
408	0.005271	0.004935	0.034238	0.004672	0.010332	0.003148	0.006629	0.002313	0.001340	0.000589	-10439.493
410	0.005095	0.004324	0.031423	0.004516	0.010315	0.003043	0.005733	0.002269	0.001295	0.000569	-10451.471
412	0.005095	0.004324	0.031130	0.005135	0.010545	0.003054	0.006634	0.002187	0.001292	0.000492	-10437.869
414	0.005170	0.003662	0.032635	0.004321	0.010142	0.003100	0.006949	0.002269	0.001311	0.000525	-10433.312
416	0.005170	0.003662	0.032635	0.004321	0.009912	0.003780	0.006733	0.002362	0.001170	0.000529	-10435.287
418	0.004427	0.003135	0.027942	0.003700	0.009488	0.003100	0.005764	0.001915	0.000978	0.000453	-10445.196
420	0.004427	0.003484	0.027313	0.003700	0.008216	0.003352	0.005829	0.001938	0.001018	0.000448	-10453.423
422	0.004427	0.003484	0.027313	0.003700	0.008072	0.002936	0.006578	0.001954	0.001099	0.000448	-10447.445
424	0.004131	0.002622	0.025971	0.003453	0.007160	0.002610	0.006139	0.001865	0.001056	0.000418	-10415.463
426	0.004131	0.002622	0.025971	0.003453	0.007389	0.002420	0.005453	0.001840	0.001106	0.000461	-10422.246
428	0.004131	0.002622	0.025283	0.003453	0.007389	0.002665	0.006041	0.001840	0.001047	0.000461	-10407.517
430	0.004040	0.002564	0.025489	0.003376	0.007948	0.002992	0.005907	0.001800	0.000950	0.000451	-10431.616
432	0.004040	0.003234	0.025489	0.003376	0.008428	0.002781	0.004938	0.001755	0.000988	0.000451	-10423.333
434	0.004040	0.003234	0.025489	0.003376	0.009019	0.002781	0.004938	0.001704	0.000988	0.000451	-10412.010
436	0.003874	0.003102	0.024447	0.003238	0.008934	0.002667	0.004736	0.001613	0.000947	0.000433	-10429.608
438	0.003874	0.003019	0.024447	0.004024	0.008934	0.003138	0.004736	0.001613	0.000870	0.000433	-10430.404
440	0.003874	0.003019	0.023716	0.004024	0.008517	0.003138	0.004736	0.001649	0.000870	0.000433	-10422.700
442	0.003114	0.002427	0.019064	0.002808	0.005804	0.002826	0.003396	0.001392	0.000662	0.000348	-10445.202
444	0.003323	0.002589	0.020340	0.002996	0.006403	0.003666	0.003623	0.001527	0.000646	0.000371	-10421.179
446	0.003323	0.002589	0.020340	0.002996	0.005813	0.004343	0.003623	0.001619	0.000604	0.000371	-10436.467
448	0.003323	0.002589	0.020860	0.002996	0.006097	0.004343	0.003623	0.001572	0.000604	0.000371	-10431.076
450	0.003461	0.002394	0.021730	0.003121	0.006386	0.004524	0.003865	0.001632	0.000629	0.000377	-10426.887
452	0.003461	0.002394	0.021051	0.003804	0.006714	0.004524	0.003604	0.001583	0.000629	0.000405	-10422.643
454	0.003461	0.002394	0.021051	0.003804	0.006990	0.003928	0.003994	0.001545	0.000629	0.000405	-10432.780
456	0.003461	0.002394	0.020365	0.003804	0.005863	0.004240	0.003994	0.001591	0.000612	0.000405	-10431.765
458	0.003686	0.002550	0.021687	0.004051	0.006332	0.004515	0.003245	0.001679	0.000652	0.000431	-10396.202
460	0.003686	0.002148	0.021687	0.004051	0.006757	0.004515	0.003359	0.001724	0.000652	0.000417	-10401.013
462	0.003551	0.002573	0.020892	0.003903	0.006430	0.005290	0.003236	0.001723	0.000588	0.000401	-10422.437
464	0.003112	0.002254	0.018308	0.003420	0.005377	0.004280	0.003371	0.001558	0.000515	0.000352	-10418.123
466	0.003494	0.002531	0.020555	0.003840	0.007470	0.004145	0.003785	0.001705	0.000608	0.000395	-10417.368
468	0.003357	0.002432	0.019750	0.003689	0.006688	0.004012	0.003637	0.001632	0.000608	0.000379	-10417.472
470	0.003116	0.002258	0.017673	0.002742	0.005881	0.004142	0.002886	0.001569	0.000543	0.000352	-10422.659
472	0.003546	0.002569	0.020114	0.003120	0.006973	0.004404	0.003284	0.001739	0.000633	0.000401	-10424.646
